,AgeGap,AgeLimits,Algorithm Name,EvaluatedSolutions,Execution Time,Generations,NonDominatedElites,NumberOfLayers,OpenLayers,ParetoFrontResults.Absolute Distance to BestKnownHypervolume,ParetoFrontResults.Best known hypervolume,ParetoFrontResults.Crowding,ParetoFrontResults.Generational Distance,ParetoFrontResults.Hypervolume,ParetoFrontResults.Pareto Front,ParetoFrontResults.Spacing,PopulationSize,Seed,SelectedParents
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1} Run 86",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1}",300030,01:53.2,5983,1,10,10,0.048821439,1324.367774,1.093042677,0.001126757,1324.318953,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.351618040128323;0.351618040128323;0.867599854606162][...]],0.133317698,5,1377291814,10
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0} Run 87",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0}",300030,01:53.1,5983,0,10,10,0.367478171,1324.481203,1.233890848,0.001599166,1324.113724,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.506438087894359;0.506438087894359;0.69788317522334][...]],0.26803383,5,1618045880,10
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 73",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",300000,01:03.9,4706,3,10,5,0.019395496,1324.800089,0.124701206,0.001535669,1324.780694,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.702570628811353;0.702570628811353;0.113088562919683][...]],0.026643107,16,509646164,32
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3} Run 69",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3}",300030,01:54.9,5983,3,10,10,0.097962948,1324.367774,1.183998463,0.00110689,1324.269811,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.598134950115059;0.598134950115059;0.533356506383593][...]],0.105794658,5,1153536364,10
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 74",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",300000,01:03.7,4706,3,10,5,0.094717994,1324.814589,0.200197606,0.001455523,1324.719871,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.428968807952299;0.428968807952299;0.794966366337575][...]],0.034402187,16,363773441,32
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1} Run 87",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1}",300030,01:52.4,5983,1,10,10,0.436929711,1324.507841,1.346665204,0.001285672,1324.070911,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.334299906419877;0.334299906419877;0.881185079955013][...]],0.120356993,5,1524104745,10
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0} Run 88",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0}",300030,01:53.4,5983,0,10,10,0.229936456,1324.502206,1.241398344,0.000789627,1324.27227,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.270598050073099;0.270598050073099;0.923879532511287][...]],0.001122086,5,290830415,10
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 75",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",300000,01:03.5,4706,3,10,5,0.055388836,1324.8016,0.178435908,0.002092852,1324.746211,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.082078692340457;0.082078692340457;0.993240241093443][...]],0.040422159,16,1743604697,32
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3} Run 70",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3}",300030,01:53.9,5983,3,10,10,0.167590595,1324.367774,1.296991761,0.001580009,1324.200184,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.408450300823097;0.408450300823097;0.816294495580512][...]],0.124269419,5,1121924843,10
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0} Run 89",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0}",300030,01:53.2,5983,0,10,10,0.177613126,1324.488047,1.161327136,0.001033755,1324.310434,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.315597501166464;0.315597501166464;0.894872300674777][...]],0.08602396,5,337002294,10
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1} Run 88",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1}",300030,01:54.2,5983,1,10,10,0.134393697,1324.367774,1.062219978,0.000964077,1324.23338,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.527698475536691;0.527698475536691;0.665634011925852][...]],0.200781963,5,361976752,10
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 76",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",300000,01:03.6,4706,3,10,5,0.044851121,1324.796301,0.159207231,0.001709206,1324.75145,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.491594155277939;0.491594155277938;0.718797866575256][...]],0.033173825,16,1954043320,32
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 77",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",300000,01:03.6,4706,3,10,5,0.035136047,1324.804633,0.12730005,0.001347867,1324.769496,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.595807608697716;0.595807608697716;0.538541165405039][...]],0.021374214,16,1820726027,32
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3} Run 71",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3}",300030,01:54.3,5983,3,10,10,0.15384643,1324.447138,1.189706225,0.000985022,1324.293292,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.614215234211586;0.614215234211585;0.495458668432408][...]],0.073605534,5,816849960,10
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1} Run 89",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1}",300030,01:53.0,5983,1,10,10,0.266647664,1324.473274,1.310102619,0.001894392,1324.206627,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.464846102575157;0.464846102575157;0.753549070626043][...]],0.076802787,5,273174614,10
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0} Run 90",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0}",300030,01:53.6,5983,0,10,10,0.255987723,1324.502598,1.22851202,0.001690537,1324.246611,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.45286385280007;0.45286385280007;0.768003034925093][...]],0.063599683,5,1726938534,10
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 78",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",300000,01:00.9,4706,3,10,5,0.032703935,1324.805181,0.137875516,0.001501181,1324.772477,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.623990436915828;0.623990436915828;0.470395439258491][...]],0.028726362,16,771833620,32
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 79",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",300000,00:55.2,4706,3,10,5,0.01460069,1324.798967,0.126699974,0.001662725,1324.784366,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.361580518745907;0.361580518745907;0.859371314931376][...]],0.015515587,16,69058510,32
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3} Run 72",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3}",300030,01:42.0,5983,3,10,10,0.357902873,1324.461825,1.381173279,0.00288045,1324.103922,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.508194015503979;0.508194015503979;0.695325596545879][...]],0.122165662,5,937281412,10
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 80",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",300000,00:54.1,4706,3,10,5,0.037899828,1324.800774,0.161058937,0.001502023,1324.762874,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.690797582838152;0.690797582838152;0.213535475015121][...]],0.02440858,16,1919845507,32
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3} Run 73",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3}",300030,01:36.7,5983,3,10,10,0.31002933,1324.514306,1.276588605,0.001145335,1324.204276,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.5;0.5;0.707106781186547][...]],0.097141233,5,1527703648,10
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 81",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",300000,00:54.0,4706,3,10,5,0.024014168,1324.810228,0.125942646,0.00171562,1324.786213,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.0759833214954225;0.0759833214954225;0.994209771481374][...]],0.023619985,16,1461759303,32
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 82",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",300000,00:54.9,4706,3,10,5,0.006653226,1324.800098,0.125528439,0.001192508,1324.793444,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.0605417649340534;0.0605417649340534;0.996327952733105][...]],0.020638856,16,1549924124,32
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3} Run 74",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3}",300030,01:38.1,5983,3,10,10,0.197277745,1324.485265,1.216609915,0.001451145,1324.287988,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.297669396971183;0.297669396971183;0.907075443507112][...]],0.030695845,5,191900987,10
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 83",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",300000,00:54.6,4706,3,10,5,0.027639189,1324.807331,0.148342542,0.001115413,1324.779692,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.624640414195307;0.624640414195307;0.468666945610451][...]],0.031497114,16,195231676,32
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3} Run 75",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3}",300030,01:38.8,5983,3,10,10,0.412354428,1324.481093,1.155199495,0.000991299,1324.068739,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.24306120992995;0.24306120992995;0.939064692369369][...]],0.221754388,5,246433566,10
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3} Run 76",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3}",300030,01:32.5,5983,3,10,10,0.216060832,1324.50965,1.203251383,0.00121521,1324.293589,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.253856165875674;0.253856165875674;0.933334931358408][...]],0.053791107,5,1815929164,10
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3} Run 77",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3}",300030,01:33.3,5983,3,10,10,0.305819994,1324.475284,1.23382076,0.001261349,1324.169464,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.544124709365712;0.544124709365712;0.638636517367554][...]],0.207843695,5,2112783191,10
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3} Run 78",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3}",300030,01:33.8,5983,3,10,10,0.384401416,1324.460057,1.084224671,0.000926725,1324.075655,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.455902289941259;0.455902289941259;0.76439924388544][...]],0.25171907,5,1663222263,10
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3} Run 79",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3}",300030,01:36.7,5983,3,10,10,0.223281436,1324.511884,1.201887826,0.001658466,1324.288602,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.24086009024024;0.24086009024024;0.940198294967039][...]],0.065847075,5,1485455373,10
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3} Run 80",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3}",300030,01:30.8,5983,3,10,10,0.073593049,1324.367774,1.209799821,0.001263537,1324.294181,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.276887834683303;0.276887834683303;0.920144691887522][...]],0.037519773,5,281887336,10
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3} Run 81",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3}",300030,01:27.2,5983,3,10,10,0.286563787,1324.466896,1.178200025,0.001261774,1324.180332,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.254244988745436;0.254244988745436;0.933123234838607][...]],0.16375256,5,516799146,10
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3} Run 82",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3}",300030,01:27.1,5983,3,10,10,0.284940739,1324.493856,1.294229844,0.000960041,1324.208915,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.467431400610607;0.467431400610607;0.750343768846262][...]],0.015479506,5,1565142460,10
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3} Run 83",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3}",300030,01:30.2,5983,3,10,10,0.251933657,1324.533963,1.195231607,0.001532409,1324.28203,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.248778099660681;0.248778099660681;0.936065657023288][...]],0.090062862,5,1934063865,10
