,AgeGap,AgeLimits,Algorithm Name,EvaluatedSolutions,Execution Time,Generations,NumberOfLayers,OpenLayers,ParetoFrontResults.Absolute Distance to BestKnownHypervolume,ParetoFrontResults.Best known hypervolume,ParetoFrontResults.Crowding,ParetoFrontResults.Generational Distance,ParetoFrontResults.Hypervolume,ParetoFrontResults.Pareto Front,ParetoFrontResults.Spacing,PopulationSize,Seed,SelectedParents
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 31",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,01:36.5,9026,10,9,0.109737869,1324.683652,1.926973598,3.416791384,1324.573914,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.357115138546325;0.357115138546324;0.863097651278277][...]],1.434869251,5,712598210,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 32",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,01:30.2,5983,10,10,0.241519623,1324.462447,2.307086654,9.778106717,1324.220927,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.403556642700397;0.403556642700397;0.821148020922397][...]],1.457018246,5,1856716236,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 32",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,01:35.3,7015,10,10,0.116742121,1324.681294,2.301527894,6.28832638,1324.564552,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.643282033449584;0.643282033449584;0.415182430844485][...]],2.048890441,5,350099492,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 32",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,01:48.2,10982,10,8,0.08543092,1324.680757,1.850753485,2.644294511,1324.595326,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.686557589871605;0.686557589871605;0.239326871828859][...]],1.327217786,5,812366506,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 32",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,01:43.5,9026,10,9,0.191219893,1324.698637,2.53401851,4.613372561,1324.507417,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.9119320650873;0.628839886267972;0.682294655096378][...]],1.97065985,5,218294880,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 33",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,01:34.4,5983,10,10,0.397311522,1324.45169,2.538940288,9.414728003,1324.054378,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.23547513019946;0.23547513019946;0.942922545130349][...]],1.390704586,5,655228656,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 33",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,01:38.2,7015,10,10,0.063479106,1324.69673,2.511059965,7.276366595,1324.633251,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.314820576789918;0.314820576789918;0.895419459727856][...]],1.830721429,5,1480731789,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 33",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,01:41.6,9026,10,9,0.229370031,1324.695131,3.015386991,5.506735919,1324.465761,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.620991188180803;0.620991188180803;0.478267590793678][...]],2.079907706,5,637416200,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 33",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,01:46.1,10982,10,8,0.10637307,1324.668407,1.963755738,2.643411891,1324.562034,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.249381647242894;0.249381647242894;0.935744403155499][...]],0.883233322,5,1842099264,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 34",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,01:31.9,5983,10,10,0.236252514,1324.449716,2.490869807,10.78841445,1324.213464,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.540981632782;0.540981632781999;0.643954770139211][...]],1.822416567,5,757814318,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 34",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,01:35.9,7015,10,10,0.092967615,1324.667161,3.056930689,6.603709862,1324.574193,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.633889476002688;0.633889476002688;0.443134589516633][...]],1.855330522,5,1435426501,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 34",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,01:41.6,9026,10,9,0.160957538,1324.684137,3.00661638,5.179795612,1324.523179,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.450873410360203;0.450873410360203;0.770341700585084][...]],1.453945843,5,459115029,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 35",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,01:32.7,5983,10,10,0.335832829,1324.555982,3.011298662,9.940666479,1324.220149,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.582113014997739;0.582113014997739;0.567704919426003][...]],1.748597344,5,933083847,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 34",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,01:46.6,10982,10,8,0.09472731,1324.657752,2.259518934,4.413778265,1324.563024,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.241035205666881;0.241035205666881;0.940108535892664][...]],1.529839821,5,1501967389,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 35",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,01:34.8,7015,10,10,0.288356826,1324.695574,2.638808404,5.174866245,1324.407218,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.492452344326351;0.492452344326351;0.717622029438172][...]],2.448968234,5,361473370,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 36",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,01:30.7,5983,10,10,0.182816624,1324.367774,2.414582955,9.896282578,1324.184958,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.461926227315131;0.461926227315131;0.757131640493792][...]],1.466065393,5,1397575119,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 35",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,01:40.0,9026,10,9,0.259076752,1324.679255,3.028952221,5.875416066,1324.420178,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.316274829320758;0.316274829320758;0.894393909122961][...]],2.333014691,5,36085760,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 35",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,01:44.4,10982,10,8,0.126953031,1324.674915,1.442817517,1.189032855,1324.547962,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.206258517140786;0.206258517140786;0.956511812898183][...]],1.462333864,5,1418851543,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 36",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,01:33.9,7015,10,10,0.093153488,1324.690649,2.845909776,6.719129155,1324.597496,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.657833531032606;0.657833531032606;0.366756173633584][...]],2.713662732,5,973594583,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 37",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,01:30.6,5983,10,10,0.086840537,1324.367774,2.620335809,11.05290436,1324.280934,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.610297777449853;0.610297777449853;0.505047765740567][...]],2.071003601,5,190562516,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 36",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,01:40.2,9026,10,9,0.098849289,1324.680107,3.274930386,5.11122589,1324.581258,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.217377325078017;0.217377325078017;0.951574588292401][...]],1.537505888,5,2013098430,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 36",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,01:45.4,10982,10,8,0.062834444,1324.664417,1.424639624,3.290665854,1324.601582,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.629721353421308;0.629721353421308;0.454864852555648][...]],2.413092399,5,1506274386,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 37",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,01:35.3,7015,10,10,0.071329686,1324.702444,2.557307819,5.70951506,1324.631114,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.249066435535028;0.249066435535028;0.935912293636402][...]],2.081053015,5,1757122897,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 38",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,01:32.3,5983,10,10,0.198925387,1324.459935,2.645686975,11.26689397,1324.261009,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.46036233512677;0.460362335126769;0.759034281698301][...]],1.762926118,5,982483341,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 37",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,01:41.1,9026,10,9,0.099064883,1324.681861,3.042285366,4.476795406,1324.582797,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.642727149631397;0.642727149631397;0.416897616032283][...]],2.100803319,5,208382348,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 38",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,01:35.4,7015,10,10,0.254197305,1324.675358,2.452269834,7.117725527,1324.421161,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.630782104905593;0.630782104905592;0.451915780053917][...]],2.109518438,5,239746735,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 37",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,01:45.7,10982,10,8,0.068080517,1324.675897,2.581894586,3.223665809,1324.607817,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.146948731927285;0.146948731927285;0.978167746539379][...]],1.143121888,5,60001561,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 39",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,01:30.3,5983,10,10,0.23201959,1324.531341,2.603445803,10.4856821,1324.299322,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.25776220023707;0.25776220023707;0.931191331713247][...]],1.402093372,5,1020207874,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 38",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,01:39.7,9026,10,9,0.107285442,1324.681944,2.935639335,5.817734259,1324.574658,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.184643753354766;0.184643753354766;0.965304806107443][...]],1.794470577,5,998722864,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 39",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,01:33.7,7015,10,10,0.04829032,1324.686016,2.715786834,6.302777973,1324.637726,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.691673947214255;0.691673947214255;0.207784266704926][...]],2.266328151,5,1057838259,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 38",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,01:44.5,10982,10,8,0.031553725,1324.655449,1.334183472,1.52643678,1324.623895,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.234622225940891;0.234622225940891;0.943347667718049][...]],1.004389042,5,1954089101,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 40",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,01:31.5,5983,10,10,0.227133299,1324.496962,2.399519185,10.18564319,1324.269828,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.473928686778551;0.473928686778551;0.742147693991375][...]],1.126790718,5,1607966807,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 39",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,01:39.9,9026,10,9,0.050916972,1324.692883,2.623256699,5.349767538,1324.641966,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.5;0.5;0.707106781186547][...]],1.944985043,5,1383208058,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 40",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,01:34.1,7015,10,10,0.167140365,1324.684517,2.595966895,7.056708063,1324.517377,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.611840838663478;0.611840838663478;0.501299886582018][...]],1.896407692,5,1286998179,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 21",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,01:00.8,6542,3,3,0.025814703,1324.763466,1.242956713,2.528673564,1324.737651,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.544162650358318;0.544162650358318;0.638571859628986][...]],1.114518798,16,290235704,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 39",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,01:44.5,10982,10,8,0.179840476,1324.656337,2.775023501,3.007016961,1324.476497,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.491946162124084;0.491946162124084;0.718316049620757][...]],0.762504075,5,1140457111,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 21",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,01:00.8,6385,3,3,0.076066401,1324.754046,1.432657448,4.795350787,1324.677979,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.32290885020174;0.32290885020174;0.889640235669892][...]],1.024115434,16,566661908,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 22",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,01:01.2,6542,3,3,0.140508685,1324.772528,0.989315357,2.693384804,1324.632019,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.586729991751996;0.586729991751996;0.55811811792613][...]],0.76262629,16,482145967,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 40",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,01:39.6,9026,10,9,0.135797657,1324.689976,3.244787208,5.038448323,1324.554179,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.485764731242651;0.485764731242651;0.726680983486915][...]],0.846509367,5,1596305469,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 22",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,01:02.0,6385,3,3,0.073287256,1324.753775,1.166288041,3.488637637,1324.680488,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.530589881430136;0.530589881430136;0.661020994710386][...]],0.719398244,16,118518284,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 40",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,01:46.2,10982,10,8,0.254161328,1324.682225,2.462296912,2.860138244,1324.428063,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.477670525451446;0.477670525451446;0.737334210673748][...]],1.011251042,5,1802553673,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 23",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,01:02.7,6542,3,3,0.029290594,1324.762839,1.10719313,2.004418513,1324.733549,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.685718583624174;0.685718583624174;0.244090245902851][...]],0.70427296,16,1624271113,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 21",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,01:01.5,6258,3,3,0.053122693,1324.709256,1.846870735,7.564792035,1324.656133,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.640919331573937;0.640919331573937;0.422427296501581][...]],1.429326344,16,2135880886,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 23",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,01:02.0,6385,3,3,0.093756409,1324.777116,1.309063313,4.846992552,1324.68336,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.673709974202858;0.673709974202858;0.303693498974161][...]],0.707855892,16,623456792,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 21",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:57.5,5864,3,3,0.030417391,1324.711445,2.255384601,8.808187646,1324.681028,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.680038691488879;0.680038691488879;0.274034224424955][...]],1.473358714,16,1366382000,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 24",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,01:01.9,6542,3,3,0.099753108,1324.783606,0.462467486,1.27042149,1324.683853,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.380372072107646;0.380372072107646;0.842991206075764][...]],0.236996155,16,390677359,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 22",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,01:00.6,6258,3,3,0.030319353,1324.709022,2.048565168,7.634747956,1324.678702,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.360030665822235;0.360030665822235;0.860671737269905][...]],1.480174776,16,973138387,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 22",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:56.3,5864,3,3,0.063122593,1324.707314,2.24504939,8.020743089,1324.644191,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.533783591426618;0.533783591426618;0.655858334587129][...]],2.061917241,16,1075404557,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 24",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,01:00.0,6385,3,3,0.069249332,1324.757989,1.200325883,3.82217991,1324.688739,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.174860488430151;0.174860488430151;0.968941494194535][...]],0.900240012,16,43090951,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 25",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,01:01.3,6542,3,3,0.03937642,1324.763692,0.910793917,1.984958386,1324.724315,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.369119926920195;0.369119926920195;0.852936667696295][...]],0.722760262,16,331695345,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 23",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,01:00.7,6258,3,3,0.050346042,1324.710451,2.053434956,7.320039277,1324.660105,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.369576224278492;0.369576224278492;0.852541394242009][...]],1.495551881,16,1714852902,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 23",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:58.4,5864,3,3,0.034033423,1324.709478,2.130319535,9.623619432,1324.675445,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.472647754968442;0.472647754968442;0.743779671305007][...]],1.509708841,16,450163018,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 25",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,01:02.5,6385,3,3,0.065834301,1324.760704,1.32838438,4.049019118,1324.694869,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.269651238512584;0.269651238512584;0.924433025771613][...]],0.8934704,16,1184378544,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 26",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,01:02.4,6542,3,3,0.071250534,1324.787006,0.488579559,0.829888374,1324.715755,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.146109121719125;0.146109121719125;0.978419260389396][...]],0.34976801,16,1990875472,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 24",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,01:01.1,6258,3,3,0.051111927,1324.710355,2.065810196,9.068177673,1324.659243,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.521119956832107;0.521119956832107;0.675920099703069][...]],1.599812896,16,735195267,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 24",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:59.5,5864,3,3,0.038905906,1324.710927,2.254625523,9.6737877,1324.672021,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.301949720965493;0.301949720965493;0.904241523055496][...]],1.367125147,16,1353807471,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 26",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,01:03.7,6385,3,3,0.11427424,1324.782832,1.028964496,3.069481357,1324.668558,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.127583119859826;0.127583119859825;0.983587868496591][...]],0.810762611,16,99593339,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 27",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,01:03.7,6542,3,3,0.112608337,1324.770845,0.565173064,1.82226701,1324.658237,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.476044568095371;0.476044568095371;0.739434336755999][...]],0.334439899,16,1515099798,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 25",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,01:02.0,6258,3,3,0.035179406,1324.711538,1.987343268,8.310501466,1324.676358,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.330167802720543;0.330167802720543;0.884295450680019][...]],1.557425485,16,603984158,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 25",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:57.0,5864,3,3,0.049156152,1324.710659,2.082564974,9.778560038,1324.661502,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.186066919733948;0.186066919733948;0.964758105828316][...]],1.673101356,16,158293319,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 27",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,01:01.2,6385,3,3,0.076144901,1324.765329,1.003747918,3.396793852,1324.689184,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.558315156842749;0.558315156842748;0.613651669336371][...]],0.669161541,16,415481921,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 28",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,01:01.7,6542,3,3,0.019002392,1324.765744,0.874397826,1.711537876,1324.746742,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.482589328416862;0.482589328416862;0.730900184838069][...]],0.7383623,16,460523915,32
