,Count,Minimum,Maximum,Average,Median,Standard Deviation,Variance,25th Percentile,75th Percentile,Avg. of Upper 25 %, Avg. of Lower 25 %,Avg. of First 25 %,Avg. of Last 25 %,Slope,Intercept,Average Relative Error
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 33",50,35,6135,1327,00:00.0,2430.343051,5906567.347,35,285,5160,35,39.16666667,4785,119.4045618,-1598.411765,0.512938872
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 33",50,21,6471,921,00:00.0,1877.905911,3526530.612,171,471,2971,46,46,2778.692308,63.0972389,-624.8823529,0.23990096
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 33",50,55,6955,1129,00:00.0,1801.111901,3244004.082,55,955,3105,55,80,2801.153846,67.54861945,-525.9411765,0.298889389
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 34",50,4,5749,1161.1,00:00.0,2317.272123,5369750.092,4,44,4798.166667,4,4.416666667,4432.461538,110.6273709,-1549.270588,0.484317368
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 34",50,35,6135,1318,00:00.0,2434.396585,5926286.735,35,285,5160,35,35,4761.923077,118.8739496,-1594.411765,0.506698547
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 34",50,21,6471,1506,00:00.0,2514.96034,6325025.51,21,471,5471,21,33.5,5086.384615,127.5270108,-1618.411765,0.546387824
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 35",50,4,5784,1164.9,00:00.0,2333.009069,5442931.316,4,19,4825.25,4,4.833333333,4452.846154,111.1162065,-1557.447059,0.482037575
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 34",50,55,6955,1237,00:00.0,1642.508037,2697832.653,55,1855,3130,55,105,3031.923077,74.23289316,-581.7058824,0.434046943
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 35",50,35,6135,1331,00:00.0,2428.9882,5899983.673,35,335,5168.333333,35,35,4796.538462,120.0096038,-1609.235294,0.518728523
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 35",50,21,6471,876,00:00.0,1627.231592,2647882.653,171,771,2596,33.5,46,2455.615385,58.13445378,-548.2941176,0.271223548
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 36",50,4,5724,1152.2,00:00.0,2309.112772,5332001.796,4,14,4773.166667,4,4,4406.307692,109.9716687,-1542.105882,0.481981398
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 35",50,55,6955,1327,00:00.0,1775.920572,3153893.878,355,1555,3355,105,105,3216.538462,78.19447779,-588.7647059,0.411968515
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 36",50,35,6135,688,00:00.0,1630.838335,2659633.673,35,435,2335,35,43.33333333,2188.846154,51.67106843,-577.9411765,0.213320206
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 36",50,21,6471,771,00:00.0,1506.719643,2270204.082,21,921,2308.5,21,21,2201.769231,55.75030012,-594.8823529,0.290929964
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 37",50,4,5784,1168.6,00:00.0,2331.158694,5434300.857,4,39,4826.5,4,4.416666667,4454.384615,111.2648259,-1557.388235,0.484095496
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 36",50,55,6955,1189,00:00.0,1662.382112,2763514.286,55,1855,3130,55,55,3031.923077,77.69027611,-714.4117647,0.464120285
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 37",50,35,6035,1286,00:00.0,2399.542686,5757805.102,35,185,5060,35,35,4685,116.4921969,-1568.058824,0.500836123
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 37",50,21,6171,669,00:00.0,1425.423675,2031832.653,21,621,2008.5,21,33.5,1901.769231,45.43577431,-444.1764706,0.215907071
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 38",50,4,5759,1163,00:00.0,2321.352306,5388676.531,4,39,4805.666667,4,4.833333333,4437.461538,110.7510204,-1550.4,0.483695773
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 37",50,55,6955,715,00:00.0,1338.899944,1792653.061,55,655,1905,55,55,1716.538462,39.93277311,-263.3529412,0.189026037
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 38",50,35,6135,1299,00:00.0,2443.254771,5969493.878,35,235,5151.666667,35,43.33333333,4761.923077,118.1416567,-1595.470588,0.496852565
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 39",50,4,5744,1157.3,00:00.0,2316.647078,5366853.684,4,29,4791.5,4,4.833333333,4425.153846,110.4079232,-1547.694118,0.482658168
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 38",50,21,6471,1521,00:00.0,2506.318546,6281632.653,171,471,5471,46,46,5086.384615,126.7707083,-1584.882353,0.543656059
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 38",50,55,6955,913,00:00.0,1315.386185,1730240.816,355,955,2055,80,105,1878.076923,42.36734694,-125,0.220452445
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 39",50,35,6135,1295,00:00.0,2444.986541,5977959.184,35,135,5135,35,35,4750.384615,118.1272509,-1599.117647,0.496027989
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 40",50,4,5774,1166.4,00:00.0,2327.215039,5415929.837,4,34,4818.166667,4,4.833333333,4449,111.0761104,-1554.964706,0.484091249
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 39",50,21,6471,561,00:00.0,1233.21382,1520816.327,171,471,1471,46,46,1394.076923,29.96398559,-173.1176471,0.12545308
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 39",50,55,6955,739,00:00.0,1359.375607,1847902.041,55,655,2005,55,55,1624.230769,39.01080432,-216.7647059,0.175004735
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 40",50,35,6135,1306,00:00.0,2439.870564,5952968.367,35,235,5151.666667,35,43.33333333,4761.923077,118.2785114,-1591.823529,0.499386801
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 40",50,21,6471,933,00:00.0,1707.802025,2916587.755,171,1071,2871,46,46,2732.538462,65.63265306,-675,0.313851209
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 40",50,55,6955,1015,00:00.0,1836.36731,3372244.898,55,655,3155,55,55,2685.769231,67.18847539,-631.1176471,0.284465368
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 21",40,182,10982,2604.5,00:00.0,2790.688501,7787942.308,782,4382,6362,302,302,5702,161.3414634,-541.6585366,0.456806063
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 21",45,26,9026,2012.666667,00:00.0,2465.820903,6080272.727,176,2426,5562.363636,107.8181818,135.0909091,4951,148.6166008,-1256.898551,0.626614856
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 21",50,15,6565,986,00:00.0,1356.619824,1840417.347,115,1415,2669.166667,31.66666667,31.66666667,2272.692308,62.32172869,-540.8823529,0.448457818
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 21",50,3,5973,665.5,00:00.0,1788.385502,3198322.704,13,113,2607.166667,6.333333333,6.75,2407.230769,67.20792317,-981.0941176,0.300108022
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 22",40,182,10682,2822,00:00.0,3392.88849,11511692.31,482,2732,7802,182,182,6482,193.564728,-952.5121951,0.444811362
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 22",45,26,9026,1889.333333,00:00.0,2525.110259,6376181.818,326,1376,5521.454545,53.27272727,53.27272727,4426,132.4110672,-1023.710145,0.474326052
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 22",50,15,6915,1207,00:00.0,1836.821789,3373914.286,15,1065,3585.833333,15,31.66666667,3130.384615,88.54261705,-962.2941176,0.493775569
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 22",50,3,5928,659.8,00:00.0,1775.295537,3151674.245,18,158,2585.916667,6.75,6.75,2389.153846,66.83601441,-977.6823529,0.301188718
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 23",40,182,10982,2927,00:00.0,2953.133929,8721000,782,4082,6872,332,332,6512,193.3395872,-843.1219512,0.585784519
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 23",45,26,9026,1899.333333,00:00.0,2340.590446,5478363.636,326,2726,5344.181818,53.27272727,53.27272727,4526,130.3557312,-968.4927536,0.535055095
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 23",50,15,7015,1121,00:00.0,1663.983418,2768840.816,165,1065,3181.666667,56.66666667,56.66666667,2726.538462,76.20648259,-746.0588235,0.445702202
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 23",50,3,5928,660.2,00:00.0,1775.160573,3151195.061,13,198,2585.5,4.666666667,4.666666667,2401.846154,67.02088836,-981.8117647,0.302903302
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 24",40,182,10982,3047,00:00.0,3411.710602,11639769.23,782,5582,8462,302,302,7202,216.1913696,-1168.731707,0.548775782
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 24",50,15,7015,1129,00:00.0,1680.926615,2825514.286,165,965,3294.166667,35.83333333,56.66666667,2968.846154,79.57743097,-820.6470588,0.476256873
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 24",45,26,9026,1976,00:00.0,2468.897435,6095454.545,326,1226,5766.909091,80.54545455,80.54545455,4938.5,139.1501976,-1085.304348,0.547962272
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 24",50,3,5883,660.6,00:00.0,1760.389057,3098969.633,18,223,2581.333333,4.25,5.916666667,2399.923077,66.99639856,-980.8117647,0.307782929
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 25",40,182,10982,3332,00:00.0,3473.415521,12064615.38,782,7382,8462,302,302,8462,251.5384615,-1573,0.716733859
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 25",50,15,7015,1236,00:00.0,1670.423691,2790315.306,115,1615,3327.5,31.66666667,31.66666667,3195.769231,86.1152461,-873.8235294,0.564762364
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 25",50,3,5983,664.1,00:00.0,1792.648334,3213588.051,8,133,2615.5,5.916666667,5.916666667,2424.538462,67.54981993,-990.8705882,0.301729047
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 25",45,26,9026,2086,00:00.0,2519.821422,6349500,476,3176,5889.636364,135.0909091,135.0909091,4601,142.3913043,-1046.608696,0.550828634
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 26",40,182,10982,2169.5,00:00.0,2723.138037,7415480.769,782,1982,6002,332,332,4502,124.249531,-253.3658537,0.284520003
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 26",50,15,7015,881,00:00.0,1409.640278,1987085.714,65,865,2485.833333,44.16666667,44.16666667,2191.923077,58.68427371,-556.7647059,0.368286502
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 26",50,3,5978,668.6,00:00.0,1789.626184,3202761.878,8,153,2618.833333,4.25,6.333333333,2429.153846,67.89051621,-994.7176471,0.305810579
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 26",45,26,9026,1929.333333,00:00.0,2116.450717,4479363.636,326,2276,4703.272727,94.18181818,94.18181818,4051,117.6284585,-658.4927536,0.532840946
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 27",40,182,10982,2837,00:00.0,3212.870751,10322538.46,482,4232,7562,182,182,7022,218.2739212,-1419.341463,0.630782728
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 27",50,15,6965,1056,00:00.0,1406.569499,1978437.755,165,1215,2615,40,40,2353.461538,63.09003601,-489.7058824,0.427521632
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 27",50,3,5968,674.3,00:00.0,1784.648485,3184970.214,13,243,2628.416667,3,4.666666667,2444.923077,68.15054022,-995.3882353,0.309879013
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 27",45,26,8876,2129.333333,00:00.0,2573.651456,6623681.818,176,2726,5916.909091,107.8181818,107.8181818,4826,152.055336,-1215.884058,0.602133746
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 28",50,3,5978,659.6,00:00.0,1792.334426,3212462.694,8,213,2615.083333,5.5,5.5,2420.307692,67.58415366,-996.2117647,0.302141653
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 28",50,15,6965,786,00:00.0,1343.923968,1806131.633,165,1115,2090,52.5,60.83333333,1876.538462,49.87995198,-436.0588235,0.292726196
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 28",40,182,10982,3234.5,00:00.0,3573.548656,12770250,482,4382,8432,182,182,8432,256.575985,-1768.731707,0.704523059
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 28",45,26,9026,1909.333333,00:00.0,2339.046037,5471136.364,326,2426,5262.363636,53.27272727,53.27272727,4601,135.7312253,-1076.753623,0.580859504
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 29",50,3,5943,657.8,00:00.0,1781.482975,3173681.592,13,173,2610.5,4.666666667,4.666666667,2402.230769,67.14813926,-987.3294118,0.301900301
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 29",50,15,6965,1071,00:00.0,1652.877516,2732004.082,115,1365,3131.666667,23.33333333,31.66666667,2765,75.44297719,-777.3529412,0.442705816
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 29",40,182,10982,2799.5,00:00.0,3132.451117,9812250,782,3482,7712,302,302,5942,181.8855535,-747.2682927,0.460776593
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 29",45,26,9026,1716,00:00.0,2120.452353,4496318.182,326,1226,4703.272727,80.54545455,94.18181818,3388.5,103.9920949,-571.826087,0.414889761
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 30",50,3,5973,675.1,00:00.0,1786.015715,3189852.133,8,163,2635.916667,4.666666667,5.5,2441.461538,68.16878752,-995.0352941,0.309570467
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 30",50,15,7015,1116,00:00.0,1514.807525,2294641.837,115,1465,3040,44.16666667,48.33333333,2826.538462,76.727491,-763.8235294,0.545187664
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 30",40,182,10982,2837,00:00.0,2743.285509,7525615.385,482,4382,6362,182,182,5822,178.5365854,-644.4634146,0.578861988
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 30",45,26,8876,1956,00:00.0,2440.272898,5954931.818,326,1226,5712.363636,53.27272727,53.27272727,4388.5,130.4347826,-913.5652174,0.492832277
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 31",50,3,5933,661.3,00:00.0,1777.189254,3158401.643,18,203,2612.166667,6.333333333,7.166666667,2426.846154,67.57382953,-994.2588235,0.307219403
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 31",50,15,6965,1111,00:00.0,1424.237712,2028453.061,165,1765,2815,60.83333333,60.83333333,2438.076923,67.3517407,-539.1176471,0.47521662
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 31",40,182,10982,3549.5,00:00.0,3502.188876,12265326.92,482,7382,8102,302,332,8102,266.2007505,-1641.414634,0.7895907
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 31",45,26,9026,1712.666667,00:00.0,2181.257977,4757886.364,176,1676,4716.909091,66.90909091,107.8181818,3563.5,104.2490119,-580.8115942,0.3940206
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 32",50,3,5913,665.6,00:00.0,1769.070504,3129610.449,13,183,2614.25,3.833333333,4.666666667,2423,67.58319328,-990.1882353,0.310131634
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 32",50,15,7015,1100,00:00.0,1664.615234,2770943.878,115,1015,3140,31.66666667,31.66666667,2784.230769,75.52220888,-750.2941176,0.437401806
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 32",40,182,10982,2709.5,00:00.0,3093.084719,9567173.077,782,2282,7262,332,332,7142,200.2345216,-1195.073171,0.572739163
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 32",45,26,9026,2206,00:00.0,2860.852543,8184477.273,326,3026,6789.636364,121.4545455,121.4545455,5538.5,169.1304348,-1514.869565,0.602895001
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 33",50,3,5833,642,00:00.0,1749.399314,3060397.959,18,123,2547.166667,4.25,5.083333333,2346.076923,65.56782713,-964.4117647,0.298512564
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 33",50,15,7015,953,00:00.0,1414.233765,2000057.143,65,1165,2640,31.66666667,48.33333333,2284.230769,61.42617047,-551.9411765,0.400888328
