,Count,Minimum,Maximum,Average,Median,Standard Deviation,Variance,25th Percentile,75th Percentile,Avg. of Upper 25 %, Avg. of Lower 25 %,Avg. of First 25 %,Avg. of Last 25 %,Slope,Intercept,Average Relative Error
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=0} Run 68",6544,0,1324.776106,1317.220869,1324.680723,79.86459323,6378.353251,1324.66489,1324.705349,1324.729595,1294.790494,1294.813546,1324.690562,0.00674091,1295.167982,0.025427297
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1} Run 69",6544,0,1324.782946,1311.831756,1324.680884,95.20052976,9063.140866,1324.665162,1324.700839,1324.728284,1273.236282,1273.266845,1324.684823,0.011480263,1274.274074,0.051903504
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0} Run 71",5985,0,1324.507183,1299.553352,1324.253997,172.0791934,29611.24879,1324.191438,1324.286508,1324.304112,1225.394025,1225.477512,1324.245974,0.024229444,1227.058854,0.0591902
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1} Run 70",5985,0,1324.539871,1301.980118,1324.251832,158.2462436,25041.8736,1324.184645,1324.285908,1324.313434,1235.09804,1235.176215,1324.249374,0.021848314,1236.609962,0.056910011
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1} Run 70",6544,0,1324.785527,1311.805095,1324.681192,108.2642226,11721.1419,1324.664422,1324.705382,1324.731167,1273.125695,1273.158032,1324.690487,0.011604566,1273.840756,0.041007152
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=0} Run 69",6544,1.506569109,1324.782496,1319.543006,1324.682071,49.87144646,2487.161172,1324.666089,1324.70409,1324.729768,1304.07734,1304.097709,1324.687881,0.004610412,1304.460044,0.030503327
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1} Run 71",6544,1.588900232,1324.786914,1317.744993,1324.678099,69.62739348,4847.973923,1324.663959,1324.691923,1324.72124,1296.90276,1296.933506,1324.674019,0.006226878,1297.37376,0.028546456
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=0} Run 70",6544,0.488941429,1324.765719,1318.3895,1324.676997,55.70374022,3102.906674,1324.661979,1324.690258,1324.714428,1299.490044,1299.511915,1324.685472,0.005602448,1300.061092,0.036104274
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0} Run 72",5985,0,1324.506271,1305.526671,1324.256366,141.5185069,20027.48778,1324.177161,1324.287072,1324.314135,1249.284779,1249.363247,1324.243905,0.018400624,1250.472004,0.050472897
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1} Run 71",5985,0,1324.452685,1304.609826,1324.251885,147.0320033,21618.40999,1324.177945,1324.283335,1324.29917,1245.641194,1245.714965,1324.234007,0.019262844,1246.975397,0.051243252
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1} Run 72",6544,0,1324.766713,1316.589787,1324.679873,72.45859584,5250.248111,1324.663442,1324.697988,1324.726025,1292.273251,1292.293266,1324.69991,0.00726971,1292.806929,0.035927424
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=0} Run 71",6544,0,1324.766309,1307.670086,1324.676736,115.6729941,13380.24156,1324.660879,1324.691207,1324.716808,1256.61051,1256.635718,1324.680263,0.015144213,1258.125791,0.061178833
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1} Run 73",6544,0.34459506,1324.785557,1319.551996,1324.679989,46.29441662,2143.17301,1324.664149,1324.697451,1324.73035,1304.117326,1304.15196,1324.680778,0.004566241,1304.61354,0.034724187
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=0} Run 72",6544,0,1324.765634,1308.987543,1324.678987,121.359949,14728.23722,1324.66389,1324.694864,1324.721575,1261.870429,1261.89614,1324.680265,0.014115052,1262.81015,0.048282071
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1} Run 72",5985,0,1324.512173,1308.779081,1324.248818,128.0811455,16404.77984,1324.172903,1324.284201,1324.301193,1262.321593,1262.38716,1324.244935,0.015183923,1263.348783,0.041958236
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0} Run 73",5985,0,1324.342074,1310.325801,1324.255105,123.9178824,15355.64158,1324.185446,1324.285359,1324.299048,1268.498498,1268.576738,1324.23631,0.013721841,1269.270052,0.036608036
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1} Run 74",6544,0,1324.763664,1320.804523,1324.681408,51.05453037,2606.565071,1324.66548,1324.701909,1324.728464,1309.126151,1309.161321,1324.684357,0.003477799,1309.426905,0.01656197
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=0} Run 73",6544,0,1324.767636,1309.370293,1324.679558,107.1054008,11471.56688,1324.66333,1324.697345,1324.724851,1263.397049,1263.424969,1324.680877,0.013704994,1264.534406,0.05843952
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1} Run 73",5985,0,1324.484504,1290.749844,1324.257076,199.0472647,39619.81359,1324.180407,1324.288274,1324.306885,1190.172133,1190.231543,1324.249862,0.032595499,1193.224111,0.080061268
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0} Run 74",5985,0,1324.534944,1303.522342,1324.247671,137.3550479,18866.40918,1324.14147,1324.286015,1324.312396,1241.292876,1241.333525,1324.234337,0.020001542,1243.677729,0.063307815
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1} Run 75",6544,0,1324.781608,1312.066069,1324.680539,112.7348356,12709.14317,1324.665296,1324.703288,1324.730724,1274.171078,1274.190862,1324.691285,0.011421214,1274.701568,0.03663363
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=0} Run 74",6544,0,1324.766505,1308.531529,1324.679735,131.0405312,17171.62082,1324.664611,1324.696458,1324.724084,1260.042043,1260.061565,1324.699012,0.014560932,1260.895442,0.044069561
