, Count, Minimum, Maximum, Average, Median, Standard Deviation, Variance, 25th Percentile, 75th Percentile, Avg. of Upper 25 %,  Avg. of Lower 25 %, Avg. of First 25 %, Avg. of Last 25 %, Slope, Intercept, Average Relative Error
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 19, 6957, 0, 2352.3513513513512, 1193.0134249223536, 1313, 565.34426193156787, 319614.13449894922, 746, 1695, 1848.007773160115, 402.60086530258968, 402.98533862007042, 1835.0488822952284, 0.27331019638627058, 242.44056189090452, 0.9427811117531677
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 20, 6957, 0, 2401, 1176.97523095273, 1249, 554.3916492490124, 307350.10075703997, 743, 1631, 1838.9523501807428, 413.41881021354078, 425.2575659139228, 1831.3150055036695, 0.26770919315837938, 245.88265714788656, 0.94062906086022646
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 21, 6957, 0, 2308.6923076923076, 1185.573550026671, 1297, 551.52910400351107, 304184.35256291571, 730, 1667, 1831.898362839253, 410.707198258616, 411.88919940870227, 1829.1126453994998, 0.26679583840096005, 257.6576240681319, 0.94394439878414627
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 22, 6957, 0, 2339.4615384615386, 1192.9410198112855, 1314, 559.76085012729288, 313332.20933522965, 733, 1662, 1852.0580352803988, 406.80210182029259, 407.99801459067345, 1844.4232765387492, 0.27043053418665725, 252.38362191009162, 0.9415244290290754
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 23, 6957, 0, 2262.5384615384614, 1200.2488994815048, 1308, 567.44015072449406, 321988.32465423655, 728, 1664, 1880.6843299940865, 419.79334694172536, 429.84303500156011, 1874.9923462717113, 0.27446752661642981, 245.6508419095619, 0.94377179609122674
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 24, 6957, 0, 2386, 1185.6595566920753, 1287, 555.36164447537192, 308426.55615438934, 749.07692307692309, 1640, 1846.5020785720594, 420.069461820757, 431.40959750299766, 1840.0064087061703, 0.26930364524040112, 249.02147854596012, 0.94854487316932468
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 25, 6957, 0, 2251, 1198.2382378593559, 1316, 564.25610693656074, 318384.95421520353, 721, 1644, 1865.9869171794412, 410.02369628571495, 411.070768338386, 1859.2131323585925, 0.27305750734727524, 248.54422730553256, 0.94467166306589645
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 26, 6957, 0, 2269, 1183.2774895304433, 1269, 553.94025553330516, 306849.80670030345, 758, 1598, 1855.7494518483074, 428.8671469809367, 438.16708152329721, 1845.6796435593153, 0.26828227907287161, 250.19172291499581, 0.94620078009131292
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 27, 6957, 0, 2324.0769230769229, 1178.0035249736513, 1249, 566.00225919480033, 320358.55741361791, 762, 1683, 1861.5436735761161, 408.97721743105166, 415.18049528025438, 1839.1269131835634, 0.27452989956950019, 223.18853427092972, 0.9490042442991653
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 28, 6957, 0, 2356, 1196.1584217438838, 1290, 568.08006984745873, 322714.96575789363, 732, 1688, 1861.5809664405201, 409.38601294008896, 410.13370287310914, 1839.1880852246866, 0.27430567552673435, 242.12328226190175, 0.940536518275858
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 29, 6957, 0, 2326, 1198.5438898680288, 1262, 564.48135597110888, 318639.20123898174, 758, 1668, 1867.9011727827287, 418.01800590101544, 431.8241441953956, 1850.1066796132898, 0.27350941776369431, 247.27813488590004, 0.947044850622558
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 30, 6957, 0, 2176, 1181.5300881777673, 1281, 538.10918307306645, 289561.492907563, 780.5, 1637, 1820.876399791661, 435.91939789856133, 444.571876172525, 1808.9454103214584, 0.25917254313928484, 280.12798313933467, 0.93575542844059589
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 31, 6957, 0, 2476, 1202.0247996897158, 1294, 582.99768953998489, 339886.30600896059, 744, 1703, 1898.1780306677924, 397.91022120008057, 398.26177280033852, 1882.6581712968716, 0.282917741253083, 218.03689561149315, 0.949974348991868
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 32, 6957, 0, 2326, 1197.2776273902966, 1285, 562.32797916084166, 316212.756147116, 731, 1676, 1878.4329260131994, 428.15824379900835, 441.61579692453455, 1872.6872749062941, 0.27197519082399568, 251.34791370443963, 0.94363572936124662
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 33, 6957, 0, 2251, 1182.2915110007386, 1264, 541.15481234436072, 292848.53092346032, 756, 1685, 1817.2016309495029, 429.71565734312884, 443.02286074775662, 1789.5459586659845, 0.25931231152588358, 280.40329151371554, 0.92625039251890162
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 34, 6957, 0, 2303.5, 1192.3189249820684, 1296, 557.0514850109347, 310306.35695288761, 737, 1649, 1851.7764806433349, 413.95710924509632, 415.88766871316989, 1847.853984152724, 0.27001598183009595, 253.20334017699474, 0.94779289631405239
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 35, 6957, 0, 2453.5, 1196.8955049092972, 1272, 563.82313878368086, 317896.53182788182, 729, 1688, 1854.5286563131767, 407.44456375343844, 408.58682057654636, 1836.0205551244499, 0.27264720970029693, 248.62850957166449, 0.943281912060916
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 36, 6957, 0, 2468.5, 1194.9983116388587, 1286, 559.9252688996844, 313516.30675238388, 749.5, 1667, 1856.0579846014341, 418.45236650418445, 418.75508247711326, 1843.7214822808141, 0.27141038895791275, 251.0329788432382, 0.94780278850909039
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 37, 6957, 0, 2587.2068965517242, 1162.7969618809291, 1259, 554.463416400197, 307429.68012617831, 712, 1610, 1831.7440637072921, 403.07728377124528, 404.68826709499473, 1822.5012788433453, 0.268821189849823, 227.83686358324462, 0.94821405100014278
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 38, 6957, 0, 2318.5, 1183.3688625705668, 1267, 556.94938958565945, 310192.6225598387, 765.5, 1654, 1860.3563110677358, 426.19668757708706, 436.74985123100436, 1856.2466118038092, 0.269753298237322, 245.16689130116072, 0.94629652227527794
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 39, 6957, 0, 2243.5, 1190.403658442491, 1295.4897959183672, 551.95331295462552, 304652.45968158677, 756, 1668, 1833.7942631934152, 421.86678699233562, 434.04671158786329, 1828.5221761097212, 0.266307953240253, 264.18459707289094, 0.93905010675125733
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 40, 6957, 0, 2409.8235294117649, 1187.8063824780363, 1313, 542.02618003161649, 293792.3798396663, 738, 1647, 1814.1288045502322, 431.05361352037244, 440.23114353552853, 1795.4819093654917, 0.25996358106230327, 283.65304754334556, 0.92791816420216322
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 41, 6957, 0, 2101, 1181.530224896396, 1320, 543.50625426226634, 295399.04842219927, 715, 1644, 1806.3062862508368, 421.80120405572984, 432.50889550978189, 1789.5590119597143, 0.26070191682014809, 274.80895819592092, 0.9281208699680441
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 42, 6957, 0, 2353.6315789473683, 1187.5484042841256, 1278, 574.267653980897, 329783.33840872318, 708.5, 1670, 1877.0902314665461, 408.94677933796214, 428.40013149117215, 1857.2988021112851, 0.27868904266085809, 218.26791390966116, 0.95002767995852544
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 43, 6957, 0, 2211.5263157894738, 1191.3982076820373, 1273.4897959183672, 553.00071352018654, 305809.78915383539, 745, 1663, 1845.2656372910847, 427.44448177978546, 440.01816529187835, 1840.2146694723249, 0.26797828537449914, 259.36973114952934, 0.94726830520797356
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 44, 6957, 0, 2377.9230769230771, 1178.0899214645253, 1253, 580.101614473923, 336517.8831152519, 698, 1664, 1886.4944072089779, 375.60281766948378, 381.90087357784194, 1880.7424517087038, 0.28191486619313949, 197.59001684478619, 0.95269303376767644
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 45, 6957, 0, 2251, 1176.1077097631587, 1259.6938775510205, 552.12652505378264, 304843.69966796529, 771, 1658, 1835.1685657574867, 431.0484848978594, 438.32083602078393, 1812.2099857429441, 0.26688583414934225, 247.87877859174637, 0.9425382930612114
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 46, 6957, 0, 2251, 1187.9181332008409, 1299, 552.798804071437, 305586.5177828109, 756, 1656, 1838.4260694849384, 426.66569839723132, 439.7305125869056, 1831.5650135688604, 0.26768571503394872, 256.90721631276722, 0.94589163266401677
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 47, 6957, 0, 2326, 1198.4350729028847, 1311, 574.9513220366515, 330569.02271169337, 718, 1678, 1877.7778717196666, 408.06919891221543, 418.22041961885213, 1864.1695685347727, 0.27925477737243315, 227.18695720156222, 0.951621512120672
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 48, 6957, 0, 2176, 1181.1945505014335, 1290, 544.4250524214483, 296398.63770409668, 750, 1647, 1815.0970967290868, 421.82583224397894, 434.06378133400563, 1806.0747870113494, 0.26218053276930475, 269.33065752979155, 0.93551307518387727
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 49, 6957, 0, 2476, 1203.3696932470637, 1294, 579.35743763344124, 335655.04054118675, 705, 1691, 1903.8435907366456, 418.72646739548946, 432.22135603035576, 1889.0018091719448, 0.28150351675591234, 224.30046197000047, 0.95235673590857206
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 50, 6957, 0, 2311, 1191.3013306057762, 1230, 562.80668834347784, 316751.36844415264, 741, 1703, 1863.3156080271031, 423.00369434704521, 431.42515726079068, 1850.0255698587118, 0.27303911538018416, 241.67128731349567, 0.94941572002288177
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 1, 6331, 0, 3438.037037037037, 1127.937470786645, 1142.5, 625.28363888544982, 390979.62905782968, 582.33333333333337, 1653, 1942.1728828383609, 319.25838233237977, 320.38895345224745, 1939.0003450503466, 0.34008772536174, 51.559820016738058, 0.98823392405406707
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 2, 6331, 0, 3697.1538461538462, 1130.1073689420512, 1127.3333333333333, 627.69152148929879, 393996.64614955086, 590, 1678, 1944.7613440606372, 317.29197765229355, 317.86161609205311, 1940.0577732353502, 0.3413700619806091, 49.671122773423349, 0.98807590927304667
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 3, 6331, 0, 2971.5882352941176, 1132.4679855331303, 1138.1111111111111, 629.43337432724843, 396186.37271698611, 605.33333333333337, 1664.3333333333333, 1952.0108711762941, 317.2740084658227, 317.49354026006375, 1947.1593498485202, 0.34258368485550034, 48.190622965471675, 0.98961391427431966
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 4, 6331, 0, 3151, 1128.7806927887309, 1124, 624.05900580060541, 389449.64272084, 590.33333333333337, 1675.9166666666667, 1936.7814889656354, 319.56494016481633, 321.13544186310162, 1929.5274428568237, 0.33983497169787669, 53.203007364951191, 0.990642149442566
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 5, 6331, 0, 3421.6896551724139, 1095.5454077760976, 1079, 623.61382884030218, 388894.20752086164, 551.66666666666663, 1635.5, 1904.6920156551578, 289.01113968733404, 289.29917171430424, 1898.5103465834081, 0.33917608188216025, 22.053108619060367, 0.98821385177175791
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 6, 6331, 0, 3827.086956521739, 1128.5034572536797, 1135.391304347826, 628.86990012621948, 395477.35128476121, 596.33333333333337, 1672.8333333333333, 1948.1810482138667, 315.25155316174795, 316.35713504709645, 1944.5767412897319, 0.342097388133842, 45.765223810069756, 0.98857556970765592
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 7, 6331, 0, 3402.5172413793102, 1132.4827763945261, 1131.5, 635.74885723920283, 404176.60948095232, 583.66666666666663, 1662.4166666666667, 1965.1288220811357, 318.17848048574717, 318.6183681273514, 1958.7590231564745, 0.3450071336433933, 40.535198413186208, 0.98382294533912562
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 8, 6331, 0, 3401, 1123.2546088791785, 1126.9166666666667, 623.423049660454, 388656.29884794087, 602.08333333333337, 1654.5833333333333, 1931.8574359833726, 312.72135033958716, 313.21690959456464, 1928.9084353781384, 0.3397163203144784, 48.052455083854284, 0.991971250894499
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 9, 6331, 0, 3512.5384615384614, 1131.3379789752059, 1137, 627.23893505754677, 393428.68165212544, 589, 1671.6666666666667, 1946.4838298888899, 319.91691832891809, 320.40824106533933, 1942.3806282485116, 0.3411821918052042, 51.496341911734589, 0.98841349385477317
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 10, 6331, 0, 3273.4137931034484, 1102.092514891704, 1090.6666666666667, 630.62984376764462, 397693.99985040381, 551.33333333333337, 1643.608695652174, 1926.767530717628, 291.04835013048159, 291.5714150876002, 1920.4997094296341, 0.34291534710834032, 16.765441293806816, 0.98777215555057218
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 11, 6331, 0, 3051, 1130.1077626160354, 1127.3333333333333, 623.45676922739688, 388698.34309546364, 589.58333333333337, 1665.8333333333333, 1938.7229894161528, 320.35386392294083, 320.91329620561845, 1934.1823541224953, 0.33947376105891164, 55.673308864580122, 0.99044806596395218
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 12, 6331, 0, 4364.636363636364, 1131.502130631817, 1127.6666666666667, 632.40517629888916, 399936.30700962903, 585.66666666666663, 1683.3333333333333, 1957.5913325361421, 316.56812416303165, 317.10493842020372, 1951.6215296344283, 0.34387931366085417, 43.124102895213582, 0.98776411447567924
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 13, 6331, 0, 3097.6666666666665, 1128.0338593651877, 1123.3333333333333, 623.14034330345964, 388303.88745235349, 592.83333333333337, 1670.6666666666667, 1939.2424738425912, 319.41753306289462, 320.22124298822183, 1933.3699267228676, 0.33917954227440616, 54.530608066692139, 0.98973638159754063
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 14, 6331, 0, 3372.4285714285716, 1128.6473392560376, 1126.3333333333333, 625.45767380117911, 391197.30171678221, 596.4545454545455, 1668.3636363636363, 1942.0536714889724, 316.68523393998743, 318.72038719633781, 1939.8320484616045, 0.34041497299027412, 51.23394974181997, 0.98958574630911955
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 15, 6331, 0, 3538.5, 1131.4505729855571, 1124, 626.81049427841242, 392891.39573754772, 583, 1661.25, 1947.4235980057852, 318.94851630704466, 319.36289661367971, 1943.5701104713244, 0.34119050076812135, 51.5826380544529, 0.98981337572087236
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 16, 6331, 0, 3101, 1132.9808501125103, 1128.3333333333333, 627.72145841005738, 394034.22934844933, 593.04255319148933, 1676.0425531914893, 1944.4935352240536, 319.65664882829884, 320.43773633598511, 1936.1825886880408, 0.3414201916471713, 52.385943549213152, 0.98827185452586652
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 17, 6331, 0, 2833.3529411764707, 1067.268804118547, 1070.9166666666667, 624.25522598061571, 389694.58716410951, 517.66666666666663, 1598.0434782608695, 1881.3993034907014, 262.38189141148928, 263.42336705482609, 1875.9055635955856, 0.33966149835330312, -7.7598381696573142, 0.98900899684746757
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 18, 6331, 0, 3051, 1128.4112815325466, 1124, 623.239024696489, 388426.88190463081, 607.33333333333337, 1675.3636363636363, 1936.4896187563845, 318.90253751490695, 320.44768561347036, 1930.6593793308339, 0.33923047752448943, 54.746820167537635, 0.98972017336836815
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 19, 6331, 0, 3051, 1132.7950358311987, 1136.5, 628.505485627072, 395019.14546332147, 587.91666666666663, 1672.3333333333333, 1947.5120363014323, 319.13269828088931, 319.4881734355676, 1940.3300880092518, 0.34215504880483827, 49.87430636388558, 0.990055940758155
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 20, 6331, 0, 3366.5172413793102, 1128.1356927732163, 1122.9166666666667, 624.09711768607315, 389497.21230406431, 578.33333333333337, 1669, 1934.9043796221422, 319.32885673879264, 320.32188700646543, 1928.1753680608049, 0.33965521292661238, 53.126943860488154, 0.98947354853582137
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 21, 6331, 0, 3151, 1125.8026593311342, 1117, 623.888126684162, 389236.39461747295, 589.81818181818187, 1653.3333333333333, 1934.0282211542528, 315.7996353685536, 316.25605261422209, 1929.1476608756291, 0.33985484759156703, 50.162066703824621, 0.991300831379832
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 22, 6331, 0, 3255.8387096774195, 1129.2718038670791, 1126, 627.13449483055308, 393297.67460637295, 585.66666666666663, 1674, 1941.8902276870392, 317.0241148291704, 317.8396745879316, 1938.1151772591418, 0.34137903480299148, 48.807158715611195, 0.98988396073241647
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 23, 6331, 0, 3204.2258064516127, 1130.4084322036822, 1137.3333333333333, 629.96927525678348, 396861.287767557, 586, 1678.5714285714287, 1949.0152531186868, 315.71713245573233, 316.10191489433782, 1946.462546075428, 0.34266455144647989, 45.875126875573415, 0.98839740065773274
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 24, 6331, 0, 3101, 1131.1078443154697, 1125.3191489361702, 626.59686677670823, 392623.63345438777, 596.52173913043475, 1682.3333333333333, 1944.1721460321039, 319.4582445545218, 320.67289924238639, 1938.3080263456422, 0.34080917031521285, 52.446820267821067, 0.98827561566304178
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 25, 6331, 0, 3001, 1127.3190161805142, 1126, 623.19684367417926, 388374.30596545944, 588.33333333333337, 1661.9166666666667, 1934.9428902940801, 319.75892554848542, 321.09033219839984, 1931.0945281043546, 0.33958020115393522, 52.547679528309118, 0.99189615326876546
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 26, 6331, 0, 3058.5757575757575, 1134.6380618216208, 1121, 630.631003311275, 397695.46233738528, 586.41666666666663, 1665.8297872340424, 1953.0305013359944, 318.33457405570982, 318.64330739027224, 1948.7976029561523, 0.34309539190062255, 48.741146456150318, 0.988806034367285
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 27, 6331, 0, 3201, 1093.8472114340364, 1102.2608695652175, 621.9997355381721, 386883.6710095561, 557, 1617, 1902.1743546456646, 287.772148275674, 288.70034036578687, 1899.3906528899543, 0.33877756766557265, 21.616209772498905, 0.99101645293349083
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 28, 6331, 0, 3329, 1095.3064870582934, 1096.5833333333333, 623.04598013168675, 388186.29335825419, 548.66666666666663, 1633, 1904.174011132824, 288.7714337542256, 289.15646066898472, 1898.7742399228448, 0.33914880977028189, 21.900504135351184, 0.98985680153327915
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 29, 6331, 0, 2924.5294117647059, 1128.3169393200292, 1132.3333333333333, 622.34141850425419, 387308.84118588729, 595.58333333333337, 1669.6666666666667, 1932.8178504904647, 319.49898777252304, 319.77468204885275, 1926.8455854489616, 0.33900472014471572, 55.367000062003854, 0.99125651141020965
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 30, 6331, 0, 2951, 1125.3455402407271, 1126, 620.4262351788642, 384928.71329821937, 585.08333333333337, 1655.3333333333333, 1930.0918108367491, 318.0607496068821, 318.36830964281387, 1926.3594641809023, 0.33797138307854935, 55.666112797118558, 0.99131464832631466
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 31, 6331, 0, 3425.1379310344828, 1128.9199169204076, 1146, 628.69300945528153, 395254.90013793873, 598.25, 1665.4166666666667, 1938.4030829505496, 310.0010433882087, 310.1990145094947, 1932.4543082756127, 0.34209697657891264, 46.182986048149132, 0.98912956434465993
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 32, 6331, 0, 2844.294117647059, 1135.8600528551326, 1141.0833333333333, 629.18646906384549, 395875.61285302945, 584.08333333333337, 1670.2307692307693, 1950.173972686282, 321.53761744172772, 322.59090463137181, 1945.1665642689977, 0.34217291906276487, 52.882764021481762, 0.98801717578610793
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 33, 6331, 0, 2801, 1127.3864526733321, 1120, 624.83396668037051, 390417.48591752641, 592.33333333333337, 1650.6666666666667, 1940.9569794179647, 320.23985057108797, 321.93059152950536, 1934.6791517456643, 0.3402603209567775, 50.462536845131353, 0.99066159682902355
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 34, 6331, 0, 3252.6129032258063, 1128.2506418519238, 1130.3333333333333, 628.0984304093131, 394507.6382826427, 595.33333333333337, 1666.9166666666667, 1939.6696363918218, 312.68284213141669, 313.81256153424795, 1934.3995354069045, 0.3420818674060479, 45.561531511782277, 0.99091560113886945
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 35, 6331, 0, 3054.125, 1100.82160888088, 1087.9166666666667, 626.6871381776682, 392736.76915731578, 556.91666666666663, 1628.2553191489362, 1914.6391861667412, 288.791131674934, 289.60002089328412, 1910.9776005868687, 0.34095803269086766, 21.689435414283707, 0.98885420261784518
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 36, 6331, 0, 3877.9230769230771, 1128.0662605082127, 1135.3333333333333, 628.79730546848339, 395386.05136442516, 583, 1649.6666666666667, 1945.5025725231183, 317.73789964716104, 318.03429540812294, 1941.3629395828709, 0.34222914472850879, 44.911017442482489, 0.98956565448648326
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 37, 6331, 0, 3346.4545454545455, 1130.0288070131191, 1135.6666666666667, 632.51923393772745, 400080.58130116959, 586.58333333333337, 1652.9166666666667, 1949.5225593500963, 311.14104953959759, 311.68494510496521, 1945.7125896915616, 0.34395255335034003, 41.418975659292983, 0.98782855644780754
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 38, 6331, 0, 3104.2258064516127, 1132.1200793451192, 1131.0833333333333, 627.34050803392142, 393556.11302025866, 588.88888888888891, 1660.3333333333333, 1945.2928093881769, 319.54132500985867, 320.4683048786581, 1938.8086695302118, 0.34119402687478106, 52.2409842864372, 0.988162002823694
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 39, 6331, 0, 3000.5483870967741, 1095.5576768594826, 1088.5319148936171, 620.91853412975024, 385539.82602583786, 561.58333333333337, 1631.25, 1900.7131450760073, 290.5511276107124, 291.39159377643711, 1897.1587576649656, 0.338345065172383, 24.695545588890354, 0.99193318507094652
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 40, 6331, 0, 3201, 1093.6549345820208, 1087, 621.91030624609971, 386772.42901511758, 557.16666666666663, 1640, 1905.4907099738468, 288.61373059483566, 288.87492060824076, 1901.0545205414639, 0.338997155748817, 20.728936637015067, 0.99258698088601349
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 41, 6331, 0, 3425.6896551724139, 1125.9130777998557, 1124.9130434782608, 630.69753710889324, 397779.38331522379, 589.33333333333337, 1675.5833333333333, 1944.4769443032892, 309.31983206929135, 310.58725213806412, 1940.5384160223737, 0.34309522927261027, 40.016677152044167, 0.98859648513090326
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 42, 6331, 0, 3047.6666666666665, 1128.5385630863798, 1139.4166666666667, 623.18788139245248, 388363.13551441341, 597.95652173913038, 1664.5, 1936.9400965150089, 319.11966186455339, 319.63362115063688, 1931.6554608352724, 0.33928382703120086, 54.705250532629179, 0.99019400197241547
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 43, 6331, 0, 3252.6129032258063, 1129.1357399101405, 1126.5833333333333, 629.43298549785447, 396185.88323274226, 602.68085106382978, 1664.0425531914893, 1945.9166779260515, 315.05283646121728, 315.57148696165058, 1942.0294918880525, 0.34229443140875287, 45.773864501437629, 0.98794472028821212
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 44, 6331, 0, 3010.090909090909, 1128.2812135042893, 1132.8888888888889, 622.74450207191546, 387810.71486079792, 583.66666666666663, 1661, 1936.7024152466781, 320.79846828139262, 321.1605130706559, 1930.9843771331937, 0.33926397506650174, 54.510732418811358, 0.99148845631830163
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 45, 6331, 0, 3149.3870967741937, 1130.3358972769054, 1135, 628.48653228196224, 394995.32125980593, 588.88888888888891, 1666.3333333333333, 1948.6409752120057, 317.56572785375738, 319.01185221324079, 1943.0580371967435, 0.3418960052161279, 48.235040767860482, 0.98861700210164549
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 46, 6331, 0, 2994.3333333333335, 1130.8448016343245, 1123.909090909091, 626.2470148541031, 392185.32361367519, 603, 1664.0833333333333, 1942.7186340382646, 316.91753588875684, 318.28385088579944, 1936.7048386576369, 0.34113601568036817, 51.149312005959246, 0.99127871681556223
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 47, 6331, 0, 2751, 1129.7844352577927, 1138.5833333333333, 624.22817332084583, 389660.81236747996, 606.21276595744678, 1684.5833333333333, 1939.0936800928544, 320.06332058921822, 321.05592386805847, 1927.692577249612, 0.339908837721204, 53.972963870181957, 0.99053575120302073
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 48, 6331, 0, 2951, 1127.5692221694071, 1134.3333333333333, 623.57928095235422, 388851.11963305512, 590.59574468085111, 1685.8333333333333, 1938.1667442982607, 318.47621807045414, 319.24864705615659, 1933.3974320532252, 0.33970906293458353, 52.390037981450178, 0.99143189564285672
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 49, 6331, 0, 3520.2307692307691, 1131.8616617841449, 1123, 629.78567077794617, 396629.99111722765, 592.66666666666663, 1667.4166666666667, 1952.2783764953676, 318.77104235336077, 319.34108856313856, 1948.3753294587318, 0.34234528283658827, 48.338841606343067, 0.98713174759103117
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 50, 6331, 0, 3041, 1125.952182446898, 1111.5, 625.52499511286362, 391281.51951094804, 592.25, 1669.4166666666667, 1938.377956143047, 315.87866606702437, 316.43855359311408, 1935.766191223571, 0.34065346735111868, 47.783958280607294, 0.99075954459738436
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=3} Run 1, 6441, 0, 3201, 1184.2529335115541, 1182, 636.18198692756607, 404727.52049110585, 649.66666666666663, 1733.3333333333333, 2001.7841756659921, 355.51269709250721, 356.38578971250445, 1994.5453589003471, 0.34077888513598092, 86.944923373695474, 0.992145559080129
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=3} Run 2, 6441, 0, 3213.5, 1181.6565220284954, 1197.6666666666667, 631.97300961834958, 399389.88488607458, 637.76595744680856, 1728.7872340425531, 1999.3299942761837, 358.82335826747482, 359.90487995872337, 1994.3457920326641, 0.33838707506364285, 92.0501403235653, 0.99134140375011992
