, Count, Minimum, Maximum, Average, Median, Standard Deviation, Variance, 25th Percentile, 75th Percentile, Avg. of Upper 25 %,  Avg. of Lower 25 %, Avg. of First 25 %, Avg. of Last 25 %, Slope, Intercept, Average Relative Error
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 31, 6545, 0, 3151, 1238.2385523973819, 1256, 648.39721076523915, 420418.94292814203, 682, 1787, 2071.8214684253703, 388.46807437939214, 389.48086681157, 2068.9877576529839, 0.3412111723712, 121.79559639881541, 0.98870929216537928
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 32, 6545, 0, 2942.9354838709678, 1241.6236255772517, 1246, 643.41769681679182, 413986.33257702505, 710.10638297872345, 1786, 2072.8063998899734, 401.80350915734533, 405.84154061988238, 2069.8011587032556, 0.33867803378423922, 133.469099035221, 0.98921902871650913
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 33, 6545, 0, 3201, 1239.1754364447013, 1241, 647.32816669134263, 419033.7553919747, 710.75, 1807, 2071.1063010967118, 392.29466043293462, 396.41599295127247, 2063.5912327741216, 0.34022609804176629, 125.955643652042, 0.9862582418306779
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 34, 6545, 0, 3001, 1246.7482285156345, 1252, 646.82486370073639, 418382.40430147614, 710, 1806, 2079.5793071143889, 405.13031879953087, 409.28291453516619, 2072.2390141068117, 0.34019504994918948, 133.63002508188652, 0.98761340175203738
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 35, 6545, 0, 3151, 1238.0227365712801, 1252, 643.03658717743929, 413496.05244880851, 685, 1783, 2069.0372513983161, 402.70597482361165, 402.94802861334279, 2066.3664453134097, 0.33806252045074292, 131.88216965644938, 0.9867953359090289
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 36, 6545, 0, 2851, 1243.34885020286, 1237, 644.08950585650837, 414851.29155448108, 686.75, 1785, 2073.2291349320622, 400.48586618983052, 403.01453142347145, 2069.2522982218156, 0.33860115561561455, 135.44586902856918, 0.9867084132432
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 37, 6545, 0, 3151, 1241.9086446193105, 1253, 640.94263326121279, 410807.45913181751, 710, 1783, 2065.1617192921603, 405.90740001047061, 410.11766895912621, 2062.141682355511, 0.33672137847575645, 140.1562942466353, 0.98538844788267355
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 38, 6545, 0, 3311.344827586207, 1241.4892105659819, 1229.5, 649.15480203008235, 421401.95699871535, 689, 1808.9130434782608, 2082.3275040176786, 396.95552829911458, 398.89943343817453, 2081.7153889420251, 0.34125618810871122, 124.89896307427875, 0.9866631951613305
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 39, 6545, 0, 3151, 1241.6181077868782, 1230.9069767441861, 646.98719883940907, 418592.43546206504, 700, 1785, 2073.546496261084, 396.76870918154157, 398.39932656460064, 2070.56380472543, 0.34015668621572415, 128.62543048902876, 0.98689523940332191
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 40, 6545, 0, 3693.3076923076924, 1245.7275576074687, 1237, 647.8202165229053, 419671.03293578391, 682, 1805.25, 2081.2875539342949, 400.14329473301342, 402.49812803400209, 2075.8913618418246, 0.34045568619452249, 131.75655237899105, 0.98609009411046966
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 41, 6545, 0, 3658.1428571428573, 1242.1870389435221, 1256.5319148936171, 649.20443657253645, 421466.40046546445, 688, 1786, 2085.33149384241, 395.16872676678048, 397.933427590527, 2076.8503331119286, 0.34070921430352685, 127.38648974238231, 0.983352453399391
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 42, 6545, 0, 3601, 1242.0751543104823, 1244, 644.268158588516, 415081.4601710373, 704.25, 1792, 2068.832498999393, 397.13786480005933, 397.3673885029317, 2065.1751490832494, 0.33883895025187377, 133.39410908635136, 0.98754688892532516
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 43, 6545, 0, 3311.344827586207, 1240.6023747526683, 1228, 642.9168549779489, 413342.082414737, 689.75, 1803, 2072.0610339054615, 401.32329581847529, 401.55345022476826, 2065.3795278759744, 0.33787484112485877, 135.07589459213045, 0.98606715181151128
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 44, 6545, 0, 3262.2903225806454, 1243.6098447168436, 1245, 649.30698869501941, 421599.565568194, 687, 1799, 2084.0257897335778, 400.30947566898993, 403.35435979446351, 2075.814361505456, 0.34119166063389222, 127.23073112274824, 0.98582781243310125
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 45, 6545, 0, 3001, 1239.7500471767239, 1250, 645.14180371777684, 416207.94690422644, 684.76595744680856, 1806, 2069.0953025518961, 395.1221398863002, 397.92032227926387, 2062.2602369769997, 0.33924368546321992, 129.74470834106842, 0.987228269273037
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 46, 6545, 0, 3361, 1239.987812456106, 1240, 648.85625517768824, 421014.43988321326, 684, 1800, 2074.3307771804734, 388.7053609243759, 390.64655474041274, 2067.7934679746022, 0.34111069377900483, 123.87362241120218, 0.98672943495880883
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 47, 6545, 0, 3163, 1243.278527134938, 1258, 642.01203048813443, 412179.4472914972, 718.5, 1807, 2068.3475189368696, 402.03672947246355, 402.29506469930317, 2060.5048660495941, 0.3374596665008216, 139.11049834424966, 0.98641988662974234
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 48, 6545, 0, 3801, 1245.5346315623765, 1242, 646.43640075124347, 417880.02021622227, 684, 1818, 2076.9861950118343, 399.47640832537274, 400.1272217757458, 2067.7201924744518, 0.33956295559331534, 134.48464086104877, 0.98512969183345445
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 49, 6545, 0, 3151, 1243.1883189369344, 1247, 645.26011455890989, 416360.61544057744, 699.25, 1806, 2072.5966753811681, 400.41679306850136, 400.62004568255742, 2065.0292321680913, 0.33932588935153035, 132.914008978727, 0.98734460178280548
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 50, 6545, 0, 3429.5714285714284, 1238.9012445388385, 1241.75, 648.91039691976312, 421084.70323056454, 693, 1785.25, 2072.6811065964362, 386.8984423303902, 389.99432794861457, 2070.1606427864463, 0.34140407169366016, 121.8271219571825, 0.98826253920153728
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 1, 6635, 0, 2138.5, 1012.4998801579832, 1078, 466.55901182090508, 217677.31151129943, 605, 1405, 1573.6190246430681, 360.84801392196556, 361.15810204740791, 1566.2285668059221, 0.2380522960480182, 222.88041416670683, 0.9552073221998727
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 2, 6635, 0, 1910.090909090909, 1010.193638096898, 1099, 468.90099213844121, 219868.14042841451, 640, 1409, 1564.0252783971723, 358.22857587438205, 360.90359409106213, 1539.0843610700842, 0.23825402354156833, 219.9050420095158, 0.94729281290659417
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 3, 6635, 0, 2001, 977.929213039561, 1011, 471.205495916152, 222034.61938158673, 561, 1356.4489795918366, 1557.5185240740338, 319.61654606000752, 321.03451952200993, 1554.7273647121358, 0.24027911361302876, 180.92339318514462, 0.95406377512474982
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 4, 6635, 0, 2026.6410256410256, 1015.3583035289133, 1071, 469.29283936212005, 220235.76907656062, 636.38461538461536, 1394, 1572.60079668898, 354.18627697630637, 355.06616005346945, 1555.9340638621595, 0.23943934063591576, 221.13801063958078, 0.95514480734858354
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 5, 6635, 0, 2194.5483870967741, 1013.5782688286838, 1041, 467.53160591311939, 218585.80252770038, 641, 1416, 1586.2685035885602, 373.62029435010487, 378.0935582775557, 1578.8979703246071, 0.23852854181586147, 222.37909562547134, 0.95504715350640146
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 6, 6635, 0, 2190.74358974359, 1022.3346811280647, 1081, 468.74571139206131, 219722.54194844965, 647, 1406, 1594.1422906726834, 376.1475424554468, 379.0775680622865, 1591.0475671384104, 0.23982450790025606, 226.83678842291545, 0.96045841917721142
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 7, 6635, 0, 2051, 1017.1301863074168, 1094, 467.92699623331993, 218955.67380393742, 645, 1393, 1570.7354824818674, 360.08720715061952, 361.4439924183128, 1541.0141084064855, 0.23803637786018017, 227.56352094519923, 0.94950339328194588
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 8, 6635, 0, 2201, 1015.7470857162193, 1080, 470.16422787169347, 221054.40117018568, 650, 1434, 1575.6848768028726, 354.78420197567146, 354.86273731971818, 1555.7166633345075, 0.23985026990121983, 220.16374045387317, 0.95487674224216135
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 9, 6635, 0, 2071, 1016.0486485715138, 1046, 481.47431038826591, 231817.51156385624, 650, 1406, 1609.7665781071441, 357.21254985296031, 362.9022838381041, 1606.9979375474336, 0.24642366817864117, 198.66134122296103, 0.96113558093676255
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 10, 6635, 0, 2001, 1009.9332332237072, 1067, 459.43300965847743, 211078.69036384663, 642, 1388, 1563.8411079627906, 369.12153885525282, 375.17257030986866, 1557.5007538654315, 0.23409449939206761, 233.44177874021898, 0.95258576128440875
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 11, 6635, 0, 2054.6585365853657, 1014.4998582250719, 1094, 472.86365330431909, 223600.03461630727, 608, 1405, 1584.6691955248752, 368.92877569682236, 374.28086504615453, 1578.3417353359489, 0.24249763451751546, 210.13520453047306, 0.96495976460117616
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 12, 6635, 0, 1981.4878048780488, 1017.1708404409256, 1092, 470.91735569395343, 221763.15589378547, 649, 1402, 1577.2239065069562, 353.349257099078, 353.886516152277, 1560.3747891686908, 0.23993875694118019, 221.29398366703094, 0.95252739337315551
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 13, 6635, 0, 2101, 1015.1117291364721, 1070, 476.40994381009256, 226966.43456113554, 608.78947368421052, 1418, 1591.8265286037827, 366.22350287066632, 372.49286030508654, 1585.1094791571261, 0.24445641693619985, 204.24979415909729, 0.96606713286558055
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 14, 6635, 0, 2021, 1018.4287110104455, 1034, 472.08513978844024, 222864.37920907116, 642, 1424, 1584.2115225968644, 363.15217763449169, 365.61979543228341, 1571.2735747800632, 0.24098620460379042, 219.07747033967269, 0.95611418657418634
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 15, 6635, 0, 2089.2352941176468, 1021.9173755031003, 1092, 475.16329338713496, 225780.15538250847, 647, 1430, 1611.4630786941061, 368.41015247427731, 373.29806747669244, 1606.2480495898822, 0.2428542784548102, 216.3697338684949, 0.95845518009798214
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 16, 6635, 0, 2201, 1017.7444034542551, 1048, 472.88607453222329, 223621.23948649544, 641, 1400, 1600.6003850568616, 369.61584735364522, 370.05786905911037, 1596.8810766981471, 0.24203847519187693, 214.90278124279928, 0.96121784461722215
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 17, 6635, 0, 2046, 1020.9936237234024, 1092, 479.33466969184161, 229761.7255685869, 623, 1416, 1596.1461948402946, 353.68710376665967, 354.023622082957, 1574.1927512782593, 0.24512830834709984, 207.90302493607226, 0.95956701452054394
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 18, 6635, 0, 2334.3333333333335, 1020.2615756146429, 1063.0612244897959, 474.05986888301936, 224732.75928538552, 618, 1418, 1595.6396862198728, 367.24168492421376, 373.7733890071251, 1592.4923019917132, 0.24291816924128967, 214.502008241285, 0.96342890765339328
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 19, 6635, 0, 2101, 1018.1025959447836, 1073, 474.88533414395937, 225516.08058501992, 643, 1410, 1596.1983585025689, 370.43078972829812, 376.42861168346951, 1590.4716667406663, 0.24364883834739887, 209.91939914646161, 0.96586679010500254
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 20, 6635, 0, 2031, 1022.8625479023543, 1090, 472.18197481198075, 222955.81733734204, 656, 1396, 1592.2244140440705, 362.70331125011387, 363.81112707806909, 1584.9753035554245, 0.240986219025288, 223.51125939547399, 0.95572218160545863
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 21, 6635, 0, 2072.7948717948716, 1020.3196715535458, 1063, 474.7820040641198, 225417.95138314186, 636, 1399, 1606.1274263327043, 367.33156314155042, 369.07637125625348, 1602.6341795839821, 0.24273335084265799, 215.17314680844936, 0.95903942825639743
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 22, 6635, 0, 2501, 1015.7057252983451, 1061, 477.54456878980471, 228048.81518064052, 618, 1435, 1595.3179425325934, 353.84566577034246, 355.4010615205512, 1585.6491938906679, 0.24422471938418602, 205.61233110100011, 0.9596601848494305
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 23, 6635, 0, 2101, 1018.9661694739975, 1070, 477.41082952828714, 227921.10015088724, 640, 1410, 1593.8622702740106, 359.65637353364559, 363.7658019184305, 1590.4634284435094, 0.2447962791774424, 206.97691144242106, 0.96469749489076606
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 24, 6635, 0, 1951, 1020.5682639238167, 1089, 472.734054459641, 223477.48624585086, 648, 1427, 1583.4868662262836, 363.68268001793388, 366.70190961607437, 1560.2751250249812, 0.24096961685103035, 221.27204482894911, 0.9533598436621
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 25, 6635, 0, 1991, 988.27066072759419, 1056, 468.51839797810186, 219509.48924396702, 618, 1375, 1549.2337941623109, 336.4097305959661, 336.65545451418694, 1534.7515988355085, 0.23903906095106564, 195.37809555290949, 0.9551036557109257
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 26, 6635, 0, 2014.953488372093, 1020.171065249957, 1073.9591836734694, 475.03948235097738, 225662.50979228457, 647, 1428, 1597.660852018374, 359.28997339816959, 359.56351891176342, 1574.8561984421433, 0.24279042666254708, 214.83522001028837, 0.95845066075138985
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 27, 6635, 0, 2136.483870967742, 1019.9238375621004, 1071, 469.57936491873716, 220504.77995748454, 653, 1425, 1581.957771710119, 357.70972408497545, 358.85547903802018, 1570.1271932758079, 0.23829658941235865, 229.49405048130677, 0.944895331976316
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 28, 6635, 0, 2325.3243243243242, 1010.3224335805716, 1063, 474.9382230423368, 225566.31570661245, 606, 1418, 1590.738315022626, 364.53827876442904, 370.28616005483133, 1587.0074781093033, 0.24382096391813327, 201.56829626412355, 0.96701653513127239
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 29, 6635, 0, 2201, 1021.147109280604, 1057, 468.26421415937432, 219271.37426229636, 643, 1416, 1582.631247435286, 371.61348652733989, 374.3544117876728, 1574.1774623109945, 0.23864465521034264, 229.5627879478975, 0.95298824636157309
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 30, 6635, 0, 2031, 1020.4285450974209, 1065.3333333333333, 471.42454676003143, 222241.10328790109, 634, 1399, 1599.110947007038, 362.61212439094186, 363.11479218398131, 1589.3202498507808, 0.24017414839786314, 223.77089486170883, 0.95234475229276194
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 31, 6635, 0, 1975.3589743589744, 1015.246193814471, 1075, 476.41963631059912, 226975.66986232356, 618, 1412, 1591.8737278227338, 359.38595037491621, 363.832571785845, 1589.4346884095794, 0.24428734963394744, 204.94505507866734, 0.96469206758228543
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 32, 6635, 0, 1991, 1016.4043331326715, 1065, 471.83751483993535, 222630.64041032622, 650, 1410.7346938775511, 1579.4358366511608, 355.9296889386282, 356.98082328305918, 1559.091981242876, 0.24047338344607302, 218.75412024204729, 0.95304882612332142
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 33, 6635, 0, 2066, 1021.1597065878369, 1092, 481.1091513557605, 231466.01551826004, 620, 1397, 1596.1715034432275, 350.26876747971841, 353.38998028954063, 1576.3482348410564, 0.24546248088628453, 206.96065748803119, 0.95510047579953727
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 34, 6635, 0, 2006.3636363636363, 1015.4976127623808, 1076.4693877551019, 477.26483861878211, 227781.72618181212, 614, 1396, 1592.6716599500976, 353.65327148918982, 354.33816020023619, 1588.4629081558417, 0.24403288747939009, 206.04052499324382, 0.95927670015420508
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 35, 6635, 0, 1951, 1018.1501381662529, 1078, 466.210907979142, 217352.61071873602, 638, 1395, 1573.6818109384881, 368.61013067139612, 373.2744080035061, 1562.5081443477056, 0.23813777005290679, 228.24715490076107, 0.95732138952280821
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 36, 6635, 0, 2126, 1013.871880599363, 1032, 472.54092142590252, 223294.92242204098, 645, 1396, 1579.6102558982334, 361.439648641277, 361.86295021363054, 1558.4248957655263, 0.24105755651071697, 214.28396565331479, 0.95483583759642066
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 37, 6635, 0, 2001, 1016.7576668872068, 1103, 469.5642385048443, 220490.5740826343, 653, 1399, 1576.0958865855021, 356.55427424621905, 357.98913552486761, 1548.7818110677017, 0.23909073873251069, 223.69368651146885, 0.95126504394267619
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 38, 6635, 0, 2211.5263157894738, 1025.8002405865445, 1095, 469.71625400467292, 220633.3592761824, 638, 1429, 1582.2918195668815, 368.13696601548264, 369.26771277461108, 1569.4938410037323, 0.23925313558345693, 232.19758985621786, 0.95194127460782851
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 39, 6635, 0, 2151, 1007.4197463153506, 1052, 471.51393640069222, 222325.392220076, 647.30769230769226, 1400, 1579.6813399583025, 351.58658685115051, 352.38890861618921, 1575.7043594115369, 0.24063404563528273, 209.23661694311772, 0.95563299608659347
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 40, 6635, 0, 2267.6666666666665, 1017.8235586035538, 1082, 466.48896728318414, 217611.95659693165, 653, 1400, 1569.8127071107085, 359.29217640413179, 360.37778204297075, 1561.2205329500464, 0.23744285986894778, 230.225592418254, 0.95060815055693271
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 41, 6635, 0, 2121, 1008.2549241135615, 1036, 474.42486312269591, 225078.95074898875, 638, 1401, 1583.8157743437071, 356.36307022104796, 360.61705657015756, 1572.6279652395078, 0.24275475768360547, 203.03739287704218, 0.96065329594650828
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 42, 6635, 0, 2182.25, 1025.4622786277698, 1067, 476.7594416520941, 227299.56520441649, 648, 1425, 1597.4238338075968, 364.98798757652833, 369.57094964702753, 1583.7952089458774, 0.24357780293692666, 217.51470628598406, 0.95772951416569485
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 43, 6635, 0, 2001, 1021.069590926251, 1077, 472.90309421905545, 223637.33652195681, 640, 1406, 1593.5785399565179, 362.35855251551777, 365.36950054023578, 1586.2646901757639, 0.24180593754396004, 218.99929609293554, 0.95930270430684406
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 44, 6635, 0, 1990.4736842105262, 1017.179204756433, 1081, 472.40784586290408, 223169.17283282932, 632, 1403, 1582.7123094171657, 358.84256552000778, 360.87365811839578, 1566.3050353620069, 0.24123689203689955, 216.99643387003721, 0.95679589642959617
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 45, 6635, 0, 2028.0270270270271, 980.55549821075238, 1031, 470.96558282133759, 221808.58020224221, 613, 1373, 1547.5171605006997, 323.24031411580449, 323.36582832817032, 1541.0368617253312, 0.24079514252969361, 181.8380104397587, 0.95914255528705783
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 46, 6635, 0, 2154.8461538461538, 1016.2374998062079, 1082, 482.261861540698, 232576.50309669939, 600, 1425, 1600.8081381694926, 357.77734175501604, 363.40805098089834, 1595.2997982743086, 0.24713421524504822, 196.49330783838298, 0.96353162953224047
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 47, 6635, 0, 2075.2857142857142, 1022.3792894332304, 1101, 479.5379229770079, 229956.61957310274, 629, 1417, 1600.3669857671814, 368.14964681435828, 372.62937700358663, 1596.576709898563, 0.24581584103087128, 207.00814473383036, 0.96413949983466829
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 48, 6635, 0, 2081, 1016.5290389488551, 1040, 474.68811765863359, 225328.80904629678, 643, 1409, 1590.0698102540719, 363.40182514847464, 368.39849704335251, 1583.3150607424736, 0.24283678334317316, 211.03942859954975, 0.96023665500483824
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 49, 6635, 0, 2271.2702702702704, 1019.2413565566566, 1081, 478.77670833485513, 229227.13644395894, 611.82051282051282, 1393, 1602.3002013669959, 365.60529285819564, 371.53288176194945, 1598.549314207736, 0.24561730036888035, 204.52877123308042, 0.96564597951309583
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 50, 6635, 0, 2101, 1024.7291752302317, 1089, 476.32443903058726, 226884.97121780366, 652, 1435, 1592.3983609320071, 356.84420308199122, 357.90755953712761, 1580.3101487926665, 0.24282201623766064, 219.28854736991138, 0.95353458785960443
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 1, 6957, 0, 2194, 1143.2495859864316, 1248, 557.18541306747818, 310455.58453517628, 693.5, 1593, 1795.6212128698371, 366.38386821431794, 373.82587732653985, 1777.7203956206874, 0.26898365302438959, 207.72444076760462, 0.94010741910188456
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 2, 6957, 0, 2326, 1196.3834148901558, 1307, 558.97780320803793, 312456.18447928393, 718.38461538461536, 1672, 1853.5476577777993, 422.42377952315155, 432.332157130422, 1848.175333422324, 0.27017038593715809, 256.73081260072, 0.94234849857612668
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 3, 6957, 0, 2385.6153846153848, 1187.9905433390672, 1287, 558.61202187464107, 312047.39098287449, 729, 1660, 1850.431254816333, 406.58912528416568, 407.74353134842596, 1843.5932284090366, 0.26981796224796067, 249.56367064066, 0.94112290194995074
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 4, 6957, 0, 2273.5, 1170.2789368457793, 1243.1428571428571, 564.535103625633, 318699.88322560419, 730, 1642, 1854.7940511995362, 396.00415719031292, 399.40514151514952, 1845.3132611630735, 0.27378981317083623, 218.03796663761091, 0.94880693026722107
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 5, 6957, 0, 2336.135135135135, 1194.7450864626167, 1257, 570.51228924482336, 325484.27217936906, 730, 1699, 1868.7811527133842, 405.62753986476343, 414.14779362387196, 1854.400938938076, 0.27622759043563555, 234.02552692747622, 0.94564751154232674
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 6, 6957, 0, 2369.4210526315787, 1202.5214285389345, 1331, 562.577618228302, 316493.57653142908, 759, 1652, 1866.5788052144696, 414.874345805047, 417.17591867604904, 1861.6795585054497, 0.27280849573113919, 253.69348038603243, 0.94858458610423224
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 7, 6957, 0, 2301, 1188.9863129470862, 1312, 555.778649600667, 308889.907351941, 735, 1649, 1834.6984463007, 403.2961300686556, 404.67807045507527, 1828.4777481553942, 0.2675939883391969, 258.29442150335933, 0.9351346907208975
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 8, 6957, 0, 2401, 1159.2709965706667, 1224, 551.48391389015546, 304134.50727960444, 729, 1625, 1842.450450993796, 411.94998247034516, 422.9796081083968, 1839.453670173908, 0.26775189271911182, 228.02991369359586, 0.95087752497807632
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 9, 6957, 0, 2251, 1195.8809294692223, 1285, 557.63196678444433, 310953.41037988767, 755, 1680, 1856.8693670111095, 425.73666911196045, 436.85966235581878, 1850.7613609240404, 0.27009964345097526, 256.47436954673037, 0.9464068591380167
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 10, 6957, 0, 2318.5, 1187.9860153271393, 1255, 553.95697004583849, 306868.324662366, 751.88235294117646, 1636, 1858.1481387175113, 429.50041970231695, 440.283140608082, 1848.0657107091986, 0.26784310282654694, 256.427703696409, 0.9430485556483903
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 11, 6957, 0, 2201, 1177.7953010336184, 1266, 547.12929422738694, 299350.46460175852, 732, 1671, 1816.0451726952331, 413.53109017340313, 423.60768542579495, 1791.1608668432184, 0.26283260367485023, 263.66350545248929, 0.93090147786579736
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 12, 6957, 0, 2251, 1196.5021902619089, 1257, 558.817051685494, 312276.49725446809, 739, 1698, 1862.5721940119336, 433.72741337306996, 441.84048674168929, 1847.6023363527963, 0.27089958281838727, 254.31344121955794, 0.94798737778011477
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 13, 6957, 0, 2417.2162162162163, 1189.8780578830708, 1248, 557.94181173431775, 311299.06528137287, 752, 1709, 1847.5253390980063, 423.74596545680782, 437.19320894645318, 1838.7088946273357, 0.26996524314674386, 250.93894221869573, 0.94441542889312458
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 14, 6957, 0, 2459.3333333333335, 1190.7792835086316, 1281, 559.00423538915425, 312485.735183013, 743, 1671, 1854.5950214931672, 418.3265414934142, 429.297589119557, 1849.1775481988379, 0.27060697054881755, 249.60823993984411, 0.94530715192989834
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 15, 6957, 0, 2273.5, 1200.1379251958269, 1297, 570.556662757234, 325534.905416672, 729.5, 1650, 1876.7102643740066, 403.21891578303689, 404.04436691251908, 1849.2728929654743, 0.27582967367385991, 240.80232015814215, 0.94277832745857149
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 16, 6957, 0, 2308.6923076923076, 1195.6037200812584, 1289, 569.66483594408555, 324518.02531120193, 743.5, 1665, 1879.9475484377681, 412.29021157806881, 421.26547541111552, 1873.9142687066692, 0.27570465274398992, 236.70293783766147, 0.9448754116945598
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 17, 6957, 0, 2251, 1173.1097908222121, 1290, 562.14269532931041, 316004.40991210192, 733.30769230769226, 1629, 1842.8215836548316, 384.17955929312888, 385.11921934253132, 1840.741402806397, 0.27108986652862449, 230.25923503565605, 0.93812045575169467
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 18, 6957, 0, 2206, 1125.7391398899629, 1257.6808510638298, 562.00276518099179, 315847.10807108105, 673, 1579, 1792.9967151990402, 353.21259133230461, 360.67775698895963, 1783.2961297431666, 0.2692626957981496, 189.24348390399859, 0.925977973232674
