,AgeGap,AgeLimits,Algorithm Name,EvaluatedSolutions,Execution Time,Generations,NumberOfLayers,OpenLayers,ParetoFrontResults.Absolute Distance to BestKnownHypervolume,ParetoFrontResults.Best known hypervolume,ParetoFrontResults.Crowding,ParetoFrontResults.Generational Distance,ParetoFrontResults.Hypervolume,ParetoFrontResults.Pareto Front,ParetoFrontResults.Spacing,PopulationSize,Seed,SelectedParents
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 5",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,06:29.6,5784,5,5,2.38E-10,1331,0.662506271,1.185637108,1331,[[6.12303176911189E-17;3.60893078238905E-24;5.20812461994188][3.74915180455534E-33;6.62072777735674E-17;1.08128261080655][...]],0.405079459,10,1819057049,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 5",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,06:47.5,6135,5,5,0.666325586,1331,0.440131712,0.993607162,1330.333674,[[1;0;0][5.2674351723905E-17;6.03856186197451E-17;1.9343195962683][5.96998195481133E-17;2.37668230882117;0.541603910524431][...]],0.207447048,10,546472830,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 5",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,06:57.6,6471,5,5,1.176455206,1331,0.779027658,1.927062931,1329.823545,[[1;0;0][3.74915180455534E-33;6.45412283063216E-17;1.05407305955695][6.12295167351517E-17;1.0298677836855E-18;3.28836727963849][...]],0.320536083,10,1868431650,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 5",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,07:11.9,6955,5,5,1.040571523,1331,0.814488531,1.957743366,1329.959428,[[1;0;0][6.12303176911189E-17;0;2.85467756211691][6.12303176911189E-17;4.12356889115258;0][5.89909212474923E-17;5.30421423428777E-17;3.23269673763783][...]],0.553552895,10,1190817715,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 3",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,12:12.5,10982,10,8,1.616461847,1331,0.443748773,0.720618947,1329.383538,[[1;0;0][5.70625357295341E-17;5.24885860085738E-17;2.36392190063485][6.12277493692415E-17;2.23039689049348;0.0204292433058347][...]],0.305410502,5,2110226320,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 6",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,06:32.5,5784,5,5,2.19E-07,1331,0.471777515,1.219232904,1331,[[1;0;0][6.1230317670483E-17;5.8694140018E-21;3.69220297755926][3.74915180455534E-33;6.58979469538934E-17;1.07623068830576][...]],0.209821618,10,1768035142,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 6",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,06:51.8,6135,5,5,0.015769277,1331,0.673815893,1.9791434,1330.984231,[[6.11727441978262E-17;6.11893367574263;0.265537103730832][1;0;0][3.74915180455534E-33;6.40869053707117E-17;1.04665315790134][...]],0.273431071,10,856242030,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 6",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,07:02.4,6471,5,5,0.504372151,1331,0.654340352,1.674270116,1330.495628,[[1;0;0][6.10494766741583E-17;4.6434864278872;0.357674563015817][6.12303176905637E-17;1.29891111273588E-21;4.98183432244213][...]],0.25157644,10,518709118,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 6",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,07:13.1,6955,5,5,0.928524228,1331,0.529450344,1.550030243,1330.071476,[[1;0;0][6.12302982308343E-17;3.48292876599739;0.00277684110791589][6.10984641813304E-17;2.11938076857318E-17;5.27714243414988][...]],0.213175539,10,1167182971,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 7",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,06:33.1,5784,5,5,0.000667665,1331,0.587547316,1.380023814,1330.999332,[[1;0;0][6.12303176850541E-17;5.1845465009765;7.29705871151984E-05][3.74915180455534E-33;6.70635615619337E-17;1.09526724816685][...]],0.378926695,10,1335201649,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 7",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,06:47.3,6135,5,5,0.000107184,1331,0.701117573,1.702817138,1330.999893,[[1;0;0][5.9786342803071E-17;3.73988929770755;0.826911747030441][6.12275946501264E-17;5.84911015371196E-18;10.1290632963811][...]],0.808868159,10,1774881345,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 7",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,06:59.6,6471,5,5,6.27E-07,1331,0.787889473,2.013095327,1330.999999,[[3.74915180455534E-33;6.46954996938188E-17;1.05659258572167][6.12303176911189E-17;3.67055049131992;0][...]],0.487390079,10,542873861,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 4",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,12:17.7,10982,10,8,0.707972538,1331,0.652612155,1.34914847,1330.292027,[[1;0;0][5.67744103863789E-17;3.10995828506898E-17;1.35624073893103][6.12282284708988E-17;2.92071794841746;0.0241281811716547][...]],0.195035821,5,1698006310,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 7",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,07:10.5,6955,5,5,1.369225092,1331,0.711186938,2.333248074,1329.630775,[[1;0;0][3.74915180455534E-33;6.61528033338226E-17;1.08039294631028][6.12303176897721E-17;1.76705591460108E-21;4.35113369842226][...]],0.372764454,10,1686635510,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 8",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,06:27.4,5784,5,5,2.27E-13,1331,0.616478642,1.397279614,1331,[[6.12303176911189E-17;0;7.33882627465106][6.12303031658375E-17;5.40076699627974;0.00372005650733459][...]],0.341187784,10,1969057745,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 8",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,06:49.7,6135,5,5,1.096904086,1331,0.80772398,1.873273981,1329.903096,[[1;0;0][6.12303176911189E-17;0;7.38320027819361][3.74915180455534E-33;6.34005495398279E-17;1.03544374634241][...]],0.407150938,10,25080673,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 8",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,06:58.2,6471,5,5,0.000331441,1331,0.770537387,2.393599699,1330.999669,[[1;0;0][3.74915180455534E-33;6.40948102281365E-17;1.04678225828368][6.12303173510025E-17;3.67519609252255E-20;5.69466901142123][...]],0.596978979,10,1076610653,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 8",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,07:12.6,6955,5,5,0.194147684,1331,0.520217164,1.185709723,1330.805852,[[1;0;0][6.11716958986004E-17;4.23693350351898;0.185534618390768][3.74915180455534E-33;6.67669865786009E-17;1.09042365116268][...]],0.16774098,10,1045099302,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 9",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,06:32.1,5784,5,5,1.58E-05,1331,0.754896361,1.791456836,1330.999984,[[1;0;0][6.12303132774211E-17;6.32292214447477;0.00240077187364684][3.74915180455534E-33;6.78207584572492E-17;1.10763362031496][...]],0.371925872,10,384382791,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 5",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,12:13.2,10982,10,8,1.713498472,1331,0.71452789,1.213860505,1329.286502,[[1;0;0][6.0260033093647E-17;1.5602312973276E-17;1.43703889739786][6.12303176911189E-17;4.82344137351734;0][...]],0.355945507,5,1032746372,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 9",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,06:50.7,6135,5,5,0.263007008,1331,0.774496694,2.094774091,1330.736993,[[1;0;0][3.74915180455534E-33;6.44619127662098E-17;1.05277769570612][0.302603426385048;5.20801856801859;0][...]],0.541653139,10,553121161,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 9",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,07:00.1,6471,5,5,1.123884715,1331,0.568970553,1.630304684,1329.876115,[[1;0;0][6.12303176569994E-17;5.78151698272661E-21;2.82841065454069][3.74915180455534E-33;6.47327321279301E-17;1.0572006575971][...]],0.657780702,10,424779445,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 9",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,07:13.7,6955,5,5,0.688027984,1331,0.340472432,0.769765268,1330.311972,[[1;0;0][5.66528825844886E-17;5.83630762861025E-17;2.51247135172565][6.12303176911189E-17;1.33035636125221;0][...]],0.199892067,10,1132266178,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 10",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,06:30.7,5784,5,5,3.55E-11,1331,0.57010208,1.604728572,1331,[[6.12047078235119E-17;8.66911874737113E-18;4.89574114574829][6.00926019522774E-17;5.39087847645309;1.05396658568634][...]],0.288137435,10,1237105506,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 10",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,06:50.3,6135,5,5,0.435225702,1331,0.395573268,0.864399312,1330.564774,[[1;0;0][5.76446415617802E-17;2.58552011282462;0.926018574409595][6.12303176911189E-17;0;2.61158738721632][...]],0.139854044,10,1899876564,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 10",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,06:58.6,6471,5,5,0.000102012,1331,0.847704821,1.961847421,1330.999898,[[3.74915180455534E-33;6.3693717037001E-17;1.04023169303659][1;0;0][6.12303176911188E-17;4.84042972315582;1.6085533646857E-07][...]],0.245729907,10,1062069547,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 11",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,06:30.0,5784,5,5,2.51E-09,1331,0.752086766,1.533904632,1331,[[3.74915180455534E-33;6.79962837201318E-17;1.1105002600696][1;0;0][6.12303176881452E-17;4.44833366978539;4.38404984787987E-05][...]],0.694985234,10,2125514968,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 10",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,07:12.2,6955,5,5,0.011994451,1331,0.586831017,1.429873407,1330.988006,[[1;0;0][6.12303176817361E-17;5.80716323618979E-21;5.4175109697646][0.999887248387044;0;0.0734300980597102][...]],0.199712699,10,1808139658,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 6",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,12:15.5,10982,10,8,1.153334943,1331,0.580406642,1.199556155,1329.846665,[[1;0;0][6.12303176911188E-17;5.535689658217E-24;3.23344114062906][6.12303176911189E-17;0;1.01495998205688][...]],0.267425189,5,580084320,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 11",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,06:50.2,6135,5,5,0.989975573,1331,0.694469071,1.584026264,1330.010024,[[1;0;0][3.74915180455534E-33;6.45076817198274E-17;1.05352518412923][6.0698744124443E-17;2.36256534017434E-17;2.93459736945446][...]],0.798896208,10,793706814,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 11",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,06:58.1,6471,5,5,5.07E-05,1331,0.757570498,2.162699015,1330.999949,[[6.12303142298105E-17;1.13847563982278E-19;5.52974809316533][1;0;0][3.74915180455534E-33;6.54058680938602E-17;1.06819416524678][...]],0.260400916,10,1709328527,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 12",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,06:33.0,5784,5,5,2.61E-08,1331,0.555437966,1.267105781,1331,[[1;0;0][6.12303176911189E-17;2.15802749182311;3.88572551413276E-158][3.74915180455534E-33;6.77319357114548E-17;1.1061829868846][...]],0.47106289,10,798475684,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 11",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,07:15.8,6955,5,5,0.861731217,1331,0.359101621,1.048463897,1330.138269,[[1;0;0][3.74915180455534E-33;6.51444274158584E-17;1.06392437394306][6.12303176911189E-17;0;1.46034582128336][...]],0.233687543,10,1601782672,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 12",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,06:50.3,6135,5,5,0.925290021,1331,0.568594478,1.984541891,1330.07471,[[1;0;0][6.12303176911189E-17;5.30413426226813;0][3.74915180455534E-33;6.41996031608116E-17;1.04849371327243][...]],0.272279401,10,1734705492,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 12",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,06:58.4,6471,5,5,0.034633182,1331,0.693434072,2.053450682,1330.965367,[[1;0;0][6.12303176911151E-17;1.38879375086414E-22;6.43034379027306][3.74915180455534E-33;6.46312846323528E-17;1.05554383954678][...]],0.2085633,10,1961461569,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 13",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,06:30.0,5784,5,5,5.74E-07,1331,0.435376179,0.987219245,1330.999999,[[1;0;0][6.12303176911189E-17;3.50486993555986;0][6.12303176911189E-17;5.18438282792713E-24;3.89637451147185][...]],0.193963454,10,1236837580,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 7",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,12:18.5,10982,10,8,0.007110576,1331,0.486407465,0.889487124,1330.992889,[[1;0;0][6.12303176911189E-17;1.95410372876966;0][3.74915180455534E-33;6.23399045498952E-17;1.01812152705746][...]],0.155424313,5,621145426,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 12",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,07:10.6,6955,5,5,0.721059327,1331,0.505611094,1.403005644,1330.278941,[[1;0;0][6.12236337987757E-17;2.18908470818012E-18;2.41969954125713][3.74915180455534E-33;6.62669573799804E-17;1.08225728493308][...]],0.20694494,10,512925949,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 13",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,06:49.4,6135,5,5,1.139975003,1331,0.685528738,2.048510826,1329.860025,[[1;0;0][6.12303176911189E-17;0;3.9830433044377][6.12303176908534E-17;4.20046353558063;1.23693697772651E-05][...]],0.252366184,10,422150818,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 13",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,06:59.7,6471,5,5,0.002477596,1331,0.717529271,1.582886011,1330.997522,[[1;0;0][6.12303176911181E-17;7.3668713762967E-23;7.73015168932445][6.12303176911189E-17;5.61510120757528;9.7552095610387E-08][...]],0.374774006,10,598957910,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 14",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,06:32.6,5784,5,5,7.26E-08,1331,0.534225738,1.121498279,1331,[[6.12162693393814E-17;5.84375024976222E-18;4.45559408095631][6.12303176911189E-17;1.79364328039583;0][...]],0.208509604,10,1334982637,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 13",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,07:15.9,6955,5,5,0.253997705,1331,0.527792624,1.56228199,1330.746002,[[1;0;0][6.12303176911188E-17;6.54073546382519E-24;3.71938285013595][6.12303154179945E-17;3.925097781203;0.00106953211073866][...]],0.283464014,10,1156478095,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 14",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,06:51.6,6135,5,5,1.631653363,1331,0.716266177,2.281489205,1329.368347,[[6.12303176911187E-17;5.1755255565415;3.41108097307249E-07][1;0;0][6.12303176911189E-17;0;3.32753673317146][...]],0.332899639,10,2085357894,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 14",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,06:59.3,6471,5,5,0.540023367,1331,1.174749188,2.515019377,1330.459977,[[1;0;0][6.11710105067158E-17;6.11567946042666;0.269367861469025][6.12302116675302E-17;3.75393296632435E-19;3.29448243928787][...]],0.510458713,10,1969943834,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 15",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,06:32.6,5784,5,5,1.17E-09,1331,0.934851129,1.683608627,1331,[[5.95263250179579E-17;4.23053103436063E-17;2.94920871555058][3.74915180455534E-33;6.50797177355616E-17;1.06286754976287][...]],0.37224834,10,52083441,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 8",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,12:18.8,10982,10,8,1.369331754,1331,0.735284583,1.395544625,1329.630668,[[1;0;0][6.12303175668707E-17;9.65286510889817E-21;2.47464561181194][6.12303176911189E-17;0;1.01419348161106][...]],0.281772553,5,409443068,10
