,AgeGap,AgeLimits,Algorithm Name,EvaluatedSolutions,Execution Time,Generations,NonDominatedElites,NumberOfLayers,OpenLayers,ParetoFrontResults.Absolute Distance to BestKnownHypervolume,ParetoFrontResults.Best known hypervolume,ParetoFrontResults.Crowding,ParetoFrontResults.Generational Distance,ParetoFrontResults.Hypervolume,ParetoFrontResults.Pareto Front,ParetoFrontResults.Spacing,PopulationSize,Seed,SelectedParents
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=5, NonDominatedElites=3} Run 53",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=5, NonDominatedElites=3}",300112,05:05.7,1939,3,10,10,2.91E-05,1331,0.605637346,1.844374981,1330.999971,[[6.12303176578875E-17;7.43204077129004;0.000244857709906434][3.74915180455534E-33;6.41339657353846E-17;1.04742173736405][...]],0.309747793,16,116616564,32
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=0} Run 61",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=0}",300000,16:16.9,10982,0,10,8,3.269635219,1331,4.270696029,0.844430682,1327.730365,[[1;0;0][6.12303176911189E-17;3.26219024256602;0][6.12302230375088E-17;1.25274216235266E-19;1.16357670156148][...]],0.517514543,5,573375541,10
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=1} Run 60",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=1}",300000,16:17.4,10982,1,10,8,1.999139826,1331,∞,0.573866655,1329.00086,[[1;0;0][6.04919844121267E-17;2.41940918472665E-17;2.55210197928955][6.12303176911189E-17;1.97499062571304;0][...]],0.887378281,5,1486231121,10
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=5, NonDominatedElites=3} Run 54",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=5, NonDominatedElites=3}",300112,05:04.8,1939,3,10,10,9.57E-05,1331,0.370119509,0.874908572,1330.999904,[[3.74915180455534E-33;6.36764998275032E-17;1.03995050538075][6.12303176466947E-17;1.75695571986113E-20;7.53274262610688][...]],0.310333018,16,1668071122,32
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=5, NonDominatedElites=3} Run 55",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=5, NonDominatedElites=3}",300112,05:03.4,1939,3,10,10,2.26E-10,1331,0.506111704,1.223679212,1331,[[6.12303176911188E-17;6.49104877059156;2.37750868526697E-07][3.74915180455534E-33;6.4289708726875E-17;1.04996529743957][...]],0.22882216,16,1819394293,32
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=3} Run 47",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=3}",300000,16:15.8,10982,3,10,8,3.406923444,1331,∞,0.925963363,1327.593077,[[1;0;0][6.1230316002242E-17;4.21698170631498E-20;2.93227350978629][6.12303176911189E-17;3.3629343459786;0][...]],1.313867576,5,1626001770,10
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=5, NonDominatedElites=3} Run 56",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=5, NonDominatedElites=3}",300112,05:04.5,1939,3,10,10,4.55E-13,1331,0.438378123,0.701559427,1331,[[1;0;0][6.12301706004902E-17;7.82637699570612E-19;5.83136557377054][3.74915180455534E-33;6.44912439602725E-17;1.05325672627739][...]],0.322293851,16,1294847648,32
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=5, NonDominatedElites=3} Run 57",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=5, NonDominatedElites=3}",300112,05:04.7,1939,3,10,10,1.70E-06,1331,0.351816661,0.948955741,1330.999998,[[3.74915180455534E-33;6.48184589857705E-17;1.05860072967043][6.1228514582146E-17;2.15406213480178E-18;4.58407993814571][...]],0.203239061,16,2075152890,32
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=0} Run 62",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=0}",300000,16:18.1,10982,0,10,8,0.375164225,1331,3.608530473,0.540186838,1330.624836,[[1;0;0][6.12303176911184E-17;2.50717778520881E-23;3.27829022191476][6.12303176911189E-17;1.59372379374891;0][...]],0.913292978,5,149736351,10
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=1} Run 61",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=1}",300000,16:17.9,10982,1,10,8,3.038541256,1331,1.752291821,1.046795211,1327.961459,[[1;0;0][6.12303166569951E-17;3.44866002807248E-20;3.06454414715455][6.12295226531224E-17;3.13999315323444;0.0160014233069606][...]],0.46804782,5,599908454,10
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=5, NonDominatedElites=3} Run 58",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=5, NonDominatedElites=3}",300112,05:04.7,1939,3,10,10,2.27E-13,1331,0.412305284,1.256637417,1331,[[1;0;0][3.74915180455534E-33;6.39820768365006E-17;1.04494112147618][6.12301715751663E-17;5.68891191532684;0.0124282661488433][...]],0.190011687,16,1524802613,32
