,Absolute Distance to BestKnownHypervolume,Best known hypervolume,BestKnownFront,Bounds,Crowding,Encoding.Bounds,Encoding.ProblemSize,Execution Time,Generational Distance,Hypervolume,Pareto Front,ProblemSize,Seed,Spacing,TestFunction
NSGA-II Run 55,0.17366508,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.112732263,[[0;1]],30,00:25.2,0.006770457,117.3449101,[[0.280775318819348;0.929357721560733][0.999999999712546;0.015142343124338][0.625899755869262;0.618806906928697][...]],30,1633297266,0.013169965,ZDT6
NSGA-II Run 59,0.019015044,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.138524095,[[0;1]],50,00:25.6,0.000358281,120.3143183,[[1;7.7802990329954E-07][0;1.00000038866626][0.953365562480379;0.0910948557466277][0.261971009920418;0.931372600496441][...]],50,1504194382,0.015091358,ZDT2
NSGA-II Run 60,0.01211065,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.188597848,[[0;1]],50,00:26.1,0.001130725,128.7660055,[[0;1.00000000000005][0.851838402476692;-0.773368999399804][0.453879212038343;-0.12421844285371][0.618417085298013;-0.124572549244655][...]],50,1195025036,0.03077839,ZDT3
NSGA-II Run 61,4.00131726,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.076084268,[[0;1][-5;5]],30,00:25.1,0.160385025,116.6653494,[[0;1][1;0.373998119609985][0.622702247387898;0.50601444440427][0.432831059046627;0.588147289809386][0.131074637754749;0.773360455120842][...]],30,895614249,0.013536059,ZDT4
NSGA-II Run 56,0.076055316,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.113466763,[[0;1]],30,00:24.9,0.002620793,117.4425199,[[0.280775318819006;0.924331452326164][0.99999977466136;0.00586297750530361][0.509574784416964;0.744029788249526][...]],30,1921295468,0.014697412,ZDT6
NSGA-II Run 60,0.018480354,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.137115083,[[0;1]],50,00:25.5,0.000743854,120.314853,[[1;7.65557056674294E-06][0;1.00000382820374][0.161251815451391;0.974001795896204][0.0709038023717123;0.994976511253836][...]],50,2054894027,0.016767797,ZDT2
NSGA-II Run 61,0.013117696,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.186989304,[[0;1]],50,00:26.0,0.001078329,128.7649984,[[0;1.00000000044853][0.851834317996438;-0.773369011195481][0.652512102229583;-0.458263325353849][0.823457115401308;-0.460821264400787][...]],50,2111162622,0.032912936,ZDT3
NSGA-II Run 60,0.021246795,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.138848442,[[0;1]],50,00:34.2,0.000388399,120.6454199,[[0;1.00007522610199][1;3.76307800915284E-05][0.0751331571123318;0.725960659463115][0.153287097470188;0.608541573472914][...]],50,1749126439,0.016411149,ZDT1
NSGA-II Run 62,2.689124924,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.075168295,[[0;1][-5;5]],30,00:25.9,0.112621168,117.9775417,[[0;1][1;0.250901475341686][0.804287413998215;0.328196541966129][0.73945926655437;0.355837922538578][0.239458759420769;0.633432344822279][...]],30,101446395,0.009196138,ZDT4
NSGA-II Run 57,0.097584194,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.114783459,[[0;1]],30,00:25.7,0.003554445,117.420991,[[0.280775318816343;0.925456570226696][0.999999999739024;0.00782379168449691][0.805160547147835;0.358239948791218][...]],30,216485758,0.017860322,ZDT6
NSGA-II Run 61,0.018254449,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.135661433,[[0;1]],50,00:25.7,0.000365229,120.3150789,[[1;2.26247452003685E-05][0;1.00001132641344][0.104020177466243;0.989191304821347][0.970844097833525;0.057483802629713][...]],50,695540815,0.01873262,ZDT2
NSGA-II Run 62,0.012033997,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.194327861,[[0;1]],50,00:26.5,0.001225152,128.7660821,[[0;1][0.851856895459606;-0.773368768854754][0.453876294748613;-0.124218437102955][0.823363615052004;-0.458913501651208][...]],50,921586179,0.036041691,ZDT3
NSGA-II Run 61,0.020986557,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.142079854,[[0;1]],50,00:34.4,0.000381365,120.6456801,[[0;1.00000363181384][1;1.84016966348233E-06][0.408355492051555;0.36097550899392][0.0497651112930909;0.776922326466473][...]],50,849130792,0.021516549,ZDT1
NSGA-II Run 63,5.17201977,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.072174278,[[0;1][-5;5]],30,00:25.4,0.207852638,115.4946469,[[0;1][1;0.48393879617924][0.672948405093549;0.576657280890999][0.238558122076038;0.747943260160131][0.182966747438783;0.779256820041395][...]],30,1093024584,0.015530546,ZDT4
NSGA-II Run 58,0.113567422,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.112103223,[[0;1]],30,00:25.3,0.004271964,117.4050078,[[1;0.00951591346686843][0.28077531881537;0.926282613189857][0.533105038195468;0.721932818968311][0.376365940227812;0.863800967519464][...]],30,1178348590,0.016567816,ZDT6
NSGA-II Run 62,0.020947588,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.138551619,[[0;1]],50,00:25.7,0.000466584,120.3123857,[[1;0.00031580448008004][0;1.00015791231358][0.599578833129121;0.640719898295869][0.560724138389772;0.685795999549447][...]],50,215664939,0.014333404,ZDT2
NSGA-II Run 63,0.013391635,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.189549734,[[0;1]],50,00:25.9,0.000912174,128.7647245,[[0;1][0.851853845868872;-0.773368826730661][0.409342234006536;0.241778918353597][0.823343478078426;-0.458502060361403][...]],50,1857566112,0.042064957,ZDT3
NSGA-II Run 62,0.018354456,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.139057859,[[0;1]],50,00:34.4,0.000451036,120.6483122,[[1;1.76613394755112E-05][0;1.00003532886374][0.561161389318516;0.250915048470814][0.0122444441230109;0.889378743702318][...]],50,18112137,0.014906274,ZDT1
NSGA-II Run 59,0.175827401,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.115974312,[[0;1]],30,00:25.3,0.006873421,117.3427478,[[1;0.0153237907242822][0.28077531885239;0.929458587981546][0.944574330560767;0.12228327488804][0.477660384057996;0.781274282377027][...]],30,1500153064,0.01609403,ZDT6
NSGA-II Run 64,1.988588692,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.077684845,[[0;1][-5;5]],30,00:25.9,0.07748862,118.678078,[[0;1][1;0.184927112320298][0.0884992882064254;0.757525463594411][0.815362424072466;0.264035231933508][...]],30,1956562411,0.017552068,ZDT4
NSGA-II Run 63,0.018591594,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.138266021,[[0;1]],50,00:25.9,0.000424298,120.3147417,[[0;1.00008939157264][1;0.000178775504873167][0.736699727653361;0.457607798725164][0.775067813489435;0.399433606746111][...]],50,110014388,0.0166613,ZDT2
NSGA-II Run 64,0.012967487,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.192239372,[[0;1]],50,00:26.4,0.001242414,128.7651486,[[0;1][0.851802570169752;-0.773368625357262][0.409360980162982;0.241528090765768][0.618419420656346;-0.124613297147445][...]],50,232260195,0.042300621,ZDT3
NSGA-II Run 60,0.086097628,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.113908293,[[0;1]],30,00:25.8,0.003122235,117.4324776,[[0.280775318825522;0.924919745312][1;0.00692097522079922][0.733660992686389;0.46708223865415][0.603853308004057;0.640104417280952][...]],30,1846307556,0.012086277,ZDT6
NSGA-II Run 65,5.506439894,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.073147196,[[0;1][-5;5]],30,00:25.8,0.214109768,115.1602268,[[0;1][1;0.515353547287247][0.698460782072184;0.59496175502161][0.625344551428103;0.616896384609157][0.0276687262428299;0.919384305287467][...]],30,2084463353,0.011620381,ZDT4
NSGA-II Run 64,0.019622687,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.136055629,[[0;1]],50,00:25.8,0.000375014,120.3137106,[[0;1.00002194404473][1;4.38310089083328E-05][0.57473054061221;0.669722456629411][0.635673185339222;0.596210678939725][...]],50,819523111,0.021553973,ZDT2
NSGA-II Run 63,0.026152764,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.142075153,[[0;1]],50,00:34.9,0.000337322,120.6405139,[[0;1.00004804655109][1;2.40376205049227E-05][0.400362726609049;0.367290649280282][0.0508669254242668;0.774505681410063][...]],50,1888643835,0.023032189,ZDT1
NSGA-II Run 65,0.011010321,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.175780886,[[0;1]],50,00:26.6,0.00115741,128.7671058,[[0;1.0000000186549][0.851838040331665;-0.773368990989346][0.82341201447743;-0.459901568573045][0.453879980038715;-0.124218431355551][...]],50,1387386003,0.026899177,ZDT3
NSGA-II Run 61,0.068864871,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.116788514,[[0;1]],30,00:25.8,0.00234443,117.4497103,[[0.999999999619096;0.00520360116701888][0.28077531881537;0.9239756344636][0.90449955459979;0.18661341159088][...]],30,1324511454,0.01579611,ZDT6
NSGA-II Run 66,1.972753496,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.076767339,[[0;1][-5;5]],30,00:26.0,0.085380587,118.6939132,[[0;1][1;0.183342073048023][0.904907561348687;0.223140948283205][0.0169899870572936;0.893552259378875][...]],30,1500077291,0.018935432,ZDT4
NSGA-II Run 65,0.019812765,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.140266673,[[0;1]],50,00:26.0,0.000413695,120.3135206,[[1;4.47273468813349E-07][0;1.00000022335268][0.902163165750261;0.186102032396428][0.578414017975678;0.665437531015127][...]],50,1189843878,0.020494597,ZDT2
NSGA-II Run 66,0.016531029,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.201012555,[[0;1]],50,00:27.0,0.001295082,128.7615851,[[0.851825712580609;-0.773368990754576][0;1][0.618401787151706;-0.124305585468151][0.823445803063787;-0.460590681983797][...]],50,2115821425,0.040259575,ZDT3
NSGA-II Run 64,0.021685057,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.139457259,[[0;1]],50,00:35.0,0.000252459,120.6449816,[[0;1.00000203832182][1;1.01404070715602E-06][0.903933987516908;0.0492466391176019][0.367785022289097;0.393548603329285][...]],50,1514324018,0.018241498,ZDT1
NSGA-II Run 62,0.071313423,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.117112006,[[0;1]],30,00:25.8,0.002497806,117.4472618,[[0.280775318815377;0.924115789311862][0.999994444502917;0.00549253140942778][0.881640297575435;0.227601031158539][...]],30,1671184145,0.01465025,ZDT6
NSGA-II Run 67,3.146729176,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.073276346,[[0;1][-5;5]],30,00:25.8,0.119236724,117.5199375,[[0;1][1;0.293682417626997][0.619911192096642;0.443884900938524][0.833514445000299;0.35515319258245][0.263512543945466;0.637422756249793][...]],30,1893515768,0.016996957,ZDT4
NSGA-II Run 66,0.019151029,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.138326116,[[0;1]],50,00:25.8,0.000452718,120.3141823,[[0;1.00000207822387][1;4.15067600627985E-06][0.490172038872304;0.759733946664822][0.732779195898286;0.463050204504507][...]],50,536975444,0.016278613,ZDT2
NSGA-II Run 67,0.01282993,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.186005421,[[0;1]],50,00:26.4,0.000982421,128.7652862,[[0.851844843747923;-0.773368951830357][0;1][0.618409933884981;-0.12444776008889][0.453869543916407;-0.124218409009104][...]],50,680641068,0.034919119,ZDT3
NSGA-II Run 65,0.019356547,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.138131538,[[0;1]],50,00:34.4,0.000430647,120.6473101,[[0;1.00000255056245][1;1.27546332061028E-06][0.453832664645981;0.326336479619805][0.12526544352252;0.64609909125033][...]],50,766576166,0.018064845,ZDT1
NSGA-II Run 63,0.053126396,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.11411826,[[0;1]],30,00:25.8,0.001753736,117.4654488,[[0.999999999990833;0.00371638543312833][0.280775318817155;0.923225316711376][0.738174056800891;0.458069879183498][...]],30,728910808,0.017582524,ZDT6
NSGA-II Run 68,4.975788668,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.071575773,[[0;1][-5;5]],30,00:25.8,0.204286017,115.690878,[[0;1][1;0.465458730413857][0.660514666788496;0.565616143721124][0.00925382287619372;0.948584620886351][...]],30,1445811661,0.015397722,ZDT4
NSGA-II Run 67,0.020593824,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.137058835,[[0;1]],50,00:25.8,0.00035369,120.3127395,[[1;2.16261191108623E-06][0;1.00000108524214][0.508596767038463;0.741330751093306][0.808060100400242;0.347040730216794][...]],50,1707899194,0.016866351,ZDT2
NSGA-II Run 68,0.012668803,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.191181877,[[0;1]],50,00:26.3,0.001356565,128.7654473,[[0;1][0.851829499741267;-0.773369007550432][0.409323876427304;0.242024566342249][0.823338702621099;-0.458404457984918][...]],50,1163497258,0.036795078,ZDT3
NSGA-II Run 64,0.058819649,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.115854072,[[0;1]],30,00:25.6,0.001914652,117.4597555,[[0.280775318816038;0.923443736773694][0.999999996078743;0.00422008106186193][0.872944877792826;0.24168473449238][...]],30,1541676401,0.01234761,ZDT6
NSGA-II Run 69,3.301933881,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.074949631,[[0;1][-5;5]],30,00:25.8,0.136498946,117.3647328,[[0;1][1;0.308129813622083][0.33826094463622;0.597677003358039][0.429108560425236;0.54678089805166][0.704347587624283;0.419994202421042][...]],30,1515214582,0.016974681,ZDT4
NSGA-II Run 68,0.020059519,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.139825928,[[0;1]],50,00:26.3,0.000384382,120.3132738,[[0;1.00000289472133][1;5.78840769181752E-06][0.873425966791374;0.23713218381967][0.400037431776034;0.839973430709742][...]],50,2104551931,0.01542765,ZDT2
NSGA-II Run 66,0.020701385,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.137274605,[[0;1]],50,00:34.9,0.000342622,120.6459653,[[1;1.22275016629298E-06][0;1.00000244644972][0.0737888237695171;0.728361339957381][0.0368944118847586;0.807923272385392][...]],50,2009419316,0.02279005,ZDT1
NSGA-II Run 69,0.013589693,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.186869316,[[0;1]],50,00:26.7,0.001238995,128.7645264,[[0;1][0.851832918472372;-0.773369012325455][0.823341537831385;-0.458462406319076][0.409333960988596;0.241889619557889][...]],50,18283918,0.036913561,ZDT3
NSGA-II Run 65,0.095248877,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.112543878,[[0;1]],30,00:25.7,0.0034334,117.4233263,[[0.999997347550842;0.00747880491864755][0.280775318815369;0.925316789980658][0.47577841897993;0.77832184391384][...]],30,362548206,0.012507488,ZDT6
NSGA-II Run 70,0.200427803,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.078473201,[[0;1][-5;5]],30,00:25.8,0.008042788,120.4662389,[[0;1][1;0.0167892017568814][0.869861597531872;0.0830196879069769][0.940090980609904;0.0466956114116195][...]],30,856621224,0.021714591,ZDT4
NSGA-II Run 69,0.019727904,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.141566607,[[0;1]],50,00:25.8,0.000370859,120.3136054,[[1;5.95384705700414E-06][0;1.0000029759506][0.207177074607982;0.957080796853903][0.099260821646023;0.990150410356244][...]],50,1303373834,0.025310434,ZDT2
NSGA-II Run 70,0.013276746,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.184815028,[[0;1]],50,00:26.3,0.001466842,128.7648394,[[0.851824573342142;-0.77336898333579][0;1][0.618418908957515;-0.124604369032667][0.453884081063835;-0.124218443863074][...]],50,1384308835,0.027515352,ZDT3
NSGA-II Run 67,0.019972487,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.138462083,[[0;1]],50,00:34.6,0.000428016,120.6466942,[[0;1.00000287524631][1;1.4387575626541E-06][0.576100917123419;0.240988768245605][0.131501168735752;0.637371632982068][...]],50,1729491240,0.016487609,ZDT1
NSGA-II Run 66,0.090351104,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.11475453,[[0;1]],30,00:25.6,0.003248357,117.4282241,[[1;0.00723307254338506][0.280775318981728;0.92507227894259][0.630836218811696;0.607106565609785][0.588128398359775;0.658976858478108][...]],30,262557745,0.012380565,ZDT6
NSGA-II Run 71,5.902731542,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.072222064,[[0;1][-5;5]],30,00:25.9,0.245914886,114.7639351,[[0;1][1;0.552575427260504][0.18996734059205;0.804988916255011][0.0224111477951545;0.93301896525861][0.00438889943481906;0.970358672690063][...]],30,1188651553,0.01313405,ZDT4
NSGA-II Run 70,0.020300291,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.136719895,[[0;1]],50,00:25.9,0.000384835,120.313033,[[0;1.00000629076916][1;1.25360524796642E-05][0.62944518552563;0.603820736402168][0.204515621870866;0.958179909436344][...]],50,1357339416,0.015153364,ZDT2
NSGA-II Run 71,0.013710646,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.204184321,[[0;1]],50,00:26.6,0.001347872,128.7644055,[[0;1][0.851845766007953;-0.773368942155972][0.453867626810076;-0.124218397266458][0.409326879445655;0.241984380772993][...]],50,1199974849,0.039133319,ZDT3
NSGA-II Run 67,0.060991372,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.11482194,[[0;1]],30,00:25.8,0.002047623,117.4575838,[[0.280775318815369;0.923606142136258][1;0.004513643043325][0.914907878291003;0.167095344469833][0.947008051692112;0.107462239271566][...]],30,1763034194,0.014334212,ZDT6
NSGA-II Run 68,0.020167727,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.13613806,[[0;1]],50,00:34.6,0.000439736,120.6464989,[[0;1.00000866994675][1;4.33496786988376E-06][0.216247814914298;0.534982123734231][0.263177731879855;0.486997936082387][...]],50,1401037071,0.022421412,ZDT1
NSGA-II Run 72,4.043638416,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.073614748,[[0;1][-5;5]],30,00:25.6,0.170817039,116.6230283,[[0;1][1;0.378027414991991][0.503660266919447;0.55859222473753][0.32527339578212;0.645272002378219][0.150492752019774;0.75871572450909][...]],30,1496201127,0.01394775,ZDT4
NSGA-II Run 71,0.019406402,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.139024779,[[0;1]],50,00:26.4,0.000305501,120.3139269,[[0;1.00000655030694][1;1.31189249262627E-05][0.429247305307831;0.815754511540635][0.97519388650409;0.0490096872883534][...]],50,1812146733,0.018431531,ZDT2
NSGA-II Run 72,0.013172763,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.17764537,[[0;1]],50,00:26.6,0.001339591,128.7649434,[[0;1.00000000022568][0.851804905638478;-0.773368682598674][0.453882568778568;-0.124218444550009][0.823378513873748;-0.459217786242266][...]],50,76091138,0.037619158,ZDT3
NSGA-II Run 68,0.154381264,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.112157652,[[0;1]],30,00:25.9,0.00589925,117.3641939,[[0.999999990449266;0.0131880287456643][0.280775318815733;0.928295362317032][0.736775995701345;0.46737612703565][...]],30,533909465,0.016856121,ZDT6
NSGA-II Run 73,4.427531126,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.078165973,[[0;1][-5;5]],30,00:26.0,0.175495551,116.2391355,[[0;1][1;0.413970545381879][0.799539384890584;0.475992081415924][0.899769692445292;0.444115850430169][...]],30,611085331,0.017929605,ZDT4
NSGA-II Run 72,0.024083801,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.139647857,[[0;1]],50,00:26.3,0.000335657,120.3092495,[[1;2.59392114555737E-06][0;1.00000130574762][0.732778187253687;0.463038173405761][0.79066820514917;0.374845906713481][...]],50,1059086164,0.022513824,ZDT2
NSGA-II Run 69,0.021104535,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.134173458,[[0;1]],50,00:35.5,0.000409058,120.6455621,[[1;2.9457107410646E-06][0;1.000005905353][0.0123171089711517;0.889023090130942][0.447390928344266;0.331131175146158][...]],50,730382573,0.028359338,ZDT1
NSGA-II Run 73,0.014184756,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.192051307,[[0;1]],50,00:27.4,0.001235225,128.7639314,[[0;1][0.851811153600437;-0.773368813569714][0.823359702746641;-0.458833580714478][0.618406854902861;-0.124394028708523][...]],50,849645387,0.042722813,ZDT3
NSGA-II Run 69,0.073831824,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.113474988,[[0;1]],30,00:26.0,0.002580782,117.4447434,[[0.280775318815369;0.924265047581589][0.999999501110719;0.0057128657755745][0.670292072434971;0.55487157504449][...]],30,727203037,0.01210099,ZDT6
NSGA-II Run 74,1.253897543,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.076569573,[[0;1][-5;5]],30,00:26.3,0.054094795,119.4127691,[[0;1][1;0.115909911499918][0.176530210795628;0.628545237746148][0.207027364302472;0.597737253282629][...]],30,1397885681,0.016311805,ZDT4
