,Absolute Distance to BestKnownHypervolume,Best known hypervolume,BestKnownFront,Bounds,Crowding,Encoding.Bounds,Encoding.ProblemSize,Execution Time,Generational Distance,Hypervolume,Pareto Front,ProblemSize,Seed,Spacing,TestFunction
NSGA-II Run 87,0.018432895,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.13866815,[[0;1]],50,00:26.6,0.000394829,120.3149004,[[1;8.82936710095973E-06][0;1.00000441590893][0.962032637988584;0.0745017086760751][0.612712235232097;0.624589793146532][...]],50,1298297551,0.020204314,ZDT2
NSGA-II Run 84,0.110659044,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.117389299,[[0;1]],30,00:25.8,0.004517779,117.4079162,[[0.999957285397831;0.00918383958066554][0.28077531887589;0.926286810344938][0.97129577946735;0.0665892146032484][...]],30,1197525370,0.015741415,ZDT6
NSGA-II Run 88,0.013274352,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.183592075,[[0;1]],50,00:26.4,0.001456366,128.7648418,[[0;1][0.851834559447112;-0.773369011116691][0.618477732918554;-0.125630245013629][0.823372387280971;-0.459092673848885][...]],50,230192695,0.034100476,ZDT3
NSGA-II Run 89,4.245213917,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.073177575,[[0;1][-5;5]],30,00:25.9,0.189271905,116.4214527,[[0;1][1;0.396793474846544][0.119732566841432;0.791347989041976][0.0143590587814997;0.927789106000187][...]],30,1362954955,0.016602299,ZDT4
NSGA-II Run 88,0.019462532,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.140272404,[[0;1]],50,00:26.4,0.000401374,120.3138708,[[1;7.61526427541032E-05][0;1.00003808042141][0.868946512341594;0.244998785565414][0.66047879260216;0.563831296760236][...]],50,1697365159,0.01866082,ZDT2
NSGA-II Run 81,0.021749191,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.143079815,[[0;1]],50,00:35.1,0.000478484,120.6449175,[[0;1.00000486633213][1;2.42535464903466E-06][0.647451996769441;0.195358897291842][0.721482017327751;0.150601832692913][...]],50,1785150878,0.020935788,ZDT1
NSGA-II Run 85,0.052021477,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.115775931,[[0;1]],30,00:25.9,0.001569681,117.4665537,[[1;0.00346464159787313][0.280775318928326;0.923009718197153][0.506389897321904;0.74574655088722][0.677480061149002;0.543525745689795][...]],30,1708992651,0.014337248,ZDT6
NSGA-II Run 89,0.014834791,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.185742125,[[0;1]],50,00:27.0,0.001044595,128.7632813,[[0;1][0.851802698005292;-0.773368628616097][0.453886891430174;-0.124218439556371][0.823344105378732;-0.4585148804894][...]],50,2134665183,0.038286083,ZDT3
NSGA-II Run 90,5.510065881,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.073093923,[[0;1][-5;5]],30,00:26.4,0.226858891,115.1566008,[[0;1][1;0.515727843815113][0.101765088565786;0.845534508853312][0.90430218028051;0.539515592630972][0.831498993279753;0.558484067066931][...]],30,1440644766,0.009871458,ZDT4
NSGA-II Run 89,0.018605629,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.14350996,[[0;1]],50,00:26.1,0.000368633,120.3147277,[[0;1.00000843788815][1;1.68670044913231E-05][0.805905717634194;0.350544358660834][0.748409687131013;0.439905241688312][...]],50,1889128436,0.013872574,ZDT2
NSGA-II Run 86,0.046846107,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.116856057,[[0;1]],30,00:26.2,0.001485008,117.4717291,[[0.280775318815388;0.922934254652745][1;0.00314154260128583][0.984069141815912;0.0347572586894095][0.956174248465186;0.0888401008736786][...]],30,1822969227,0.014415301,ZDT6
NSGA-II Run 82,0.024427441,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.138524674,[[0;1]],50,00:35.5,0.000521458,120.6422392,[[0;1.00049596812621][1;0.000248008395122964][0.18223147361733;0.573504328059231][0.115733351677935;0.660215580613357][...]],50,720452390,0.018767034,ZDT1
NSGA-II Run 90,0.012825276,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.182472766,[[0;1]],50,00:27.5,0.001324685,128.7652909,[[0;1][0.851803123787577;-0.773368639370929][0.652515893470453;-0.458263319990354][0.823357571124871;-0.458790032539738][...]],50,1810896831,0.036347669,ZDT3
NSGA-II Run 91,4.521320861,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.073776188,[[0;1][-5;5]],30,00:26.6,0.181573172,116.1453458,[[0;1][1;0.422942205599322][0.0442347032851747;0.87863342436591][0.605304951435621;0.538687740408438][...]],30,1318280424,0.012058387,ZDT4
NSGA-II Run 90,0.018571607,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.13878365,[[0;1]],50,00:27.0,0.000344512,120.3147617,[[0;1.00000589024793][1;1.17798276738845E-05][0.484501122692649;0.765265946839122][0.84669373114236;0.283119847315839][...]],50,1750604290,0.01942131,ZDT2
NSGA-II Run 87,0.133498166,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.11481285,[[0;1]],30,00:26.0,0.005064035,117.385077,[[1;0.0112944447621568][0.28077531881537;0.92727160694842][0.617938552294514;0.62595931621042][0.975889597215086;0.0586660332445428][...]],30,1170845043,0.013195151,ZDT6
NSGA-II Run 91,0.012016052,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.193631651,[[0;1]],50,00:26.8,0.000927659,128.7661001,[[0;1][0.851835949427721;-0.773369008316482][0.618409223207218;-0.124435358273528][0.652492429395354;-0.458263205413843][...]],50,557834705,0.032992325,ZDT3
NSGA-II Run 92,3.216471129,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.077509296,[[0;1][-5;5]],30,00:26.3,0.117649636,117.4501955,[[0;1][1;0.300085703975358][0.282714484954802;0.627849266732323][0.392471236559375;0.561521031701313][...]],30,1376522763,0.018752783,ZDT4
NSGA-II Run 83,0.020590043,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.138905791,[[0;1]],50,00:34.9,0.000552427,120.6460766,[[0;1.00003185677267][1;1.59086914395355E-05][0.922538813177593;0.0395440164845271][0.654573078325219;0.191024123863897][...]],50,1871353379,0.017669809,ZDT1
NSGA-II Run 91,0.019658366,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.138658225,[[0;1]],50,00:26.1,0.000377452,120.313675,[[0;1.00000007361216][1;1.46311351524165E-07][0.955885616980873;0.0862828282179884][0.798965534296728;0.361654195062469][...]],50,1067690081,0.017873751,ZDT2
NSGA-II Run 88,0.083492177,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.11213783,[[0;1]],30,00:26.0,0.003102974,117.435083,[[0.280775318833176;0.924817586041817][1;0.00665133981750462][0.880207515178028;0.231469921200802][0.932201437166923;0.137343858483552][...]],30,1577315729,0.015595472,ZDT6
NSGA-II Run 92,0.014167879,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.180007939,[[0;1]],50,00:26.4,0.001113823,128.7639483,[[0;1][0.851796242464997;-0.773368446826623][0.652522468149209;-0.458263288163313][0.823344333541372;-0.458519543397683][...]],50,1831324579,0.040656945,ZDT3
NSGA-II Run 93,1.988164093,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.077897206,[[0;1][-5;5]],30,00:25.7,0.077176025,118.6785026,[[0;1][1;0.184816716423633][0.144790427717944;0.692040278363175][0.761693514556169;0.288548278671438][...]],30,997375430,0.018879253,ZDT4
NSGA-II Run 92,0.018404862,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.137340227,[[0;1]],50,00:26.2,0.000334468,120.3149285,[[1;2.86581786855552E-08][0;1.00000001432147][0.0852868316110414;0.992726171043237][0.33750887413678;0.886087776202494][...]],50,1373049311,0.016268269,ZDT2
NSGA-II Run 84,0.018646017,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.135328095,[[0;1]],50,00:34.8,0.00034378,120.6480206,[[1;3.7535119708848E-06][0;1.00000750355089][0.0174220548504953;0.868014378265902][0.773578770369927;0.120470938691258][...]],50,1027944964,0.02473351,ZDT1
NSGA-II Run 89,0.140907758,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.114526468,[[0;1]],30,00:25.4,0.005409712,117.3776674,[[0.999999997170306;0.0121014613159558][0.28077532168051;0.927712322851522][0.85594885210519;0.277847295185033][...]],30,2101688733,0.016975391,ZDT6
NSGA-II Run 94,3.620200849,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.07452791,[[0;1][-5;5]],30,00:26.1,0.154440676,117.0464658,[[0;1][1;0.338222617159186][0.200194764131807;0.703900090104393][0.893374084838867;0.374498168805381][...]],30,192710022,0.015948005,ZDT4
NSGA-II Run 93,0.012587296,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.179038569,[[0;1]],50,00:26.6,0.001585058,128.7655288,[[0;1][0.851834507042287;-0.773369011190393][0.453908965338983;-0.124218281283545][0.257775185522842;0.242161107175186][...]],50,191245949,0.026969286,ZDT3
NSGA-II Run 93,0.018418348,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.139501492,[[0;1]],50,00:25.6,0.000334062,120.314915,[[1;3.56790535669455E-05][0;1.00001775632971][0.665026646463441;0.557771929964141][0.767464857026577;0.411028674446353][...]],50,1865314848,0.014746637,ZDT2
NSGA-II Run 90,0.014034445,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.115042201,[[0;1]],30,00:25.6,0.000270142,117.5045408,[[1;4.55218712639661E-06][0.280775318815369;0.921167676525241][0.629641979341989;0.603554160989974][0.387093040665157;0.850161596382596][...]],30,2102151396,0.011349749,ZDT6
NSGA-II Run 85,0.021623391,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.143202861,[[0;1]],50,00:34.3,0.00037754,120.6450433,[[0;1.00000565406836][1;2.82700298937853E-06][0.368069761283908;0.394397110423944][0.864270451164039;0.0703415548570049][...]],50,1117142489,0.021090108,ZDT1
NSGA-II Run 95,3.162702483,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.075083595,[[0;1][-5;5]],30,00:25.5,0.131871339,117.5039642,[[0;1][1;0.295257741169136][0.244121643877342;0.651796239824328][0.797570666568432;0.37061715361578][0.0609300597680331;0.826041314734817][...]],30,207492426,0.012615557,ZDT4
NSGA-II Run 94,0.012789419,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.170343323,[[0;1]],50,00:26.4,0.001589976,128.7653267,[[0;1.00000000036518][0.851836976544814;-0.773369005003856][0.257774146898397;0.242161104074766][0.82335328029338;-0.458702365519977][...]],50,1681744883,0.030563296,ZDT3
NSGA-II Run 94,0.019513723,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.135921826,[[0;1]],50,00:26.0,0.000409819,120.3138196,[[0;1.00000199101893][1;3.97749528235749E-06][0.442242592514653;0.804423879077665][0.512453026940475;0.737394418370187][...]],50,1242555124,0.018462996,ZDT2
NSGA-II Run 91,0.025303597,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.110546278,[[0;1]],30,00:25.7,0.000574498,117.4932716,[[0.280775323681428;0.921702063248021][1;0.000992647926424826][0.561952834288092;0.684864351183201][0.809633913026587;0.345317696221424][...]],30,595153394,0.021059848,ZDT6
NSGA-II Run 96,3.624759219,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.072970857,[[0;1][-5;5]],30,00:25.5,0.138210342,117.0419074,[[0;1][1;0.338645453688716][0.552728318259006;0.508318861353652][0.171925356992075;0.725783670679813][...]],30,1920435638,0.01808729,ZDT4
NSGA-II Run 95,0.0124134,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.192715473,[[0;1]],50,00:26.2,0.001260853,128.7657027,[[0;1.00000001143379][0.851830387939506;-0.773369003581264][0.618401975726987;-0.124308869706843][0.652503008527765;-0.458263294381681][...]],50,1493773645,0.038728602,ZDT3
NSGA-II Run 86,0.018646768,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.142340515,[[0;1]],50,00:33.9,0.000494163,120.6480199,[[0;1.00000340655573][1;1.70402922377767E-06][0.17024109031549;0.587399868515754][0.116528945365464;0.658639508559049][...]],50,569074510,0.016829585,ZDT1
NSGA-II Run 95,0.019666657,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.144487125,[[0;1]],50,00:25.7,0.000277849,120.3136667,[[1;8.04811364331838E-06][0;1.00000402495127][0.0750104465977664;0.994377563407401][0.96895203297377;0.0611398130244497][...]],50,1202832049,0.019261674,ZDT2
NSGA-II Run 92,0.09052313,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.11320632,[[0;1]],30,00:25.4,0.003257256,117.4280521,[[0.280775318819271;0.92509753348567][1;0.00727691543597482][0.309465919413678;0.908225654244148][0.385275023480503;0.85574878620775][...]],30,1703669609,0.008824915,ZDT6
NSGA-II Run 97,3.931432401,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.074245005,[[0;1][-5;5]],30,00:25.8,0.160585417,116.7352343,[[0;1][1;0.367463826731445][0.664790953179398;0.484263542075146][0.492289644792035;0.556191393569631][...]],30,36370110,0.016257622,ZDT4
NSGA-II Run 96,0.013874152,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.192647436,[[0;1]],50,00:26.9,0.001333926,128.764242,[[0;1][0.851836064850221;-0.773369008010693][0.652505886801397;-0.458263314718996][0.618397834834326;-0.124236603948285][...]],50,1960335276,0.032616043,ZDT3
NSGA-II Run 96,0.018746136,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.136807922,[[0;1]],50,00:26.0,0.000411593,120.3145872,[[1;1.61205039133782E-05][0;1.00000833174405][0.101140849134026;0.989778910529734][0.917032380591495;0.159066734006763][...]],50,667912963,0.019002758,ZDT2
NSGA-II Run 87,0.021901787,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.137808839,[[0;1]],50,00:34.6,0.000466626,120.6447649,[[1;7.42363532009037E-06][0;1.00001479462703][0.92602326449414;0.0377067015728882][0.849745902850427;0.0781914667620845][...]],50,1790879833,0.017021108,ZDT1
NSGA-II Run 93,0.119436547,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.10985333,[[0;1]],30,00:25.2,0.004438001,117.3991387,[[1;0.00995072704660981][0.280775319023587;0.926543729325414][0.763040194200203;0.425649381397068][0.421972100175222;0.827817699584234][...]],30,699658377,0.021453114,ZDT6
NSGA-II Run 98,4.777863693,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.07286854,[[0;1][-5;5]],30,00:25.4,0.181001017,115.888803,[[0;1][1;0.446809767874287][0.221406437299425;0.739704098804644][0.815340604229901;0.500491314822092][...]],30,1904615068,0.018198402,ZDT4
NSGA-II Run 97,0.012664281,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.204182639,[[0;1]],50,00:26.2,0.000998626,128.7654518,[[0;1][0.851808973827436;-0.773368771658042][0.82340927080682;-0.459845597799889][0.409326842254243;0.241984878455116][...]],50,515300550,0.031411859,ZDT3
NSGA-II Run 97,0.019591742,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.139767084,[[0;1]],50,00:25.5,0.000279635,120.3137416,[[0;1.00002164428775][1;4.31948709355559E-05][0.95856304990771;0.081198421681766][0.613031550045982;0.624222121976771][...]],50,893610805,0.020786156,ZDT2
NSGA-II Run 94,0.090074884,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.112463304,[[0;1]],30,00:25.2,0.003255774,117.4285003,[[0.28077531881537;0.925100913075085][0.999999992558026;0.00725629346008275][0.723582063299116;0.481979582286951][...]],30,51312092,0.012724879,ZDT6
NSGA-II Run 88,0.019772727,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.136767425,[[0;1]],50,00:34.0,0.000463359,120.6468939,[[0;1.000017989952][1;8.99490745861136E-06][0.795644313206968;0.108021103863106][0.885384585977703;0.0590607840036979][...]],50,1894426604,0.018332592,ZDT1
