,Count,Minimum,Maximum,Average,Median,Standard Deviation,Variance,25th Percentile,75th Percentile,Avg. of Upper 25 %, Avg. of Lower 25 %,Avg. of First 25 %,Avg. of Last 25 %,Slope,Intercept,Average Relative Error
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=1} Run 30",5786,0,992.6018516,904.7071209,948.842467,123.548399,15264.20689,893.7889717,973.7302965,983.9797438,749.2555742,749.3259601,983.7820597,0.053890981,748.8274581,0.530894959
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=0} Run 31",5786,0,989.6621057,909.3327796,951.4683851,119.6290443,14311.10824,881.2783105,964.8327957,976.4114146,776.4651226,776.57165,976.0561134,0.047083583,773.1435167,0.432231489
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=1} Run 29",9028,0,1001.651086,953.0129315,991.7099251,142.0303982,20172.63401,974.9923252,996.6629551,998.331018,833.8318754,833.9998593,996.3317102,0.024960446,840.3539567,0.209793508
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=0} Run 28",9028,0,1001.851155,948.2762632,992.7223444,133.4464052,17807.94307,973.4961434,996.8009383,998.2816471,811.2062687,811.2642048,996.5134117,0.027532341,824.0090429,0.289149518
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=1} Run 31",5786,0,988.0400172,912.1678524,969.5571685,151.6579292,23000.1275,924.8084554,974.8778356,979.7140195,744.4809623,744.5899449,978.691943,0.054608839,754.2117842,0.361781468
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=0} Run 32",5786,0,977.3836922,925.8223094,964.5243027,108.5091496,11774.23554,934.640736,969.5875733,972.2373681,810.0532756,810.1263804,970.800874,0.036917494,819.0384578,0.322985015
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=1} Run 32",5786,0,970.9891022,885.7243406,935.4430608,135.4115743,18336.29444,873.4509631,962.0134596,965.5216018,721.1666458,721.1919139,964.9724401,0.057106726,720.5431367,0.496264959
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=0} Run 33",5786,0,986.9789946,878.357539,900.491753,121.6213028,14791.74131,857.0565891,946.6276272,964.7942607,751.2964704,751.7486376,964.7445943,0.050510083,732.2571231,0.481268605
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=1} Run 30",9028,0,1001.885978,939.7009138,989.3746176,176.586759,31182.88345,973.2070131,995.3875648,997.5739689,786.1176333,786.4495483,996.1804508,0.03240596,793.4366148,0.228761776
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=0} Run 29",9028,0,1001.82713,937.2801182,987.8313737,150.0886546,22526.60424,960.3613416,995.3772719,997.5663264,780.2987115,780.2988118,996.2720635,0.032062818,792.5645903,0.309997079
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=1} Run 33",5786,0,988.7006117,888.353176,945.2430926,137.5008762,18906.49097,868.0847378,971.6437228,976.644089,708.6430754,708.6819559,976.0527954,0.061437368,710.6455896,0.557063798
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=0} Run 34",5786,0,995.5761739,896.1239967,932.98454,128.9165122,16619.46712,862.655844,973.1598121,981.282842,738.3912925,738.6220372,980.6982306,0.056364982,733.0882872,0.533399141
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=1} Run 31",9028,0,1001.794177,941.4314102,990.8253661,161.9119196,26215.4697,966.3778852,996.1035509,998.0318687,792.1369201,792.3335453,996.0948137,0.03119558,800.6301595,0.252161306
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=0} Run 30",9028,0,1002.116982,924.615457,991.0209532,189.6493104,35966.86095,970.9160679,996.1206061,997.896261,722.0276034,722.2370827,995.6316572,0.040942018,739.8236593,0.316581774
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=1} Run 34",5786,0,984.19534,861.4581894,901.5701774,127.0946628,16153.05331,788.9870429,948.4780964,971.0104425,706.4709923,706.6328953,970.8253146,0.062121717,681.7711221,0.66662707
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=0} Run 35",5786,0,975.4749058,879.5540971,911.1435407,132.4190929,17534.81616,863.5003646,957.5400332,964.0969393,725.7968748,726.2712818,963.5660687,0.056903908,714.9595429,0.515268552
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=1} Run 35",5786,0,961.8192533,876.6488114,930.7155876,127.8615474,16348.5753,853.3585855,940.3459546,948.8972947,734.2158515,734.3823498,948.2685791,0.051273583,728.339973,0.448702083
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=0} Run 36",5786,0,978.0854156,853.3217099,893.7118619,140.5614595,19757.52391,817.0967378,935.5358928,960.6253313,669.7137123,669.9909682,960.2266205,0.067110523,659.204523,0.636061914
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=1} Run 32",9028,0,1001.361255,951.4327825,991.0234232,139.9176424,19576.94666,978.856228,995.6547371,997.8024015,827.274609,827.3468465,995.8804882,0.025399706,836.7912093,0.223852723
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=150, NonDominatedElites=0} Run 31",9028,0,1002.118686,931.1310581,989.6228476,163.2624822,26654.6381,954.5227276,995.6416531,997.8082236,758.6379367,758.7484837,996.1680504,0.035755306,769.7494856,0.325805311
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=1} Run 36",5786,0,989.0661195,906.4173115,958.100247,132.2098968,17479.4568,893.1977843,979.7532049,982.8336349,740.8679678,740.9627309,981.9716218,0.056073415,744.2249582,0.501922597
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=5, NonDominatedElites=0} Run 37",5786,0,985.3113219,891.7567865,929.8890353,125.477497,15744.60225,854.4284213,975.3798045,980.2556247,737.5943519,737.918349,979.5089889,0.056355982,728.7471089,0.562858221
