,AgeGap,AgeLimits,Algorithm Name,EvaluatedSolutions,Execution Time,Generations,NumberOfLayers,OpenLayers,ParetoFrontResults.Absolute Distance to BestKnownHypervolume,ParetoFrontResults.Crowding,ParetoFrontResults.Generational Distance,ParetoFrontResults.Hypervolume,ParetoFrontResults.Pareto Front,ParetoFrontResults.Spacing,PopulationSize,Seed,SelectedParents
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 8",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:37.7,5864,3,3,0.990518387,0.237212888,1.787501336,119.6761483,[[1;0.0843008077351756][0;1.16248202305053][0.0620459263630746;0.894460018279863][0.156445764992443;0.7364816052318][...]],0.036988235,16,1400771679,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 8",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:40.7,6258,3,3,0.486716541,0.228857058,1.194790225,120.1799501,[[1;0.0394738969590248][0;1.07750160235332][0.644690062314764;0.244042469786414][0.242992996241433;0.565812992855464][...]],0.053495277,16,611305116,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 8",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:41.0,6385,3,3,0.163460337,0.190904513,0.948079908,120.5032063,[[1;0.0108993437419585][0;1.02168949491234][0.354835868398944;0.419593951872134][0.865344694264527;0.0814195958514286][...]],0.043924861,16,1520316683,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 7",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,00:45.8,6542,3,3,0.155997644,0.146007569,0.420432632,120.510669,[[1;0.0100644315521313][0;1.02002644473398][0.395043305183514;0.385240919322982][0.528395788231377;0.285882936425015][...]],0.042108164,16,568717313,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 9",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:38.7,5864,3,3,0.256587553,0.298427795,1.760209908,120.4100791,[[0;1.03804765998888][1;0.019221482019123][0.0318210127208972;0.856457610858][0.415480415211419;0.381332468269462][...]],0.099439463,16,1143504641,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 9",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:41.5,6258,3,3,0.207722867,0.228507567,1.363835557,120.4589438,[[0;1.02992543662574][1;0.0150691289694884][0.282507919293614;0.490510724327356][0.552192307100548;0.275795130738141][...]],0.053415864,16,156428196,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 9",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:41.6,6385,3,3,0.106453698,0.173104874,0.719523985,120.560213,[[0;1.01185392092106][1;0.00594356471194893][0.0645889933358643;0.756208766472787][0.600722950560002;0.232210715766533][...]],0.025930746,16,859864956,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 8",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,00:41.5,6542,3,3,0.071032321,0.150751682,0.472175011,120.5956343,[[0;1.00578242694757][1;0.00290205829088242][0.0884007613757983;0.74138308913584][0.0154946458107176;0.880978654696933][...]],0.043190293,16,851389908,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 10",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:38.5,5864,3,3,0.368229955,0.281012422,1.863250932,120.2984367,[[1;0.0293225834091215][0;1.05861153345568][0.515417231929668;0.32014302570758][0.0301803522069695;0.88027468202406][...]],0.055014026,16,2007546107,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 10",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:41.3,6258,3,3,0.3649137,0.215968831,1.321513792,120.301753,[[0;1.05772126089447][1;0.0292616064946724][0.0300667719623284;0.87681388932224][0.372050529975914;0.426438987266481][...]],0.041240629,16,1012902456,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 10",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:41.2,6385,3,3,0.137869867,0.163313475,0.722676001,120.5287968,[[0;1.01303619953321][1;0.00893063355573506][0.877957558414518;0.0709886461644609][0.401249494432096;0.377720169918075][...]],0.042628118,16,1966670353,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 11",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:38.4,5864,3,3,0.48762153,0.304390546,1.829791514,120.1790451,[[0;1.07785270957553][1;0.0396558289833692][0.0853955469360597;0.774575393120098][0.0196489012633123;0.932354636603971][...]],0.153918612,16,1899380697,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 9",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,00:41.6,6542,3,3,0.120655654,0.150778139,0.48645469,120.546011,[[1;0.00737431991293887][0;1.01462910091215][0.458021971926279;0.333041116519167][0.10587992675648;0.687329733453635][...]],0.048001924,16,1614436036,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 11",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:40.6,6258,3,3,0.449420824,0.226793267,1.21251565,120.2172458,[[0;1.07238767690104][1;0.0362055077250608][0.866137379165046;0.10996040116026][0.377142794761494;0.437542860313922][...]],0.064897813,16,1839819445,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 11",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:41.4,6385,3,3,0.204028702,0.176754715,0.767519183,120.462638,[[1;0.0147040275277935][0;1.02916881785558][0.946193349502011;0.0423483976473994][0.572549169885761;0.261635788199894][...]],0.048996208,16,730232376,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 12",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:38.4,5864,3,3,0.436693948,0.277955388,1.794382827,120.2299727,[[1;0.0351271237441592][0;1.06910771016189][0.612977448296249;0.259577506264211][0.460341311068552;0.367570337482835][...]],0.053637102,16,1603184090,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 10",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,00:41.7,6542,3,3,0.259757097,0.141730152,0.433353927,120.4069096,[[1;0.0196274981865053][0;1.03899455186089][0.34507960322609;0.44021245600084][0.568938534061413;0.270133734266533][...]],0.030758466,16,208365808,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 12",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:40.6,6258,3,3,0.279789002,0.350846187,1.137259903,120.3868777,[[0;1.04282361743993][1;0.0212979947331777][0.310509122764042;0.473954917334798][0.187764707382966;0.600302407578581][...]],0.065183996,16,1154211197,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 12",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:41.6,6385,3,3,0.162256944,0.169814142,0.725481048,120.5044097,[[1;0.0109543359055843][0;1.02179034819197][0.588378288093078;0.246420678569879][0.759416033980673;0.140903028045037][...]],0.033952735,16,1765279608,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 13",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:38.1,5864,3,3,0.634132915,0.293812977,1.409127466,120.0325338,[[0;1.1008676411899][1;0.0516069171687316][0.680017660271526;0.235722925309458][0.521293874824687;0.395017865176533][...]],0.053880779,16,842667936,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 11",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,00:41.7,6542,3,3,0.22184519,0.148638438,0.479088376,120.4448215,[[0;1.03206850332585][1;0.0161589427855641][0.0191816880504753;0.891341926418619][0.216213622950879;0.559681767310231][...]],0.034267882,16,1366696744,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 13",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:41.5,6258,3,3,0.077051421,0.258490162,1.26276559,120.5896152,[[0;1.00653321142869][1;0.00327726523377157][0.385100306348906;0.384144197817094][0.759616865879995;0.132279488830686][...]],0.049891582,16,1987204444,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 14",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:39.2,5864,3,3,0.602457815,0.245720965,1.672390956,120.0642089,[[0;1.09699375075592][1;0.049934841817891][0.835013572926154;0.136386601517528][0.129024117585134;0.720805364952739][...]],0.044699609,16,85580267,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 13",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:41.8,6385,3,3,0.325985737,0.189219304,0.967551535,120.3406809,[[1;0.0255183866484404][0;1.05040508981337][0.785595093450492;0.142003790068628][0.923841643000415;0.0684359033310701][...]],0.037289679,16,1609863206,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 12",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,00:42.8,6542,3,3,0.195799881,0.147671183,0.463215268,120.4708668,[[0;1.02777519908831][1;0.0139996747613358][0.770110480901133;0.138143182372204][0.548474101775197;0.277198209456718][...]],0.043462166,16,1705144831,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 14",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:41.7,6258,3,3,0.36357158,0.234460104,1.533359342,120.3030951,[[1;0.0287813010633443][0;1.05678100187798][0.428218796857312;0.384076488337839][0.518289807748825;0.316712342083353][...]],0.036122222,16,1719310546,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 15",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:39.1,5864,3,3,0.830410135,0.26276039,1.758086605,119.8362565,[[1;0.0686433570388396][0;1.12935822431509][0.694314867258005;0.246967989868557][0.0331133223437494;0.935978607127565][...]],0.069951993,16,804849039,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 14",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:41.9,6385,3,3,0.434180825,0.219508492,1.033885896,120.2324858,[[1;0.0349784645041012][0;1.06881587209171][0.898162930353987;0.0890514840911086][0.43238944301586;0.389165867719043][...]],0.033461554,16,925645329,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 13",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,00:41.5,6542,3,3,0.173735802,0.146104645,0.416687176,120.4929309,[[1;0.0117019309261381][0;1.02327977780025][0.108892823665582;0.689471955042961][0.347704254400504;0.426787608355837][...]],0.04539647,16,1717692611,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 15",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:40.9,6258,3,3,0.377656589,0.253817062,1.212746058,120.2890101,[[1;0.030029378525949][0;1.05920446039173][0.823999467433753;0.124983084322777][0.345662080237636;0.454137704541319][...]],0.081753851,16,1605622416,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 16",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:39.0,5864,3,3,0.256062421,0.31144886,1.703337922,120.4106042,[[0;1.03854065098184][1;0.019452518410612][0.396696978219113;0.396623987911084][0.534760035229874;0.293282722449381][...]],0.143114007,16,532251732,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 15",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:41.8,6385,3,3,0.081324628,0.200209105,1.059346989,120.585342,[[0;1.00791820299928][1;0.00396217790752556][0.128070127539833;0.6486181493131][0.8707702738517;0.0710760949577635][...]],0.043789579,16,1737148270,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 14",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,00:41.8,6542,3,3,0.057062037,0.146772239,0.476074833,120.6096046,[[0;1.00356908351438][1;0.00178637532446654][0.158297900137718;0.604994387290304][0.287806363779301;0.466136993791467][...]],0.031469151,16,1827895397,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 17",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:38.8,5864,3,3,0.42855429,0.308815302,1.724537564,120.2381124,[[0;1.06732479112814][1;0.034261433397018][0.0586139936032098;0.817240414720751][0.391616215910816;0.420866211422254][...]],0.170128141,16,275588935,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 16",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:41.2,6258,3,3,0.177421375,0.273024223,1.662704885,120.4892453,[[0;1.02212588590106][1;0.012531131104804][0.245344843960738;0.522238723488112][0.125448348000053;0.664273358229105][...]],0.02781683,16,1733933117,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 16",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:41.7,6385,3,3,0.302790822,0.18562662,0.95638324,120.3638758,[[0;1.04614849348152][1;0.0233324687620715][0.45506479233355;0.356175944860108][0.848882034342614;0.103801645707689][...]],0.045844354,16,1957406625,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 18",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:39.2,5864,3,3,0.325231245,0.289096564,1.854202408,120.3414354,[[1;0.0253321081575323][0;1.050066526034][0.30994680042963;0.479759153044077][0.212556989399159;0.577643155244529][...]],0.044347537,16,1517973556,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 17",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:41.9,6258,3,3,0.171893577,0.282741356,1.517172052,120.4947731,[[0;1.0233993553716][1;0.0117673193410123][0.270903698792909;0.496862846598124][0.57091456007627;0.26103567648483][...]],0.037956564,16,403767357,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 17",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:42.5,6385,3,3,0.262626121,0.207915632,0.861309456,120.4040405,[[0;1.03901545858267][1;0.019735215970118][0.293102026811158;0.48727131124867][0.442306425278294;0.361249745747283][...]],0.04080679,16,504328355,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 15",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,01:22.7,6542,3,3,0.228230311,0.144434493,0.368971662,120.4384364,[[1;0.016810229185467][0;1.03007800462134][0.470160830557891;0.334965026970906][0.628519958798324;0.227118733680539][...]],0.04313918,16,1311039741,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 19",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:39.8,5864,3,3,0.46236038,0.28189051,1.688404616,120.2043063,[[1;0.0377309456913458][0;1.07225916401397][0.767493428532372;0.168815991768248][0.934122780949237;0.0724561023971297][...]],0.034288607,16,856462957,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 18",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:42.6,6258,3,3,0.237006494,0.187251584,1.708355312,120.4296602,[[1;0.0171758422135872][0;1.03829022840332][0.688149778749181;0.192207688588416][0.109093903508183;0.700704079236165][...]],0.034671357,16,1731127288,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 18",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:50.6,6385,3,3,0.2256081,0.193853942,0.788257838,120.4410586,[[0;1.03322210134286][1;0.0167115790961505][0.0804973579061239;0.744827089695495][0.0108238130745041;0.927470468569926][...]],0.037396743,16,223622055,32
