,AgeGap,AgeLimits,Algorithm Name,EvaluatedSolutions,Execution Time,Generations,NumberOfLayers,OpenLayers,ParetoFrontResults.Absolute Distance to BestKnownHypervolume,ParetoFrontResults.Crowding,ParetoFrontResults.Generational Distance,ParetoFrontResults.Hypervolume,ParetoFrontResults.Pareto Front,ParetoFrontResults.Spacing,PopulationSize,Seed,SelectedParents
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 3",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,00:59.5,9026,10,9,0.899916197,0.441386679,2.983763376,116.618659,[[1;0.0775015917127087][0.280775318815369;0.963662289193083][0.828459542469694;0.40275834342721][0.49058544779316;0.819097090846033][...]],0.103313208,5,477957637,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 3",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,00:52.7,5983,10,10,23.21102011,0.311014735,5.325487063,94.30755509,[[0.280775318815369;2.54283623089587][1;2.18488946546947][0.828241213396057;2.30691012503657][0.545156151120191;2.45798563639788][...]],0.084360839,5,407954256,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 3",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,00:55.8,7015,10,10,4.800239575,0.355262548,3.898352931,112.7183356,[[0.280775318815369;1.18653840030039][1;0.449385162288987][0.843112907194626;0.68078305579241][0.509978680526143;1.04150012544336][...]],0.101608046,5,1629086759,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 4",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,00:59.2,9026,10,9,0.903955848,0.41992888,2.937050894,116.6146193,[[1;0.0772805233392922][0.280775318815369;0.963539104026225][0.682297283428173;0.591497715599476][0.863856906252671;0.321416117839589][...]],0.071205592,5,1312579385,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 4",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,01:02.7,10982,10,8,0.077764646,0.390709134,2.629068492,117.4408106,[[1;0][0.280775318815369;0.921165220344128][0.827648843821704;0.314997391320596][0.513812685082889;0.735996524647911][...]],0.098192646,5,984780798,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 4",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,00:52.7,5983,10,10,20.57168084,0.267456616,5.679248236,96.94689436,[[1;1.93722375880451][0.280775318815369;2.32741447724849][0.504771553286149;2.25288085576505][0.699680861771968;2.15344073807309][...]],0.067713147,5,706335008,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 4",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,00:55.4,7015,10,10,5.563691387,0.378309571,3.964883838,111.9548838,[[1;0.521488636802269][0.280775318815369;1.23326428522829][0.788746073339825;0.813472652269713][0.633763994539141;0.983822764496687][...]],0.131346669,5,916911675,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 5",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,00:52.6,5983,10,10,22.15255091,0.255085284,5.779144827,95.36602428,[[0.280775318815369;2.4559470518378][1;2.0856498695568][0.690284513498534;2.29609341460856][0.49860165539748;2.38770205255808][...]],0.071349845,5,1041709115,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 5",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,00:59.5,9026,10,9,0.079391733,0.555812956,2.603457861,117.4391835,[[1;0][0.280775318815369;0.921165220344128][0.535431963566821;0.713312612390979][0.738794037624187;0.454183369970951][...]],0.083886252,5,1362908173,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 5",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,01:02.6,10982,10,8,0.080690177,0.467841618,2.925318641,117.437885,[[1;0][0.280775318815369;0.921165220344128][0.804149925905406;0.353342896666329][0.506885726988201;0.743066859775643][...]],0.102813026,5,1581051888,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 5",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,00:55.5,7015,10,10,3.235805768,0.375577121,3.716349976,114.2827694,[[0.280775318815369;1.10183345860028][0.999200666807188;0.302263013259116][0.513133784484749;0.83166332854462][...]],0.123511882,5,254089656,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 6",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,00:53.4,5983,10,10,15.79588887,0.340334672,5.458526196,101.7226863,[[0.280775318815369;1.95058901598479][1;1.48773855247131][0.771042551274299;1.69148354484469][0.535969423151495;1.84586165625181][...]],0.112161007,5,388995281,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 6",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,01:00.6,9026,10,9,0.071036601,0.43205048,3.070337647,117.4475386,[[1;0][0.280775318815369;0.921165220344128][0.457760228378168;0.790455573315168][0.813649145392905;0.337975068201396][...]],0.091673276,5,622384868,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 6",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,00:56.4,7015,10,10,0.078216102,0.44153211,3.424050362,117.4403591,[[1;0][0.280775318815369;0.921165220344128][0.505207692056319;0.744765187887128][0.713166417953792;0.491393660302957][...]],0.145613997,5,373828800,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 6",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,01:03.3,10982,10,8,0.085119963,0.449833291,2.694119691,117.4334552,[[0.999997247195965;5.50560049128457E-06][0.280775318815369;0.921165220344128][0.510989209707394;0.738890027562613][...]],0.090217774,5,1315317164,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 7",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,00:52.8,5983,10,10,26.60758346,0.28466393,5.740946952,90.91099173,[[0.280775318815369;2.82617329904437][1;2.50338756562355][0.821107152786476;2.61754528277993][0.632911182357332;2.71343168029775][...]],0.077771512,5,497986866,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 7",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,00:55.4,7015,10,10,9.618572072,0.349814385,4.052528094,107.9000031,[[0.280775318815369;1.49880129215839][1;0.904375809505643][0.841856431095047;1.0923365715529][0.522762644316275;1.37332580045016][...]],0.063623943,5,1943075932,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 7",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,00:59.6,9026,10,9,0.755668224,0.430284206,3.263441437,116.762907,[[0.280775318815369;1.04187130766972][0.999999999877599;0.0599506044131733][0.734553513387005;0.506974498649993][...]],0.065103159,5,1624776577,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 7",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,01:02.7,10982,10,8,0.118960479,0.477926149,2.293312201,117.3996147,[[1;0][0.280775318815369;0.921165220344128][0.738521770943885;0.528464930334092][0.512023687428029;0.798583199190498][...]],0.093846106,5,875446151,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 8",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,00:53.0,5983,10,10,21.89977744,0.378925095,5.274005126,95.61879776,[[0.280775318815369;2.43471104412817][1;2.06126634563075][0.852738980778691;2.17187543252194][0.640027042112537;2.3006032403286][...]],0.124681733,5,2002215431,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 8",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,00:55.7,7015,10,10,3.998061749,0.368781101,3.624604751,113.5205134,[[0.280775318815369;1.13833719534135][1;0.373138043072001][0.82759747552569;0.634872631188331][0.527097448922585;0.97303320079388][...]],0.101061486,5,769055597,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 8",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,00:59.7,9026,10,9,0.07765547,0.471997965,2.778091155,117.4409197,[[0.280775318815369;0.921165220344128][1;0][0.524772094497621;0.72461424883658][0.725513707223443;0.473629860630897][...]],0.090749123,5,1123610902,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 8",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,01:02.4,10982,10,8,0.148205904,0.49767894,2.842159633,117.3703693,[[0.280775318815369;0.921165220344128][1;0][0.816733717033633;0.507757845240297][0.958057949937193;0.281622114349621][...]],0.083150048,5,930639271,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 9",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,00:53.0,5983,10,10,21.32703041,0.273391576,5.628418282,96.19154478,[[0.280775318815369;2.3886176204573][1;2.00815605462149][0.690082870359995;2.22449108044038][0.503502689372497;2.31647085157844][...]],0.068640789,5,470650186,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 9",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,00:55.7,7015,10,10,6.027342609,0.348286061,4.046392312,111.4912326,[[1;0.564039337072803][0.280775318815369;1.26134953842121][0.788652654046669;0.850200898074589][0.551323269169795;1.09093465585165][...]],0.093575917,5,1326627957,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 9",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,00:59.5,9026,10,9,0.077266775,0.437812236,3.008194108,117.4413084,[[1;0][0.280775318815369;0.921165220344128][0.684881997124295;0.530936650015038][0.850237907237328;0.277095501096689][...]],0.091714684,5,1190046657,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 9",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,01:02.5,10982,10,8,0.078343007,0.514555606,2.941452585,117.4402322,[[0.280775318815369;0.921165220344128][1;0][0.632526157980574;0.611592057157602][0.856263401845278;0.266812986660351][...]],0.089827777,5,258011914,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 10",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,00:53.0,5983,10,10,11.34119373,0.33169437,5.250683401,106.1773815,[[0.999999999999938;1.06727567107362][0.280775318815369;1.61982633428659][0.848753780996585;1.23500081528949][...]],0.084670968,5,1939523503,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 10",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,00:56.0,7015,10,10,1.671924927,0.361413959,3.429949337,115.8466503,[[1;0.151759425102556][0.280775318815369;1.00567499768765][0.723080854147371;0.594078879897624][0.494299786787686;0.852259639639823][...]],0.077963481,5,293181755,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 10",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,00:59.5,9026,10,9,1.915983873,0.394284888,3.127097071,115.6025913,[[1;0.174804952272179][0.280775318815369;1.01896983676181][0.824428161193948;0.468347713403238][0.605933966413343;0.754749455484731][...]],0.086445834,5,1633734506,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 11",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,00:52.6,5983,10,10,11.96661807,0.200509969,5.587230681,105.5519571,[[0.280775318815369;1.63994566614226][0.995819022924667;1.12856241776472][0.799645702837852;1.32925291855345][...]],0.07697141,5,1335599092,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 10",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,01:02.6,10982,10,8,0.132644382,0.409803595,2.580918246,117.3859308,[[1;0][0.280775318815369;0.921165220344128][0.999998046540577;0.514214872350509][0.550286891307162;0.6971843372555][...]],0.110418745,5,369219886,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 11",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,00:56.1,7015,10,10,2.43019855,0.375911042,3.420289776,115.0883766,[[1;0.223810941009918][0.280775318815369;1.04764258856756][0.801519900843205;0.543595118286107][0.618491801928304;0.776034992329582][...]],0.142671609,5,544772348,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 11",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,00:59.8,9026,10,9,1.098869228,0.475084481,3.191585051,116.419706,[[1;0.0967932412389902][0.280775318815369;0.97445533866649][0.675508703100539;0.614804921334443][0.846720944298833;0.366488866608618][...]],0.115284471,5,22115141,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 12",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,00:53.7,5983,10,10,17.0717731,0.300673397,5.625123576,100.4468021,[[1;1.60812623924958][0.280775318815369;2.04946005299818][0.545156154712599;1.94484271668634][0.766361670306036;1.8058475111989][...]],0.092679543,5,411497595,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 11",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,01:03.1,10982,10,8,0.100134337,0.459268894,2.683929,117.4184409,[[1;0][0.280775318815369;0.921165220344128][0.695955116727067;0.515646475501415][0.503572107148102;0.74641513290242][...]],0.083178953,5,1153505983,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 12",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,00:55.8,7015,10,10,4.69230812,0.458488955,4.079963547,112.8262671,[[1;0.437173582754791][0.280775318815369;1.17873420296338][0.785636699376255;0.745316837378245][0.526202508393052;1.01929562838931][...]],0.109371997,5,408281289,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 12",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,00:59.6,9026,10,9,1.88622621,0.422183657,3.071771856,115.632349,[[1;0.172199950550023][0.280775318815369;1.01746095729513][0.577308181056258;0.783977732523512][0.859558642241144;0.411839337853525][...]],0.106398815,5,873667379,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 13",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,00:52.9,5983,10,10,11.72313416,0.324440195,5.385444532,105.795441,[[0.280775318815369;1.6473086902935][0.999989891985693;1.10349149278366][0.804510145041839;1.31174081651469][...]],0.111916251,5,2110234047,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 12",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,01:02.7,10982,10,8,0.084368052,0.465092291,2.58396308,117.4342071,[[1;0][0.280775318815369;0.921165220344128][0.699986128340802;0.510019420130454][0.508236459713033;0.741695701018363][...]],0.149082405,5,1874222021,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 13",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,00:55.4,7015,10,10,3.824022619,0.337597609,4.26481808,113.6945526,[[1;0.356679889655832][0.280775318815369;1.12809878671331][0.689941400017531;0.795481454974478][0.495142816327774;0.988806335281166][...]],0.088272544,5,1464503302,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 14",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,00:52.9,5983,10,10,20.67157095,0.311388697,5.512514808,96.84700425,[[0.280775318815369;2.33545508661196][1;1.94657044722238][0.825012780803886;2.08139081166136][0.496668332435489;2.26459678038032][...]],0.084246718,5,1526651434,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 13",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,00:59.0,9026,10,9,0.32777242,0.419838654,3.133319127,117.1908028,[[1;0.0231787252253002][0.280775318815369;0.933730088109765][0.564039697265421;0.697181421236001][0.785717254322782;0.401418166993903][...]],0.117543631,5,1096145168,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 13",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,01:02.4,10982,10,8,0.077027311,0.446960576,2.708751942,117.4415479,[[1;0][0.280775318815369;0.921165220344128][0.517437539676309;0.732258392533728][0.713153952680154;0.491411439776672][...]],0.079629439,5,106874203,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 14",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,00:55.6,7015,10,10,2.453842767,0.410130337,3.807023788,115.0647324,[[1;0.225459806940302][0.280775318815369;1.04861678095243][0.555792434113629;0.843024894304474][0.811755051182515;0.530226808369773][...]],0.110592672,5,2013304176,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 15",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,00:52.8,5983,10,10,1.410421972,0.371705545,5.35273778,116.1081532,[[1;0.126197814742457][0.280775318815369;0.991070491313866][0.61450689577438;0.710545277400287][0.848202595979853;0.389605574656736][...]],0.094310854,5,66859350,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 14",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,01:00.1,9026,10,9,0.081129768,0.42829554,3.195718668,117.4374454,[[0.280775318815369;0.921165220344128][1;0][0.738134259796718;0.455157814514351][0.501616342857381;0.748381044578386][...]],0.090047814,5,707335098,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 15",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,00:55.7,7015,10,10,6.016354281,0.386150175,3.881373407,111.5022209,[[0.280775318815369;1.26096659319867][1;0.563462937921779][0.854808955153831;0.767377372846521][0.550468594751085;1.09121746496367][...]],0.066565147,5,672931727,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 14",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,01:02.7,10982,10,8,0.065657695,0.584146249,2.533668408,117.4529175,[[1;0][0.280775318815369;0.921165220344128][0.786243575427983;0.381821040098222][0.536171724220532;0.712519882146382][...]],0.149914476,5,2078159260,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 16",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,00:52.9,5983,10,10,15.34091587,0.27331109,5.880073159,102.1776593,[[0.280775318815369;1.91608828727134][1;1.44523746759876][0.682297284781569;1.71843040576038][0.890833478795603;1.55074623577592][...]],0.071719101,5,893653878,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 15",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,00:59.5,9026,10,9,2.901249234,0.443270282,2.814126213,114.617326,[[0.280775318815369;1.07233727348739][1;0.265292564437732][0.661908417492382;0.884047636779714][0.845523743216939;0.513789080683774][...]],0.068134486,5,1533738835,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 16",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,00:55.3,7015,10,10,0.077174775,0.346697531,4.216713222,117.4414004,[[0.280775318815369;0.921165220344128][1;0][0.842749017192965;0.289774094020292][0.682297281912802;0.534470419094403][...]],0.099692628,5,1892917903,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 15",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,01:03.0,10982,10,8,0.130091208,0.509273347,2.274559525,117.388484,[[0.280775318815369;0.921165220344128][1;0][0.822483477835406;0.473147068081982][0.651756838237498;0.651993146127495][...]],0.085486541,5,1631635428,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 17",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,00:53.1,5983,10,10,15.52099106,0.318784174,5.530812544,101.9975841,[[0.490692070081959;1.48320033591376][0.280775318815369;1.96090863058866][0.280948975573312;1.58244138166368][...]],0.080899645,5,462234963,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 16",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,00:59.8,9026,10,9,0.079009994,0.455104831,3.207226206,117.4395652,[[0.280775318815369;0.921165220344128][1;0][0.900120660559473;0.189782796433978][0.547212799063302;0.700558152541307][...]],0.090289663,5,1788488418,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 17",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,00:56.2,7015,10,10,7.52261142,0.307685306,3.719940996,109.9959638,[[0.280775318815369;1.36145899264326][1;0.706246270888887][0.794463322478665;0.967195604024944][0.52850070364512;1.21968629195562][...]],0.099383154,5,1501830382,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 18",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,00:53.2,5983,10,10,13.16566347,0.347999496,5.394807606,104.3529117,[[1;1.24002089041613][0.280775318815369;1.75274177007034][0.765004544558583;1.47088092845657][0.595630296425001;1.599153097684][...]],0.098194364,5,1158436573,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 16",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,01:02.4,10982,10,8,0.086532287,0.49137205,2.716512681,117.4320429,[[0.280775318815369;0.921165220344128][1;0][0.904660728971741;0.258756213478569][0.539752729056951;0.763986381728813][...]],0.080300738,5,1624798632,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 17",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,00:59.6,9026,10,9,1.584923319,0.460744757,3.528015393,115.9336519,[[0.280775318815369;1.01457130515796][0.996916499360717;0.140445423513107][0.733393597492036;0.581942985044816][...]],0.090096086,5,1805636488,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 18",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,00:55.9,7015,10,10,0.95547919,0.335854764,3.936309373,116.563096,[[1;0.0809446196036245][0.280775318815369;0.965582285016241][0.816038923144084;0.401777588266891][0.486850659386507;0.813666261410219][...]],0.086880758,5,122532728,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 19",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,00:52.7,5983,10,10,23.27064142,0.28298683,5.673860255,94.24793377,[[0.99999999986382;2.19025849729007][0.280775318815369;2.550353250927][0.825350779250591;2.31695814599294][...]],0.077004267,5,448323094,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 17",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,01:02.7,10982,10,8,0.089298266,0.584355079,2.009597108,117.4292769,[[0.280775318815369;0.921165220344128][1;0][0.858852833545998;0.262371810310011][0.506262098234542;0.80081918083912][...]],0.103147109,5,1124871819,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 18",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,00:59.2,9026,10,9,0.082906027,0.509158097,3.02494589,117.4356692,[[0.280775318815369;0.921165220344128][1;0][0.646373349030577;0.582201493662996][0.821718947697325;0.324777970995201][...]],0.068471314,5,1069726418,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 19",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,00:55.4,7015,10,10,3.431245319,0.383636913,3.760543553,114.0873299,[[0.280775318815369;1.10402690061524][0.999999999999987;0.317600518777598][0.646888036297138;0.814075134698262][...]],0.084599328,5,2094801029,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 20",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,00:52.7,5983,10,10,23.13477219,0.254309427,5.964458961,94.383803,[[1;2.17783302843223][0.280775318815369;2.536634291795][0.51443504486015;2.46426033349822][0.704610150925066;2.3739598853507][...]],0.079608767,5,672489229,10
