, Absolute Distance to BestKnownHypervolume, Best known hypervolume, BestKnownFront, Crowding, Encoding.ProblemSize, Execution Time, Generational Distance, Hypervolume, Pareto Front, ProblemSize, ReferencePoint, Seed, Spacing, TestFunction
NSGA-II Run 1, 0, 995006.24999989546, , 0, 35, 00:01:17.3641443, , 995006.24999989546, [[0.250000000010494;0.25;0]], 35, [100;100;100], 382662786, 0, DTLZ8
NSGA-II Run 4, 1.6665751898390226, 1330.5897744119541, [[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]], 0.68502882454619574, 20, 00:13:15.0234380, 3.7703844359972045, 1328.923199222115, [[0;5.25177139334955;0.246762040141394][0;5.49852738439461;0][0;0;5.4985297828437][5.49852713523321;0;0][...]], 20, [11;11;11], 1240417804, 0.2362185968064382, DTLZ1
NSGA-II Run 2, 0.0087988874070106249, 1324.82881291051, [[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]], 0.10228591099507831, 40, 00:01:30.5260563, 0.0013866175655435026, 1324.8200140231029, [[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][...]], 40, [11;11;11], 1195063860, 0.015643300054601971, DTLZ6
NSGA-II Run 1, 1.3513497787179176, 1003.8858542759992, [[0;0;6][0;0.02;5.97625][0;0.04;5.94528][0;0.06;5.90785][0;0.08;5.86524][0;0.1;5.8191][0;0.12;5.77142][...]], 0.21488436774881076, 40, 00:01:31.7074403, 0.046366724733327459, 1002.5345044972813, [[0;0;6.00064634120785][0.859205259064068;0.859350345388878;2.61465664985132][0.912846313659835;0;4.41950314122623][...]], 40, [11;11;11], 1211259464, 0.085923675482081491, DTLZ7
NSGA-II Run 2, 2.3283064365386963E-10, 995006.25000000023, , 0, 35, 00:01:30.0631301, , 995006.25, [[0.25;0.25;0]], 35, [100;100;100], 135855222, 0, DTLZ8
NSGA-II Run 3, 0, 995006.2499989901, , 0, 35, 00:01:16.9614487, , 995006.2499989901, [[0.250000000100861;0.250000000000387;0]], 35, [100;100;100], 1158581129, 0, DTLZ8
NSGA-II Run 4, 2.3283064365386963E-10, 995006.25000000023, , 0, 35, 00:01:35.4714283, , 995006.25, [[0.25;0.25;0]], 35, [100;100;100], 2141382283, 0, DTLZ8
NSGA-II Run 3, 0.31189264872932654, 1330.9893729846549, [[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]], 17.667950924424673, 15, 00:08:00.0139457, 23.456177752836155, 1330.6774803359256, [[1;0;0][6.12303176911189E-17;1.00063581446152;0][3.74915180455534E-33;6.12703864813414E-17;1.00065439461583][...]], 15, [11;11;11], 1185985758, 57.319471634883449, DTLZ3
NSGA-II Run 5, 0, 995006.24969529361, , 0, 35, 00:01:16.4945678, , 995006.24969529361, [[0.250000030547001;0.25;0]], 35, [100;100;100], 1819986291, 0, DTLZ8
NSGA-II Run 5, 3.8966054687591622, 1330.9459117353549, [[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]], 0.6903727049348396, 20, 00:11:41.2821451, 3.7754563095404556, 1327.0493062665957, [[0;5.68763982503838;0][0;0;5.68763990597293][5.36300969203679;0;0][2.16526690079141;1.46476806729607;2.05760530553695][...]], 20, [11;11;11], 1166997578, 0.1559958833569004, DTLZ1
NSGA-II Run 6, 2.3283064365386963E-10, 995006.25000000023, , 0, 35, 00:01:57.5892803, , 995006.25, [[0.25;0.25;0]], 35, [100;100;100], 1998386832, 0, DTLZ8
NSGA-II Run 6, 26.313343192046432, 1330.3813874999998, [[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]], 1.1455901835211817, 20, 00:12:15.9274918, 6.5051748434044656, 1304.0680443079534, [[0;0;9.16652987752001][0;9.16653778757307;0][9.16654109580178;0;0][6.15739659810001;2.54718051089961;0.461963106749158][...]], 20, [11;11;11], 1055873226, 0.29163941900043622, DTLZ1
NSGA-II Run 2, 0.2899611990919766, 1330.9957805559775, [[1;0;0][0.999877;0.0157074;0][0.999507;0.0314108;0][0.99889;0.0471066;0][0.998027;0.0627907;0][0.996917;0.0784593;0][...]], 0.22046951231718392, 70, 00:19:34.0763617, 0.23278556253714305, 1330.7058193568855, [[1;0;0][6.12303176911189E-17;2.86716965380026;0][6.12271748668991E-17;8.58717302357981E-19;1.38419567099866][...]], 70, [11;11;11], 1780061538, 0.087649345438400861, DTLZ2
NSGA-II Run 7, 2.3283064365386963E-10, 995006.25000000023, , 0, 35, 00:01:42.4755769, , 995006.25, [[0.25;0.25;0]], 35, [100;100;100], 1207506432, 0, DTLZ8
NSGA-II Run 2, 0.064501878480768937, 1331, [[1;0;0][0.148995292019639;0;0.988837905298933][0.0221995970440176;0.147332192460103;0.988837905298933][...]], 0.16200396805677239, 70, 00:08:09.3039067, 0.11225958517184736, 1330.9354981215192, [[1;0;0][3.74915180455534E-33;6.16889827865528E-17;1.00749081684906][6.12302700598933E-17;1.4916071994188E-19;1.95303678403992][...]], 70, [11;11;11], 172260401, 0.046527041316844507, DTLZ4
NSGA-II Run 8, 0, 995006.25, , 0, 35, 00:01:30.6299717, , 995006.25, [[0.25;0.25;0]], 35, [100;100;100], 1737526739, 0, DTLZ8
NSGA-II Run 3, 0.0094414091026919778, 1324.7818793841207, [[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]], 0.10603680682717194, 70, 00:02:18.8797480, 0.0039075409523723773, 1324.772437975018, [[4.33265430197786E-17;4.35484118523407E-17;1.00326231113402][4.35484110650683E-17;4.33265429259263E-17;1.0032623009381][...]], 70, [11;11;11], 1089163235, 0.014117564231082022, DTLZ5
NSGA-II Run 9, 2.3283064365386963E-10, 995006.25000000023, , 0, 35, 00:01:05.8020099, , 995006.25, [[0.25;0.25;0]], 35, [100;100;100], 44278792, 0, DTLZ8
NSGA-II Run 3, 0.10268733884458925, 1330.9994313747507, [[1;0;0][0.999877;0.0157074;0][0.999507;0.0314108;0][0.99889;0.0471066;0][0.998027;0.0627907;0][0.996917;0.0784593;0][...]], 0.16081388371521457, 70, 00:12:35.3944415, 0.10428429046713253, 1330.8967440359061, [[1;0;0][3.74915180455534E-33;6.17659952828448E-17;1.00874856789782][5.92760731132611E-17;2.03108984857832E-17;1.32353258511569][...]], 70, [11;11;11], 2089353394, 0.060730654551334445, DTLZ2
NSGA-II Run 10, 2.3283064365386963E-10, 995006.25000000023, , 0, 35, 00:01:17.3764205, , 995006.25, [[0.25;0.25;0]], 35, [100;100;100], 192248670, 0, DTLZ8
NSGA-II Run 3, 0.010886147277460623, 1324.8278586403003, [[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]], 0.098171237222822214, 40, 00:01:40.2827755, 0.0016063648393481813, 1324.8169724930228, [[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.655451696216216;0.655451696216215;0.375188149938897][...]], 40, [11;11;11], 664265572, 0.013744767698105646, DTLZ6
NSGA-II Run 11, 0.00044355925638228655, 995006.24999629159, , 0, 35, 00:01:03.4103319, , 995006.24955273233, [[0.250000044838873;0.25;0]], 35, [100;100;100], 910579596, 0, DTLZ8
NSGA-II Run 12, 2.3283064365386963E-10, 995006.25000000023, , 0, 35, 00:01:33.2729705, , 995006.25, [[0.25;0.25;0]], 35, [100;100;100], 1605648344, 0, DTLZ8
NSGA-II Run 13, 2.3283064365386963E-10, 995006.25000000023, , 0, 35, 00:01:19.1896036, , 995006.25, [[0.25;0.25;0]], 35, [100;100;100], 1092006171, 0, DTLZ8
NSGA-II Run 4, 0.016272383577415894, 1324.7711357219118, [[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]], 0.10553383199417217, 70, 00:01:49.7120487, 0.004948290692861285, 1324.7548633383344, [[0.707759381518359;0.712565866280521;0][4.3336343397067E-17;4.36307320856189E-17;1.00432863090962][0.712565537390793;0.707759342415895;0][...]], 70, [11;11;11], 629276470, 0.016077382067337134, DTLZ5
NSGA-II Run 2, 2.811914279763073, 1003.8858542759992, [[0;0;6][0;0.02;5.97625][0;0.04;5.94528][0;0.06;5.90785][0;0.08;5.86524][0;0.1;5.8191][0;0.12;5.77142][...]], 0.21280013271996523, 40, 00:02:47.1606467, 0.045318023120446596, 1001.0739399962362, [[0;0;6.00032852526618][0.911392707804421;0.135344885450239;4.1639618044882][0.743715007192636;0.933529474873245;3.28165033639374][...]], 40, [11;11;11], 1084589811, 0.082715738261244967, DTLZ7
NSGA-II Run 5, 0.020670855880553063, 1324.7691650943977, [[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]], 0.10587781311515496, 70, 00:02:57.3651748, 0.0057758733170669993, 1324.7484942385172, [[0.707863023256713;0.713438354809339;0][0.713437400904058;0.707862910042266;0][4.34891275625889E-17;4.35391116230547E-17;1.00502938010442][...]], 70, [11;11;11], 1906461184, 0.015597498674885177, DTLZ5
NSGA-II Run 14, 0, 995006.24999972619, , 0, 35, 00:01:20.3090568, , 995006.24999972619, [[0.250000000027444;0.25;0]], 35, [100;100;100], 1548190264, 0, DTLZ8
NSGA-II Run 15, 2.3283064365386963E-10, 995006.25000000023, , 0, 35, 00:01:20.4019381, , 995006.25, [[0.25;0.25;0]], 35, [100;100;100], 272188737, 0, DTLZ8
NSGA-II Run 16, 2.3283064365386963E-10, 995006.25000000023, , 0, 35, 00:01:06.1322925, , 995006.25, [[0.25;0.25;0]], 35, [100;100;100], 96775454, 0, DTLZ8
NSGA-II Run 4, 0.15787116793239875, 1330.9782216194626, [[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]], 2.9462351335797905, 15, 00:14:11.1908877, 2.6077766533561628, 1330.8203504515302, [[1;0;0][6.12303176911189E-17;0;130.762062215494][3.74915180455534E-33;6.17859569332946E-17;1.00907457715602][...]], 15, [11;11;11], 82046855, 18.151701739741135, DTLZ3
NSGA-II Run 4, 0.015993666464282796, 1324.8274175180991, [[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]], 0.0995968480415605, 40, 00:01:22.2879563, 0.0017836690795844743, 1324.8114238516348, [[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.294371504966901;0.294371504966901;0.909225403366538][...]], 40, [11;11;11], 297606197, 0.013074361903401393, DTLZ6
NSGA-II Run 17, 2.3283064365386963E-10, 995006.25000000023, , 0, 35, 00:01:37.0013280, , 995006.25, [[0.25;0.25;0]], 35, [100;100;100], 770700740, 0, DTLZ8
NSGA-II Run 18, 0, 995006.24894912925, , 0, 35, 00:01:18.7707867, , 995006.24894912925, [[0.250000105350446;0.25;0]], 35, [100;100;100], 131725780, 0, DTLZ8
NSGA-II Run 19, 0, 995006.24978498358, , 0, 35, 00:01:21.9851015, , 995006.24978498358, [[0.250000021555522;0.25;0]], 35, [100;100;100], 1868469839, 0, DTLZ8
NSGA-II Run 3, 2.7220732071519933, 1003.8858542759992, [[0;0;6][0;0.02;5.97625][0;0.04;5.94528][0;0.06;5.90785][0;0.08;5.86524][0;0.1;5.8191][0;0.12;5.77142][...]], 0.20915261397232782, 40, 00:02:51.0178800, 0.035265257483195679, 1001.1637810688472, [[0.859388819563168;0.859408115029924;2.61422330530044][0.898857122031591;0.293336936597677;3.96719998441884][...]], 40, [11;11;11], 730775987, 0.098537634681362382, DTLZ7
NSGA-II Run 20, 2.3283064365386963E-10, 995006.25000000023, , 0, 35, 00:02:49.8445328, , 995006.25, [[0.25;0.25;0]], 35, [100;100;100], 1576752313, 0, DTLZ8
NSGA-II Run 7, 1.5206174338038636, 1330.9963253434189, [[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]], 0.37798528217293775, 20, 00:10:56.2200492, 1.8464190748296556, 1329.475707909615, [[0;3.0116633617321;0][3.01166527737716;0;0][0;0;3.01165788952949][2.64169706454295;0.232853256109606;0.137114957722209][...]], 20, [11;11;11], 252500128, 0.12218910735480165, DTLZ1
NSGA-II Run 21, 0, 995006.24967587355, , 0, 35, 00:01:52.9819191, , 995006.24967587355, [[0.250000032493882;0.25;0]], 35, [100;100;100], 1514656015, 0, DTLZ8
NSGA-II Run 22, 0, 995006.24578579678, , 0, 35, 00:01:25.2829744, , 995006.24578579678, [[0.25000027026951;0.250000152207011;0]], 35, [100;100;100], 639277109, 0, DTLZ8
NSGA-II Run 23, 0, 995006.2499999553, , 0, 35, 00:01:15.5128422, , 995006.2499999553, [[0.250000000004485;0.25;0]], 35, [100;100;100], 1982776131, 0, DTLZ8
NSGA-II Run 24, 0, 995006.25, , 0, 35, 00:01:27.7253811, , 995006.25, [[0.25;0.25;0]], 35, [100;100;100], 1174894720, 0, DTLZ8
NSGA-II Run 3, 0.05804149976734152, 1331, [[1;0;0][0.148995292019639;0;0.988837905298933][0.0221995970440176;0.147332192460103;0.988837905298933][...]], 0.38676329023904316, 70, 00:07:29.0919805, 0.60027246593887473, 1330.9419585002327, [[1;0;0][3.74915180455534E-33;6.17126771098013E-17;1.00787778729347][6.12303176852359E-17;4.542791255286;6.2972784218301E-05][...]], 70, [11;11;11], 991974516, 0.13249399989530236, DTLZ4
NSGA-II Run 25, 2.3283064365386963E-10, 995006.25000000023, , 0, 35, 00:01:09.5429057, , 995006.25, [[0.250000000000004;0.25;0]], 35, [100;100;100], 417471017, 0, DTLZ8
NSGA-II Run 26, 2.3283064365386963E-10, 995006.25000000023, , 0, 35, 00:01:11.6556934, , 995006.25, [[0.25;0.25;0]], 35, [100;100;100], 1477718520, 0, DTLZ8
NSGA-II Run 27, 2.3283064365386963E-10, 995006.25000000023, , 0, 35, 00:01:28.1360624, , 995006.25, [[0.25;0.25;0]], 35, [100;100;100], 1294343552, 0, DTLZ8
NSGA-II Run 28, 2.3283064365386963E-10, 995006.25000000023, , 0, 35, 00:01:34.5151033, , 995006.25, [[0.25;0.25;0]], 35, [100;100;100], 2126771671, 0, DTLZ8
NSGA-II Run 8, 0.26765610359916536, 1330.9862467676924, [[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]], 0.313495063270451, 20, 00:15:23.6518625, 1.4931962115268345, 1330.7185906640932, [[0;2.5123845561379;0][2.51238780112352;0;0][0;0;2.51237895737343][2.20987506840066;0.0331619472063391;0.274175446483085][...]], 20, [11;11;11], 1372828766, 0.088971988074777075, DTLZ1
NSGA-II Run 29, 2.3283064365386963E-10, 995006.25000000023, , 0, 35, 00:01:10.8247026, , 995006.25, [[0.25;0.25;0]], 35, [100;100;100], 1346294889, 0, DTLZ8
NSGA-II Run 6, 0.014561996033307878, 1324.7645736070938, [[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]], 0.10571397705399607, 70, 00:02:56.0641384, 0.0053078131593228038, 1324.7500116110605, [[0.713124730263064;0.707825789027749;0][4.33403321962332E-17;4.36643002712934E-17;1.00476356205379][0.707822486399637;0.713096921660943;0][...]], 70, [11;11;11], 1474642928, 0.015422402545932138, DTLZ5
NSGA-II Run 30, 2.3283064365386963E-10, 995006.25000000023, , 0, 35, 00:01:02.3931590, , 995006.25, [[0.25;0.25;0]], 35, [100;100;100], 1387258507, 0, DTLZ8
NSGA-II Run 31, 2.3283064365386963E-10, 995006.24999972282, , 0, 35, 00:01:19.7472093, , 995006.24999972258, [[0.250000000027804;0.25;0]], 35, [100;100;100], 1868482848, 0, DTLZ8
NSGA-II Run 32, 2.3283064365386963E-10, 995006.25000000023, , 0, 35, 00:01:12.1322717, , 995006.25, [[0.25;0.25;0]], 35, [100;100;100], 721126793, 0, DTLZ8
NSGA-II Run 33, 0, 995006.24999996123, , 0, 35, 00:01:15.1787046, , 995006.24999996123, [[0.250000000000018;0.250000000003861;0]], 35, [100;100;100], 495878679, 0, DTLZ8
NSGA-II Run 5, 0.011530953179317294, 1324.828086723219, [[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]], 0.0994181729583243, 40, 00:02:42.9765914, 0.0021288320477819683, 1324.8165557700397, [[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.269817746707701;0.269817746707701;0.924335851908362][...]], 40, [11;11;11], 1434570656, 0.010568081119734443, DTLZ6
NSGA-II Run 34, 0, 995006.248745839, , 0, 35, 00:00:59.7220634, , 995006.248745839, [[0.250000125730423;0.25;0]], 35, [100;100;100], 2054845074, 0, DTLZ8
NSGA-II Run 35, 0, 995006.24933071982, , 0, 35, 00:01:32.8206479, , 995006.24933071982, [[0.250000000000047;0.250000067095715;0]], 35, [100;100;100], 618210714, 0, DTLZ8
NSGA-II Run 36, 2.3283064365386963E-10, 995006.25000000023, , 0, 35, 00:01:15.4217132, , 995006.25, [[0.25;0.25;0]], 35, [100;100;100], 1153803043, 0, DTLZ8
NSGA-II Run 37, 2.3283064365386963E-10, 995006.25000000023, , 0, 35, 00:01:48.5596467, , 995006.25, [[0.25;0.25;0]], 35, [100;100;100], 875525951, 0, DTLZ8
NSGA-II Run 38, 2.3283064365386963E-10, 995006.25000000023, , 0, 35, 00:01:12.3579771, , 995006.25, [[0.25;0.25;0]], 35, [100;100;100], 1465938403, 0, DTLZ8
NSGA-II Run 39, 2.3283064365386963E-10, 995006.25000000023, , 0, 35, 00:01:12.6311313, , 995006.25, [[0.250000000000003;0.25;0]], 35, [100;100;100], 873993546, 0, DTLZ8
NSGA-II Run 9, 1.1314976382566329, 1330.7761469872439, [[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]], 0.49360228873414164, 20, 00:10:33.4797141, 2.5593522342838813, 1329.6446493489873, [[4.01943219188389;0;0][0;4.01943216255997;0][0;0;4.01941719964444][0.171280083148343;0.129634362968937;3.71853078564245][...]], 20, [11;11;11], 1183947055, 0.13773057828835047, DTLZ1
NSGA-II Run 40, 0, 995006.249722493, , 0, 35, 00:02:20.7789283, , 995006.249722493, [[0.250000000000005;0.250000027820244;0]], 35, [100;100;100], 1400729162, 0, DTLZ8
NSGA-II Run 41, 2.3283064365386963E-10, 995006.25000000023, , 0, 35, 00:01:06.6779875, , 995006.25, [[0.25;0.25;0]], 35, [100;100;100], 1243677547, 0, DTLZ8
NSGA-II Run 4, 1.7709451612888643, 1003.8858542759992, [[0;0;6][0;0.02;5.97625][0;0.04;5.94528][0;0.06;5.90785][0;0.08;5.86524][0;0.1;5.8191][0;0.12;5.77142][...]], 0.21216933477005351, 40, 00:01:48.9313760, 0.034307705030705675, 1002.1149091147104, [[0;0.0989594113573058;5.82161009038296][0.911695797020173;0.261188580585595;3.99007128467528][0.85939543785757;0.858913316739906;2.61407404365344][...]], 40, [11;11;11], 1080837581, 0.099081602497603852, DTLZ7
NSGA-II Run 42, 1.1641532182693481E-10, 995006.24999999977, , 0, 35, 00:01:05.3261188, , 995006.24999999965, [[0.250000000000023;0.25;0]], 35, [100;100;100], 969297241, 0, DTLZ8
NSGA-II Run 5, 0.1174520932629548, 1330.9957070440978, [[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]], 0.80951387714600276, 15, 00:07:28.1706377, 1.1623673214363415, 1330.8782549508348, [[1;0;0][3.74915180455534E-33;6.1731327462009E-17;1.00818238071894][6.12303176911189E-17;1.00818237627822;0][...]], 15, [11;11;11], 1161894065, 1.5335359277292819, DTLZ3
NSGA-II Run 5, 2.1697852805189086, 1003.8858542759992, [[0;0;6][0;0.02;5.97625][0;0.04;5.94528][0;0.06;5.90785][0;0.08;5.86524][0;0.1;5.8191][0;0.12;5.77142][...]], 0.21345535995121612, 40, 00:01:38.5593753, 0.045220297600246179, 1001.7160689954803, [[0;0;6.00009980210698][0.859314154994168;0.858448590823809;2.61414345443229][0.245287341839618;0.877829456174005;3.89423205861784][...]], 40, [11;11;11], 1364257213, 0.067157957309232352, DTLZ7
NSGA-II Run 43, 2.3283064365386963E-10, 995006.25000000023, , 0, 35, 00:01:13.2774125, , 995006.25, [[0.25;0.250000000000001;0]], 35, [100;100;100], 1861443700, 0, DTLZ8
NSGA-II Run 44, 0, 995006.24924802035, , 0, 35, 00:02:02.2110109, , 995006.24924802035, [[0.250000075386444;0.25;0]], 35, [100;100;100], 253225588, 0, DTLZ8
NSGA-II Run 6, 0.014065097758702905, 1324.8286063846397, [[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]], 0.099649633838361021, 40, 00:01:34.3004195, 0.0018832339609067021, 1324.814541286881, [[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.632618608092449;0.632618608092449;0.446752049117121][...]], 40, [11;11;11], 173442414, 0.0090736646438494949, DTLZ6
NSGA-II Run 45, 2.3283064365386963E-10, 995006.25000000023, , 0, 35, 00:03:06.2623050, , 995006.25, [[0.250000000000004;0.25;0]], 35, [100;100;100], 1894850839, 0, DTLZ8
NSGA-II Run 46, 0, 995006.24999991141, , 0, 35, 00:01:14.0396907, , 995006.24999991141, [[0.25;0.250000000008886;0]], 35, [100;100;100], 1327735706, 0, DTLZ8
NSGA-II Run 47, 0, 995006.24997357826, , 0, 35, 00:01:15.5654901, , 995006.24997357826, [[0.25;0.25000000264881;0]], 35, [100;100;100], 495723575, 0, DTLZ8
NSGA-II Run 48, 2.3283064365386963E-10, 995006.25000000023, , 0, 35, 00:01:15.4131218, , 995006.25, [[0.25;0.250000000000001;0]], 35, [100;100;100], 1836636910, 0, DTLZ8
NSGA-II Run 6, 2.545379378150983, 1330.9876582233451, [[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]], 0.29863266190636378, 15, 00:07:58.7908972, 1.5430146661973188, 1328.4422788451941, [[1;0;0][4.95055446173153E-17;1.08078438330734E-16;2.99945735596589][6.12303176911189E-17;2.99945715660945;0][...]], 15, [11;11;11], 1610987225, 0.14128561065338976, DTLZ3
NSGA-II Run 49, 0, 995006.24804483692, , 0, 35, 00:01:17.2852172, , 995006.24804483692, [[0.250000196006324;0.25;0]], 35, [100;100;100], 119479549, 0, DTLZ8
NSGA-II Run 50, 2.3283064365386963E-10, 995006.25000000023, , 0, 35, 00:02:06.1618116, , 995006.25, [[0.25;0.25;0]], 35, [100;100;100], 459576083, 0, DTLZ8
NSGA-II Run 7, 0.0080149702880589757, 1324.7846601152346, [[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]], 0.10590337479747995, 70, 00:01:51.1005112, 0.0043666272354830745, 1324.7766451449465, [[4.35753069891197E-17;4.33297478346053E-17;1.00361064936313][0.707652005517505;0.711663543950423;0][4.33297627877846E-17;4.35754325331401E-17;1.00361227547156][...]], 70, [11;11;11], 1632014359, 0.014961691327692515, DTLZ5
NSGA-II Run 10, 0.98331973549784379, 1330.9822610782976, [[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]], 0.38661220467291296, 20, 00:29:52.0767803, 1.8782928031903909, 1329.9989413427998, [[0;0;3.07343770130305][3.07426855096892;0;0][0;3.07444423323889;0][0.277622391293133;2.6417593251794;0.155370626943906][...]], 20, [11;11;11], 335675094, 0.12914319449252318, DTLZ1
NSGA-II Run 11, 0.81818983522589406, 1330.9977809294803, [[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]], 0.37109131842399828, 20, 00:28:16.4316696, 1.8243989977699027, 1330.1795910942544, [[0;2.99917932365964;0][0;0;2.99917932712584][2.99917930152677;0;0][0.109018380346943;2.65703048878163;0.233130477659057][...]], 20, [11;11;11], 814250613, 0.078014041086006278, DTLZ1
NSGA-II Run 7, 0.31204651840312181, 1330.9969269632386, [[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]], 2.096920795201779, 15, 00:22:45.5181032, 1.8239507947924904, 1330.6848804448355, [[1;0;0][3.74915180455534E-33;6.12883296735089E-17;1.00094743885999][6.12303176911189E-17;1.00094832394932;0][...]], 15, [11;11;11], 562271107, 12.692378488125215, DTLZ3
NSGA-II Run 12, 16.876572595077278, 1330.3813874999998, [[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]], 1.3124291558087424, 20, 00:43:16.2307512, 7.2347569372586937, 1313.5048149049226, [[0;0;10.2335044457058][10.2337736298696;0;0][0;10.2340739791115;0][0;9.72849734411329;0.506395937219789][...]], 20, [11;11;11], 2136110657, 0.34146399980152142, DTLZ1
NSGA-II Run 13, 0.10721144235299107, 1330.9968041510592, [[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]], 0.24909250747899322, 20, 00:12:54.8670491, 1.0761379372456026, 1330.8895927087062, [[0;1.99928889711504;0][1.99929024490696;0;0][0;0;1.99929018130184][0.835092414616662;0.224517918343211;0.939680233317395][...]], 20, [11;11;11], 1772309203, 0.058935279173389372, DTLZ1
NSGA-II Run 4, 0.13112393254255039, 1330.9947163739316, [[1;0;0][0.999877;0.0157074;0][0.999507;0.0314108;0][0.99889;0.0471066;0][0.998027;0.0627907;0][0.996917;0.0784593;0][...]], 0.22055552378408813, 70, 01:07:44.4243502, 0.10390735650989322, 1330.8635924413891, [[1;0;0][6.12303176911189E-17;3.89119009208905;0][6.12303176911189E-17;0;1.00685194902682][3.74915180455534E-33;6.15063190349224E-17;1.00450759287574][...]], 70, [11;11;11], 1265185212, 0.24935314003616288, DTLZ2
NSGA-II Run 14, 30.741657938527396, 1330.9353496585311, [[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]], 1.1169901619852292, 20, 00:11:57.6863085, 6.3821302228241015, 1300.1936917200037, [[0;8.99570711579055;0][0;0;8.9957071157918][8.99570711582786;0;0][5.69946527174489;0.55715698676833;2.73908485731535][...]], 20, [11;11;11], 1051769802, 0.39063714772345404, DTLZ1
