, Absolute Distance to BestKnownHypervolume, Best known hypervolume, BestKnownFront, Crowding, Encoding.ProblemSize, Execution Time, Generational Distance, Hypervolume, Pareto Front, ProblemSize, ReferencePoint, Seed, Spacing, TestFunction
NSGA-II Run 15, 2.5551042564766249, 1330.9531940105123, [[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]], 0.55731198457650788, 20, 00:12:50.7852849, 2.9363300115994675, 1328.3980897540357, [[4.51574218400729;0;0][0;4.51574209515214;0][0;0;4.51568083473673][0;3.88995358118269;0.625820413219447][...]], 20, [11;11;11], 1011859466, 0.14171623743071751, DTLZ1
NSGA-II Run 16, 0.80645206689314364, 1330.963002956765, [[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]], 0.31503693782088404, 20, 00:13:35.2370980, 1.4652237564474964, 1330.1565508898718, [[2.53911397955725;0;0][0;0.345253647332451;2.19397389444185][0;2.53906319972162;0][0;0;2.53913743630757][...]], 20, [11;11;11], 1094864343, 0.078150562436141352, DTLZ1
NSGA-II Run 17, 0.39549377049229406, 1330.9706231904913, [[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]], 0.37376600846453645, 20, 00:13:35.2223430, 1.8385328926157181, 1330.575129419999, [[2.99881851966229;0;0][0;0;2.99881845990512][0;2.99881849292688;0][0.0510165236142873;0.164506214571961;2.78329585026706][...]], 20, [11;11;11], 834497790, 0.081443548802796251, DTLZ1
NSGA-II Run 18, 149.82322076746368, 1330.3813874999998, [[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]], 1.6191553586872784, 20, 00:20:29.1416003, 9.5335478732946743, 1180.5581667325362, [[12.9966091178603;0;0][0;0;13.0545333655662][0;12.9966078383395;0][1.5555364302497;8.19419382667317;3.74598001869491][...]], 20, [11;11;11], 1657015831, 0.4506876239284402, DTLZ1
NSGA-II Run 19, 2.747703958498505, 1330.9806064380095, [[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]], 0.43603860419730006, 20, 00:34:38.3823640, 2.2270534625182012, 1328.232902479511, [[3.50059399123906;0;0][0;0;3.50062072057656][0;3.50062072349796;0][0.563062228953515;0.142011769663481;2.79554672249496][...]], 20, [11;11;11], 136322259, 0.13397941976456842, DTLZ1
NSGA-II Run 20, 0.062031207957943479, 1330.9996942493035, [[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]], 0.12634932751660485, 20, 00:11:05.7667538, 0.35686409025078547, 1330.9376630413456, [[0;0;1.01613344118451][1.01614090961714;0;0][0.752663155675416;0.26347389270026;0][0;1.01613302235793;0][...]], 20, [11;11;11], 569156810, 0.037774747574408719, DTLZ1
NSGA-II Run 21, 4.5120963194626711, 1330.8349399514659, [[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]], 0.835305556433341, 20, 00:28:51.1601853, 4.6546644353506208, 1326.3228436320032, [[0;0;6.67511788335552][6.67513877059039;0;0][0;6.67513762496245;0][0.0389678951267112;4.8651351963685;1.77103125212795][...]], 20, [11;11;11], 334403824, 0.27441359014587474, DTLZ1
NSGA-II Run 22, 0.68551192370000535, 1330.9788463034124, [[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]], 0.5175386185875962, 20, 00:13:21.3070972, 2.6933915197301372, 1330.2933343797124, [[4.13593509647124;0;0][0;0;4.13597023238214][0;4.13593407820222;0][0;2.91629144863729;1.21972504099301][...]], 20, [11;11;11], 1227704051, 0.12461752981550889, DTLZ1
NSGA-II Run 23, 0.056558306379884016, 1330.987188834592, [[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]], 0.31428237419770372, 20, 00:11:30.9629523, 1.4765274589005777, 1330.9306305282121, [[0;0;2.49971489127506][2.49971489874979;0;0][0;2.49971498400142;0][1.95353518837041;0.406238692273717;0.13994126316297][...]], 20, [11;11;11], 1040887061, 0.093300854637677857, DTLZ1
NSGA-II Run 24, 4.9956118585846525, 1330.9384428055007, [[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]], 0.62253306315441337, 20, 00:10:52.7770810, 3.3232036400890341, 1325.942830946916, [[0;0;4.9977429131082][0;4.99774291310714;0][4.99774291310714;0;0][1.48728914316443;0.405478391221963;3.10497537997787][...]], 20, [11;11;11], 1133217915, 0.19599204279660687, DTLZ1
NSGA-II Run 25, 26.531853917709213, 1330.3813874999998, [[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]], 1.0536552072677581, 20, 00:13:27.7759413, 5.9444110353290842, 1303.8495335822906, [[8.50665678732937;0;0][0;0;8.50665678630885][0;8.5066567877509;0][1.93595302446178;1.63537381213593;4.93532995032275][...]], 20, [11;11;11], 173431064, 0.27829367618737655, DTLZ1
NSGA-II Run 26, 4.6624096218197337, 1330.9985074850033, [[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]], 0.68746270878386673, 20, 00:13:35.5910817, 3.7340874824696382, 1326.3360978631836, [[0;0;5.50198066311395][5.50226881820414;0;0][0;5.5019105684548;0][4.45679680301619;0.344026330964523;0.701268086993347][...]], 20, [11;11;11], 8134748, 0.21614054481496348, DTLZ1
NSGA-II Run 5, 0.55805560404814969, 1330.9997896131522, [[1;0;0][0.999877;0.0157074;0][0.999507;0.0314108;0][0.99889;0.0471066;0][0.998027;0.0627907;0][0.996917;0.0784593;0][...]], 0.22639368075445107, 70, 00:17:25.3413875, 0.10362484157517081, 1330.441734009104, [[1;0;0][3.74915180455534E-33;6.1590338755749E-17;1.0058797843651][6.12040687356987E-17;1.01202685668787;0.0296428161706939][...]], 70, [11;11;11], 75489412, 0.14051861654002545, DTLZ2
NSGA-II Run 27, 343.87180677690162, 1330.3813874999998, [[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]], 1.8673884517859194, 20, 00:11:48.4262343, 10.86331631032793, 986.50958072309822, [[0;14.9928034818077;0][0;0;14.9928035056994][14.9928035897028;0;0][0.964504631827157;1.1056736326185;12.9226252479945][...]], 20, [11;11;11], 874019564, 0.6048654262397356, DTLZ1
NSGA-II Run 28, 6.2109631319344771, 1330.9000339054444, [[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]], 0.6260998474688223, 20, 00:11:54.0706913, 3.3836819459386982, 1324.68907077351, [[0;5.03062406938667;0][0;0;5.03062400883244][5.03062277384539;0;0][2.8487071295362;1.16120679328982;1.02071074620436][...]], 20, [11;11;11], 21070860, 0.18678119543674337, DTLZ1
NSGA-II Run 29, 15.631596009494615, 1330.9971289781172, [[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]], 0.81121298424152966, 20, 00:23:39.0047974, 4.4584873931140594, 1315.3655329686226, [[6.53301370880107;0;0][0;6.53301386939599;0][0;0;6.53301332698845][5.09922087209816;0;1.43382840557076][...]], 20, [11;11;11], 1522904602, 0.2055682206869692, DTLZ1
NSGA-II Run 30, 0.72607472962727115, 1330.9026324402441, [[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]], 0.43467644157330571, 20, 00:13:59.5490264, 2.2496894474345779, 1330.1765577106169, [[0;0;3.50639083989331][3.50639402222007;0;0][0;3.5063917074969;0][1.04305747616692;1.28401476904367;1.17932072395778][...]], 20, [11;11;11], 1896706695, 0.14959221036675305, DTLZ1
NSGA-II Run 31, 1.635869472671402, 1330.9862688510873, [[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]], 0.44280821963438932, 20, 00:13:28.4900526, 2.2528410975991737, 1329.3503993784159, [[0;0;3.52029207987395][0;3.52029291883237;0][3.52029239551906;0;0][0.465060650153476;0.235229175976399;2.82000327209641][...]], 20, [11;11;11], 1953177695, 0.14774953441089922, DTLZ1
NSGA-II Run 32, 0.28043296347686919, 1330.9926209192165, [[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]], 0.26396148455575646, 20, 01:02:55.2582343, 1.1780497654731841, 1330.7121879557396, [[0;0;2.13506212443121][2.13508101470136;0;0][0;2.13506698989959;0][0.119200746763386;0.219906060290434;1.79596125838117][...]], 20, [11;11;11], 926672132, 0.072061001284647069, DTLZ1
NSGA-II Run 4, 0.12392460225510149, 1331.0000000000002, [[1;0;0][0.148995292019639;0;0.988837905298933][0.0221995970440176;0.147332192460103;0.988837905298933][...]], 0.48328707514391028, 70, 00:11:23.8094451, 0.42624560042535237, 1330.8760753977451, [[1;0;0][3.74915180455534E-33;6.170189796686E-17;1.00770174471607][6.12268431514018E-17;7.32050262841423;0.0779901519225159][...]], 70, [11;11;11], 347768933, 0.45911617979258157, DTLZ4
NSGA-II Run 33, 1.470718523000869, 1330.9845057249056, [[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]], 0.43363538647532868, 20, 00:11:16.4144835, 2.1677849928004296, 1329.5137872019047, [[3.50234315342394;0;0][0;3.50234315342394;0][0;0;3.50234309802168][0.213866826365356;0.347643455507005;2.94083289514355][...]], 20, [11;11;11], 725296064, 0.099931645806570282, DTLZ1
NSGA-II Run 34, 2.142093116974138, 1330.9977169631338, [[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]], 0.37839060384338324, 20, 00:26:26.1008043, 1.8205270514056979, 1328.8556238461597, [[3.00999038613369;0;0][0;0;3.00999041937998][0;3.00999041939295;0][0.499982752088063;2.48400070305308;0.0260073498786286][...]], 20, [11;11;11], 1403003233, 0.099991729626079009, DTLZ1
NSGA-II Run 35, 10.711278014901154, 1330.3813874999998, [[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]], 1.245104843007532, 20, 00:11:11.8807385, 7.2143554372338352, 1319.6701094850987, [[0;10.0108904193152;0][0;0;10.0122226592327][10.0108410838877;0;0][6.2595367606557;2.0242709109211;1.72922528699464][...]], 20, [11;11;11], 1891161176, 0.42857128039681958, DTLZ1
NSGA-II Run 36, 3.6922198831834976, 1330.9881648577809, [[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]], 0.560785650792219, 20, 00:12:51.1732435, 2.9390802799518387, 1327.2959449745974, [[0;4.50509819046988;0][0;0;4.50486368357722][4.50511462936013;0;0][0.425977221992645;3.29476651641023;0.784756060636874][...]], 20, [11;11;11], 1581959881, 0.14326224537365259, DTLZ1
NSGA-II Run 37, 3.7659575839977606, 1330.95732178177, [[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]], 0.52903299107055723, 20, 00:21:08.0248263, 2.760184511566004, 1327.1913641977721, [[4.20851343874676;0;0][0;4.30291417614913;0][0;0;4.24032740609564][2.34761320090487;1.34362012854744;0.592916417057022][...]], 20, [11;11;11], 252306499, 0.18487365518496524, DTLZ1
NSGA-II Run 38, 852.49871090632519, 1330.3813874999998, [[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]], 2.4460442658147725, 20, 00:30:34.8203836, 14.35249284515503, 477.88267659367472, [[19.4903836993173;0;0][0;0;19.4903836996738][0;19.4903836992666;0][13.8797625300845;5.61062277642612;0][...]], 20, [11;11;11], 705037788, 0.69324854958979842, DTLZ1
NSGA-II Run 39, 1.6982481249574448, 1330.9242718896571, [[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]], 0.49928959949873331, 20, 00:11:05.8424377, 2.647726839681547, 1329.2260237646997, [[0;0;4.00214878209538][0;4.00214898845298;0][4.00214902230004;0;0][0.511521530966687;1.07740092349881;2.41322641631415][...]], 20, [11;11;11], 2042534300, 0.12716729217983058, DTLZ1
NSGA-II Run 40, 0.13820490833472832, 1330.9954129591581, [[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]], 0.33580812461023746, 20, 00:21:09.1348157, 1.7160809277551261, 1330.8572080508234, [[0;2.49928664081508;0][0;0;2.49928664081988][2.99877990143723;0;0][2.91741332467058;0.0238539978882472;0.0575125847123134][...]], 20, [11;11;11], 1180091506, 0.13542968595112781, DTLZ1
NSGA-II Run 8, 0.10324424764758078, 1330.9847740016298, [[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]], 0.41140203067444481, 15, 00:07:19.1203608, 0.43501588026804128, 1330.8815297539822, [[1;0;0][6.12303176911189E-17;0;7.81209761695118][6.12303176911189E-17;1.02449994884746;0][3.74915180455534E-33;6.26981083251419E-17;1.02397163185446][...]], 15, [11;11;11], 450072432, 0.29398011302896887, DTLZ3
NSGA-II Run 41, 7.3729643372728333, 1330.9946250819341, [[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]], 0.74554689869669333, 20, 00:13:31.7618414, 4.0924234829045743, 1323.6216607446613, [[6.03426545931952;0;0][0;0;6.03425225318591][0;6.03425728010399;0][0.189914687189481;0.10198106090778;5.74237174612038][...]], 20, [11;11;11], 362222465, 0.24303060665254983, DTLZ1
NSGA-II Run 42, 22.142437113540154, 1330.3813874999998, [[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]], 0.83696907310991009, 20, 00:13:57.5014856, 4.6910203380687827, 1308.2389503864597, [[6.68288851024307;0;0][0;6.68286271899144;0][0;0;6.68286610549532][4.7714744010176;1.37962786405223;0.531777092844034][...]], 20, [11;11;11], 146300328, 0.29642892286563194, DTLZ1
NSGA-II Run 43, 6.6889400941829535, 1330.6513753388301, [[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]], 0.61573632650109678, 20, 00:12:35.1273424, 3.3009820300412152, 1323.9624352446472, [[0;5.00030943609434;0][0;0;5.00028534743439][5.00030944896813;0;0][0.421635054702686;3.20600428587634;1.37266216494391][...]], 20, [11;11;11], 813886895, 0.18165027630914751, DTLZ1
NSGA-II Run 8, 0.017513936206796643, 1324.7703552664643, [[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]], 0.10634991702638272, 70, 00:02:43.4019168, 0.0055788129598819628, 1324.7528413302575, [[4.36826380822802E-17;4.33425093735125E-17;1.00500118596897][0.707860179020754;0.713414390824466;0][0.713415562561623;0.70786031809499;0][...]], 70, [11;11;11], 911465835, 0.012124053125385547, DTLZ5
NSGA-II Run 44, 13.540726471025437, 1330.3813874999998, [[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]], 1.3595951875127286, 20, 00:12:25.1887346, 7.9135563381373917, 1316.8406610289744, [[0;0;10.9951485526213][10.9951485390018;0;0][0;10.9951485176993;0][0;10.2848768925738;0.710271665213707][...]], 20, [11;11;11], 732336871, 0.52793103067419, DTLZ1
NSGA-II Run 45, 0.23270876010315078, 1330.9820847119095, [[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]], 0.24715284955022845, 20, 00:12:34.2775367, 1.0627975243799319, 1330.7493759518063, [[0;2.00338334294862;0][2.00338344199028;0;0][0;0;2.00338334363873][1.73158582839298;0.271798235788484;0][...]], 20, [11;11;11], 1813689060, 0.066054768213009, DTLZ1
NSGA-II Run 46, 4.0290456782436195, 1330.9982524395025, [[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]], 0.62406878620597617, 20, 00:12:25.3635744, 3.3817053088580677, 1326.9692067612589, [[4.99848461550406;0;0][0;4.99848461488163;0][0;0;4.99848461226523][0.465172831555969;4.33060812952793;0.202703658277165][...]], 20, [11;11;11], 2074016837, 0.19329056317329565, DTLZ1
NSGA-II Run 47, 0.648805151515262, 1330.9893926724783, [[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]], 0.37695469063669296, 20, 00:12:34.2370070, 1.8524188284706435, 1330.340587520963, [[0;3.01797120211616;0][0;0;3.01771106596177][3.01799257514307;0;0][0.415833708589327;0.74617503177852;1.85606634921193][...]], 20, [11;11;11], 426122834, 0.10267159391088049, DTLZ1
NSGA-II Run 48, 4.6742257012940627, 1330.3813874999998, [[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]], 0.83165545466635216, 20, 00:11:06.2862284, 4.6547916493686561, 1325.7071617987058, [[0;0;6.67333873591868][6.6733333889471;0;0][0;6.67333757353489;0][0.335914682562078;3.72033615820612;2.61708490617483][...]], 20, [11;11;11], 929140083, 0.30524293688399667, DTLZ1
NSGA-II Run 49, 0.97545944097691972, 1330.992807158729, [[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]], 0.49613970584674461, 20, 00:21:58.6078403, 2.5827568035788033, 1330.017347717752, [[0;4.0609457034564;0][4.06094431496761;0;0][0;0;4.06094434079033][0.115606299674417;0.216369125546706;3.72896804090744][...]], 20, [11;11;11], 497051569, 0.139248138371746, DTLZ1
NSGA-II Run 50, 2.1283028037018994, 1330.984170252349, [[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]], 0.57429578616178212, 20, 00:12:30.6908166, 3.0213290321240214, 1328.8558674486471, [[0;4.58470328164707;0][0;0;4.58470252912281][4.58470264942569;0;0][4.35676616611661;0.0917092126387035;0.136227523364064][...]], 20, [11;11;11], 1053161771, 0.14169445836672337, DTLZ1
NSGA-II Run 7, 0.0091292195963887934, 1324.8281107655555, [[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]], 0.099617677095178978, 40, 00:01:38.2625064, 0.0014803507873904333, 1324.8189815459591, [[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.443054405964588;0.443054405964588;0.779362294899319][...]], 40, [11;11;11], 80270695, 0.00950166760436878, DTLZ6
NSGA-II Run 6, 0.28850189493300604, 1330.9997269003677, [[1;0;0][0.999877;0.0157074;0][0.999507;0.0314108;0][0.99889;0.0471066;0][0.998027;0.0627907;0][0.996917;0.0784593;0][...]], 0.21474725227149766, 70, 00:30:37.7925093, 0.24489589684537683, 1330.7112250054347, [[1;0;0][3.74915180455534E-33;6.38786819224686E-17;1.04325249861857][6.11353225462104E-17;6.37000368335364E-18;1.86835429725719][...]], 70, [11;11;11], 1986284000, 0.13713195103798537, DTLZ2
NSGA-II Run 7, 0.18998620279671741, 1330.9995419494935, [[1;0;0][0.999877;0.0157074;0][0.999507;0.0314108;0][0.99889;0.0471066;0][0.998027;0.0627907;0][0.996917;0.0784593;0][...]], 0.27172999595772473, 70, 00:13:58.5888440, 0.22119861308486119, 1330.8095557466968, [[1;0;0][6.11956725901759E-17;3.26524730621474;0.109888715216381][6.12303176911189E-17;0;4.3805816832221][...]], 70, [11;11;11], 1923111486, 0.49067963404473608, DTLZ2
NSGA-II Run 8, 0.30917650595165469, 1330.9972973794042, [[1;0;0][0.999877;0.0157074;0][0.999507;0.0314108;0][0.99889;0.0471066;0][0.998027;0.0627907;0][0.996917;0.0784593;0][...]], 0.47497449484677157, 70, 00:23:50.3631502, 0.34092199558754516, 1330.6881208734526, [[1;0;0][3.74915180455534E-33;6.15199521220724E-17;1.00473024543845][6.12303176911189E-17;13.9464204382564;0][...]], 70, [11;11;11], 1872615002, 1.509024029024099, DTLZ2
NSGA-II Run 9, 0.16537416748201395, 1330.9981121598419, [[1;0;0][0.999877;0.0157074;0][0.999507;0.0314108;0][0.99889;0.0471066;0][0.998027;0.0627907;0][0.996917;0.0784593;0][...]], 0.26621569512040633, 70, 00:12:25.9224096, 0.17248457884103824, 1330.8327379923599, [[1;0;0][3.74915180455534E-33;6.15212272385891E-17;1.00475107035926][6.12303176911189E-17;0;5.70923731307195][...]], 70, [11;11;11], 884216544, 0.52150238067671806, DTLZ2
NSGA-II Run 10, 0.13204863835312608, 1330.999140349579, [[1;0;0][0.999877;0.0157074;0][0.999507;0.0314108;0][0.99889;0.0471066;0][0.998027;0.0627907;0][0.996917;0.0784593;0][...]], 0.1714907789366053, 70, 00:17:37.0211782, 0.11257550940957671, 1330.8670917112258, [[1;0;0][6.12303176911189E-17;0;1.33268760089766][6.12303176911189E-17;2.45642845484071;0][3.74915180455534E-33;6.59353980203057E-17;1.07684233083555][...]], 70, [11;11;11], 35812785, 0.18567103345050845, DTLZ2
NSGA-II Run 11, 0.11596467382128139, 1330.9994602481049, [[1;0;0][0.999877;0.0157074;0][0.999507;0.0314108;0][0.99889;0.0471066;0][0.998027;0.0627907;0][0.996917;0.0784593;0][...]], 0.30870134855510178, 70, 00:12:44.0852205, 0.27685372833229827, 1330.8834955742836, [[1;0;0][3.74915180455534E-33;6.32430383311358E-17;1.03287130813481][6.12303176911189E-17;0;6.57390285665114][...]], 70, [11;11;11], 100258964, 0.46685948626060531, DTLZ2
NSGA-II Run 12, 0.18103785108678494, 1330.9996986477358, [[1;0;0][0.999877;0.0157074;0][0.999507;0.0314108;0][0.99889;0.0471066;0][0.998027;0.0627907;0][0.996917;0.0784593;0][...]], 0.14039336885796094, 70, 00:12:46.5459680, 0.050692738478343796, 1330.8186607966491, [[1;0;0][3.74915180455534E-33;6.23127990795041E-17;1.0176788465127][0.123509609249011;0;1.34647353158811][...]], 70, [11;11;11], 911750510, 0.056691614455879287, DTLZ2
NSGA-II Run 13, 0.21469520175969592, 1330.9986786170673, [[1;0;0][0.999877;0.0157074;0][0.999507;0.0314108;0][0.99889;0.0471066;0][0.998027;0.0627907;0][0.996917;0.0784593;0][...]], 0.16287753191925011, 70, 00:13:05.4990480, 0.10111471001770456, 1330.7839834153076, [[1;0;0][3.74915180455534E-33;6.13834892443325E-17;1.00250156391457][6.12246290833694E-17;2.0554794539155;0.0280206456816721][...]], 70, [11;11;11], 1292852635, 0.063845579240868339, DTLZ2
NSGA-II Run 14, 0.2637144167315455, 1330.9989332149021, [[1;0;0][0.999877;0.0157074;0][0.999507;0.0314108;0][0.99889;0.0471066;0][0.998027;0.0627907;0][0.996917;0.0784593;0][...]], 0.23549301212513282, 70, 00:50:18.0290957, 0.21266134521046243, 1330.7352187981705, [[1;0;0][3.74915180455534E-33;6.34375750730733E-17;1.03604843915867][6.12303176911189E-17;0;3.78470242204829][...]], 70, [11;11;11], 880593651, 0.31790577344304205, DTLZ2
NSGA-II Run 15, 0.56418355661230635, 1330.9999728396249, [[1;0;0][0.999877;0.0157074;0][0.999507;0.0314108;0][0.99889;0.0471066;0][0.998027;0.0627907;0][0.996917;0.0784593;0][...]], 0.127980701236767, 70, 00:13:22.2235037, 0.013170117026865168, 1330.4357892830126, [[1;0;0][3.74915180455534E-33;6.1526715482241E-17;1.00484070314019][0.0786620386554129;0;1.08468891842593][...]], 70, [11;11;11], 648864472, 0.052969218745847271, DTLZ2
NSGA-II Run 16, 0.17312664484347806, 1330.9991569090867, [[1;0;0][0.999877;0.0157074;0][0.999507;0.0314108;0][0.99889;0.0471066;0][0.998027;0.0627907;0][0.996917;0.0784593;0][...]], 0.29459500755333151, 70, 00:35:15.1356832, 0.2129774444368159, 1330.8260302642432, [[1;0;0][3.74915180455534E-33;6.15876255886416E-17;1.00583547352024][6.12303176911189E-17;1.60101376602659;0][...]], 70, [11;11;11], 2027925915, 0.84824130950827958, DTLZ2
NSGA-II Run 17, 0.26595128009171276, 1330.9986012463173, [[1;0;0][0.999877;0.0157074;0][0.999507;0.0314108;0][0.99889;0.0471066;0][0.998027;0.0627907;0][0.996917;0.0784593;0][...]], 0.34935682993961759, 70, 00:13:23.6092373, 0.22108604710772148, 1330.7326499662256, [[1;0;0][3.74915180455534E-33;6.15347767890812E-17;1.00497235861976][0.490270730248383;8.83862793186786;0][...]], 70, [11;11;11], 1837016032, 0.86839858576609585, DTLZ2
NSGA-II Run 18, 0.46710525115827295, 1330.9999367660639, [[1;0;0][0.999877;0.0157074;0][0.999507;0.0314108;0][0.99889;0.0471066;0][0.998027;0.0627907;0][0.996917;0.0784593;0][...]], 0.38313288568809334, 70, 00:13:21.9322489, 0.32128331721892567, 1330.5328315149056, [[1;0;0][3.74915180455534E-33;6.6563154407332E-17;1.08709470924379][6.12303176911189E-17;0;1.37830489903366][...]], 70, [11;11;11], 323987682, 1.4748067526396993, DTLZ2
NSGA-II Run 19, 0.23366965055993205, 1330.9965726855046, [[1;0;0][0.999877;0.0157074;0][0.999507;0.0314108;0][0.99889;0.0471066;0][0.998027;0.0627907;0][0.996917;0.0784593;0][...]], 0.16329724158922707, 70, 00:33:00.8173436, 0.073384058303789329, 1330.7629030349447, [[1;0;0][3.74915180455534E-33;6.15172579734367E-17;1.00468624519907][5.93949990953313E-17;1.68595644815723E-17;1.13310820864051][...]], 70, [11;11;11], 716883501, 0.087525241733109785, DTLZ2
