,AgeGap,AgeLimits,Algorithm Name,BestKnownFront,Crowding,Encoding.ProblemSize,EvaluatedSolutions,Execution Time,Generations,NumberOfLayers,OpenLayers,ParetoFrontResults.Absolute Distance to BestKnownHypervolume,ParetoFrontResults.Best known hypervolume,ParetoFrontResults.Crowding,ParetoFrontResults.Generational Distance,ParetoFrontResults.Hypervolume,ParetoFrontResults.Pareto Front,ParetoFrontResults.Spacing,PopulationSize,ProblemSize,ReferencePoint,Seed,Selector.NumberOfSelectedSubScopes,Spacing,TestFunction,TopLayerPopulationSize,TopLayerSelector.NumberOfSelectedSubScopes
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150} Run 1",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],31.23618754,20,300037,47:53.2,9055,8,8,0.109115155,1330.997529,41.6468275,64.88645256,1330.888414,[[0;1.08934605620102;0][0;0;1.08923842417045][1.0895789743569;0;0][0.523751642542552;0.260297732743155;0.306637335835906][...]],58.93872938,4,20,[11;11;11],1927022513,8,73.97287972,DTLZ1,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150} Run 2",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],45.59218909,20,300037,05:31.2,9055,8,8,0.014775676,1330.999877,47.09893961,59.30826776,1330.985101,[[0;0;0.500505024080333][0;0.500505025758279;0][0.500505026379294;0;0][0.177745737414131;0.31009294466569;0.0126663466671793][...]],33.89837483,4,20,[11;11;11],2046003087,8,24.48330161,DTLZ1,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150} Run 3",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],47.09526625,20,300037,48:00.1,9055,8,8,0.015012262,1330.999853,68.83861425,82.97436683,1330.984841,[[0;0;0.502918911991578][0;0.502918911991756;0][0.502918923454764;0;0][0.0989662598315668;0.145277005846353;0.258675646656851][...]],133.3901774,4,20,[11;11;11],977652289,8,113.5786493,DTLZ1,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150} Run 4",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],46.5263249,20,300037,44:59.3,9055,8,8,0.01357148,1330.999683,50.67448635,73.80650279,1330.986111,[[0.500005972483663;0;0][0;0.500005969799766;0][0;0;0.50000596947789][0.0708673942511997;0.265387017387961;0.163751560659939][...]],78.28771909,4,20,[11;11;11],1117542495,8,61.67039538,DTLZ1,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150} Run 5",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],26.88994184,20,300037,18:55.2,9055,8,8,0.00776497,1330.999648,37.33670946,60.92099489,1330.991883,[[0;0;0.500000697902891][0.500000697903602;0;0][0;0.500000697902891;0][0.114782332803626;0.259791080847801;0.125477319309161][...]],37.60233799,4,20,[11;11;11],2077018336,8,34.40580136,DTLZ1,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150} Run 6",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],52.36124988,20,300037,47:50.4,9055,8,8,0.012472834,1330.999837,67.01961472,117.584325,1330.987364,[[0;0;0.503823767508671][0.503823767508671;0;0][0;0.503823767508671;0][0.342956650432312;0.144246461581529;0.0166206554948289][...]],54.48185471,4,20,[11;11;11],1743270333,8,44.62965643,DTLZ1,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150} Run 7",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],68.64056287,20,300037,44:30.5,9055,8,8,0.008530499,1330.999777,60.83280055,93.10593343,1330.991246,[[0;0.503784467782175;0][0.503784467782175;0;0][0;0;0.503781350209486][0.20017390224631;0.197731483699875;0.105881917762152][...]],70.49878131,4,20,[11;11;11],1114022921,8,50.8964,DTLZ1,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150} Run 8",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],43.14020453,20,300037,47:56.4,9055,8,8,0.049825679,1330.999541,55.05407807,72.30837524,1330.949715,[[0.999785764037952;0;0][0;0.999785763489946;0][0;0;0.999785763532046][0.761808669833361;0.237977094041522;0][...]],38.66781755,4,20,[11;11;11],482153311,8,26.50028121,DTLZ1,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150} Run 9",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],30.97243136,20,300037,45:16.1,9055,8,8,0.004585075,1330.999943,36.32541977,56.37622644,1330.995358,[[0;0;0.500000000001599][0;0.500000000001599;0][0.500000000001599;0;0][0.15850624555765;0.0636849748663356;0.277808779577613][...]],23.62885389,4,20,[11;11;11],984378768,8,18.13981517,DTLZ1,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150} Run 10",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],40.72190917,20,300037,45:06.8,9055,8,8,0.002566033,1330.999755,50.55172254,118.2472715,1330.997189,[[0;0;0.500000000004974][0.500000000004974;0;0][0;0.500000000004974;0][0.0302059767479186;0.0888143774764212;0.380979645783121][...]],71.32744499,4,20,[11;11;11],443747954,8,65.40952076,DTLZ1,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150} Run 11",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],45.91948667,20,300037,44:58.7,9055,8,8,0.00361973,1330.999884,48.5811337,71.68837173,1330.996264,[[0;0;0.500005702053585][0;0.500005702053585;0][0.500005702053585;0;0][0.202117854148918;0.104129883137202;0.193757964767465][...]],55.96297855,4,20,[11;11;11],406095613,8,30.17933533,DTLZ1,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150} Run 12",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],56.07758509,20,300037,44:32.3,9055,8,8,0.021481961,1330.999755,60.38955861,76.48861862,1330.978273,[[0.538496176064662;0;0][0;0;0.505422693546109][0;0.538496176064662;0][0;0.430516798784376;0.0749072127913294][...]],71.47598088,4,20,[11;11;11],14798969,8,21.69666333,DTLZ1,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150} Run 13",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],40.66124949,20,300037,19:25.5,9055,8,8,0.061743801,1330.999859,39.50790325,60.8339424,1330.938115,[[0;0;1.50048849533021][1.50048850534193;0;0][0;1.50048846373255;0][0.455204286487486;0.520010327921374;0.525273842932004][...]],28.11547665,4,20,[11;11;11],741519775,8,21.71711778,DTLZ1,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150} Run 14",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],41.01130034,20,300037,43:54.9,9055,8,8,0.017610657,1330.999915,50.72111602,64.86301943,1330.982304,[[0.506717301235248;0;0][0;0;0.506717194372996][0;0.506717236816378;0][0.017845597087386;0.252497930140114;0.236373916205291][...]],45.60068028,4,20,[11;11;11],1395027795,8,32.19659967,DTLZ1,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150} Run 15",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],29.81907525,20,300037,18:37.6,9055,8,8,0.121579602,1330.999628,46.77980946,72.34907132,1330.878048,[[0;1.00564864283373;0][0;0;1.00564855723678][1.00564855736877;0;0][0.0996532501753839;0.129901758009919;0.776093228704885][...]],25.58522005,4,20,[11;11;11],238306987,8,22.56236702,DTLZ1,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150} Run 16",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],38.14272044,20,300037,45:23.9,9055,8,8,0.00736436,1330.999401,41.25890535,79.87491717,1330.992036,[[0;0;0.503814620289866][0.503814620289866;0;0][0;0.503814620289866;0][0.198602981070182;0.264750520545879;0.0404611221421422][...]],35.74925301,4,20,[11;11;11],203979538,8,34.04281444,DTLZ1,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150} Run 17",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],45.91872117,20,300037,18:42.4,9055,8,8,0.006510616,1330.999825,62.87056649,94.70358597,1330.993314,[[0;0;0.500068642906115][0;0.500068624860994;0][0.500031610295537;0;0][0.383215881112719;0.0868714813185932;0.0299812972933488][...]],45.50711894,4,20,[11;11;11],687568260,8,36.88092171,DTLZ1,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150} Run 18",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],48.48142128,20,300037,18:30.2,9055,8,8,0.003795669,1330.999944,54.15508745,68.29098927,1330.996148,[[0.529291492722727;0;0][0;0.529291488234584;0][0;0;0.529291495961914][0.0990227818037909;0.0581015577502092;0.372167242026892][...]],39.89468998,4,20,[11;11;11],2047029428,8,34.04522149,DTLZ1,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150} Run 19",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],49.88323999,20,300037,44:45.5,9055,8,8,0.058512913,1330.999865,46.07535392,79.0960872,1330.941352,[[0;0;0.999984452326174][0.999984452339852;0;0][0;0.999984452318891;0][0.773615909482065;0.219809997939208;0.00655854489602003][...]],44.67058273,4,20,[11;11;11],196472617,8,28.88548386,DTLZ1,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150} Run 20",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],55.21814536,20,300037,45:17.9,9055,8,8,0.079084466,1330.998071,73.52107624,102.8233267,1330.918987,[[0;0.999766257902756;0][0.999766180986683;0;0][0;0;0.999766140938718][0.0809939124095329;0.225719345476237;0.693886905276499][...]],50.63640091,4,20,[11;11;11],707088756,8,45.00817373,DTLZ1,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150} Run 21",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],43.19506533,20,300037,44:48.1,9055,8,8,0.122540187,1330.999962,48.34054003,94.32971685,1330.877422,[[1.07650625832295;0;0][0;0;1.076506258321][0;1.07650625832739;0][0.0978441876118683;0.800221768160973;0.178440302564676][...]],32.42025378,4,20,[11;11;11],39008649,8,31.37140636,DTLZ1,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150} Run 22",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],25.55446124,20,300037,45:05.3,9055,8,8,0.034601159,1330.999954,32.71114665,54.08108129,1330.965352,[[0;0;0.625490240596271][0;0.625490240533743;0][0.625490240775505;0;0][0.390033751450774;0.0920624856329865;0.143437205404708][...]],32.66675619,4,20,[11;11;11],2050587778,8,26.1357579,DTLZ1,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150} Run 23",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],44.52015567,20,300037,44:46.8,9055,8,8,0.019583913,1330.999989,48.95721185,81.4026844,1330.980405,[[0.500000075233331;0;0][0;0;0.500000079361584][0;0.500000079951334;0][0.373767060603616;0.101436097953867;0.024796916675848][...]],43.70612519,4,20,[11;11;11],312934191,8,40.9824491,DTLZ1,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150} Run 24",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],58.01034509,20,300037,44:49.1,9055,8,8,0.006324436,1330.99906,39.52858622,69.40380947,1330.992735,[[0;0.650013008471817;0][0.65001299061268;0;0][0;0;0.650014533038245][0.213847110869993;0.317567220955613;0.118601080561677][...]],86.75840248,4,20,[11;11;11],760117734,8,69.51905022,DTLZ1,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150} Run 25",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],42.18848648,20,300037,43:56.2,9055,8,8,0.013857282,1330.999997,52.63769033,76.54842604,1330.986139,[[0;0;0.500000000000178][0.500000000000178;0;0][0;0.500000000000178;0][0.231056493681308;0.172979412425094;0.0959640942593501][...]],89.72378623,4,20,[11;11;11],1608040226,8,80.73443704,DTLZ1,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150} Run 26",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],70.83385165,20,300037,45:39.4,9055,8,8,0.106376822,1330.999781,68.45997466,85.75029794,1330.893404,[[0;0;1.20103349097241][0;1.20103447656606;0][1.20104543539635;0;0][0.260214261271086;0.605429787501752;0.335546549360101][...]],59.70370437,4,20,[11;11;11],110519258,8,49.94224678,DTLZ1,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150} Run 27",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],58.82854041,20,300037,44:05.8,9055,8,8,0.011438791,1330.999688,67.09479852,106.8726271,1330.988249,[[0;0;0.502535782051361][0.502535782051361;0;0][0;0.502535782050295;0][0.234261004205388;0.155250563103357;0.113024214832144][...]],62.67593029,4,20,[11;11;11],726609252,8,56.20276475,DTLZ1,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150} Run 28",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],38.85604637,20,300037,44:53.3,9055,8,8,0.094412507,1330.997059,46.68331975,68.14488685,1330.902646,[[1.00062330740257;0;0][0;1.00062330740257;0][0;0;1.00062330740257][0.479743064851119;0.288268345022269;0.232579429771455][...]],34.75109081,4,20,[11;11;11],572093766,8,27.45652469,DTLZ1,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150} Run 29",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],37.79813483,20,300037,43:50.9,9055,8,8,0.012020406,1330.999999,53.26914727,67.38626532,1330.987979,[[0;0;0.567175629973448][0;0.567176432560068;0][0.567176542215641;0;0][0.242911379060968;0.163629513561031;0.160635726422497][...]],49.62325692,4,20,[11;11;11],443280181,8,32.17382842,DTLZ1,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150} Run 30",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],34.92972095,20,300037,45:28.1,9055,8,8,0.014963228,1330.999993,42.46305966,60.37366985,1330.98503,[[0;0.518122044165025;0][0;0;0.518119377857317][0.518119338389155;0;0][0.183075809847163;0.329293163987874;0.00575334925567116][...]],34.25511504,4,20,[11;11;11],1527035527,8,27.4590605,DTLZ1,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150} Run 31",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],44.52835371,20,300037,28:26.2,9055,8,8,0.009182884,1330.999239,47.66347174,64.70030389,1330.990056,[[0;0;0.53060044451626][0;0.530600430034156;0][0.530600436074479;0;0][0.0483905465896252;0.320775809781729;0.161434081889288][...]],42.35989193,4,20,[11;11;11],2110254901,8,24.70107032,DTLZ1,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150} Run 32",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],40.69742987,20,300037,43:52.3,9055,8,8,0.007584348,1330.999959,51.86586234,72.07785543,1330.992375,[[0;0.500551719339725;0][0.500551946076754;0;0][0;0;0.500551713296915][0.3634584437029;0.0805464765919421;0.0565467922659507][...]],48.31422321,4,20,[11;11;11],1730372746,8,45.50713527,DTLZ1,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150} Run 33",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],39.69226321,20,300037,06:15.7,9055,8,8,0.021149894,1330.999848,45.44220384,66.39095406,1330.978698,[[0;0.560640267219902;0][0;0;0.560640348740293][0.560640226062425;0;0][0.189672070357229;0.0718665655060173;0.299101755732721][...]],45.66449415,4,20,[11;11;11],1611910509,8,33.22915253,DTLZ1,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150} Run 34",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],45.45349583,20,300037,44:02.7,9055,8,8,0.112198762,1330.999857,58.63023617,88.8755895,1330.887658,[[0;0;1.01355978383274][0;1.01355978383274;0][1.01355978383274;0;0][0.345236589178973;0.269371341286977;0.398951853366967][...]],39.1588641,4,20,[11;11;11],1659901002,8,34.01466588,DTLZ1,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150} Run 35",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],36.77823949,20,300037,47:36.8,9055,8,8,0.008027024,1330.994162,41.20812372,50.23749291,1330.986135,[[0;0;0.520067434672733][0.53165405396075;0;0][0;0.551127113558991;0][0.191271298140046;0.183041142755698;0.167474416218346][...]],33.98311213,4,20,[11;11;11],1989219903,8,19.84831689,DTLZ1,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150} Run 36",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],35.02648493,20,300037,47:14.1,9055,8,8,0.008714648,1330.99993,51.21599396,65.40982526,1330.991215,[[0.528734857729518;0;0][0;0.528734858454449;0][0;0;0.528734795050944][0.282595938004081;0.0982813231469649;0.147858306618144][...]],37.616777,4,20,[11;11;11],1054486058,8,20.74092291,DTLZ1,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150} Run 37",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],58.01859471,20,300037,44:54.0,9055,8,8,0.079029723,1330.992998,58.46936894,84.37239605,1330.913969,[[0;0;1.15902207432682][1.15894116239953;0;0][0;1.19770002622533;0][0.646026600131611;0.331400029061424;0.198403510001886][...]],98.48818138,4,20,[11;11;11],1558412835,8,83.45611703,DTLZ1,22,44
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300} Run 1",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],14.37222443,20,300096,09:16.3,1300,3,3,0.229774903,1330.81749,13.676248,41.97466803,1330.587715,[[0;2.22155815494275;0][2.21029913745979;0;0][0;0;2.21056170213681][0.910628241550072;0.682870800119614;0.628127860547247][...]],11.06390829,15,20,[11;11;11],1587617853,200,9.333836826,DTLZ1,20,200
