,AgeGap,AgeLimits,Algorithm Name,BestKnownFront,Crowding,Encoding.ProblemSize,EvaluatedSolutions,Execution Time,Generations,NumberOfLayers,OpenLayers,ParetoFrontResults.Absolute Distance to BestKnownHypervolume,ParetoFrontResults.Best known hypervolume,ParetoFrontResults.Crowding,ParetoFrontResults.Generational Distance,ParetoFrontResults.Hypervolume,ParetoFrontResults.Pareto Front,ParetoFrontResults.Spacing,PopulationSize,ProblemSize,ReferencePoint,Seed,Selector.NumberOfSelectedSubScopes,Spacing,TestFunction,TopLayerPopulationSize,TopLayerSelector.NumberOfSelectedSubScopes
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300} Run 18",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300}",[[0;0;6][0;0.02;5.97625][0;0.04;5.94528][0;0.06;5.90785][0;0.08;5.86524][0;0.1;5.8191][0;0.12;5.77142][...]],0.408256366,40,300007,04:56.8,12116,8,8,3.834432575,1003.885854,0.683775785,0.888795285,1000.051422,[[0;0;6.00010596379319][0.69187251869728;0.918499598502594;3.59938495449581][0.936585055485131;0.742664427402533;3.3270752545918][...]],0.318121168,4,40,[11;11;11],679155129,8,0.160087219,DTLZ7,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300} Run 19",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300}",[[0;0;6][0;0.02;5.97625][0;0.04;5.94528][0;0.06;5.90785][0;0.08;5.86524][0;0.1;5.8191][0;0.12;5.77142][...]],0.585344625,40,300007,08:01.4,12116,8,8,5.286663496,1003.885854,0.636585684,1.128865021,998.5991908,[[0.868326382425215;0;4.93112371051716][0;0;6.00001614615636][0.860058376995968;0.860357772888621;2.61407843161029][...]],0.341744052,4,40,[11;11;11],1376535065,8,0.216332036,DTLZ7,22,44
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=22, AgeGap=300} Run 2",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=22, AgeGap=300}",[[0;0;6][0;0.02;5.97625][0;0.04;5.94528][0;0.06;5.90785][0;0.08;5.86524][0;0.1;5.8191][0;0.12;5.77142][...]],0.607372968,40,300031,02:33.4,6342,3,3,6.197803067,1003.885854,0.640852885,3.604685309,997.6880512,[[0.858971414816729;0.86028811503963;2.62841882528016][0;0;6.01426619939512][0.923265129800015;0.243143564414479;4.05467581669008][...]],0.092398259,14,40,[11;11;11],289806878,28,0.122600094,DTLZ7,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300} Run 20",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300}",[[0;0;6][0;0.02;5.97625][0;0.04;5.94528][0;0.06;5.90785][0;0.08;5.86524][0;0.1;5.8191][0;0.12;5.77142][...]],0.649314731,40,300007,09:12.7,12116,8,8,4.897199543,1003.885854,0.626881297,1.055066525,998.9886547,[[0;0.438991551425896;5.93026229044271][1;0.175094142231457;4.68632379981025][0;0;6.00062950035578][0;0.988428357173417;4.91742904218314][...]],0.497752011,4,40,[11;11;11],359432004,8,0.373912893,DTLZ7,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300} Run 21",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300}",[[0;0;6][0;0.02;5.97625][0;0.04;5.94528][0;0.06;5.90785][0;0.08;5.86524][0;0.1;5.8191][0;0.12;5.77142][...]],0.708494541,40,300007,04:48.3,12116,8,8,3.776863825,1003.885854,0.753821403,1.344286267,1000.10899,[[0;0;6.00048931123645][0.855007503658706;0.935361749512584;2.89890024916145][0.858392495410237;0.858170818737995;2.61459733908117][...]],0.431518137,4,40,[11;11;11],1956195521,8,0.364558048,DTLZ7,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300} Run 22",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300}",[[0;0;6][0;0.02;5.97625][0;0.04;5.94528][0;0.06;5.90785][0;0.08;5.86524][0;0.1;5.8191][0;0.12;5.77142][...]],0.534181487,40,300007,04:48.6,12116,8,8,2.727817384,1003.885854,0.719921996,1.363920879,1001.158037,[[0;0.877186661380746;5.88628712829161][0;0;6.00018810613138][0.745537659912358;0.926414603968606;3.23870430654235][...]],0.328569332,4,40,[11;11;11],1429162472,8,0.190714765,DTLZ7,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300} Run 23",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300}",[[0;0;6][0;0.02;5.97625][0;0.04;5.94528][0;0.06;5.90785][0;0.08;5.86524][0;0.1;5.8191][0;0.12;5.77142][...]],0.622077481,40,300007,05:01.8,12116,8,8,2.756504291,1003.885854,0.810807604,1.217951595,1001.12935,[[0;1;5.17771704013654][0.908622949627845;0;4.44786934828994][0;0;6][0.925451306047626;0.853841172651551;2.87852747320034][...]],0.407302989,4,40,[11;11;11],2052175286,8,0.233911238,DTLZ7,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300} Run 24",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300}",[[0;0;6][0;0.02;5.97625][0;0.04;5.94528][0;0.06;5.90785][0;0.08;5.86524][0;0.1;5.8191][0;0.12;5.77142][...]],0.516549939,40,300007,05:00.3,12116,8,8,2.064931988,1003.885854,0.623965399,1.095975185,1001.820922,[[0;0;6.00000335821014][0;0.288540631716054;5.5945513020995][0.859639405127164;0.859458514031396;2.61401362963047][...]],0.357669811,4,40,[11;11;11],2066189039,8,0.303323358,DTLZ7,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300} Run 25",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300}",[[0;0;6][0;0.02;5.97625][0;0.04;5.94528][0;0.06;5.90785][0;0.08;5.86524][0;0.1;5.8191][0;0.12;5.77142][...]],0.469018676,40,300007,04:50.6,12116,8,8,3.140755396,1003.885854,0.581316639,0.757828061,1000.745099,[[0;0;6.00009849275849][0.859696870981091;0.859226507580315;2.61411476275117][0.89691983390509;0.208767407286901;4.12650280814896][...]],0.357018452,4,40,[11;11;11],1508557214,8,0.20766415,DTLZ7,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300} Run 26",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300}",[[0;0;6][0;0.02;5.97625][0;0.04;5.94528][0;0.06;5.90785][0;0.08;5.86524][0;0.1;5.8191][0;0.12;5.77142][...]],0.534667815,40,300007,09:11.8,12116,8,8,7.834270338,1003.885854,0.800442526,1.486741057,996.0515839,[[0;0;6.00000024867273][0.770555052335824;0.928383490217549;3.25462432849203][0.995807360826153;0.335167724208945;4.6491639031551][...]],0.466558946,4,40,[11;11;11],1986350658,8,0.245083049,DTLZ7,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300} Run 27",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300}",[[0;0;6][0;0.02;5.97625][0;0.04;5.94528][0;0.06;5.90785][0;0.08;5.86524][0;0.1;5.8191][0;0.12;5.77142][...]],0.678985836,40,300007,08:08.7,12116,8,8,2.519048913,1003.885854,0.714875869,1.903600027,1001.366805,[[0;1;5.64240215687281][0.860219573248731;0.859321502044475;2.61405896314128][0;0;6.00002420289152][1;0;5.00067721551171][...]],0.345260483,4,40,[11;11;11],1402173831,8,0.333582255,DTLZ7,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300} Run 28",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300}",[[0;0;6][0;0.02;5.97625][0;0.04;5.94528][0;0.06;5.90785][0;0.08;5.86524][0;0.1;5.8191][0;0.12;5.77142][...]],0.543260366,40,300007,08:14.2,12116,8,8,2.635984792,1003.885854,0.610679345,0.795566434,1001.249869,[[0;0;6.00013729163646][0.858730387903745;0.859558265494198;2.61415489719037][0.235110232046855;1;4.57732977980953][...]],0.341609182,4,40,[11;11;11],1329480603,8,0.237876901,DTLZ7,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300} Run 29",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300}",[[0;0;6][0;0.02;5.97625][0;0.04;5.94528][0;0.06;5.90785][0;0.08;5.86524][0;0.1;5.8191][0;0.12;5.77142][...]],0.557053932,40,300007,10:20.0,12116,8,8,2.206668889,1003.885854,0.685627507,1.371423099,1001.679185,[[0;0.841679824791141;5.77215548453713][0;0;6.00005530991508][0.860589434749683;0.858216608864012;2.6141746854081][...]],0.338749305,4,40,[11;11;11],2107090090,8,0.303211376,DTLZ7,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300} Run 30",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300}",[[0;0;6][0;0.02;5.97625][0;0.04;5.94528][0;0.06;5.90785][0;0.08;5.86524][0;0.1;5.8191][0;0.12;5.77142][...]],0.491896678,40,300007,08:22.8,12116,8,8,2.547409661,1003.885854,0.624020285,1.032488844,1001.338445,[[0.709294954105194;0.864248279668248;3.33354885629797][0;0;6.00000486792711][0.860351471127408;0.860964575822071;2.61423974754204][...]],0.329092066,4,40,[11;11;11],1343092785,8,0.207466592,DTLZ7,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300} Run 31",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300}",[[0;0;6][0;0.02;5.97625][0;0.04;5.94528][0;0.06;5.90785][0;0.08;5.86524][0;0.1;5.8191][0;0.12;5.77142][...]],0.459868135,40,300007,08:09.2,12116,8,8,5.120339604,1003.885854,0.714196228,1.14557147,998.7655147,[[0;1;5.19398305415901][0.859203389164892;0.860240827885995;2.61440979148374][0;0;6.00037135337985][0.882818356110471;0;4.32958055705067][...]],0.317697316,4,40,[11;11;11],2061864058,8,0.253004478,DTLZ7,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300} Run 32",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300}",[[0;0;6][0;0.02;5.97625][0;0.04;5.94528][0;0.06;5.90785][0;0.08;5.86524][0;0.1;5.8191][0;0.12;5.77142][...]],0.514839676,40,300007,05:57.3,12116,8,8,2.893185579,1003.885854,0.782607205,1.03028694,1000.992669,[[1;0;5.02168311557257][0;0;6.00024512873198][0.717886604471278;0.980269118020915;3.7886343126079][0.858711304136784;0.858432103022261;2.61430066454818][...]],0.254175976,4,40,[11;11;11],1203252705,8,0.206149222,DTLZ7,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300} Run 33",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300}",[[0;0;6][0;0.02;5.97625][0;0.04;5.94528][0;0.06;5.90785][0;0.08;5.86524][0;0.1;5.8191][0;0.12;5.77142][...]],0.61125422,40,300007,04:51.9,12116,8,8,1.819413204,1003.885854,0.559624493,1.319230202,1002.066441,[[0;0.862051460790055;4.39775141632505][0.859086198879164;0.859104397320489;2.61457186832551][0;0;6.00051465921276][...]],0.401132235,4,40,[11;11;11],772940836,8,0.363519055,DTLZ7,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300} Run 34",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300}",[[0;0;6][0;0.02;5.97625][0;0.04;5.94528][0;0.06;5.90785][0;0.08;5.86524][0;0.1;5.8191][0;0.12;5.77142][...]],0.50619559,40,300007,04:49.3,12116,8,8,2.965957754,1003.885854,0.491849727,0.949046969,1000.919897,[[0.137399175858677;0.991967551978421;4.66351585928559][0;0;6.00000194406852][0.85892524422869;0.859055270216091;2.61402426166669][...]],0.315651659,4,40,[11;11;11],1653462282,8,0.280269092,DTLZ7,22,44
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300} Run 3",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300}",[[0;0;6][0;0.02;5.97625][0;0.04;5.94528][0;0.06;5.90785][0;0.08;5.86524][0;0.1;5.8191][0;0.12;5.77142][...]],0.309163148,40,300096,00:58.8,1300,3,3,9.772164995,1003.885854,0.309163148,0.819213446,994.1136893,[[0.862706693653746;0.858893051646474;2.63489928686476][1;0.218745313160763;4.60881878092208][0;0;6.02039087384638][...]],0.12312945,15,40,[11;11;11],2068098656,200,0.12312945,DTLZ7,20,200
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300} Run 35",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300}",[[0;0;6][0;0.02;5.97625][0;0.04;5.94528][0;0.06;5.90785][0;0.08;5.86524][0;0.1;5.8191][0;0.12;5.77142][...]],0.642875467,40,300007,08:05.0,12116,8,8,7.805760275,1003.885854,0.734576818,1.116821122,996.080094,[[0;0;6.0004093949329][0.859172240619745;0.85863559355329;2.61444319811587][0.865696711256242;0.786670262901645;2.81184317893049][...]],0.464411933,4,40,[11;11;11],290352203,8,0.441374177,DTLZ7,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300} Run 36",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300}",[[0;0;6][0;0.02;5.97625][0;0.04;5.94528][0;0.06;5.90785][0;0.08;5.86524][0;0.1;5.8191][0;0.12;5.77142][...]],0.47916987,40,300007,04:53.0,12116,8,8,9.051032358,1003.885854,0.583102913,0.928586737,994.8348219,[[0;0;6.00019271869753][0.615292686578062;0.869139500200834;3.98208278979981][0.858259222307283;0.85823698962167;2.61432476707735][...]],0.293117364,4,40,[11;11;11],2051681746,8,0.240562832,DTLZ7,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300} Run 37",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300}",[[0;0;6][0;0.02;5.97625][0;0.04;5.94528][0;0.06;5.90785][0;0.08;5.86524][0;0.1;5.8191][0;0.12;5.77142][...]],0.519120719,40,300007,04:56.4,12116,8,8,3.538749348,1003.885854,0.74679215,0.991135166,1000.347105,[[0.871341984048011;0;4.36491466022842][0;0;6.00004802549789][0;1;5.00008666399899][0.859339831612917;0.860278765593261;2.61408771716701][...]],0.458409521,4,40,[11;11;11],814982095,8,0.18753379,DTLZ7,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300} Run 38",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300}",[[0;0;6][0;0.02;5.97625][0;0.04;5.94528][0;0.06;5.90785][0;0.08;5.86524][0;0.1;5.8191][0;0.12;5.77142][...]],0.610226476,40,300007,04:50.5,12116,8,8,2.323102269,1003.885854,0.570659425,0.870013413,1001.562752,[[0;0.887528156006759;4.33906780021809][0;0;6.00050194738769][0.892548166304578;0;4.35080813805784][0.860166332561565;0.859836273195508;2.61454518156592][...]],0.322444699,4,40,[11;11;11],1100350120,8,0.303527365,DTLZ7,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=15, AgeGap=300} Run 3",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=15, AgeGap=300}",[[0;0;6][0;0.02;5.97625][0;0.04;5.94528][0;0.06;5.90785][0;0.08;5.86524][0;0.1;5.8191][0;0.12;5.77142][...]],0.556461527,40,300026,07:29.8,10946,8,8,4.149768183,1003.885854,0.717300407,1.486804844,999.7360861,[[0;0;6.00000011507478][0.860110422996367;0.859571361171598;2.61402978842843][0.783095876114819;0.912973962151389;2.97654192816742][...]],0.344884165,5,40,[11;11;11],1475061741,10,0.314409721,DTLZ7,15,30
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300} Run 39",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300}",[[0;0;6][0;0.02;5.97625][0;0.04;5.94528][0;0.06;5.90785][0;0.08;5.86524][0;0.1;5.8191][0;0.12;5.77142][...]],0.615047441,40,300007,04:49.4,12116,8,8,1.03297706,1003.885854,0.729260554,1.256805394,1002.852877,[[0;0.103746878402378;5.81044423131293][0.858614612780698;0.859766915584814;2.61404356530247][0;0;6.00000528051197][...]],0.32874091,4,40,[11;11;11],1282647447,8,0.311911867,DTLZ7,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300} Run 40",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300}",[[0;0;6][0;0.02;5.97625][0;0.04;5.94528][0;0.06;5.90785][0;0.08;5.86524][0;0.1;5.8191][0;0.12;5.77142][...]],0.763300667,40,300007,08:04.7,12116,8,8,3.942496192,1003.885854,0.831153561,2.054717999,999.9433581,[[0;0;6.00210961923367][0.857864357147376;0.859316000958336;2.61623600371693][0.0743357644281881;1;4.87990801922708][...]],0.340766734,4,40,[11;11;11],469791609,8,0.340042354,DTLZ7,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300} Run 41",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300}",[[0;0;6][0;0.02;5.97625][0;0.04;5.94528][0;0.06;5.90785][0;0.08;5.86524][0;0.1;5.8191][0;0.12;5.77142][...]],0.595258148,40,300007,04:56.7,12116,8,8,2.217052924,1003.885854,0.670499631,1.165499165,1001.668801,[[0;0;6.00000023267276][0.329266485071275;0.897389961225403;4.02259850587896][0.933551630841666;0.133835030059257;4.29665876690835][...]],0.473058768,4,40,[11;11;11],132433471,8,0.255721688,DTLZ7,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300} Run 42",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300}",[[0;0;6][0;0.02;5.97625][0;0.04;5.94528][0;0.06;5.90785][0;0.08;5.86524][0;0.1;5.8191][0;0.12;5.77142][...]],0.485348131,40,300007,04:48.2,12116,8,8,3.929654535,1003.885854,0.798350057,1.568386291,999.9561997,[[0.235571974909567;0.884543008711212;3.91830680846655][0.859233733379343;0.85926344223523;2.61449238770647][...]],0.347113561,4,40,[11;11;11],464649069,8,0.202218349,DTLZ7,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300} Run 43",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300}",[[0;0;6][0;0.02;5.97625][0;0.04;5.94528][0;0.06;5.90785][0;0.08;5.86524][0;0.1;5.8191][0;0.12;5.77142][...]],0.465658033,40,300007,09:06.2,12116,8,8,4.203204162,1003.885854,0.603350909,1.372101801,999.6826501,[[0.748765919563179;0.927192848800724;3.22669595853778][0;0.143357029494051;5.72174091333961][0.858808057743609;0.860452091174103;2.61433845933385][...]],0.277840475,4,40,[11;11;11],1712970441,8,0.260863801,DTLZ7,22,44
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=22, AgeGap=300} Run 3",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=22, AgeGap=300}",[[0;0;6][0;0.02;5.97625][0;0.04;5.94528][0;0.06;5.90785][0;0.08;5.86524][0;0.1;5.8191][0;0.12;5.77142][...]],0.532155635,40,300031,05:25.9,6342,3,3,9.728253726,1003.885854,0.564407823,3.370874842,994.1576006,[[0.876678614866591;0.697268791837206;3.46181793710987][0;0;6.02773512315049][0.858484979611833;0.859142986880313;2.64116374032933][...]],0.124247111,14,40,[11;11;11],1307183373,28,0.130035589,DTLZ7,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300} Run 44",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300}",[[0;0;6][0;0.02;5.97625][0;0.04;5.94528][0;0.06;5.90785][0;0.08;5.86524][0;0.1;5.8191][0;0.12;5.77142][...]],0.599728991,40,300007,04:50.3,12116,8,8,5.813917892,1003.885854,0.655502503,1.293940727,998.0719364,[[0;1;5.00004546001486][0;0;6.00000249986038][0.902175164871832;0.284198651352763;3.96783455101683][0.85872546679003;0.859689215124549;2.61403242944558][...]],0.295098085,4,40,[11;11;11],1250684379,8,0.284214987,DTLZ7,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300} Run 45",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300}",[[0;0;6][0;0.02;5.97625][0;0.04;5.94528][0;0.06;5.90785][0;0.08;5.86524][0;0.1;5.8191][0;0.12;5.77142][...]],0.446203568,40,300007,04:59.3,12116,8,8,2.846909185,1003.885854,0.589143488,1.334588969,1001.038945,[[0;0.872311993051371;4.8849476491889][0;0;6.00203233296037][0.859573698990776;0.858813140051972;2.61605581554807][...]],0.220221688,4,40,[11;11;11],1157275884,8,0.159856944,DTLZ7,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300} Run 46",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300}",[[0;0;6][0;0.02;5.97625][0;0.04;5.94528][0;0.06;5.90785][0;0.08;5.86524][0;0.1;5.8191][0;0.12;5.77142][...]],0.447242438,40,300007,04:44.6,12116,8,8,4.451935425,1003.885854,0.655519205,1.11334523,999.4339189,[[0;0.13683434104131;5.73360242314695][0;0;6.0003076061144][0.929278816511979;0;4.49797615162148][0.782675911832646;0.8861641991939;2.85987873819488][...]],0.230755829,4,40,[11;11;11],861504241,8,0.195594088,DTLZ7,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300} Run 47",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300}",[[0;0;6][0;0.02;5.97625][0;0.04;5.94528][0;0.06;5.90785][0;0.08;5.86524][0;0.1;5.8191][0;0.12;5.77142][...]],0.693487348,40,300007,06:00.5,12116,8,8,3.629318422,1003.885854,0.582537291,0.831795182,1000.256536,[[0;0.323314975384148;5.64842960353878][0.095395881043319;1;4.89470652339707][0;0;6.000179655691][0.887885101346695;0.174364349135688;4.03257262460431][...]],0.475603046,4,40,[11;11;11],2010640576,8,0.28153825,DTLZ7,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300} Run 48",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300}",[[0;0;6][0;0.02;5.97625][0;0.04;5.94528][0;0.06;5.90785][0;0.08;5.86524][0;0.1;5.8191][0;0.12;5.77142][...]],0.501291771,40,300007,08:09.0,12116,8,8,2.790532285,1003.885854,0.686631182,1.295084985,1001.095322,[[0;0.84825705568517;4.32934947160296][0.858397918196051;0.858284351731665;2.61411773317469][0.951038168968569;0;4.62964204027007][...]],0.335466693,4,40,[11;11;11],343342405,8,0.245709485,DTLZ7,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300} Run 49",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300}",[[0;0;6][0;0.02;5.97625][0;0.04;5.94528][0;0.06;5.90785][0;0.08;5.86524][0;0.1;5.8191][0;0.12;5.77142][...]],0.564225066,40,300007,05:59.3,12116,8,8,2.364191691,1003.885854,0.740373254,1.09158704,1001.521663,[[0.858471392015074;0.859317349123157;2.61410796068112][0.152223703505679;1;4.70476666556663][0;0;6.00006492719923][...]],0.619030677,4,40,[11;11;11],1218098434,8,0.563958759,DTLZ7,22,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300} Run 50",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=300}",[[0;0;6][0;0.02;5.97625][0;0.04;5.94528][0;0.06;5.90785][0;0.08;5.86524][0;0.1;5.8191][0;0.12;5.77142][...]],0.595934071,40,300007,05:53.7,12116,8,8,3.832391471,1003.885854,0.689317162,0.987591874,1000.053463,[[0;0.971767050625847;4.8503281259443][0;0;6][0.85971041643636;0.859257542307624;2.61401330629891][0.910777271091346;0.102390847804502;4.23800256188284][...]],0.374192224,4,40,[11;11;11],1694803112,8,0.234209919,DTLZ7,22,44
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300} Run 4",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300}",[[0;0;6][0;0.02;5.97625][0;0.04;5.94528][0;0.06;5.90785][0;0.08;5.86524][0;0.1;5.8191][0;0.12;5.77142][...]],0.32909132,40,300096,00:52.8,1300,3,3,9.372188497,1003.885854,0.32909132,0.559356218,994.5136658,[[0.861262252297625;0.859159750223037;2.64927729508895][0.930545057840396;0;5.20927902340424][0;0.598612924593414;5.79652250943046][...]],0.155580169,15,40,[11;11;11],49064391,200,0.155580169,DTLZ7,20,200
