,AgeGap,AgeLimits,Algorithm Name,Execution Time,Generations,NonDominatedElites,NumberOfLayers,OpenLayers,ParetoFrontResults.Absolute Distance to BestKnownHypervolume,ParetoFrontResults.Best known hypervolume,ParetoFrontResults.Crowding,ParetoFrontResults.Generational Distance,ParetoFrontResults.Hypervolume,ParetoFrontResults.Pareto Front,ParetoFrontResults.Spacing,PopulationSize,Seed,SelectedParents,Problem
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0} Run 83",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0}",01:53.0,5983,0,10,10,0.231724181,1324.516493,1.206811528,0.001085548,1324.284768,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.619101868001298;0.619101868001297;0.483141546624391][...]],0.064006227,5,1459355832,10,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 66",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",01:03.9,4706,3,10,5,0.059075533,1324.803892,0.167832788,0.00192847,1324.744817,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.250348683390232;0.250348683390232;0.935227819009654][...]],0.035836481,16,2015035492,32,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3} Run 65",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3}",01:53.8,5983,3,10,10,0.224520928,1324.518558,1.166078326,0.001827485,1324.294037,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.593947088334527;0.593947088334526;0.5426358931345][...]],0.096522221,5,242358226,10,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1} Run 83",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1}",01:53.9,5983,1,10,10,0.250620598,1324.512311,1.239833921,0.001259682,1324.26169,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.282686663116134;0.282686663116134;0.91661142311916][...]],0.032858848,5,1162396629,10,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0} Run 84",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0}",01:54.3,5983,0,10,10,0.321722798,1324.519128,1.216404022,0.001849911,1324.197405,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.590696364171533;0.590696364171533;0.549686829666732][...]],0.140204505,5,1863473789,10,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 67",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",01:04.1,4706,3,10,5,0.037993831,1324.799175,0.159239154,0.001682379,1324.761181,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.328771860546355;0.328771860546355;0.885335036822658][...]],0.034462715,16,413996561,32,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 68",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",01:03.9,4706,3,10,5,0.061670546,1324.806335,0.171005211,0.001425263,1324.744664,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.137248203873464;0.137248203873464;0.980982090084736][...]],0.036867671,16,1737806457,32,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3} Run 66",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3}",01:54.2,5983,3,10,10,0.213198242,1324.489923,1.214226733,0.001037774,1324.276725,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.441582723084744;0.441582723084744;0.781030983601882][...]],0.073826601,5,1981527082,10,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1} Run 84",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1}",01:54.6,5983,1,10,10,0.300181721,1324.535197,1.220642028,0.001010404,1324.235015,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.319945283496883;0.319945283496883;0.891779138092049][...]],0.08332209,5,1221449353,10,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0} Run 85",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0}",01:54.1,5983,0,10,10,0.208869989,1324.506563,1.164165269,0.00221421,1324.297693,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.355155364441955;0.355155364441955;0.864713440520155][...]],0.096565195,5,1701390993,10,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 69",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",01:04.1,4706,3,10,5,0.040273457,1324.803233,0.155744072,0.001034727,1324.762959,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.209094075729137;0.209094075729137;0.955279715575473][...]],0.028664931,16,1756783542,32,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 70",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",01:04.0,4706,3,10,5,0.042976364,1324.804224,0.17743481,0.00165776,1324.761248,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.323925507122613;0.323925507122613;0.888900743430174][...]],0.026069659,16,2087821418,32,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3} Run 67",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3}",01:54.5,5983,3,10,10,0.316463058,1324.549467,1.107209956,0.001082535,1324.233004,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.534810090328818;0.534810090328818;0.654183716218131][...]],0.18214279,5,1526080600,10,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1} Run 85",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1}",01:54.3,5983,1,10,10,0.35199701,1324.512365,1.301785994,0.001429603,1324.160368,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.372526375774208;0.372526375774208;0.849969528103841][...]],0.106806082,5,757978800,10,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0} Run 86",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0}",01:54.2,5983,0,10,10,0.128881537,1324.425604,1.164165269,0.002199113,1324.296722,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.355155364441955;0.355155364441955;0.864713440520155][...]],0.098016663,5,870851927,10,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 71",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",01:03.4,4706,3,10,5,0.058093018,1324.803705,0.173463204,0.001363882,1324.745612,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.571005022914204;0.571005022914204;0.589836017562084][...]],0.02995665,16,489146227,32,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3} Run 68",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3}",01:52.5,5983,3,10,10,0.364089233,1324.562556,1.122975065,0.001723771,1324.198467,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.518381970393036;0.518381970393036;0.68011783210181][...]],0.190889669,5,1476934712,10,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 72",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",01:03.4,4706,3,10,5,0.024137425,1324.80178,0.139940938,0.002060261,1324.777642,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.0577659541435157;0.0577659541435156;0.996657508416898][...]],0.025405088,16,1801104629,32,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1} Run 86",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1}",01:53.2,5983,1,10,10,0.048821439,1324.367774,1.093042677,0.001126757,1324.318953,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.351618040128323;0.351618040128323;0.867599854606162][...]],0.133317698,5,1377291814,10,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0} Run 87",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0}",01:53.1,5983,0,10,10,0.367478171,1324.481203,1.233890848,0.001599166,1324.113724,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.506438087894359;0.506438087894359;0.69788317522334][...]],0.26803383,5,1618045880,10,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 73",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",01:03.9,4706,3,10,5,0.019395496,1324.800089,0.124701206,0.001535669,1324.780694,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.702570628811353;0.702570628811353;0.113088562919683][...]],0.026643107,16,509646164,32,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3} Run 69",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3}",01:54.9,5983,3,10,10,0.097962948,1324.367774,1.183998463,0.00110689,1324.269811,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.598134950115059;0.598134950115059;0.533356506383593][...]],0.105794658,5,1153536364,10,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 74",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",01:03.7,4706,3,10,5,0.094717994,1324.814589,0.200197606,0.001455523,1324.719871,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.428968807952299;0.428968807952299;0.794966366337575][...]],0.034402187,16,363773441,32,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1} Run 87",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1}",01:52.4,5983,1,10,10,0.436929711,1324.507841,1.346665204,0.001285672,1324.070911,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.334299906419877;0.334299906419877;0.881185079955013][...]],0.120356993,5,1524104745,10,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0} Run 88",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0}",01:53.4,5983,0,10,10,0.229936456,1324.502206,1.241398344,0.000789627,1324.27227,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.270598050073099;0.270598050073099;0.923879532511287][...]],0.001122086,5,290830415,10,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 75",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",01:03.5,4706,3,10,5,0.055388836,1324.8016,0.178435908,0.002092852,1324.746211,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.082078692340457;0.082078692340457;0.993240241093443][...]],0.040422159,16,1743604697,32,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3} Run 70",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3}",01:53.9,5983,3,10,10,0.167590595,1324.367774,1.296991761,0.001580009,1324.200184,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.408450300823097;0.408450300823097;0.816294495580512][...]],0.124269419,5,1121924843,10,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0} Run 89",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0}",01:53.2,5983,0,10,10,0.177613126,1324.488047,1.161327136,0.001033755,1324.310434,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.315597501166464;0.315597501166464;0.894872300674777][...]],0.08602396,5,337002294,10,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1} Run 88",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1}",01:54.2,5983,1,10,10,0.134393697,1324.367774,1.062219978,0.000964077,1324.23338,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.527698475536691;0.527698475536691;0.665634011925852][...]],0.200781963,5,361976752,10,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 76",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",01:03.6,4706,3,10,5,0.044851121,1324.796301,0.159207231,0.001709206,1324.75145,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.491594155277939;0.491594155277938;0.718797866575256][...]],0.033173825,16,1954043320,32,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 77",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",01:03.6,4706,3,10,5,0.035136047,1324.804633,0.12730005,0.001347867,1324.769496,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.595807608697716;0.595807608697716;0.538541165405039][...]],0.021374214,16,1820726027,32,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3} Run 71",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3}",01:54.3,5983,3,10,10,0.15384643,1324.447138,1.189706225,0.000985022,1324.293292,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.614215234211586;0.614215234211585;0.495458668432408][...]],0.073605534,5,816849960,10,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1} Run 89",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1}",01:53.0,5983,1,10,10,0.266647664,1324.473274,1.310102619,0.001894392,1324.206627,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.464846102575157;0.464846102575157;0.753549070626043][...]],0.076802787,5,273174614,10,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0} Run 90",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0}",01:53.6,5983,0,10,10,0.255987723,1324.502598,1.22851202,0.001690537,1324.246611,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.45286385280007;0.45286385280007;0.768003034925093][...]],0.063599683,5,1726938534,10,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 78",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",01:00.9,4706,3,10,5,0.032703935,1324.805181,0.137875516,0.001501181,1324.772477,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.623990436915828;0.623990436915828;0.470395439258491][...]],0.028726362,16,771833620,32,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 79",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",00:55.2,4706,3,10,5,0.01460069,1324.798967,0.126699974,0.001662725,1324.784366,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.361580518745907;0.361580518745907;0.859371314931376][...]],0.015515587,16,69058510,32,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3} Run 72",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3}",01:42.0,5983,3,10,10,0.357902873,1324.461825,1.381173279,0.00288045,1324.103922,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.508194015503979;0.508194015503979;0.695325596545879][...]],0.122165662,5,937281412,10,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 80",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",00:54.1,4706,3,10,5,0.037899828,1324.800774,0.161058937,0.001502023,1324.762874,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.690797582838152;0.690797582838152;0.213535475015121][...]],0.02440858,16,1919845507,32,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3} Run 73",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3}",01:36.7,5983,3,10,10,0.31002933,1324.514306,1.276588605,0.001145335,1324.204276,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.5;0.5;0.707106781186547][...]],0.097141233,5,1527703648,10,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 81",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",00:54.0,4706,3,10,5,0.024014168,1324.810228,0.125942646,0.00171562,1324.786213,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.0759833214954225;0.0759833214954225;0.994209771481374][...]],0.023619985,16,1461759303,32,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 82",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",00:54.9,4706,3,10,5,0.006653226,1324.800098,0.125528439,0.001192508,1324.793444,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.0605417649340534;0.0605417649340534;0.996327952733105][...]],0.020638856,16,1549924124,32,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3} Run 74",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3}",01:38.1,5983,3,10,10,0.197277745,1324.485265,1.216609915,0.001451145,1324.287988,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.297669396971183;0.297669396971183;0.907075443507112][...]],0.030695845,5,191900987,10,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 83",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",00:54.6,4706,3,10,5,0.027639189,1324.807331,0.148342542,0.001115413,1324.779692,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.624640414195307;0.624640414195307;0.468666945610451][...]],0.031497114,16,195231676,32,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3} Run 75",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3}",01:38.8,5983,3,10,10,0.412354428,1324.481093,1.155199495,0.000991299,1324.068739,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.24306120992995;0.24306120992995;0.939064692369369][...]],0.221754388,5,246433566,10,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3} Run 76",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3}",01:32.5,5983,3,10,10,0.216060832,1324.50965,1.203251383,0.00121521,1324.293589,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.253856165875674;0.253856165875674;0.933334931358408][...]],0.053791107,5,1815929164,10,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3} Run 77",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3}",01:33.3,5983,3,10,10,0.305819994,1324.475284,1.23382076,0.001261349,1324.169464,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.544124709365712;0.544124709365712;0.638636517367554][...]],0.207843695,5,2112783191,10,DTLZ6
