,Absolute Distance to BestKnownHypervolume,AgeGap,AgeInheritance,AgeLimits,AgingScheme,Algorithm Name,Algorithm Type,Analyzer.1,Analyzer.10,Analyzer.2,Analyzer.2.Dampening,Analyzer.4,Analyzer.5,Analyzer.6,Analyzer.7,Analyzer.8,Analyzer.9,Best known hypervolume,Crowding,DominateOnEqualQualities,EvaluatedSolutions,Execution Time,Generational Distance,Generations,Hypervolume,HypervolumeValues,LayerAnalyzer,LayerAnalyzer.1,LayerAnalyzer.8,LayerAnalyzer.UpdateInterval,LayerResults,MatingPoolRange,MaximumGenerations,NonDominatedElites,NumberOfLayers,OpenLayers,Pareto Archive,Pareto Front,ParetoFrontAnalyzer,ParetoFrontAnalyzer.0,ParetoFrontAnalyzer.1,ParetoFrontAnalyzer.10,ParetoFrontAnalyzer.2,ParetoFrontAnalyzer.2.HistogramName,ParetoFrontAnalyzer.2.MaximumIterations,ParetoFrontAnalyzer.2.StoreHistory,ParetoFrontAnalyzer.4,ParetoFrontAnalyzer.5,ParetoFrontAnalyzer.5.Dampening,ParetoFrontAnalyzer.7,ParetoFrontAnalyzer.8,ParetoFrontAnalyzer.9,ParetoFrontAnalyzer.UpdateInterval,ParetoFrontResults,ParetoFrontResults.Absolute Distance to BestKnownHypervolume,ParetoFrontResults.Age Distribution,ParetoFrontResults.Best known hypervolume,ParetoFrontResults.Crowding,ParetoFrontResults.Generational Distance,ParetoFrontResults.Hypervolume,ParetoFrontResults.Pareto Archive,ParetoFrontResults.Pareto Front,ParetoFrontResults.ParetoFrontAges,ParetoFrontResults.ParetoFrontHypervolumeValues,ParetoFrontResults.Scatterplot,ParetoFrontResults.Spacing,PopulationSize,ReduceToPopulationSize,Seed,SelectedParents,SelectedParentsFactor,Selector.NumberOfSelectedSubScopes,Spacing,Terminator,Terminator.1,Terminator.1.Comparison,Terminator.1.ComparisonValue,Terminator.1.Threshold,Terminator.1.Type,TopLayerPopulationSize,TopLayerSelector,TopLayerSelector.CopySelected,TopLayerSelector.GroupSize,TopLayerSelector.NumberOfSelectedSubScopes
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=8} Run 45",,150,1,[150;300;600;1350;2400;3750;5400;7350],Polynomial,"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=8}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,39.50342034,TRUE,300037,42:35.6,,7987,1330.928196,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,,8,8,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.047393094,Population Age Distribution,1330.975589,39.58743701,84.37950593,1330.928196,ItemArray<IScope>,[[0;0.567131240449569;0][0.571585294669418;0;0][0;0;0.566846267087683][0.151789090048098;0.132854397328441;0.311208571125928][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,37.54972318,6,TRUE,1404492462,12,,,29.16507061,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,,,,,
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=8} Run 46",,150,1,[150;300;600;1350;2400;3750;5400;7350],Polynomial,"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=8}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,50.27767034,TRUE,300037,37:13.2,,7987,1330.939819,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,,8,8,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.059909496,Population Age Distribution,1330.999728,54.3321465,102.8114622,1330.939819,ItemArray<IScope>,[[0;0;0.521728128682597][0;0.521728128682597;0][0.521728128682597;0;0][0.119386643594914;0.0769839248185515;0.325357560269131][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,47.40964265,6,TRUE,1818687081,12,,,33.09893794,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,,,,,
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=8} Run 47",,150,1,[150;300;600;1350;2400;3750;5400;7350],Polynomial,"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=8}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,47.51484872,TRUE,300037,42:04.0,,7987,1330.968414,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,,8,8,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.025379627,Population Age Distribution,1330.993793,49.78730769,120.6020463,1330.968414,ItemArray<IScope>,[[0;0.5023302547838;0][0.502330254791261;0;0][0;0;0.50233025479055][0.0685809847526111;0.321001244345241;0.112748025686304][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,33.88188479,6,TRUE,2121342768,12,,,33.7750095,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,,,,,
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=8} Run 48",,150,1,[150;300;600;1350;2400;3750;5400;7350],Polynomial,"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=8}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,56.44833399,TRUE,300037,41:38.3,,7987,1330.954867,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,,8,8,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.041613725,Population Age Distribution,1330.99648,59.27397756,114.8704283,1330.954867,ItemArray<IScope>,[[0.506359410478041;0;0][0;0;0.506358085603786][0;0.506356597158685;0][0.272022695833328;0.0804293622517727;0.153907043891449][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,63.22773662,6,TRUE,2078976082,12,,,60.41433371,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,,,,,
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=8} Run 49",,150,1,[150;300;600;1350;2400;3750;5400;7350],Polynomial,"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=8}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,48.66401076,TRUE,300037,27:01.0,,7987,1330.917365,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,,8,8,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.068553989,Population Age Distribution,1330.985919,52.77511935,115.3693755,1330.917365,ItemArray<IScope>,[[0;0;0.623756313953827][0;0.623756401412933;0][0.623651413309034;0;0][0.338516667698879;0.188921863514981;0.0966409272383267][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,43.45304153,6,TRUE,1751140028,12,,,39.99243142,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,,,,,
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=8} Run 50",,150,1,[150;300;600;1350;2400;3750;5400;7350],Polynomial,"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=8}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,62.68102924,TRUE,300037,38:24.2,,7987,1330.777885,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,,8,8,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.153106805,Population Age Distribution,1330.930992,68.23604097,125.833265,1330.777885,ItemArray<IScope>,[[0;0.891637562038127;0][0;0;0.891637562038127][0.891637562038127;0;0][0.160650829493672;0.258280731800861;0.472706000743594][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,86.49617518,6,TRUE,1285446860,12,,,84.99362812,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,,,,,
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 1",,300,1,[300;600;1200],Polynomial,"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,14.40313349,TRUE,300033,47:02.2,,6543,1041.260538,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,289.1208496,Population Age Distribution,1330.381387,14.40313349,48.03948583,1041.260538,ItemArray<IScope>,[[0;0;12.4760182999505][0;12.4760184338665;0][12.4760213237047;0;0][3.07688207930871;3.44114551592994;5.95799247240466][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,8.111450671,16,TRUE,266210008,32,,,8.111450671,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,,,,,
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 2",,300,1,[300;600;1200],Polynomial,"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,19.10017271,TRUE,300033,22:40.0,,6543,1325.520932,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,5.404749143,Population Age Distribution,1330.925681,19.10017271,59.16930638,1325.520932,ItemArray<IScope>,[[0;0;4.09069489699326][4.09097115750657;0;0][0;4.09095473169173;0][0.258111090987612;2.62079727806303;1.21597628858575][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,11.28114799,16,TRUE,226221197,32,,,11.28114799,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,,,,,
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 3",,300,1,[300;600;1200],Polynomial,"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,12.36647176,TRUE,300033,23:52.4,,6543,1326.081411,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,4.633008269,Population Age Distribution,1330.714419,12.36647176,37.66617586,1326.081411,ItemArray<IScope>,[[0;3.16605577833676;0][0;0;3.16576189759604][3.17020667570037;0;0][2.33377236415246;0.642133699279619;0.198286271280362][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,9.514857218,16,TRUE,339296299,32,,,9.514857218,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,,,,,
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 4",,300,1,[300;600;1200],Polynomial,"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,12.4946374,TRUE,300033,24:36.2,,6543,1317.282591,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,13.09879626,Population Age Distribution,1330.381387,13.37198536,51.63084641,1317.282591,ItemArray<IScope>,[[5.25732422655462;0;0][0;5.25698797950148;0][0;0;5.25515760985079][1.10188413093382;4.14408927657881;0.017729597877437][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,8.03662129,16,TRUE,171952642,32,,,8.108984676,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,,,,,
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 5",,300,1,[300;600;1200],Polynomial,"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,12.40412354,TRUE,300033,23:12.9,,6543,1315.188763,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,15.37160899,Population Age Distribution,1330.560372,14.17843666,47.20048949,1315.188763,ItemArray<IScope>,[[0;5.19716304243164;0][5.19715830092099;0;0][0;0;5.19715662988701][4.34837084907434;0.834650142470873;0.0141387338011503][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,6.14412939,16,TRUE,1715334103,32,,,4.381957452,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,,,,,
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 6",,300,1,[300;600;1200],Polynomial,"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,15.91205975,TRUE,300033,24:10.6,,6543,1017.947155,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,312.4342321,Population Age Distribution,1330.381387,17.42413259,63.22803661,1017.947155,ItemArray<IScope>,[[0;12.9912592344872;0][0;0;12.9903799547027][12.9912561609021;0;0][1.01042540360577;7.15241514344177;4.82753940765503][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,8.025999595,16,TRUE,121962707,32,,,7.432293825,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,,,,,
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 7",,300,1,[300;600;1200],Polynomial,"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,16.48258117,TRUE,300033,22:36.4,,6543,1296.073969,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,34.83155472,Population Age Distribution,1330.905524,17.52336784,61.74219042,1296.073969,ItemArray<IScope>,[[0;7.1334410627217;0][0;0;7.1334410627217][7.1334410627217;0;0][0.593348580499911;1.2306563818144;5.30943610040739][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,9.05017325,16,TRUE,1111010611,32,,,9.346052201,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,,,,,
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 8",,300,1,[300;600;1200],Polynomial,"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,17.80630558,TRUE,300033,50:51.4,,6543,817.964557,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,512.4168305,Population Age Distribution,1330.381387,17.80630558,58.58626943,817.964557,ItemArray<IScope>,[[14.1115232944555;0;0][0;0;14.1111678614251][0;14.1117651254791;0][2.96948688468407;1.00114225096301;10.1415203711362][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,11.63437974,16,TRUE,2016653492,32,,,11.63437974,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,,,,,
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 9",,300,1,[300;600;1200],Polynomial,"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,24.27766399,TRUE,300033,24:54.8,,6543,1306.96081,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,23.96108658,Population Age Distribution,1330.921897,24.27766399,75.03418361,1306.96081,ItemArray<IScope>,[[5.10811964875933;0;0][0;0;5.10811968683306][0;5.10811965902792;0][1.21234697376107;2.10668083089362;1.78909218512128][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,13.91704467,16,TRUE,2022106474,32,,,13.91704467,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,,,,,
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 10",,300,1,[300;600;1200],Polynomial,"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,20.68880905,TRUE,300033,51:24.3,,6543,1324.873536,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,6.063872422,Population Age Distribution,1330.937409,20.68880905,69.76028743,1324.873536,ItemArray<IScope>,[[0;0;4.30752263881163][4.30752261979609;0;0][0;4.30752262335768;0][1.44185653849476;1.97614695931946;0.88951942249296][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,17.65706043,16,TRUE,1205404648,32,,,17.65706043,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,,,,,
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 11",,300,1,[300;600;1200],Polynomial,"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,21.69333516,TRUE,300033,25:17.1,,6543,1259.568869,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,70.81251817,Population Age Distribution,1330.381387,21.69333516,68.03874825,1259.568869,ItemArray<IScope>,[[0;9.37100147495534;0][0;0;9.37100147491893][9.37100147491893;0;0][3.51426291990848;3.51426291990848;2.34247563512276][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,19.02381261,16,TRUE,1830653493,32,,,19.02381261,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,,,,,
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 12",,300,1,[300;600;1200],Polynomial,"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,20.15997985,TRUE,300033,21:53.6,,6543,1323.661892,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,7.336288802,Population Age Distribution,1330.998181,20.15997985,66.95811213,1323.661892,ItemArray<IScope>,[[4.31499175769857;0;0][0;0;4.31499175787336][0;4.31499175793483;0][0.35350332465897;0.584682811164784;3.37680562210059][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,12.03178434,16,TRUE,1732193019,32,,,12.03178434,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,,,,,
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 13",,300,1,[300;600;1200],Polynomial,"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,15.31281027,TRUE,300033,57:42.2,,6543,1330.34566,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.648653398,Population Age Distribution,1330.994313,15.31281027,50.3675595,1330.34566,ItemArray<IScope>,[[0;0;1.89988558370376][0;1.89988552010291;0][1.89988562741333;0;0][0.464733425164426;0.322139819481842;1.11301246632121][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,14.70944642,16,TRUE,699557836,32,,,14.70944642,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,,,,,
