,AgeGap,AgeLimits,Algorithm Name,EvaluatedSolutions,Execution Time,Generations,NumberOfLayers,OpenLayers,ParetoFrontResults.Absolute Distance to BestKnownHypervolume,ParetoFrontResults.Crowding,ParetoFrontResults.Generational Distance,ParetoFrontResults.Hypervolume,ParetoFrontResults.Pareto Front,ParetoFrontResults.Spacing,PopulationSize,Seed,SelectedParents,Problem
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=16} Run 9",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=16}",300032,11:04.8,6258,3,3,0.33266047,0.395548347,0.877518859,1330.666823,[[3.74915180455534E-33;6.41400469862765E-17;1.04752105500801][1;0;0][6.11920201538908E-17;5.93342042114576E-18;2.74024481148012][...]],0.344049135,16,382317503,32,DTLZ2
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=16} Run 10",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=16}",300032,10:26.1,5864,3,3,1.354520532,0.705090068,2.400405433,1329.643794,[[6.12303176911189E-17;4.80945393280791;0][1;0;0][6.08815920104642E-17;3.14776137382805E-17;4.82370594231078][...]],0.476689108,16,29604346,32,DTLZ2
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=16} Run 12",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=16}",300000,11:24.8,6542,3,3,0.610697086,0.423416021,0.79445709,1330.386485,[[1;0;0][0.134974751590387;1.75003904156508;0][6.09874594702458E-17;1.2391303386226E-17;2.27443429567329][...]],0.550747414,16,1243095879,32,DTLZ2
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=16} Run 12",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=16}",300000,11:13.0,6385,3,3,0.598833211,0.371760388,0.699723054,1330.39967,[[1;0;0][5.79205574310657E-17;3.88934950361518E-17;1.95852935185413][6.12303176911189E-17;2.04223325140392;0][...]],0.419419832,16,925237394,32,DTLZ2
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=16} Run 10",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=16}",300032,11:06.0,6258,3,3,1.162386556,0.624999392,1.419461165,1329.836758,[[3.74915180455534E-33;6.44928510007716E-17;1.05328297210723][1;0;0][6.12303176911189E-17;2.86027637189359;0][...]],0.681641166,16,556202106,32,DTLZ2
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=16} Run 11",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=16}",300032,10:23.7,5864,3,3,0.668647843,0.599148622,1.678622568,1330.326428,[[6.1210608076096E-17;4.45739341454253;0.113124493127111][1;0;0][6.12303176911189E-17;0;6.55913657718949][...]],0.333521029,16,1903438010,32,DTLZ2
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=16} Run 13",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=16}",300000,11:21.6,6542,3,3,0.986687056,0.370722457,0.669644563,1330.007514,[[1;0;0][3.74915180455534E-33;6.52373594783777E-17;1.0654421198249][6.12303176911189E-17;0;2.80362257272458][...]],0.137404449,16,1769688739,32,DTLZ2
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=16} Run 13",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=16}",300000,11:11.9,6385,3,3,0.829619267,0.785136042,1.447075827,1330.167549,[[1;0;0][6.10554606004758E-17;2.47967493236125;0.187801838629742][3.74915180455534E-33;6.41665728059267E-17;1.04795426882513][...]],0.445254788,16,1944570540,32,DTLZ2
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=16} Run 11",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=16}",300032,11:04.9,6258,3,3,0.567832497,0.400721376,1.005823698,1330.43169,[[1;0;0][6.12242315863143E-17;4.34335463933547;0.0612433761244638][3.74915180455534E-33;6.46155657008462E-17;1.05528712143557][...]],0.222763436,16,366207055,32,DTLZ2
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=16} Run 12",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=16}",300032,10:21.5,5864,3,3,0.942070337,0.603331926,1.513844146,1330.056792,[[6.11491779580505E-17;4.42820743398519;0.228196222228201][6.12303176911189E-17;0;9.88973531322862][1;0;0][...]],0.722251031,16,1419669082,32,DTLZ2
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=16} Run 14",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=16}",300000,11:21.8,6542,3,3,0.594284398,0.304911841,0.684909226,1330.405148,[[1;0;0][3.74915180455534E-33;6.56313375053473E-17;1.07187648178521][6.12303176911189E-17;0;1.74274336006412][...]],0.146392519,16,746706513,32,DTLZ2
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=16} Run 14",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=16}",300000,11:10.7,6385,3,3,0.977593732,0.359896749,1.114109258,1330.021909,[[1;0;0][6.05692692036875E-17;3.24763217211511;0.481120726850741][6.10671070087947E-17;1.1955593234991E-17;2.67601278787786][...]],0.179042283,16,1014124907,32,DTLZ2
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=16} Run 12",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=16}",300032,11:00.1,6258,3,3,0.315000175,0.577594858,1.074200612,1330.684678,[[1;0;0][6.12303176911189E-17;0;2.12831691573084][3.74915180455534E-33;6.47006797240067E-17;1.05667718482851][...]],1.050879358,16,1496481881,32,DTLZ2
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=16} Run 13",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=16}",300032,10:20.1,5864,3,3,0.542040568,0.729707913,1.742841474,1330.455177,[[1;0;0][6.12303176911189E-17;1.27674708132047;0][3.74915180455534E-33;6.49660534491027E-17;1.0610112097871][...]],0.803395247,16,103604033,32,DTLZ2
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=16} Run 15",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=16}",300000,11:22.8,6542,3,3,0.680084622,0.602992336,1.420246875,1330.31973,[[1;0;0][6.12303176911189E-17;4.61937655388315;0][3.74915180455534E-33;6.45366393434686E-17;1.05399811363104][...]],0.18672292,16,945955072,32,DTLZ2
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=16} Run 15",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=16}",300000,11:10.9,6385,3,3,0.640996808,0.707918876,1.192404541,1330.350079,[[1;0;0][3.74915180455534E-33;6.55663294027052E-17;1.07081478383731][6.12193430615092E-17;9.35388359999096E-18;8.06897244122021][...]],0.627929084,16,857949091,32,DTLZ2
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=16} Run 13",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=16}",300032,11:07.7,6258,3,3,0.238127571,0.521648199,1.701264233,1330.759637,[[6.11757058127555E-17;1.37916237487873E-17;5.3342141690342][1;0;0][3.74915180455534E-33;6.38933000119851E-17;1.04349123802199][...]],0.263950761,16,98155605,32,DTLZ2
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=16} Run 14",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=16}",300032,10:28.3,5864,3,3,0.951987595,0.520455576,1.900551831,1330.046225,[[1;0;0][3.74915180455534E-33;6.48268158332085E-17;1.05873721185365][6.12303176911189E-17;0;4.35390433940587][...]],0.206470983,16,462968567,32,DTLZ2
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=16} Run 16",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=16}",300000,11:31.2,6542,3,3,0.758912132,0.288939714,0.677310647,1330.24092,[[1;0;0][6.09807984905449E-17;9.75888580410026E-18;1.76722926822292][3.74915180455534E-33;6.46335665575689E-17;1.05558110744448][...]],0.261356888,16,1558654806,32,DTLZ2
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=16} Run 16",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=16}",300000,11:20.2,6385,3,3,0.991396531,0.812988678,1.351825615,1330.001976,[[1;0;0][3.74915180455534E-33;6.4438970894712E-17;1.0524030141372][6.11342711195285E-17;1.25794525535469E-17;3.66938203394496][...]],0.375528953,16,2058386365,32,DTLZ2
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=16} Run 14",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=16}",300032,11:14.1,6258,3,3,1.442276831,0.712167103,1.766146783,1329.553018,[[1;0;0][3.74915180455534E-33;6.46730683010419E-17;1.05622624117827][6.11770584676065E-17;6.1591956541386E-18;2.41225264122617][...]],0.622888866,16,87600086,32,DTLZ2
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=16} Run 15",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=16}",300032,10:31.9,5864,3,3,0.43680776,0.476639954,1.248875845,1330.561538,[[1;0;0][6.12303176911189E-17;0;5.16617383368519][6.05750844616306E-17;2.79737588711286;0.412560866652394][...]],0.305511364,16,233323786,32,DTLZ2
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=16} Run 17",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=16}",300000,11:35.9,6542,3,3,0.961911092,0.361632501,0.792361971,1330.037443,[[1;0;0][6.06813756961819E-17;3.25640196794264;0.439004023420966][3.74915180455534E-33;6.3887564972553E-17;1.04339757462698][...]],0.19587207,16,1555353653,32,DTLZ2
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=16} Run 17",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=16}",300000,11:24.5,6385,3,3,0.952334324,0.663410865,1.788588399,1330.046838,[[1;0;0][6.12196512894475E-17;9.0843015093648E-18;7.94883044610403][6.12284196699489E-17;3.67188138318744;0.0289121912260967][...]],0.401988737,16,816756339,32,DTLZ2
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=16} Run 15",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=16}",300032,11:09.0,6258,3,3,0.459083355,0.415599958,1.15598103,1330.540875,[[1;0;0][6.12303176911189E-17;0;1.71235812716143][0.0553040464779355;3.08438408781666;0][3.74915180455534E-33;6.53198023998114E-17;1.06678855937548][...]],0.159445706,16,1660815144,32,DTLZ2
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=16} Run 16",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=16}",300032,10:28.6,5864,3,3,0.9841879,0.568000687,1.54825076,1330.013989,[[1;0;0][0.299598514633737;0;1.89902307752251][0.108422226956907;1.51671921218645;0][6.12259588501866E-17;2.46100143240709;0.0293665079490022][...]],0.682771695,16,455750744,32,DTLZ2
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=16} Run 18",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=16}",300000,11:14.2,6385,3,3,0.834096477,0.633440512,1.387866803,1330.161434,[[1;0;0][3.74915180455534E-33;6.55285965443467E-17;1.07019853914381][5.94587348163483E-17;3.32073037337876E-17;2.2710094368369][...]],0.424262171,16,274072877,32,DTLZ2
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=16} Run 18",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=16}",300000,11:24.1,6542,3,3,0.60413325,0.432216238,0.966593612,1330.389515,[[1;0;0][0.402076004465409;0;3.39455682645022][6.12214569089823E-17;2.09719869176324;0.0356824354356236][...]],0.266692534,16,1372423901,32,DTLZ2
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=16} Run 16",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=16}",300032,11:05.4,6258,3,3,0.338946424,0.546487904,1.509681327,1330.660559,[[6.12303176911189E-17;1.82505800569326;0][1;0;0][6.12303176911189E-17;0;1.93819919548624][3.74915180455534E-33;6.39778182082537E-17;1.04487157050197][...]],0.427089788,16,210960162,32,DTLZ2
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=16} Run 17",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=16}",300032,10:26.6,5864,3,3,0.685619666,0.771576099,2.230277065,1330.311836,[[1;0;0][6.07540576686738E-17;6.94742826436908;0.871611495556656][3.74915180455534E-33;6.49845981062723E-17;1.06131407702459][...]],0.432360035,16,47439207,32,DTLZ2
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=16} Run 19",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=16}",300000,11:22.7,6385,3,3,0.276174121,0.38313339,0.767695283,1330.721412,[[1;0;0][5.89525766899165E-17;2.22987459394958;0.625822461966192][3.74915180455534E-33;6.44479118525667E-17;1.05254903588251][...]],0.520729687,16,112186939,32,DTLZ2
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=16} Run 19",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=16}",300000,11:33.1,6542,3,3,0.617588304,0.364760349,0.853646426,1330.379063,[[1;0;0][3.74915180455534E-33;6.50137495179961E-17;1.06179017143048][6.10149340776823E-17;2.08688909944646;0.175503407610941][...]],0.176986243,16,479795456,32,DTLZ2
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=16} Run 17",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=16}",300032,11:16.0,6258,3,3,1.108598593,0.565077482,1.722657769,1329.891338,[[1;0;0][6.12240528921394E-17;5.7236098090273;0.0818820409395349][3.74915180455534E-33;6.52098059449953E-17;1.06499212161451][...]],0.237273346,16,1305254332,32,DTLZ2
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=16} Run 18",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=16}",300032,10:32.5,5864,3,3,1.359043377,0.579166636,1.764463268,1329.63948,[[1;0;0][5.99972492235145E-17;3.64500078713579;0.742780643448705][3.74915180455534E-33;6.39491505296323E-17;1.04440337631806][...]],0.374922852,16,1582318280,32,DTLZ2
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=16} Run 20",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=16}",300000,11:25.9,6385,3,3,1.155145486,0.353549391,1.033259054,1329.843301,[[1;0;0][3.74915180455534E-33;6.48655383017587E-17;1.05936961864183][0.38268343236509;0;1.78424771779382][...]],0.187275391,16,303595369,32,DTLZ2
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=16} Run 20",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=16}",300000,11:32.3,6542,3,3,0.36493255,0.694209592,1.33298368,1330.632826,[[1;0;0][0.559803122427386;0;7.35140630659469][6.12303176911189E-17;5.48954755097464;0][3.74915180455534E-33;6.57215620555225E-17;1.07335000917454][...]],0.382025345,16,1038049090,32,DTLZ2
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=16} Run 18",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=16}",300032,10:54.0,6258,3,3,1.045011333,0.475946211,1.179736805,1329.951964,[[0.366069442452041;3.2945472943937;0][1;0;0][5.55532821511294E-17;6.42025091357471E-17;2.49344771352031][...]],0.259654683,16,1520154461,32,DTLZ2
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=16} Run 19",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=16}",300032,10:04.9,5864,3,3,0.282651573,0.669565438,1.687880799,1330.716522,[[0.219241100692785;0;2.32490662191676][1;0;0][6.12303176911189E-17;0;4.57524631114869][3.74915180455534E-33;6.46209747630351E-17;1.05537546104237][...]],0.641859827,16,892320790,32,DTLZ2
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=16} Run 20",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=16}",300032,07:47.7,5864,3,3,0.16648143,0.906813035,2.429019239,1330.83287,[[6.12303176911189E-17;8.11325821111858;0][1;0;0][6.12303176911189E-17;0;2.20389657885944][3.74915180455534E-33;6.33933910135428E-17;1.0353268348751][...]],0.244183777,16,1236642999,32,DTLZ2
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=16} Run 19",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=16}",300032,08:16.9,6258,3,3,0.56063969,0.625258315,1.380646228,1330.434201,[[5.95214593077885E-17;2.15765292583868;0.520724267931308][1;0;0][3.74915180455534E-33;6.47621820899308E-17;1.05768162786005][...]],0.867302973,16,148622319,32,DTLZ2
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=16} Run 20",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=16}",300032,07:19.2,6258,3,3,0.732077976,0.447456064,1.217769786,1330.267881,[[1;0;0][6.11668593733424E-17;3.64632117899451;0.166137899821803][6.12177150170176E-17;5.88639447223109E-18;4.73851329822036][...]],0.250094924,16,1526798179,32,DTLZ2
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 1",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,06:53.0,5784,5,5,120.956705,150.9554025,718.1297442,1210,[[1;0;0][3.74915180455534E-33;1.42091281812779E-15;23.2060337379874][6.12303176911189E-17;0;23.2062472911732][...]],61.49353808,10,1502180497,20,DTLZ3
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 1",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,07:14.1,6135,5,5,20.42760438,106.3359022,383.3560004,1310.529101,[[1;0;0][3.74915180455534E-33;4.38273646317591E-16;7.15778821414086][6.12303071975878E-17;365.889706775626;0.214211516185195][...]],116.8399166,10,1526721732,20,DTLZ3
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 1",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,07:22.5,6471,5,5,73.34575357,94.0838973,412.1318304,1257.647976,[[1;0;0][6.1230317182974E-17;1.02284942170536E-17;1296.64077293194][3.74915180455534E-33;4.08586207328234E-16;6.67293952955428][...]],65.17215951,10,240065795,20,DTLZ3
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 1",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,07:40.5,6955,5,5,21.32077654,114.7144322,402.9413415,1309.678613,[[1;0;0][3.74915180455534E-33;1.38025724975961E-16;2.25420559913216][6.12303174702274E-17;4.9272908909244E-18;947.371878338254][...]],61.135598,10,1766861999,20,DTLZ3
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 1",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,12:13.6,9026,10,9,33.77046566,189.8139794,457.7034269,1297.186239,[[1;0;0][6.1230278558995E-17;1.06445631232937E-16;1537.66931278783][6.12303176911189E-17;0;3.07397824483309][...]],141.9938454,5,327990743,10,DTLZ3
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 1",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,13:12.6,10982,10,8,12.18193402,128.9035632,270.4272799,1318.774771,[[1;0;0][5.74982287993352E-17;7.38300164490778E-17;3.50735237028987][6.12303176911189E-17;3.49645950271127;0][...]],148.3953799,5,1768386652,10,DTLZ3
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 2",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,07:07.8,5784,5,5,110.0238361,125.6578442,466.4732447,1220.932869,[[1;0;0][3.74915180455534E-33;9.05797368747218E-16;14.7932821991319][6.12303176911189E-17;0;14.7932821991319][...]],81.08165999,10,277766992,20,DTLZ3
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 2",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,07:31.2,6135,5,5,78.75906586,112.6111611,442.5502458,1252.197639,[[1;0;0][6.12303176911189E-17;0;8.06101408012483][3.74915180455534E-33;4.93578453038625E-16;8.06101408012483][...]],43.23244049,10,333277933,20,DTLZ3
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 2",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,07:40.4,6471,5,5,40.39534567,107.4872588,389.7070327,1290.561359,[[1;0;0][6.12303176911189E-17;0;7.49993181287059][3.74915180455534E-33;4.59223207563795E-16;7.49993181287059][...]],101.3888102,10,728855828,20,DTLZ3
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 2",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,07:57.4,6955,5,5,2.161295065,91.06929519,382.1805283,1328.838486,[[1;0;0][6.12303176911189E-17;0;1.50481302650915][3.74915180455534E-33;9.21401796788896E-17;1.50481302650915][...]],63.48577056,10,2122278289,20,DTLZ3
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 3",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,07:08.6,5784,5,5,120.956705,153.1273127,674.8422634,1210,[[1;0;0][3.74915180455534E-33;1.82999194846438E-15;29.8870235770442][6.12303176911189E-17;0;29.9215923441251][...]],98.56832787,10,1702785246,20,DTLZ3
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 3",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,07:28.0,6135,5,5,45.46168078,149.7677398,577.8698109,1285.495024,[[1;0;0][3.74915180455534E-33;3.64743716121617E-16;5.95691366426669][6.12276718497764E-17;266.765567878465;2.48003316775951][...]],146.9716786,10,571487838,20,DTLZ3
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 3",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,07:39.5,6471,5,5,18.18011565,130.2708873,418.6718415,1312.7994,[[1;0;0][6.12303176911189E-17;0;3.41164088734251][3.74915180455534E-33;2.08895855379993E-16;3.41164088734251][...]],78.91909653,10,148993717,20,DTLZ3
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 3",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,07:55.1,6955,5,5,0.020365439,54.4598154,190.8958027,1330.978284,[[1;0;0][3.74915180455534E-33;2.29086896655861E-16;3.74139650575567][6.12303176911189E-17;0;3.74008332280911][...]],38.41798833,10,1835225873,20,DTLZ3
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 2",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,12:28.4,9026,10,9,14.66043894,207.8337489,489.1936847,1316.296266,[[1;0;0][6.12302407012053E-17;542.944467782293;0.861002632372743][3.74915180455534E-33;8.1846754740669E-17;1.33670308806091][...]],65.45408786,5,1636588578,10,DTLZ3
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 2",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,13:32.1,10982,10,8,1.350945106,153.4565483,385.6484798,1329.637377,[[1;0;0][6.12303176911189E-17;1.16731422676663;0][6.12303176911189E-17;0;1.16731587909593][6.12303139883214E-17;5.8342253104E-19;27.3980698722269][...]],54.27397133,5,1450337100,10,DTLZ3
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 4",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,07:11.2,5784,5,5,120.6750559,139.2567022,659.7763315,1210.281649,[[1;0;0][3.74915180455534E-33;1.79604644607067E-15;29.3326331431264][6.08939041812589E-17;2.27943440687425E-16;35.5622704639144][...]],142.6144752,10,1360331654,20,DTLZ3
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 4",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,07:30.9,6135,5,5,120.956705,129.5522951,544.5630228,1210,[[1;0;0][6.1222274802945E-17;625.922923516312;10.14615288622][6.12303140607952E-17;1.37722565598704E-17;653.181964382778][...]],65.77914881,10,1411905897,20,DTLZ3
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 4",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,07:38.0,6471,5,5,13.45873554,123.9813491,519.7333004,1317.537571,[[1;0;0][6.12303063130478E-17;3.47697372309118E-17;931.469958420511][3.74915180455534E-33;2.43171619537573E-16;3.97142508331039][...]],61.91602524,10,100451362,20,DTLZ3
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 4",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,07:56.6,6955,5,5,0.714072522,108.3354539,383.8465559,1330.285853,[[1;0;0][6.12303176911189E-17;0;3.51905918877728][3.74915180455534E-33;2.15473112102684E-16;3.51905918877728][...]],28.24823198,10,531014109,20,DTLZ3
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 5",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,07:08.3,5784,5,5,120.956705,119.3035425,596.6903074,1210,[[1;0;0][3.74915180455534E-33;2.05754833792515E-15;33.6034241779475][6.12303176911189E-17;0;33.6033338609147][...]],78.37776865,10,318767848,20,DTLZ3
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 5",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,07:29.3,6135,5,5,51.16996709,143.8735562,457.7698749,1279.823046,[[1;0;0][6.12165637560454E-17;249.573477057144;5.29074501091555][6.12303176911189E-17;0;6.43083785016591][...]],67.87542933,10,1307482143,20,DTLZ3
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 3",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,12:32.4,9026,10,9,20.90854636,68.18528326,232.1054429,1310.048159,[[1;0;0][6.12303176911189E-17;0;1.90471285391285][3.74915180455534E-33;1.16626173155441E-16;1.90471285391285][...]],70.17334733,5,1495615862,10,DTLZ3
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 5",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,07:43.5,6471,5,5,84.44231939,130.2930948,404.6054179,1246.553899,[[1;0;0][6.12230817234877E-17;467.825986607258;7.1928811841027][3.74915180455534E-33;4.70060143480353E-16;7.67691825235348][...]],117.7758833,10,266911057,20,DTLZ3
