,AgeGap,AgeLimits,Algorithm Name,BestKnownFront,Crowding,Encoding.ProblemSize,EvaluatedSolutions,Execution Time,Generations,NonDominatedElites,NumberOfLayers,OpenLayers,ParetoFrontResults.Absolute Distance to BestKnownHypervolume,ParetoFrontResults.Best known hypervolume,ParetoFrontResults.Crowding,ParetoFrontResults.Generational Distance,ParetoFrontResults.Hypervolume,ParetoFrontResults.Pareto Front,ParetoFrontResults.Spacing,PopulationSize,ProblemSize,ReferencePoint,Seed,SelectedParents,Spacing,TestFunction
"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1} Run 35",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],63.78575274,20,300037,39:44.2,7987,1,8,8,0.036381011,1330.986196,0.796381053,0.049519977,1330.949815,[[0;0;0.559230078504768][0.559271751117507;0;0][0;0.559257974949745;0][0.296728001514464;0.243814030258667;0.0192999073197888][...]],0.086774063,6,20,[11;11;11],914465308,12,85.90431035,DTLZ1
"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1} Run 36",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],65.60947922,20,300037,36:14.1,7987,1,8,8,0.877383856,1330.979289,2.116142487,0.679151279,1330.101905,[[1.30738006816166;0;0][0;1.30738006815988;0][0;0;1.30738006815935][0.550293621640627;0.265184695875206;0.491901750645823][...]],0.348794586,6,20,[11;11;11],586237057,12,59.88862171,DTLZ1
"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1} Run 37",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],51.89980899,20,300037,16:24.1,7987,1,8,8,0.025460581,1330.997633,0.771940128,0.013838299,1330.972173,[[0;0;0.509846289830406][0.509846289681548;0;0][0;0.50965179734429;0][0.0597730618390308;0.337068653670165;0.12054641521683][...]],0.069808879,6,20,[11;11;11],745621767,12,58.20630711,DTLZ1
"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1} Run 38",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],67.62336082,20,300037,36:10.6,7987,1,8,8,0.040041679,1330.997128,0.721461091,0.004489282,1330.957087,[[0.50109740200358;0;0][0;0.501097155307939;0][0;0;0.501097154313179][0.144714182147353;0.217770211911926;0.138612882984526][...]],0.069037242,6,20,[11;11;11],862942968,12,52.42024224,DTLZ1
"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1} Run 39",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],54.91869289,20,300037,34:41.8,7987,1,8,8,0.816430321,1330.970985,1.617001788,0.596923465,1330.154554,[[0;0;1.23335487920776][1.23335487920776;0;0][0;1.23335487920776;0][0.519527001557422;0.378880012832596;0.334947864817741][...]],0.247000511,6,20,[11;11;11],679529224,12,42.3567087,DTLZ1
"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1} Run 40",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],48.75058246,20,300037,34:03.4,7987,1,8,8,0.066150266,1330.917572,1.421166377,0.413575883,1330.851422,[[1.00279644725695;0;0][0;1.00279645095603;0][0;0;1.00279522789989][0.469498617374914;0.27638118208495;0.256916430877268][...]],0.255932642,6,20,[11;11;11],5032846,12,37.59948042,DTLZ1
"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1} Run 41",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],50.521802,20,300037,30:43.4,7987,1,8,8,0.121548475,1330.909869,1.445243486,0.426187303,1330.78832,[[0;0;1.01305059767497][1.01305059767497;0;0][0;1.02670179956298;0][0.599371530499148;0.167827222019961;0.259504071221413][...]],0.237807869,6,20,[11;11;11],279790364,12,62.43721993,DTLZ1
"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1} Run 42",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],25.34943919,20,300037,39:38.1,7987,1,8,8,0.427862705,1330.937656,1.464219923,0.463452691,1330.509793,[[1.06154860669935;0;0][0;1.06154854600017;0][0;0;1.06154854596091][0.096479656961135;0.458863641303504;0.506205394510743][...]],0.192657303,6,20,[11;11;11],930778899,12,20.95300303,DTLZ1
"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1} Run 43",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],84.77868835,20,300037,39:27.7,7987,1,8,8,0.064418367,1330.999011,0.660251052,0.077585326,1330.934593,[[0;0.503002715204659;0][0.502998361409112;0;0][0;0;0.503001052814255][0.24650608486965;0.279032085356683;0.132451866906749][...]],0.061251618,6,20,[11;11;11],2073343859,12,104.7594916,DTLZ1
"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1} Run 44",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],65.20833558,20,300037,16:35.9,7987,1,8,8,2.520359351,1330.79131,3.369531173,1.366943322,1328.270951,[[0;2.11906905564813;0][0;0;2.12159805488677][2.12159793565468;0;0][1.22826300489498;0.466494400622063;0.425657011572][...]],0.271473024,6,20,[11;11;11],555156117,12,70.34075108,DTLZ1
"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1} Run 45",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],36.81888644,20,300037,32:42.4,7987,1,8,8,0.245932502,1330.982089,1.378561331,0.405896418,1330.736157,[[0;1.0032717151737;0][1.00326505498806;0;0][0;0;1.003271257611][0.201364482680756;0.389176987681733;0.412767472712155][...]],0.146715328,6,20,[11;11;11],1506087199,12,27.1188406,DTLZ1
"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1} Run 46",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],87.55252659,20,300037,35:13.6,7987,1,8,8,0.373585703,1330.989195,1.358875472,0.404968479,1330.615609,[[0;0;1.00916213598526][1.00916213598526;0;0][0;1.00916213598526;0][0.425400818736244;0.323459135727466;0.260302181521554][...]],0.154353358,6,20,[11;11;11],1493672053,12,44.31623051,DTLZ1
"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1} Run 47",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],78.06214202,20,300037,33:19.8,7987,1,8,8,0.093052045,1330.98678,0.865977468,0.113394901,1330.893728,[[0;0;0.639920334931531][0;0.639920334931531;0][0.639920334931531;0;0][0.29717143472833;0.206097685333892;0.136651214869309][...]],0.101682331,6,20,[11;11;11],1168742070,12,50.61770685,DTLZ1
"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1} Run 48",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],29.07774997,20,300037,30:18.8,7987,1,8,8,0.411172898,1330.959227,1.665114412,0.514789047,1330.548054,[[1.12017992949137;0;0][0;0;1.12023618270359][0;1.12024149990201;0][0.542104370498361;0.578126938876824;0][...]],0.184224787,6,20,[11;11;11],705830696,12,18.08449801,DTLZ1
"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1} Run 49",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],58.06807204,20,300037,34:04.0,7987,1,8,8,0.039223773,1330.999319,0.694115321,0.016677254,1330.960095,[[0;0.51612816002492;0][0.516128262050508;0;0][0;0;0.516128262050508][0.258064541431896;0.258064541431896;0][...]],0.102162782,6,20,[11;11;11],1389666060,12,96.68998322,DTLZ1
"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1} Run 50",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],66.04201669,20,300037,34:03.5,7987,1,8,8,0.025264941,1330.995184,0.736611631,0.006687236,1330.96992,[[0;0;0.504123734636963][0.504123734636963;0;0][0;0.504123734636963;0][0.126030933659241;0.126030933659241;0.252061867318481][...]],0.046106551,6,20,[11;11;11],224852822,12,46.58475728,DTLZ1
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 1",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],15.48278416,20,300033,17:50.5,6543,3,3,3,346.1887914,1330.381387,5.910022758,10.32591225,984.1925961,[[13.7024929749273;0;0][0;13.7027707738114;0][0;0;13.7024925192313][6.20294515926276;4.01418768953932;3.48600600410615][...]],0.910480541,16,20,[11;11;11],630072817,32,7.013492968,DTLZ1
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 2",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],16.13121628,20,300033,18:55.9,6543,3,3,3,7.779616133,1330.536383,1.773499097,2.794135089,1322.756767,[[0;4.12700983896573;0][4.12698191455717;0;0][0;0;4.12698674054389][1.25512525758861;1.15320635130368;1.71892320385674][...]],0.354822772,16,20,[11;11;11],118761924,32,10.64252169,DTLZ1
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 3",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],13.40441233,20,300033,18:03.0,6543,3,3,3,0.632783668,1330.997027,0.811525555,1.069737308,1330.364243,[[0;1.91781005840524;0][0;0;1.91781005840524][1.91781005840524;0;0][0.113400115819551;1.2451569891696;0.559252953416097][...]],0.115031223,16,20,[11;11;11],746798238,32,6.983471855,DTLZ1
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 4",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],18.01453671,20,300033,16:23.3,6543,3,3,3,38.2729044,1330.381387,2.875313199,4.918635974,1292.108483,[[6.89974918071573;0;0][0;6.86579215773949;0][0;0;6.87820617928693][1.44738856222966;4.38094900526532;1.05790704179144][...]],0.377925891,16,20,[11;11;11],506601878,32,6.713602562,DTLZ1
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 5",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],16.78985223,20,300033,22:46.6,6543,3,3,3,23.37191481,1330.838299,2.749982365,4.51348182,1307.466384,[[0;6.46607908092022;0][0;0;6.46607889127174][6.46607900034005;0;0][4.51346735284366;0.443239461689176;1.50937285809149][...]],0.262698174,16,20,[11;11;11],1782951532,32,9.749004642,DTLZ1
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 6",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],20.22399234,20,300033,19:47.7,6543,3,3,3,50.57443922,1330.901601,3.060702232,5.323388723,1280.327162,[[0;0;7.34271368653118][7.34271398957588;0;0][0;7.34271368653118;0][4.40859026206149;2.5580679525308;0.377077534922822][...]],0.590175662,16,20,[11;11;11],1553444890,32,13.10164993,DTLZ1
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 7",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],22.23020395,20,300033,19:30.9,6543,3,3,3,109.3395633,1330.381387,3.54371326,6.146154271,1221.041824,[[0;8.61581570383915;0][0;0;8.61573268783548][8.61570957451249;0;0][3.61570997990947;2.48251510374451;2.53155463578785][...]],0.611287673,16,20,[11;11;11],809461938,32,15.45495148,DTLZ1
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 8",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],14.31887118,20,300033,19:44.3,6543,3,3,3,1.962865388,1330.381387,2.150399488,3.56505117,1328.418522,[[0;0;5.26682131154931][5.26685569785946;0;0][0;4.76615644753294;0][0.0824222442533573;1.40352281056775;3.780966026334][...]],0.406880177,16,20,[11;11;11],1785417824,32,9.508528072,DTLZ1
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 9",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],15.75806065,20,300033,20:53.3,6543,3,3,3,6.108825325,1330.815923,1.81760348,2.937996203,1324.707098,[[0;4.34159426198494;0][0;0;4.34172128576044][4.34167051818896;0;0][0.244090276141624;0.544334661096822;3.55321808452635][...]],0.233391435,16,20,[11;11;11],707611227,32,11.99570798,DTLZ1
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 10",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],19.6331266,20,300033,19:32.8,6543,3,3,3,1.674527757,1330.956464,1.058610607,1.513420049,1329.281936,[[0;0;2.53388509899796][0;2.53422990883908;0][2.53423759240433;0;0][0.830259149930183;0.691052962849157;1.01257300413602][...]],0.114549247,16,20,[11;11;11],1588042112,32,13.71138475,DTLZ1
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 11",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],25.77142066,20,300033,45:59.3,6543,3,3,3,3.22889212,1330.985688,1.266252457,2.045517485,1327.756795,[[0;0;3.20651938116995][3.20654183422288;0;0][0;3.20653620810535;0][1.59792370052588;1.60859568029271;0][...]],0.297062896,16,20,[11;11;11],475261398,32,11.85805626,DTLZ1
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 12",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],12.30386847,20,300033,21:40.8,6543,3,3,3,26.94122778,1330.676916,2.513089392,4.162303108,1303.735688,[[0;0;5.95573841219227][5.95573841031963;0;0][0;5.95573841812317;0][3.43056905578394;1.10811680749022;1.41705257166257][...]],0.354905792,16,20,[11;11;11],1182783500,32,7.177669904,DTLZ1
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 13",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],12.66079599,20,300033,21:28.0,6543,3,3,3,9.362876388,1330.381387,2.120712374,3.39448443,1321.018511,[[0;4.97623533576458;0][0;0;4.97623536812234][4.9762352867652;0;0][0.269831796727446;0.823073015732897;3.88333135899042][...]],0.341563351,16,20,[11;11;11],1009241058,32,4.938642894,DTLZ1
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 14",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],13.72578357,20,300033,20:20.1,6543,3,3,3,81.33899433,1330.381387,3.918259882,6.814862096,1249.042393,[[9.38876072704612;0;0][0;9.38876073266278;0][0;0;9.38876072704612][0.248716878772752;3.04704702125274;6.09318822877392][...]],0.513312154,16,20,[11;11;11],541483737,32,9.568972688,DTLZ1
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 15",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],18.44898855,20,300033,44:04.2,6543,3,3,3,129.3323685,1330.381387,4.374298112,7.697890587,1201.049019,[[0;0;10.5592415899246][0;10.5592327920689;0][10.5592335053651;0;0][2.85385137432892;5.16933150206731;2.53626576520856][...]],0.600237182,16,20,[11;11;11],306367956,32,9.363143265,DTLZ1
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 16",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],13.0876851,20,300033,26:25.0,6543,3,3,3,32.07873444,1330.381387,2.462387406,4.119952424,1298.302653,[[0;5.80962749066557;0][5.80962701293642;0;0][0;0;5.80962701293642][3.94869533642303;1.60579933493757;0.255132471853305][...]],0.407044836,16,20,[11;11;11],2090008661,32,10.06063858,DTLZ1
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 17",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],15.66809613,20,300033,19:23.6,6543,3,3,3,329.7966771,1330.381387,5.635413402,10.04311791,1000.58471,[[13.654600900938;0;0][0;13.654600902444;0][0;0;13.6546029778074][10.0855911139;1.22177268165447;2.34730459928648][...]],0.686195426,16,20,[11;11;11],877375672,32,7.937787246,DTLZ1
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 18",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],19.01603779,20,300033,18:40.7,6543,3,3,3,0.146877229,1330.995311,0.431194695,0.366989392,1330.848434,[[0;1.01857594409057;0][1.01857451271147;0;0][0;0;1.01857429136195][0.4167744975535;0.538414284837869;0.0633925911777578][...]],0.035826045,16,20,[11;11;11],1272075562,32,15.20810691,DTLZ1
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3} Run 19",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=3}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],26.07060555,20,300033,19:52.4,6543,3,3,3,1.438467609,1330.953821,1.04030211,1.496930471,1329.515354,[[0;2.50271443450077;0][2.50269992043633;0;0][0;0;2.50271937648751][2.23565772105176;0.10111710785067;0.165948067810965][...]],0.127483474,16,20,[11;11;11],1900386822,32,15.47272384,DTLZ1
