, Count, Minimum, Maximum, Average, Median, Standard Deviation, Variance, 25th Percentile, 75th Percentile, Avg. of Upper 25 %,  Avg. of Lower 25 %, Avg. of First 25 %, Avg. of Last 25 %, Slope, Intercept, Average Relative Error
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 29, 6545, 0, 1329.9080956549667, 898.69021528453766, 1150.7400185281017, 493.75596128291716, 243794.94930241758, 882.81979204352933, 1238.3450086433515, 1272.7905389990156, 88.302924546940318, 98.233687293913377, 1252.1721729267622, 0.21686828961042298, 189.09717167923361, 0.68876617397107676
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 30, 6545, 0, 1330.9632455483318, 1041.1247491614017, 1273.2685242169484, 481.145879749391, 231501.35759981541, 1244.5882526385781, 1291.5130810439202, 1303.4720069081493, 316.02683889765245, 320.99341444494758, 1288.6852526752359, 0.17989222303137953, 452.51739540272786, 0.49908629118657011
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 31, 6545, 0, 1330.8480932397028, 897.97425865360447, 1277.5390353265163, 569.41515837239751, 324233.62258426251, 28.518322752900961, 1306.5272585122655, 1318.3644911713222, 2.5286396829080493, 3.4073024200044011, 1313.0040866927125, 0.2546289243226299, 64.828418269959457, 0.71394018586062247
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 32, 6545, 0, 1330.2615924239522, 967.11534984639093, 1241.6388705615661, 523.58689068034187, 274143.23209230823, 1118.9540990079454, 1285.5702638420041, 1300.5986829382589, 99.846061620503562, 106.943791364272, 1291.1903931340341, 0.21303303526244, 270.07125846768724, 0.59104532623971739
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 33, 6545, 0, 1329.1785400135564, 858.92285157880519, 1229.665006535598, 579.65105974452229, 335995.35106294771, 0, 1281.3890941756781, 1295.9790284580365, 0, 0, 1286.9136582544954, 0.25625322270908435, 20.46230687468119, 0.69776600872437944
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 34, 6545, 0, 1330.0455854558036, 694.65762127930213, 1220.6727731425842, 629.296510286248, 396014.09785844985, 0, 1307.2060597422415, 1320.499297301362, 0, 0.0065903405043357911, 1318.4771685828168, 0.29823760075901667, -281.17580840420044, 0.80189693367300174
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 35, 6545, 0, 1330.8310433829897, 1090.5609140504403, 1291.6928582816536, 465.40632930103777, 216603.05135346603, 1268.8144887122269, 1305.1295288857568, 1313.5373683529995, 467.76139294787635, 474.88228433727164, 1306.6983753938146, 0.16093319444498155, 563.98750182646063, 0.42690486028019847
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 36, 6545, 0, 1327.4291141442436, 916.90428895523019, 1202.8821643324882, 513.99487928626536, 264190.73593250255, 574.27971346806748, 1243.2891147359182, 1267.7883213667847, 38.334614440073395, 38.482138154796843, 1239.1105508506384, 0.21437345516558245, 215.47434365344441, 0.6210532469379656
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 37, 6545, 0, 1330.9928742685145, 1021.5879399455581, 1301.3883810355594, 448.3403219098285, 201009.04425020865, 931.58907264892059, 1315.7790321944155, 1320.2207542218891, 353.00472907272353, 384.58679307717, 1316.1172039927858, 0.19117038405942235, 396.07844330312821, 0.64912753629089837
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 38, 6545, 0, 1330.8899483535151, 963.73165543460857, 1294.4736025991006, 508.50457840627229, 258576.90626014071, 538.37788029966919, 1306.2492231913552, 1313.4142145876317, 157.91676672291206, 174.95933598488605, 1304.6493515308446, 0.22300828223145325, 234.04855597329356, 0.6866835690162536
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 39, 6545, 0, 1330.9383983280898, 897.42101774649541, 1194.9981364215514, 504.15470414539709, 254171.96571193286, 533.85911130154716, 1299.8719022745097, 1311.9400789046203, 109.24859069448505, 124.07459176327244, 1309.7738517618595, 0.23600387512756055, 125.21633832911732, 0.782375111061941
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 40, 6545, 0, 1330.6770247987861, 927.47891737948112, 1247.7325205394311, 547.04354928544365, 299256.64481481561, 7.4070893854353779, 1292.0247408607675, 1305.0207033886372, 0.29393629670705129, 0.35535076077349886, 1299.9020473747705, 0.23469067012880182, 159.57104471804155, 0.65713145096598369
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 41, 6545, 0, 1330.9976515450232, 940.82674951678825, 1217.170901358731, 502.02464727199174, 252028.7464685677, 744.499902505454, 1329.9023291106748, 1330.2692295782342, 147.63467646950522, 163.73189538636424, 1330.1148338356393, 0.23053230704924907, 186.52504085164526, 0.75286640725645548
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 42, 6545, 0, 1330.7696176061861, 675.64961702742835, 787.4698845479669, 580.23574062757814, 336673.51470163412, 0, 1324.4925905256214, 1327.5290172234718, 0, 0, 1326.9875126850222, 0.2881240491556803, -267.09227180995754, 0.8803481826004832
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 43, 6545, 0, 1330.9674853602496, 1043.5157930291637, 1277.6756265593435, 490.8253656086585, 240909.53952487331, 1160.2744137480172, 1329.2522835514328, 1329.8491824575399, 292.20484587155727, 301.19647162231757, 1329.5582976757464, 0.19508562807231927, 405.195617976535, 0.564028385026134
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 44, 6545, 0, 1330.8778111938586, 1093.2695483992475, 1326.5551689993692, 501.21245889151743, 251213.92894808104, 1313.6966576767923, 1328.2682112191023, 1329.0820672991581, 391.99345103386463, 392.86356135171008, 1328.2812296331826, 0.17673990178349758, 514.97658976364335, 0.44394575596461305
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 45, 6545, 0, 1330.5939439954539, 950.04903422060249, 1293.8047661390706, 525.56662726945581, 276220.2796993911, 513.269761475007, 1308.9882529620133, 1316.6008880293093, 76.80869867291203, 77.685319763528852, 1311.5523159362426, 0.23300758753005413, 187.64820782226536, 0.70176058475011438
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 46, 6545, 0, 1330.4098779575434, 583.95348908837411, 560.46479280780807, 407.02188550522061, 165666.81528022492, 335.05672834355988, 916.87895233388633, 1101.1818898062425, 30.968996549681556, 42.669551372071929, 1068.1109632466193, 0.2047713748824618, -86.058449527040921, 0.90366481863401016
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 47, 6545, 0, 1330.9944717586443, 862.94010184908825, 1286.7180495486059, 599.98806601191211, 359985.67935671465, 0.21017377569492943, 1302.1308112418151, 1310.993105172608, 0.0014689849467325407, 0.22511790099386311, 1302.0248252669344, 0.26539277768926522, -5.4250667501875114, 0.69854981395131832
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 48, 6545, 0, 1330.8361014270756, 835.09348347682953, 1284.113669386473, 609.59577928007889, 371607.01411608671, 12.24347144264034, 1311.5818289989941, 1317.8626293745035, 1.254262846597537, 1.7269061521175115, 1314.1071890101841, 0.27628794250816724, -68.920664409893675, 0.73340584632133088
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 49, 6545, 0, 1330.8084543844514, 1062.2836745250684, 1297.4807895824131, 499.68811263018432, 249688.20990391576, 1263.916400627792, 1310.9479294438354, 1317.1746430718442, 341.70714579843684, 347.24898550420818, 1312.1201688048752, 0.18151332202642234, 468.37208485461451, 0.47111114731537151
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 50, 6545, 0, 1330.9210864425452, 713.332643662373, 695.580568640334, 507.10282678759449, 257153.27693596907, 191.74353829019248, 1250.0991374867974, 1296.8528714069928, 33.8198484741793, 42.997658397840055, 1286.5108899076067, 0.25959858802303026, -136.073936348982, 0.93565769747158023
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 1, 6635, 0, 1330.9323105179028, 776.3669968678513, 979.48247710301439, 585.31820539114449, 342597.40156231, 0, 1328.1734109771467, 1329.9358877013549, 0, 0, 1329.871528745301, 0.28154226533816851, -157.50869725885366, 0.84892474952866626
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 2, 6635, 0, 1330.997148294869, 864.10979798582184, 1303.6429469135264, 601.94850669716516, 362342.00471494714, 0, 1329.8147638517944, 1330.5340893018001, 0, 0, 1330.4634996032987, 0.27019832058725873, -32.138031402115416, 0.73928631395806232
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 3, 6635, 0, 1330.9988303136286, 850.26671718900855, 1294.8866646016857, 611.08200482823281, 373421.21662489237, 3.4613921560118834, 1324.07521950742, 1328.3033401759023, 0.094683285553087443, 1.074468562395908, 1327.8297992085838, 0.27331307647554687, -56.312757480380469, 0.73398619277859645
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 4, 6635, 0, 1330.9992592631265, 890.548357736397, 1329.5483626095534, 606.83176628615615, 368244.79257397604, 0.11775555470553319, 1330.9662440077325, 1330.975217553733, 0.00021074368133242475, 0.10049869421153093, 1330.967540819021, 0.2654304362201923, 10.115600794019088, 0.70198993607772253
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 5, 6635, 0, 1330.9984243316069, 935.41669167613668, 1296.1086602497244, 532.71326616846648, 283783.42395187542, 453.05923618698819, 1326.1524278667168, 1329.1251859687613, 97.536794291525126, 105.10817172595188, 1328.8587725682769, 0.24037207541457084, 138.10251752600516, 0.74704551147673748
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 6, 6635, 0, 1330.9962507741054, 1018.1243941589537, 1330.6928950897543, 522.79132519357722, 273310.76969765656, 765.57812641936334, 1330.7805314361144, 1330.8343483312963, 134.94146193388272, 138.79137364189754, 1330.7720995312027, 0.21346270460820535, 310.0686029735366, 0.61172091391977745
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 7, 6635, 0, 1330.9785596611694, 875.88043762467328, 1286.2147727438864, 605.27072879856144, 366352.65514034167, 0, 1329.730766684492, 1330.3214331145291, 0, 0, 1330.2969891855487, 0.26568549884988824, -5.3983620604060434, 0.70697233177084751
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 8, 6635, 0, 1330.9700892845703, 841.81152444478766, 1312.7892740524308, 592.83573050739881, 351454.20336624124, 0, 1327.5754035545613, 1328.7474255039779, 0, 0.023921756007347909, 1328.6497345638168, 0.27349325374173455, -65.365598216545891, 0.78089124332355875
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 9, 6635, 0, 1330.9784186217496, 1034.8121404543015, 1326.3587167965438, 509.8873907356915, 259985.15123125174, 1034.5717534876674, 1328.4260964720715, 1329.1637943007704, 209.07902198378591, 210.19417033427891, 1328.5757019584387, 0.20328609454125335, 360.51216486096416, 0.58322060485171368
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 10, 6635, 0, 1330.9887525578629, 955.067160969713, 1327.4898314576833, 587.82592738730727, 345539.32090874785, 2.9385322749617111, 1329.5426571299624, 1330.41022006548, 0.013944679825440662, 0.29529289190349933, 1330.2523748286342, 0.24244261814639115, 150.8849965781335, 0.62414646303954158
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 11, 6635, 0, 1330.9225435676633, 825.30486360521684, 1295.1411931110081, 604.494032022835, 365413.03475122427, 0, 1325.4328118593157, 1327.0259665998537, 0, 0, 1326.0067460639154, 0.27832745134181536, -97.90729249558467, 0.77784687074776027
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 12, 6635, 0, 1330.9822452768851, 784.61313815045617, 1254.8831102254319, 601.81131691490089, 362176.86116684729, 0, 1318.999895239288, 1326.5970186888837, 0, 4.9943854495598722E-05, 1326.3631412701818, 0.28347655641409869, -155.67859947510919, 0.81410356179049526
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 13, 6635, 0, 1330.9908131813875, 881.47866615104238, 1273.6915210847785, 561.425511094163, 315198.6045073421, 255.65377710428334, 1323.7543417993529, 1326.2791829298967, 13.633548923239582, 16.309676885498568, 1325.6702193378367, 0.25865064624405493, 23.53447255951221, 0.77876945304446088
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 14, 6635, 0, 1330.9440158468606, 972.90870299335688, 1316.6377009962935, 526.44714149305207, 277146.59278620558, 682.87545968976747, 1329.1624847135613, 1329.7927694891628, 113.48627328201532, 121.422671984402, 1329.6191906747879, 0.22892634429229489, 213.56001897581473, 0.69382199109966347
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 15, 6635, 0, 1330.9940078167338, 854.99270964519678, 1319.9672111382861, 608.65255972079569, 370457.93845467677, 0, 1330.3830580332126, 1330.6546670383241, 0, 0, 1330.6331717920693, 0.27443537635760173, -55.309433732968159, 0.74594591585882486
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 16, 6635, 0, 1330.9900949551966, 1059.8466297218522, 1318.2473353148678, 491.9597117508705, 242024.35798599958, 1112.0604471090573, 1329.4388508723787, 1330.4776700791917, 296.75113165888, 299.06487305865318, 1330.2706155050926, 0.19048493453447204, 428.00810187100842, 0.5500830306551342
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 17, 6635, 0, 1330.9474015226185, 925.01880472949938, 1314.002984336546, 588.9205945540632, 346827.46668991132, 4.6573108716340474, 1329.9362228630021, 1330.2575766913594, 0.16628251568897337, 0.46726784176682834, 1330.1709768447308, 0.25263918377798733, 87.014632137915441, 0.6752335207037804
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 18, 6635, 0, 1330.7628279839157, 860.344718675428, 1272.5743743412431, 598.86414720920629, 358638.26681261, 0, 1319.7727219559845, 1324.2650470571346, 0, 0.3398541386020919, 1323.7850467435558, 0.26648762858242425, -23.594745332473281, 0.72654670204151517
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 19, 6635, 0, 1330.9908567270938, 1015.4992588923169, 1314.9717708461819, 509.81247168741839, 259908.75628803478, 790.67886959467364, 1326.9375800234159, 1329.1687042531457, 181.64148480118959, 188.81922642561744, 1328.7563144389442, 0.21016536036679395, 318.38075855566137, 0.6235444543197165
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 20, 6635, 0, 1330.9950624281225, 977.54754257039849, 1330.1138971099876, 551.02608324328787, 303629.74441443884, 469.54380944953573, 1330.567415211689, 1330.8387594668004, 63.96436426758568, 77.000525757101, 1330.7783345419132, 0.23197708921119412, 208.07953765686761, 0.65029727468091414
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 21, 6635, 0, 1330.9849780941372, 892.1922644161881, 1271.7943505062649, 563.765060529949, 317831.043474337, 6.52827409663455, 1325.3901491048355, 1328.6611707515965, 0.08710076218800529, 0.8325988076395554, 1328.38693411401, 0.25659227211434987, 41.07569781288953, 0.76007577259137493
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 22, 6635, 0, 1330.9774968925399, 779.277108025669, 954.11521923790656, 588.02231723491138, 345770.24556631473, 30.220557563485169, 1328.8694078598276, 1330.0644974443203, 2.3214515343806288, 4.8206409359273037, 1330.0292707956919, 0.2821354359522078, -156.56613302780431, 0.8446829213637731
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 23, 6635, 0, 1330.9999454204094, 869.45812866054723, 1328.1988696235569, 614.21791053475511, 377263.64162168046, 0, 1330.9232087013363, 1330.9456882386055, 0, 2.6021865162535931E-08, 1330.9310501759287, 0.27169522134317786, -31.75492053477376, 0.71793496662313627
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 24, 6635, 0, 1330.9967489729081, 834.0216548635907, 1114.2656693602307, 554.300727009295, 307249.29596303293, 158.12637978437633, 1330.6473681925543, 1330.7618304900668, 10.109323211245869, 13.682673521860851, 1330.7407481357334, 0.26432935682183145, -42.758821714424244, 0.83438398653004187
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 25, 6635, 0, 1330.98769986256, 1051.3161870895012, 1326.4216618428131, 497.24455706165907, 247252.14952744552, 1182.036824196306, 1330.26200276061, 1330.6216612590144, 276.94103183875427, 279.44695772964906, 1330.5728848732738, 0.19450490417765404, 406.14341993222274, 0.56141898475469076
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 26, 6635, 0, 1330.8193823280658, 848.4773166444304, 1279.4239696121667, 579.65966234736788, 336005.32415266451, 0, 1316.8768863608354, 1322.2417572837569, 0, 0, 1320.7397284179176, 0.26761685695892934, -39.207797888338177, 0.78207216865881346
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 27, 6635, 0, 1330.9985617918421, 941.22668635184, 1325.63777300792, 581.05522445986537, 337625.1738721045, 17.15048513069744, 1328.3926611555316, 1329.2074747433337, 0.49918460629989742, 1.4312228137770397, 1328.9368922531544, 0.2468795773396448, 122.32712831623826, 0.66237139379206544
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 28, 6635, 0, 1330.9919163555521, 902.4343857503394, 1073.5640020748485, 440.7126049972627, 194227.6002034733, 748.51137387223662, 1218.1080506281087, 1300.8921424737227, 217.60502152226, 221.21270701515968, 1290.6646105298385, 0.20540944923578133, 221.09124263525268, 0.79706905843035725
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 29, 6635, 0, 1330.9984113576513, 1061.4288693481153, 1329.6997726847417, 471.26304652647843, 222088.85902141777, 1033.8490931814163, 1330.7332668551921, 1330.9471788305657, 326.36176667330449, 331.40963763738165, 1330.9412095391924, 0.18843450873877546, 436.3916038615971, 0.58662445684717235
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 30, 6635, 0, 1330.9844074853365, 914.023309334855, 1309.3692170801733, 594.96956802802561, 353988.78687945532, 0, 1330.2351511731497, 1330.5631058581553, 0, 0.2008922557066295, 1330.4944355934451, 0.256554274153622, 63.032781967290816, 0.68223667464330284
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 31, 6635, 0, 1330.97903138123, 769.496741994685, 1172.8795507313953, 608.88997967990963, 370747.0073546007, 0, 1327.2266913624417, 1329.1146994231231, 0, 0.033801655446563515, 1328.9026286670141, 0.28756375843447779, -184.35224473247786, 0.81838320235421125
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 32, 6635, 0, 1330.8989852488182, 883.42101359413471, 1264.7584837467398, 570.58674963486158, 325569.23885887617, 0, 1329.8746591086749, 1330.2107372150074, 0, 0, 1329.9988064290194, 0.26101349989994793, 17.63923442600742, 0.76780093120437209
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 33, 6635, 0, 1330.9859422350921, 848.997857222141, 1318.2653684513007, 594.25707670281452, 353141.47321137472, 49.716547358651553, 1329.2930552121704, 1330.0155450611658, 5.4892476081846358, 8.7992249951977062, 1329.9130701021884, 0.27310586472401005, -56.894296067400319, 0.774960178526309
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 34, 6635, 0, 1330.9927400165122, 982.41529580974088, 1318.7700753111683, 548.42817258767559, 300773.46048785729, 409.73571831786182, 1330.4057092781113, 1330.5662688006648, 68.26826282771458, 75.805590115433219, 1330.4627570724806, 0.22916553538242598, 222.27321494623391, 0.64065637747279647
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 35, 6635, 0, 1330.9582513681439, 873.83050247747587, 1151.9195135070229, 549.63442132721048, 302097.99710769748, 0, 1321.7630584391188, 1329.32804935882, 0, 0, 1329.213882730832, 0.25351738146389519, 32.9133481617356, 0.78060925042399465
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 36, 6635, 0, 1330.9665100727, 976.14120393766609, 1327.1661522619656, 569.07743078970236, 323849.12223420851, 113.78584127408371, 1329.1140876862962, 1329.636109788722, 11.596139328695227, 14.103740474739254, 1329.2678623572672, 0.23303076874447934, 203.17814401222813, 0.61524751742552031
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 37, 6635, 0, 1330.9998364200294, 988.39271078223953, 1313.7259248698506, 527.47091481653308, 278225.56597739033, 784.52129318376149, 1320.0877070674703, 1325.1823176477967, 108.24341570194123, 109.95638472607428, 1323.1431393290484, 0.22088461602216322, 255.71843943672411, 0.64342801030607233
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 38, 6635, 0, 1330.9942749163818, 930.21856705680671, 1321.3046587019019, 573.77849015270317, 329221.7557619157, 73.99261124548984, 1330.544027935397, 1330.6613323757892, 8.9209265156676221, 12.307159686046136, 1330.569310133855, 0.25030737266080055, 99.949011940931314, 0.69827230156720455
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 39, 6635, 0, 1330.6816409702935, 867.48807678001435, 1246.6678755214109, 596.37034847076745, 355657.59253514459, 0, 1314.2880569491331, 1323.8927853176951, 0, 0, 1322.1719806886431, 0.26344265273388412, -6.3512023382792222, 0.71598867962883284
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 40, 6635, 0, 1330.868132259925, 957.18375849682081, 1325.7769467977178, 558.74014693342292, 312190.55179518304, 384.59053299600805, 1328.926208190735, 1329.8817391855202, 33.408974233544569, 36.472038494349242, 1329.7562692512238, 0.23949035551104886, 162.79424926667173, 0.67409694748002513
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 41, 6635, 0, 1330.9989124724921, 942.88572779674143, 1324.4847219471872, 574.32320646819835, 329847.14548791276, 193.58179252296469, 1330.6724179018179, 1330.8857224702767, 8.6495299097529212, 10.437853909722142, 1330.8828116534419, 0.2463440538817441, 125.76250107099622, 0.67505241676067818
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 42, 6635, 0, 1330.9971481842713, 976.9731302248822, 1326.9823400662833, 552.12189999438817, 304838.59245341312, 654.20981800291565, 1330.7422833572525, 1330.8119570453173, 46.522854922418048, 60.098667340186047, 1330.7658814705112, 0.23157875395210767, 208.82640336574104, 0.64549597186343721
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 43, 6635, 0, 1330.9997486074983, 936.08010414481043, 1302.7242116467066, 587.7608396910656, 345462.80467434647, 0, 1330.4078970836235, 1330.8169735642314, 0, 0, 1330.8093394085138, 0.24696444026959519, 116.89905577056322, 0.64778906663842584
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 44, 6635, 0, 1330.9992019752306, 1014.9545706615415, 1316.3161816255608, 522.61507089224517, 273126.51232370647, 836.70580726644732, 1327.3874957192184, 1330.8918691954275, 149.59321832978583, 160.14056019177687, 1330.7609468197661, 0.21266721915979159, 309.5374047085129, 0.60757976838879757
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 45, 6635, 0, 1330.9993074837505, 955.797846597526, 1326.8461463407552, 559.470481031747, 313007.21914589434, 485.06983757409739, 1330.807368884665, 1330.9663078446176, 18.285259477924676, 22.339353719131129, 1330.9638329561662, 0.24015470347348788, 159.20469517596666, 0.67607347614249191
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 46, 6635, 0, 1330.9715266500607, 858.653574531403, 1328.0073180279512, 593.4752786060285, 352212.90631650318, 0, 1329.8563194623814, 1330.1788120854749, 0, 0.00017537511402179978, 1330.0053330392041, 0.27101884699479684, -40.315940950338131, 0.76517325033976147
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 47, 6635, 0, 1330.9985384790509, 869.55783516979488, 1283.9800371013707, 591.997165808522, 350460.6443253227, 1.1171360369353918, 1330.3932978936871, 1330.7865326388658, 0.0071578635029442205, 0.96009359511736492, 1330.7780372999719, 0.26754288247160385, -17.881905988515086, 0.74939985893242267
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 48, 6635, 0, 1330.9513911494032, 936.5932020982217, 1308.9913269874, 583.96743661268874, 341017.9670239946, 0, 1330.0190710137558, 1330.2700129037125, 0, 0.25012569166657117, 1330.1827873069512, 0.24776868789185047, 114.74446436095366, 0.6605134101751915
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 49, 6635, 0, 1330.8890570012175, 932.68511797762, 1247.9373842491386, 539.67759592609968, 291251.90754457453, 397.49130532507013, 1322.9794181622624, 1326.519364381742, 36.668538544089344, 39.475871005298643, 1325.6920368637509, 0.23983782382574723, 137.14305634761649, 0.72465723061619169
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 50, 6635, 0, 1330.9668620728205, 834.58570541448262, 1259.1015578221045, 596.6138480817674, 355948.08372293419, 0, 1329.6834251097798, 1330.2134364422025, 0, 0, 1330.098773368682, 0.27528019154177841, -78.518689929596349, 0.78114080129433738
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 1, 6957, 0, 1330.9890103654013, 844.07286121429877, 1329.817510971797, 596.25426819540542, 355519.15234123851, 32.299073979153583, 1330.3498741198016, 1330.5814348088613, 1.1576593054520172, 4.1292929814462287, 1330.4323998165453, 0.26212557056826963, -67.599873222142946, 0.77961638418770585
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 2, 6957, 0, 1330.9766374774404, 850.355158873676, 1327.0044489758861, 593.260887294088, 351958.48039296851, 46.911675407259921, 1328.8438181359763, 1329.5858876611787, 0.923689089339999, 1.3449544511471931, 1329.1576646138551, 0.26004580609108097, -54.084154711103565, 0.775056666088789
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 3, 6957, 0, 1330.97931247767, 937.83531875760559, 1314.928976388278, 579.34255083627761, 335637.79120948486, 0, 1325.5652508622945, 1327.9696855426, 0, 0, 1327.3210686797897, 0.23395669046209377, 124.13394933044344, 0.65784755634704584
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 4, 6957, 0, 1330.9456103495734, 741.9240430528406, 981.22109153519432, 606.52483097072866, 367872.37058407092, 0, 1324.4984324445093, 1327.1168934987736, 0, 0, 1326.3134138744931, 0.27518053605712034, -215.15386135382391, 0.83035429319036713
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 5, 6957, 0, 1330.9787427955796, 820.98370259173794, 1295.8881463739053, 632.88359939451254, 400541.65038255381, 0, 1328.15214113879, 1329.2462507638222, 0, 0, 1328.952848345064, 0.26936304226670493, -115.86095841186182, 0.73072424243735634
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 6, 6957, 0, 1330.9945575027011, 757.81634869441325, 1229.6306168925578, 636.18913058413636, 404736.60987339925, 0, 1330.8943728615195, 1330.9337205992661, 0, 0.02812786936689201, 1330.929125731697, 0.27794102804284093, -208.86254683858749, 0.76994200053208861
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 7, 6957, 0, 1330.8317755688317, 918.05419164446459, 1267.5920806343695, 566.62556620068369, 321064.53227224539, 0, 1319.901496203852, 1322.912033298014, 0, 0.030750290046326231, 1321.4996755788909, 0.23549926961863721, 98.987731910844332, 0.69680615583219763
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 8, 6957, 0, 1330.9978037761912, 684.78796013860233, 744.80272359493642, 632.5570888892023, 400128.47070398217, 0, 1326.7068851422152, 1328.5960274481947, 0, 0, 1328.0543191273639, 0.28312232294259365, -299.91147905573837, 0.80811646112144242
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 9, 6957, 0, 1330.9267775907672, 935.89771594457375, 1314.9631694963068, 572.07624840203175, 327271.23398574314, 0.45978371715652622, 1329.0583245084176, 1330.2386478533288, 0.0009731282736719682, 0.040949843497920517, 1330.2028527667055, 0.2353108251886693, 117.48666593838186, 0.68249765163319343
