, Count, Minimum, Maximum, Average, Median, Standard Deviation, Variance, 25th Percentile, 75th Percentile, Avg. of Upper 25 %,  Avg. of Lower 25 %, Avg. of First 25 %, Avg. of Last 25 %, Slope, Intercept, Average Relative Error
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 10, 6545, 0, 1330.5295980606365, 1025.6827299008999, 1295.0316788542971, 496.06946359143404, 246084.91270789312, 1020.710027571511, 1315.8474989252195, 1322.0422524107212, 212.56487781810083, 214.95984567913007, 1319.2852485013595, 0.20212221009048825, 364.33885848482225, 0.59271715102809686
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 11, 6545, 0, 1330.0421855903564, 869.022988733761, 1285.9431831750405, 567.38693436449364, 321927.93328753818, 0.30964026018752133, 1302.5308241173568, 1310.5183690756016, 0.000740727682426915, 0.080949042269868349, 1300.9604159281828, 0.26036046429499354, 17.123549560542187, 0.75178874387933481
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 12, 6545, 0, 1330.4956801274918, 960.22027509827319, 1243.024866556359, 525.31081066003026, 275951.44779629819, 873.44364699633468, 1302.6307800410552, 1313.6521659751079, 81.128488232851126, 84.47418139988109, 1311.3850071621491, 0.22321548951466627, 229.85919340628516, 0.644644653596679
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 13, 6545, 0, 1329.5130495233971, 712.05984079670122, 1097.4759309094379, 562.24129230299218, 316115.27077053866, 0, 1205.2842315418961, 1244.0147645055306, 0, 0.007839742269854089, 1205.7720006306979, 0.26365695484944879, -150.62571547069524, 0.78512244547705956
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 14, 6545, 0, 1329.1288860423995, 820.01830735985743, 995.21930945784061, 497.01742818608267, 247026.32392070786, 402.45991371080271, 1270.1891223955181, 1287.9934177910072, 68.034015175923969, 71.349319547278554, 1277.2355541605841, 0.24464798981478314, 19.530084685887005, 0.865056499705495
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 15, 6545, 0, 1330.9344162701459, 1084.0338641624523, 1306.1598562800141, 491.30952894267642, 241385.05322987461, 1280.7016963442538, 1324.8957760266496, 1328.0566316757597, 394.62881000642659, 399.76003751071823, 1326.5971208119759, 0.17674001755822361, 505.74052671194465, 0.46202323720721161
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 16, 6545, 0, 1330.0488930099616, 687.67852986427715, 745.99164266312437, 487.92372071208968, 238069.55723352928, 0.38716103993397255, 1227.1375492733575, 1285.9387384093554, 0.0010239551263999528, 0.064878560856182252, 1279.7602646842577, 0.24610689833199254, -117.58324147800238, 0.90833932307238729
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 17, 6545, 0, 1325.7264374297656, 794.0670441954037, 1160.3247426675555, 564.86465991530474, 319072.08402123291, 0, 1228.543607808087, 1264.6637918499537, 0, 0, 1247.1541954355305, 0.25564334690991325, -42.397986893832467, 0.7312814993298784
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 18, 6545, 0, 1321.8317690168474, 704.69604198817569, 989.797414178979, 519.54003357665874, 269921.84648883564, 0, 1151.7658823289078, 1218.7981397527224, 0, 0.0094780831775634587, 1202.4170923643094, 0.25035683742964687, -114.47153008162888, 0.82905870409887106
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 19, 6545, 0, 1329.2605366663556, 924.16114248721931, 1220.1203046471519, 471.15459900590184, 221986.65616441218, 715.542148097969, 1286.3850279384985, 1298.8573941972147, 198.1774270863466, 208.77127998866447, 1287.7994356680549, 0.21812696188640185, 210.44972319491251, 0.76523748796237911
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 20, 6545, 0, 1330.4720003128336, 870.71074113552766, 1201.7226828606751, 532.51654661887585, 283573.87242289342, 511.16087270512963, 1300.0223251155178, 1316.7573339629837, 18.840311767090935, 19.540750590905276, 1309.6649117365764, 0.25219962697093912, 45.513561686614821, 0.80080554505159385
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 21, 6545, 0, 1328.5306532913173, 620.86597547825033, 630.98186068857194, 373.85463925507486, 139767.29129254216, 447.41354397229026, 921.6789918032805, 1085.2892835321811, 99.61211776462973, 121.66896469964702, 1071.2875667412966, 0.18380057485224954, 19.470494561689861, 0.86296381951409518
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 22, 6545, 0, 1329.7592903718983, 966.4618520130872, 1236.8285057534165, 477.86509141245023, 228355.04559062942, 846.29517278162166, 1287.9950043155156, 1308.070608625372, 221.48618457079874, 244.31155666236467, 1300.99096720463, 0.20956851236111287, 280.75367956752586, 0.686666491594029
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 23, 6545, 0, 1330.5635277915669, 801.8421507642222, 981.33965122478241, 484.66794763192809, 234903.0194617454, 323.47027283958255, 1252.3087811677351, 1289.1980832080146, 57.831059475244523, 69.262013807402425, 1286.7414155793092, 0.23812685813061041, 22.691070960864977, 0.86185175496477
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 24, 6545, 0, 1326.8081365222781, 495.87261132514925, 451.61360534050607, 463.472192108831, 214806.47285816513, 25.835120219998309, 834.55292478893057, 1180.7419914593029, 0.96777097974728432, 1.7804054247120942, 1174.1112469776419, 0.23205704365888991, -263.41803552673855, 0.89504846503859992
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 25, 6545, 0, 1328.7746267184332, 438.62132951995068, 388.37075735782309, 477.30278518909586, 227817.94874926819, 0, 658.659733375251, 1166.7699676216569, 0, 0.0036517746220451159, 1151.4158909724954, 0.23020028489862848, -314.59400266836167, 0.83047809567805986
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 26, 6545, 0, 1330.967244189538, 929.07282433673834, 1221.6273900727113, 540.40453629189, 292037.06284485274, 602.0067041526612, 1326.2638111752467, 1328.5679484162688, 14.698337455513443, 14.89675257510557, 1328.3209803127252, 0.24017209448075802, 143.22973119569815, 0.70519873543067346
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 27, 6545, 0, 1328.5182421191951, 933.51977970150665, 1177.1292081748841, 495.09201701490139, 245116.10531188341, 943.79833534648242, 1268.4104032740488, 1300.9094490663817, 118.71092174061441, 121.98437474737381, 1288.3989925526485, 0.21599940236941162, 226.76973514879182, 0.67957541256917831
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 28, 6545, 0, 1330.6936171436564, 851.15265714325471, 1051.3683029105314, 464.85606354728026, 216091.15981667308, 652.26451328754933, 1197.3523336943849, 1261.0969154045574, 99.893162487833322, 104.3566430019396, 1248.4020634677556, 0.21692705351634617, 141.36733803777008, 0.77749005038860974
