,AgeGap,AgeLimits,Algorithm Name,EvaluatedSolutions,Execution Time,Generations,NumberOfLayers,OpenLayers,ParetoFrontResults.Absolute Distance to BestKnownHypervolume,ParetoFrontResults.Best known hypervolume,ParetoFrontResults.Crowding,ParetoFrontResults.Generational Distance,ParetoFrontResults.Hypervolume,ParetoFrontResults.Pareto Front,ParetoFrontResults.Spacing,PopulationSize,Seed,SelectedParents
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 13",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,07:55.5,6471,5,5,26.8022152,1330.98413,153.922397,586.2377692,1304.181915,[[1;0;0][6.12301695883026E-17;2.08645121488502E-16;1549.27525537476][3.74915180455534E-33;3.17546394713957E-16;5.18609745446439][...]],55.2601451,10,1322242330,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 14",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,07:22.4,5784,5,5,120.956705,1330.956705,165.7475606,895.0732209,1210,[[1;0;0][6.12303176911189E-17;0;22.6524423147833][3.74915180455534E-33;1.29489843206457E-15;21.1479946682097][...]],97.6557715,10,1128325293,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 8",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,12:54.7,9026,10,9,61.16726474,1330.980525,130.2575058,439.1883637,1269.813261,[[1;0;0][6.12303170565094E-17;1.18049352439661E-17;1339.09710622382][6.12303176911189E-17;0;5.58326344940794][...]],78.82320511,5,1391061198,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 13",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,08:10.3,6955,5,5,13.02229049,1330.998514,83.65299582,314.8969158,1317.976224,[[1;0;0][3.74915180455534E-33;2.55014662939209E-16;4.16484304761655][6.12303176911189E-17;0;4.1641984495506][...]],73.97158455,10,723953547,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 14",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,07:44.8,6135,5,5,120.4981707,1330.956705,123.0544122,464.1584359,1210.458534,[[1;0;0][6.1230284891434E-17;1148.69688310713;1.18897355104877][3.74915180455534E-33;9.98386041274957E-16;16.3054199116097][...]],103.6466422,10,1682531930,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 14",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,07:52.7,6471,5,5,0.421112773,1330.999768,88.25575997,313.241491,1330.578655,[[1;0;0][6.12293185586685E-17;1.24144666673024E-16;354.911483819477][6.12303176911189E-17;0;4.72440107187515][...]],89.4313864,10,1806593952,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 15",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,07:21.0,5784,5,5,120.956705,1330.956705,136.4403325,769.8504789,1210,[[1;0;0][3.74915180455534E-33;1.63072709057335E-15;26.6326740096251][6.12303176911189E-17;0;51.4694674152457][...]],72.77524164,10,2045755812,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 8",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,13:59.4,10982,10,8,1.106904034,1330.956705,99.31790276,202.7004776,1329.849801,[[1;0;0][6.12303171079641E-17;9.21011522857892E-18;1089.87050683656][3.74915180455534E-33;6.56678833333328E-17;1.07247334016132][...]],48.4210282,5,1171197060,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 14",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,08:09.2,6955,5,5,2.759358321,1330.99961,70.50990576,219.9840184,1328.240252,[[1;0;0][3.74915180455534E-33;1.34420072477332E-16;2.19531888035311][6.12303176911189E-17;0;2.19531888035311][...]],57.50070315,10,2120175008,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 15",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,07:44.3,6135,5,5,62.8172533,1330.956705,98.58084716,367.8991712,1268.139452,[[1;0;0][6.12303176911189E-17;0;13.7511281169911][3.74915180455534E-33;8.4198594321464E-16;13.7511281169911][...]],90.22036397,10,1583840847,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 9",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,12:52.6,9026,10,9,11.5795841,1330.956705,141.883082,342.7368175,1319.377121,[[1;0;0][6.12303176911189E-17;116.844956783133;0][3.74915180455534E-33;6.46975074347851E-17;1.05662537570288][...]],93.46772716,5,1519477405,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 16",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,07:22.8,5784,5,5,120.956705,1330.956705,147.5728462,624.4574963,1210,[[1;0;0][6.12303176911189E-17;0;41.3862580085017][3.74915180455534E-33;2.5339379555482E-15;41.3837140014666][...]],105.8796361,10,104022397,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 15",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,07:53.3,6471,5,5,80.37009747,1330.956705,134.754389,475.6838193,1250.586607,[[1;0;0][6.1230317688145E-17;7.23636303587606E-19;1199.11343522496][3.74915180455534E-33;4.83258818981883E-16;7.89247610015222][...]],77.56441253,10,1554820918,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 15",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,08:09.2,6955,5,5,1.337106245,1330.999507,95.2949605,339.4077206,1329.6624,[[1;0;0][6.12303176911189E-17;0;1.73196972755198][3.74915180455534E-33;1.06049056649409E-16;1.73196972755198][...]],80.18602893,10,684400135,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 16",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,07:43.0,6135,5,5,99.2478734,1330.967438,136.1624657,667.2486869,1231.719565,[[1;0;0][3.74915180455534E-33;6.56095838502288E-16;10.7152120590328][6.12303176911189E-17;0;9.72979099587088][...]],54.62157329,10,1237452701,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 9",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,13:51.5,10982,10,8,34.39244949,1330.956705,177.1161729,318.404046,1296.564255,[[1;0;0][6.12303176911189E-17;105.767858933588;0][6.12303176911189E-17;0;3.13059879077608][6.12303176279512E-17;2.39682390467634E-18;861.768071372332][...]],79.5524027,5,246123283,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 17",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,07:23.5,5784,5,5,120.956705,1330.956705,111.9675707,565.6378914,1210,[[1;0;0][3.74915180455534E-33;2.23000626023423E-15;36.4199688050562][6.12303176911189E-17;0;36.4207734022481][...]],89.33417949,10,1050816806,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 16",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,07:56.5,6471,5,5,26.14475736,1330.98698,122.9847872,398.6072318,1304.842223,[[1;0;0][6.12303176911189E-17;0;2.84625407559587][3.74915180455534E-33;1.74277041278377E-16;2.84625407559587][...]],98.65465785,10,1792890659,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 10",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,12:53.2,9026,10,9,17.60706221,1330.956705,156.935179,413.2444042,1313.349643,[[1;0;0][6.12303169251452E-17;7.76738955275357E-18;801.991799527841][6.12303176911189E-17;0;1.60457793142792][...]],161.9088297,5,106401489,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 16",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,08:10.0,6955,5,5,44.25404425,1330.999697,111.6348565,375.6484488,1286.745653,[[1;0;0][3.74915180455534E-33;2.46337065423867E-16;4.02312244510201][6.12303176911189E-17;0;4.02312244510201][...]],88.33752059,10,705082765,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 17",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,07:45.1,6135,5,5,83.44400958,1330.956705,161.9925831,573.8067933,1247.512695,[[1;0;0][3.74915180455534E-33;5.38705107997393E-16;8.79801262366355][6.12303176911189E-17;0;8.79124745804758][...]],49.96676181,10,1325455470,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 18",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,07:22.6,5784,5,5,120.956319,1330.956705,130.5273633,700.2425902,1210.000386,[[1;0;0][3.74915180455534E-33;1.28700807723215E-15;21.0191311389982][6.12303176911189E-17;0;21.0150518561768][...]],71.75187863,10,266175291,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 17",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,07:51.6,6471,5,5,17.89820947,1330.956705,154.6180087,485.8683161,1313.058496,[[1;0;0][6.12303176911189E-17;0;5.03717371080639][3.74915180455534E-33;3.08427746578027E-16;5.03717371080639][...]],77.21092543,10,1763866564,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 17",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,08:06.3,6955,5,5,10.18452257,1330.98796,83.8343292,290.7361375,1320.803437,[[1;0;0][6.12303176911189E-17;314.850796536035;0][6.12303176911189E-17;0;2.25505331336111][3.74915180455534E-33;1.38077630787511E-16;2.25505331336111][...]],35.13092473,10,1341078874,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 10",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,13:51.5,10982,10,8,15.68569604,1330.956705,158.5435366,265.4452441,1315.271009,[[1;0;0][6.12303176705995E-17;2.20499267595865E-18;1391.00062656156][3.74915180455534E-33;2.03520786944708E-16;3.32385645900752][...]],62.43371011,5,1872903569,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 18",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,07:40.8,6135,5,5,69.8004536,1330.956705,155.8265747,563.5088896,1261.156251,[[1;0;0][3.74915180455534E-33;4.998968182203E-16;8.16420422219706][6.12302258681285E-17;1488.42147253832;2.57770890963086][...]],67.25089558,10,1313334930,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 19",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,07:20.7,5784,5,5,120.956705,1330.956705,141.699018,729.734748,1210,[[1;0;0][3.74915180455534E-33;1.35377306908986E-15;22.1095222128208][6.12303176911189E-17;146.840562599261;0][...]],99.33560834,10,1956875979,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 11",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,12:54.7,9026,10,9,15.92335004,1330.956705,228.3277003,551.5919099,1315.033355,[[1;0;0][6.12303176901155E-17;5.12849423330457E-19;1463.05562020904][6.12303176911189E-17;11.7433368574021;0][...]],144.5795605,5,500405869,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 18",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,07:55.7,6471,5,5,14.86696164,1330.998549,136.9017912,409.1259557,1316.131587,[[1;0;0][3.74915180455534E-33;3.3998384610978E-16;5.55254094588984][6.12303176911189E-17;0;5.55254094588984][...]],116.7154895,10,226790049,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 19",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,07:46.6,6135,5,5,27.99135148,1330.999786,117.7587548,440.6071232,1303.008434,[[1;0;0][6.12299420306069E-17;632.485673259392;2.21555331529279][6.12303176911189E-17;0;2.71023852703733][...]],37.02452229,10,616898581,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 18",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,08:10.8,6955,5,5,48.05108647,1330.992579,120.6165423,367.0410213,1282.941493,[[1;0;0][3.74915180455534E-33;2.67512513663159E-16;4.36895518022047][6.12303176911189E-17;0;4.36895518022047][...]],74.05951592,10,2127879709,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 20",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,07:21.5,5784,5,5,120.9565197,1330.956705,114.9861593,488.8608794,1210.000185,[[1;0;0][6.12303176911189E-17;0;18.8617481511312][3.74915180455534E-33;1.15491083150364E-15;18.8617481511312][...]],85.8601902,10,1662906640,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 19",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,07:49.8,6471,5,5,73.26573148,1330.956705,131.6943754,551.3226051,1257.690973,[[1;0;0][6.12303176911189E-17;0;6.664456955685][3.74915180455534E-33;4.0806681663538E-16;6.664456955685][...]],129.8348418,10,1451168385,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 11",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,13:52.3,10982,10,8,4.266346604,1330.994469,188.0501159,299.6700229,1326.728122,[[1;0;0][5.63571815465132E-17;1.10556240586025E-16;4.61847303997749][3.74915180455534E-33;1.72025391678094E-16;2.8094806325502][...]],155.6960194,5,1861416506,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 20",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,07:43.6,6135,5,5,8.272290156,1330.998451,140.4240205,552.3167852,1322.726161,[[1;0;0][3.74915180455534E-33;3.0548860099484E-16;4.98917223549127][6.12303176911189E-17;0;4.98917223549127][...]],101.8856207,10,1448323325,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 12",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,12:52.2,9026,10,9,39.15702709,1330.956705,188.0648581,459.7366638,1291.799678,[[1;0;0][3.74915180455534E-33;2.18763337457792E-16;3.57279442124343][6.12303176911189E-17;0;3.56366564702617][...]],86.11336055,5,238526783,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 19",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,08:07.6,6955,5,5,7.43264061,1330.986967,91.37492255,275.073176,1323.554326,[[1;0;0][6.12303176911189E-17;0;4.12944521379688][3.74915180455534E-33;2.52847242328853E-16;4.12944521379688][...]],62.73436439,10,48616710,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 20",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,07:50.9,6471,5,5,106.5748114,1330.956705,113.8578519,366.2818432,1224.381894,[[1;0;0][3.74915180455534E-33;6.61391925650904E-16;10.8017065824703][6.12303176911189E-17;0;10.8677152636091][...]],109.3128245,10,286876895,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 1",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,11:50.3,7015,10,10,10.95670684,1330.956705,187.0141976,425.158109,1319.999998,[[1;0;0][6.12302353784735E-17;598.689964564774;0.981674336210646][6.12303176748596E-17;4.23618582703717E-19;300.211098988297][...]],156.7118469,5,578755673,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 20",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,08:07.5,6955,5,5,26.16692663,1330.997935,108.1816187,360.9584889,1304.831009,[[1;0;0][6.12296430984804E-17;1.03215438390375E-16;359.109425925099][6.12303176911189E-17;0;2.38101629977658][...]],46.71123688,10,108421135,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=16} Run 1",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=16}",300000,06:28.9,6542,3,3,40.17535865,1330.996346,99.42198847,284.0730272,1290.820987,[[1;0;0][6.12303176911189E-17;0;92.9035629991715][3.74915180455534E-33;4.10854217997047E-16;6.70998017795095][...]],43.29521697,16,75479596,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 1",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,11:08.2,5983,10,10,120.956705,1330.956705,217.7405887,743.5717195,1210,[[1;0;0][6.12287608753084E-17;1211.69670311905;8.6407724063226][6.12302152739005E-17;1.6638822817862E-16;1485.72364888662][...]],91.57418109,5,1691196559,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 12",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,13:50.8,10982,10,8,28.8632383,1330.977175,224.466804,464.0284536,1302.113937,[[1;0;0][6.12303176911189E-17;0;3.22247939740967][3.74915180455534E-33;1.60791164088205E-16;2.62600571336782][...]],161.5997028,5,619553369,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 13",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,12:55.5,9026,10,9,31.56511527,1330.956705,121.9110265,305.3901459,1299.39159,[[1;0;0][6.12303151868525E-17;1.56613018493646E-17;894.312599978887][6.12303176911189E-17;0;2.87349184515053][...]],116.6051683,5,261550642,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=16} Run 1",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=16}",300000,06:29.2,6385,3,3,2.95211079,1330.985742,92.64316388,290.2634434,1328.033631,[[1;0;0][3.74915180455534E-33;2.36807388199753E-16;3.86748586532486][6.12300895710408E-17;667.276234924435;1.82146306173431][...]],57.43181242,16,623845046,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=16} Run 2",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=16}",300000,06:34.0,6542,3,3,23.77903597,1330.997393,45.05901897,181.357425,1307.218357,[[1;0;0][0.446076696941635;0;274.40027594082][3.74915180455534E-33;3.40828515356553E-16;5.56633589712681][...]],23.96788235,16,549916667,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 2",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,11:52.7,7015,10,10,12.08223249,1330.956705,167.3538874,496.4313742,1318.874472,[[1;0;0][6.123031176775E-17;3.62975067393398E-17;1347.70289808547][6.12303176911189E-17;0;1.10232068388536][...]],132.1332854,5,1269271690,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=16} Run 2",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=16}",300000,06:30.3,6385,3,3,75.8273555,1330.956705,77.01596945,256.3750039,1255.129349,[[1;0;0][6.12302847649602E-17;1139.80255575557;1.18203973573955][6.12253784857854E-17;3.41059655652002E-16;438.543130909355][...]],112.2886811,16,1953114588,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 2",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,11:10.0,5983,10,10,120.956705,1330.956705,192.3544253,985.401249,1210,[[1;0;0][3.74915180455534E-33;1.59276975260103E-15;26.0127631647427][6.12303176911189E-17;0;26.0127631647427][...]],103.8558363,5,1201970868,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=16} Run 3",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=16}",300000,06:34.4,6542,3,3,10.60681499,1330.956705,52.63529143,149.9580068,1320.34989,[[1;0;0][6.12224348646041E-17;2.33461645099221E-16;237.623988488891][6.12295358235402E-17;133.706204213027;0.675700224010983][...]],28.23101473,16,1510493983,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 14",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,12:53.3,9026,10,9,59.85176347,1330.98139,189.8037111,588.9038259,1271.129626,[[1;0;0][6.12297973961659E-17;1224.94677722472;5.04982740857576][6.12300088582314E-17;3.04402313900955E-16;1565.26715348713][...]],69.45788915,5,2145300386,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 13",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,13:55.2,10982,10,8,40.75427019,1330.956705,174.9010949,351.6107605,1290.202435,[[1;0;0][6.12296222657693E-17;2.94272666786449E-16;1008.38794496762][6.12303176911189E-17;0;6.38729717649122][...]],187.451671,5,1682323101,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=16} Run 3",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=16}",300000,06:27.6,6385,3,3,116.8236594,1330.956705,70.57796929,253.80603,1214.133046,[[1;0;0][6.12303176883048E-17;921.016367119487;0.00883013382833006][6.12303176911189E-17;0;315.614907084782][...]],44.85084325,16,1867772833,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 3",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,11:54.0,7015,10,10,14.17702945,1330.956705,126.6859836,499.2220508,1316.779676,[[1;0;0][6.12303176911189E-17;0;1.29275677108558][3.74915180455534E-33;7.9155907790915E-17;1.29275677108558][...]],94.47473125,5,832351316,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=16} Run 4",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=16}",300000,06:35.5,6542,3,3,27.30261303,1330.991962,30.86833435,124.8095211,1303.689349,[[1;0;0][6.12294451401095E-17;142.414292018861;0.760300666033555][3.74915180455534E-33;4.20704181998735E-16;6.87084761050907][...]],16.65020736,16,1043539905,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 3",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,11:07.5,5983,10,10,120.956705,1330.956705,175.637046,654.2310385,1210,[[1;0;0][6.12303176911189E-17;348.141730895896;0][3.74915180455534E-33;2.07108171614317E-15;33.8244483164518][...]],112.6923557,5,65605728,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=16} Run 4",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=16}",300000,06:29.2,6385,3,3,69.85359402,1330.98333,68.60898006,239.2451131,1261.129736,[[1;0;0][3.74915180455534E-33;5.63171686E-16;9.19759536184286][6.12303176911189E-17;258.620102114236;0][...]],26.67544084,16,670791191,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=16} Run 5",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=16}",300000,06:30.3,6542,3,3,0.150590874,1330.999981,41.76393426,193.6073767,1330.849391,[[1;0;0][3.74915180455534E-33;2.45207222496031E-16;4.00467010040677][6.12303176805551E-17;1.47597296564231E-18;1297.68795805489][...]],141.6764243,16,369197000,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 15",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,12:53.4,9026,10,9,38.30950503,1330.956705,137.648007,325.188829,1292.6472,[[1;0;0][6.12303113177744E-17;1.2331434202238E-18;44.1399310512957][6.12303176911189E-17;77.4634832876498;0][...]],72.61722858,5,1056067039,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 14",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,13:51.8,10982,10,8,26.3789914,1330.968377,146.8870836,313.2066283,1304.589386,[[1;0;0][6.12292488449315E-17;1.14275176539577E-16;315.862403514501][6.12303176911189E-17;186.614219145664;0][...]],98.78758065,5,1511942376,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 4",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,11:51.6,7015,10,10,16.62895877,1330.956705,101.9430556,270.6058981,1314.327746,[[1;0;0][6.12303176911189E-17;0;4.08285096367271][3.74915180455534E-33;2.50419877604434E-16;4.08980203022458][...]],54.65171759,5,1530358320,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=16} Run 5",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=16}",300000,06:29.1,6385,3,3,31.53349303,1330.956705,91.76947031,351.5864789,1299.423212,[[1;0;0][6.12303176911189E-17;0;16.9104123519949][6.12303176911189E-17;784.623547920944;0][3.74915180455534E-33;4.57523977207681E-16;7.47218035868597][...]],61.94352555,16,1818965763,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=16} Run 6",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=16}",300000,06:33.5,6542,3,3,3.995053196,1330.999833,35.77488389,96.8602719,1327.00478,[[1;0;0][6.12303176911189E-17;0;2.45865462845816][3.74915180455534E-33;1.50542962541614E-16;2.45863435334501][...]],72.24214925,16,1539081343,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 4",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,11:09.4,5983,10,10,120.956705,1330.956705,183.9718896,814.3090893,1210,[[1;0;0][6.12231280100103E-17;1075.73748238577;16.4866001668451][6.12297029160639E-17;3.24983473192763E-16;1184.42071134263][...]],74.70239709,5,1997201620,10
