,Count,Minimum,Maximum,Average,Median,Standard Deviation,Variance,25th Percentile,75th Percentile,Avg. of Upper 25 %, Avg. of Lower 25 %,Avg. of First 25 %,Avg. of Last 25 %,Slope,Intercept,Average Relative Error
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1} Run 29",19,242,6542,3652.526316,6542,3130.831401,9802105.263,542,6542,6542,317,1892,1682,37.36842105,3316.210526,0.004511204
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=0} Run 28",21,242,6542,3313.428571,542,3156.286244,9962142.857,242,6542,6542,242,5282,1342,-288.7012987,6200.441558,0.322110913
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1} Run 30",19,242,6542,3557.789474,6542,3231.831809,10444736.84,242,6542,6542,242,1817,2762,33.15789474,3259.368421,0.003333333
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=0} Run 29",18,242,6542,4192,6542,3032.034844,9193235.294,542,6542,6542,467,4967,4142,-62.84829721,4726.210526,0.012245133
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=0} Run 31",6,182,10982,6782,7382,4784.976489,22896000,3782,10982,10982,182,182,7382,1131.428571,3953.428571,0.195687332
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=1} Run 30",7,182,10982,7682,10982,4637.88745,21510000,2282,10982,10982,182,182,4832,-32.14285714,7778.428571,0.000224148
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1} Run 31",26,242,6542,853.5384615,392,1681.029904,2825861.538,242,542,2542,242,1442,284.8571429,-40.1025641,1354.820513,0.033292719
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=0} Run 30",21,242,6542,2727.714286,542,3068.433756,9415285.714,242,6542,6542,242,2822,1342,-89.22077922,3619.922078,0.032550619
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1} Run 32",20,242,6542,3422,3542,3202.236061,10254315.79,242,6542,6542,242,4082,242,-172.7819549,5063.428571,0.101896232
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=0} Run 31",18,242,6542,3742,6542,3221.252953,10376470.59,242,6542,6542,242,1817,4022,195.0464396,2084.105263,0.104489164
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=0} Run 32",7,182,10982,6610.571429,7382,4138.322642,17125714.29,1982,10982,10982,182,182,4682,321.4285714,5646.285714,0.028153153
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=1} Run 31",6,182,10982,5282,4532,5126.402247,26280000,482,10982,10982,182,182,9182,2194.285714,-203.7142857,0.641252446
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1} Run 33",22,242,6542,2246.545455,242,3003.407156,9020454.545,242,6542,6542,242,2762,2342,17.78656126,2059.786561,0.001478852
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=0} Run 32",25,242,6542,818,242,1727.541606,2984400,242,542,2542,242,1392,327.7142857,-37.38461538,1266.615385,0.025366521
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1} Run 34",22,242,6542,2914.727273,542,3091.336869,9556363.636,242,6542,6542,242,1622,1342,-90.11857708,3860.972332,0.035834822
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=0} Run 33",18,242,6542,5142,6542,2695.093581,7263529.412,6542,6542,6542,242,3392,4022,13.00309598,5031.473684,0.000663423
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1} Run 35",23,242,6542,2472.434783,242,3040.399911,9244031.621,242,6542,6542,242,2882,2342,-80.33596838,3356.130435,0.032115632
