, AgeGap, AgeLimits, Algorithm Name, Crowding, EvaluatedSolutions, Execution Time, Generations, NumberOfLayers, OpenLayers, ParetoFrontResults.Absolute Distance to BestKnownHypervolume, ParetoFrontResults.Best known hypervolume, ParetoFrontResults.Crowding, ParetoFrontResults.Generational Distance, ParetoFrontResults.Hypervolume, ParetoFrontResults.Pareto Front, ParetoFrontResults.Spacing, PopulationSize, Seed, SelectedParents, Spacing
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5} Run 11, 100, [100;200;400;900;1600], ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5}, 63.230374508345257, 300021, 00:34:56.9366912, 6307, 5, 5, 7.8265678071786624, 1330.9926333873202, 73.007390533855073, 225.72009630493284, 1323.1660655801415, [[0;3.14457400507556;0][3.14457391801098;0;0][0;0;3.14457391964203][0.6444252571365;0.0971459680574987;2.40300269317261][...]], 53.6888592286279, 10, 443825235, 20, 48.2199029798509
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5} Run 12, 100, [100;200;400;900;1600], ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5}, 73.034231319998241, 300021, 03:25:19.7316505, 6307, 5, 5, 2.8347862801879273, 1330.5741787317797, 82.531619005852662, 193.322669845494, 1327.7393924515918, [[0;0;3.44067201233279][0;3.44067201233279;0][3.44067201233279;0;0][0.797468295764041;1.28827848782742;1.35492522874132][...]], 62.549032203540428, 10, 1807013668, 20, 62.323879873341362
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5} Run 13, 100, [100;200;400;900;1600], ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5}, 75.029303601745113, 300021, 00:38:56.9646556, 6307, 5, 5, 0.46111556675919019, 1330.9488060537014, 80.622695797920272, 249.50462281621665, 1330.4876904869423, [[1.22589231004301;0;0][0;0;1.30275640470795][0;1.29775277882952;0][0.501631076415402;0.3868032085575;0.437837735636152][...]], 78.495147446211121, 10, 1734256503, 20, 72.873845408734212
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5} Run 14, 100, [100;200;400;900;1600], ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5}, 67.196198094216783, 300021, 00:56:25.3795751, 6307, 5, 5, 2.2982483014934587, 1330.8100175670631, 67.196198094216811, 193.33899447492627, 1328.5117692655697, [[0;0;2.78764488546513][2.7876957933109;0;0][0;2.78764496857234;0][0.243615986522675;2.23301512297872;0.311025920043965][...]], 50.134565837353691, 10, 734027568, 20, 50.134565837353691
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5} Run 15, 100, [100;200;400;900;1600], ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5}, 55.321760553251259, 300021, 01:22:19.1624122, 6307, 5, 5, 0.42156127350904171, 1330.9948444396537, 64.476303557793841, 164.96883693998785, 1330.5732831661446, [[1.36470993028396;0;0][0;0;1.30604664445527][0;1.30492329824118;0][0.373051478200238;0.851274785631726;0.0817203807004022][...]], 64.586858566590919, 10, 59037650, 20, 58.319557957420123
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5} Run 16, 100, [100;200;400;900;1600], ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5}, 62.262207867085529, 300021, 01:18:02.3755003, 6307, 5, 5, 1.1883552922733998, 1330.9573773404447, 65.420712035962168, 224.47854186375957, 1329.7690220481713, [[1.72511629921078;0;0][0;1.72511629919675;0][0;0;1.72511629920172][0.140255549019629;0.255743089140134;1.32911766103841][...]], 54.634938138948037, 10, 757625972, 20, 54.770337963898051
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5} Run 17, 100, [100;200;400;900;1600], ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5}, 87.888607433181718, 300021, 00:27:51.5776206, 6307, 5, 5, 48.622843544130546, 1330.7191862272189, 80.992053397967908, 211.94721073460602, 1282.0963426830883, [[5.85404351133337;0;0][0;5.8539730500658;0][0;0;5.85364293813494][4.16102898790935;0.30847153985254;1.38466307857565][...]], 77.452091708759411, 10, 334000632, 20, 71.754998987132069
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5} Run 18, 100, [100;200;400;900;1600], ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5}, 51.590860250306193, 300021, 00:36:23.6591367, 6307, 5, 5, 0.67954231973340029, 1330.9639557210451, 59.416802277001544, 173.93878565403156, 1330.2844134013117, [[0;1.95523109433672;0][1.95523109433672;0;0][0;0;1.95523109433672][0.10913196684855;0.263796754495946;1.58230237299222][...]], 56.362884564357856, 10, 1981544849, 20, 55.933236816987936
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5} Run 19, 100, [100;200;400;900;1600], ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5}, 80.78817569042404, 300021, 00:28:00.2252471, 6307, 5, 5, 6.4991130575749594, 1330.9714587414285, 82.771695114807741, 246.14996154619726, 1324.4723456838535, [[0;3.91996197993897;0][0;0;3.9200006119935][3.91996084579037;0;0][0.5809129460807;2.76679384153454;0.572247290836622][...]], 64.5802528082208, 10, 937622287, 20, 63.200978271556494
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5} Run 20, 100, [100;200;400;900;1600], ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5}, 92.8392914235515, 300021, 02:18:30.2736518, 6307, 5, 5, 6.5827416310635272, 1330.8205981374979, 101.70643801151597, 243.83717959145613, 1324.2378565064344, [[0;0;3.67900471178998][0;4.00943956420817;0][3.6802321084804;0;0][1.89699620314661;1.37747649134232;0.400256476562531][...]], 65.447471874571391, 10, 2122827024, 20, 60.218567781969107
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5} Run 21, 100, [100;200;400;900;1600], ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5}, 62.636707174832928, 300021, 01:08:45.2495785, 6307, 5, 5, 0.83371605862521392, 1330.9445686740974, 62.636707174832914, 184.47814520674692, 1330.1108526154721, [[1.68214236260386;0;0][0;1.68214235116874;0][0;0;1.68214231743661][0.627078572135692;0.789268187425702;0.265795589167515][...]], 63.036125409595762, 10, 781446484, 20, 63.036125409595762
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5} Run 22, 100, [100;200;400;900;1600], ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5}, 80.416831013054335, 300021, 00:33:45.2396440, 6307, 5, 5, 1.7809551400330292, 1330.8847374131062, 85.687596907750688, 190.12619002285987, 1329.1037822730732, [[2.22482838431396;0;0][0;0;2.22482838067474][0;2.22482838374801;0][0.485521583000043;0.573581811643984;1.16572498772518][...]], 69.445436947491316, 10, 500621913, 20, 68.757591093356524
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5} Run 23, 100, [100;200;400;900;1600], ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5}, 72.287364451626843, 300021, 01:09:39.6917906, 6307, 5, 5, 0.54653443111578781, 1330.9989781986715, 71.370497576752143, 183.46881136062322, 1330.4524437675557, [[0;1.4009951276191;0][0;0;1.40095305250948][1.40097504138758;0;0][0.380683870179084;0.7645433824176;0.255872221137451][...]], 76.154771780209614, 10, 1693724109, 20, 80.967727627352716
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5} Run 24, 100, [100;200;400;900;1600], ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5}, 65.6849991643684, 300021, 00:35:38.9501594, 6307, 5, 5, 3.8898200856044696, 1330.9871930872846, 57.763409996222471, 130.84890862281964, 1327.0973730016801, [[0;0;2.66289039226023][2.66289039226023;0;0][0;2.64730928210525;0][1.31977340903638;0.765093980915142;0.57802300230871][...]], 52.960940374971607, 10, 1872603205, 20, 57.47127059990558
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5} Run 25, 100, [100;200;400;900;1600], ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5}, 94.041368910248892, 300021, 01:19:25.0880368, 6307, 5, 5, 6.8072186807651178, 1330.3813874999998, 120.34207431604575, 310.90265388252016, 1323.5741688192347, [[0;2.81310027812288;0][0;0;2.81253711967589][2.81249528292867;0;0][1.35046410869953;0.820140411683878;0.642157127850544][...]], 91.759212031733114, 10, 13148427, 20, 90.449105881082417
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5} Run 26, 100, [100;200;400;900;1600], ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5}, 77.896933174776819, 300021, 01:19:27.5726819, 6307, 5, 5, 2.1577387357697262, 1330.977836572552, 79.848720357493647, 180.55801072342749, 1328.8200978367822, [[2.21230208196942;0;0][0;0;2.21230208196302][0;2.21230208196285;0][0.444454268725635;0.232800206433525;1.53504760680564][...]], 64.598625862888923, 10, 286996417, 20, 64.7339916574292
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5} Run 27, 100, [100;200;400;900;1600], ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5}, 107.50057591143054, 300021, 00:29:42.6073849, 6307, 5, 5, 11.042515770872114, 1330.3813874999998, 149.21998596235593, 314.62325370348418, 1319.3388717291277, [[3.87115604805742;0;0][0;0;3.87115604809188][0;3.87115604811125;0][0.774658355671829;0.506898433864345;2.5895992587353][...]], 74.843775996350644, 10, 1620666110, 20, 62.114928681470573
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5} Run 28, 100, [100;200;400;900;1600], ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5}, 71.61158227691773, 300021, 00:29:34.4588996, 6307, 5, 5, 39.274204749712908, 1330.3813874999998, 52.580886254344982, 135.66223039091338, 1291.1071827502869, [[0;6.49525657232185;0][0;0;6.49520677810457][6.49522417407243;0;0][1.85819095805323;1.67700623737956;2.96003341503257][...]], 49.08895956708816, 10, 2004378281, 20, 61.65996534190414
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5} Run 29, 100, [100;200;400;900;1600], ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5}, 114.12410316737045, 300021, 00:36:18.4587785, 6307, 5, 5, 19.495346829188975, 1330.3813874999998, 108.10062086722901, 264.435768550942, 1310.8860406708109, [[0;0;4.69480043952696][4.69480043952731;0;0][0;4.69480043952696;0][1.21357623963024;1.34958106337241;2.13164313652466][...]], 109.97881708125234, 10, 550392201, 20, 101.4324304899386
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5} Run 30, 100, [100;200;400;900;1600], ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5}, 71.557403339561219, 300021, 00:33:56.1678172, 6307, 5, 5, 0.30253047181895454, 1330.9985707911569, 77.719106316315361, 173.9935390269238, 1330.696040319338, [[0;1.10703401988889;0][0;0;1.10703401988889][1.11638462060714;0;0][0.855707380226138;0.177218313147094;0.081827793274625][...]], 73.207112372637368, 10, 957612215, 20, 50.801373181018434
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5} Run 31, 100, [100;200;400;900;1600], ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5}, 81.228078678938118, 300021, 00:29:42.9457640, 6307, 5, 5, 11.087306211017676, 1330.9086066870514, 87.413550968665774, 225.16272918893827, 1319.8213004760337, [[4.37110776500954;0;0][0;0;4.37112833605148][0;4.37112936091309;0][0.684882810942583;1.90905697734891;1.77716992408956][...]], 101.26788738097321, 10, 2087760370, 20, 100.55835941909113
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5} Run 32, 100, [100;200;400;900;1600], ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5}, 70.425182726759715, 300021, 00:32:15.3229922, 6307, 5, 5, 0.67749144442450415, 1330.9434472999467, 70.425182726759729, 156.00054043834965, 1330.2659558555222, [[0;0;1.62680722822756][1.62680722822756;0;0][0;1.62680722822756;0][0.106468976564117;1.25191505900589;0.268423192657547][...]], 75.600325943819882, 10, 1900488616, 20, 75.600325943819854
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5} Run 33, 100, [100;200;400;900;1600], ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5}, 114.90718366092915, 300021, 00:32:06.3723697, 6307, 5, 5, 3.4104111494102654, 1330.9733814568276, 114.90718366092914, 225.5522287957445, 1327.5629703074173, [[0;0;2.61891381255498][0;2.61891413728207;0][2.61891371862514;0;0][1.91204948854444;0.362967563479687;0.343896692245563][...]], 102.08082528993859, 10, 1332869161, 20, 102.08082528993859
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5} Run 34, 100, [100;200;400;900;1600], ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5}, 93.134438361001827, 300021, 00:31:58.5494822, 6307, 5, 5, 0.99278892705410726, 1330.8132471258402, 95.401601016772872, 285.45034112513486, 1329.8204581987861, [[0;1.86986968117583;0][0;0;1.86983486692195][1.86985741624205;0;0][0.566592746965051;0.512760178497018;0.790505209048624][...]], 74.470671211892935, 10, 1825367872, 20, 73.500184905250563
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5} Run 35, 100, [100;200;400;900;1600], ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5}, 76.161414187829976, 300021, 00:33:42.7678040, 6307, 5, 5, 0.52941773536076653, 1330.9951249850521, 76.16141418783, 177.82206663547248, 1330.4657072496914, [[0;1.42976127288669;0][0;0;1.42976127288456][1.42976127273712;0;0][1.15823919676533;0.0732071443018116;0.198314931675131][...]], 88.135190876666414, 10, 1014421651, 20, 88.135190876666428
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5} Run 36, 100, [100;200;400;900;1600], ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5}, 53.801496645880775, 300021, 00:26:27.6905962, 6307, 5, 5, 10.495170391197007, 1330.3813874999998, 56.821365829705641, 160.92119857647029, 1319.8862171088028, [[0;0;3.78659579290633][0;3.786595792936;0][3.78659579292534;0;0][2.61992338312479;0.740270510226933;0.426401899588892][...]], 46.247593019267718, 10, 818473366, 20, 46.778991285423835
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5} Run 37, 100, [100;200;400;900;1600], ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5}, 60.053434172288171, 300021, 00:32:00.8504818, 6307, 5, 5, 0.19318290297292151, 1330.9999446546242, 67.981736597211039, 197.33139423050298, 1330.8067617516513, [[0;0;0.802270906458624][0;1.3619822943766;0][1.17257838291628;0;0][0.360307880017615;0.899540770577172;0.122578461808797][...]], 67.822036952393589, 10, 1010902077, 20, 67.670441637608974
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5} Run 38, 100, [100;200;400;900;1600], ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5}, 68.423266248034111, 300021, 00:33:40.4785710, 6307, 5, 5, 7.5149249235080333, 1330.3813874999998, 71.558083532403728, 205.41985820428849, 1322.8664625764918, [[0;0;3.72443611960654][3.72443611960654;0;0][0;3.72443611960654;0][0.527205835540714;1.33501222426256;1.86221805980327][...]], 46.559344154056895, 10, 999420818, 20, 41.814919505569904
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5} Run 39, 100, [100;200;400;900;1600], ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5}, 54.635981981395979, 300021, 00:26:26.2077590, 6307, 5, 5, 0.24100740255403252, 1330.9943680526476, 89.234250663074533, 197.99044478049808, 1330.7533606500936, [[0;1.05213789123219;0][1.0521378912789;0;0][0;0;1.05213789129578][0.315141321732348;0.411133517350827;0.325863052188091][...]], 70.4793671125762, 10, 930753713, 20, 59.98122864824434
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5} Run 40, 100, [100;200;400;900;1600], ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5}, 79.210158454561608, 300021, 00:37:00.0061982, 6307, 5, 5, 8.6310255379962655, 1330.8662997173096, 80.0973110979469, 242.497520569089, 1322.2352741793134, [[0;3.51896567978055;0][0;0;3.5189656797365][3.51896567974556;0;0][0.351938632712571;2.68227044762112;0.484756599439934][...]], 55.797517973479522, 10, 959547850, 20, 55.74080768458748
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5} Run 41, 100, [100;200;400;900;1600], ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5}, 64.970297152328072, 300021, 01:16:48.7044374, 6307, 5, 5, 0.053116566612970928, 1330.9137960006476, 74.02948301033986, 199.58119577950731, 1330.8606794340346, [[0;2.29269088201224;0][0;0;2.29064236228719][2.29077305034667;0;0][0.123837867461008;1.53933953872827;0.631355555224157][...]], 85.557308627995326, 10, 931323267, 20, 84.5211084611725
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5} Run 42, 100, [100;200;400;900;1600], ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5}, 76.571919381780916, 300021, 00:36:24.9245831, 6307, 5, 5, 2.8618216776947065, 1330.7758798902105, 78.040073593591472, 180.00117343384616, 1327.9140582125158, [[0;2.66034749071259;0][0;0;2.66034749071241][2.66034749071277;0;0][0.933135837557798;0.666816198044231;1.06039545511056][...]], 82.11826635256898, 10, 1031942220, 20, 82.019470996713665
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5} Run 43, 100, [100;200;400;900;1600], ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5}, 119.79424763115124, 300021, 00:33:58.3606776, 6307, 5, 5, 1.7556547867245627, 1330.9709778642562, 129.74223882049947, 317.80503792809327, 1329.2153230775316, [[0;2.16356112624104;0][0;0;2.16350776534561][2.16353296532211;0;0][0.763896729291184;0.962871409749805;0.436792987200053][...]], 94.336338259838513, 10, 1475606189, 20, 78.3278929734181
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5} Run 44, 100, [100;200;400;900;1600], ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5}, 76.464899992501643, 300021, 00:36:07.3482451, 6307, 5, 5, 23.934937845774357, 1330.4692584440609, 81.6009124999095, 255.02632443286674, 1306.5343205982865, [[4.92238255187473;0;0][0;4.92238255187473;0][0;0;4.92238255187473][1.46415608568596;1.03991240121184;2.41831406497692][...]], 57.688606065164542, 10, 1961233865, 20, 58.58216089447145
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5} Run 45, 100, [100;200;400;900;1600], ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5}, 83.405534760591962, 300021, 00:36:41.9195446, 6307, 5, 5, 10.368962857644874, 1330.8596085401, 83.405534760591948, 185.86742198478052, 1320.4906456824551, [[0;3.66412045476113;0][0;0;3.66412045539192][3.66412045539192;0;0][0.90650731435435;2.22293968502795;0.534673456049228][...]], 97.467082208570432, 10, 93975703, 20, 97.467082208570446
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5} Run 46, 100, [100;200;400;900;1600], ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5}, 69.090652778927875, 300021, 00:34:10.4288802, 6307, 5, 5, 3.9165446997465097, 1330.6340283251595, 69.090652778927861, 163.36896712289976, 1326.717483625413, [[0;2.73006487864339;0][2.73006487615187;0;0][0;0;2.73006487508268][1.00206690950171;0.849653690759383;0.878344277153586][...]], 82.557343885644769, 10, 269272658, 20, 82.5573438856448
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5} Run 47, 100, [100;200;400;900;1600], ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5}, 68.96488143486657, 300021, 00:30:32.8213528, 6307, 5, 5, 4.47193300143249, 1330.6948860993375, 68.964881434866541, 172.03878694256389, 1326.222953097905, [[0;0;3.02497116209884][0;3.02500807398004;0][3.02497116209884;0;0][0;2.51105984837716;0.514375627385465][...]], 88.253084185345656, 10, 1469450802, 20, 88.253084185345628
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5} Run 48, 100, [100;200;400;900;1600], ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5}, 78.152557435312033, 300021, 00:36:32.3061803, 6307, 5, 5, 7.0176302708878211, 1330.8293381394737, 80.367885842758056, 234.11680654324576, 1323.8117078685859, [[3.14608189751954;0;0][0;0;3.14608189751954][0;3.14608189751954;0][2.02906737952354;0.922700548478937;0.194313969517058][...]], 72.642503085245735, 10, 879271808, 20, 58.522049697344
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5} Run 49, 100, [100;200;400;900;1600], ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5}, 99.879565212176971, 300021, 00:30:26.9979774, 6307, 5, 5, 31.195644610879071, 1330.6529167310646, 103.92735272067171, 273.93592522940213, 1299.4572721201855, [[5.97588687994391;0;0][0;5.97589047348325;0][0;0;5.97587766387689][0.280712442463403;4.60176319683348;1.09340723816531][...]], 83.492367779419979, 10, 277324904, 20, 83.906286598545876
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5} Run 50, 100, [100;200;400;900;1600], ALPS with NSGA2 {AgeGap=100, NumberOfLayers=5}, 79.9710737396025, 300021, 00:30:18.1021942, 6307, 5, 5, 2.8070394271423993, 1330.9926013771162, 78.42661569944822, 236.77107339117541, 1328.1855619499738, [[2.37247257920227;0;0][0;0;2.34646464038032][0;2.41587779812092;0][1.35171392766903;0.722354980070226;0.31328884101276][...]], 62.0603795998654, 10, 1390978597, 20, 60.638442570466758
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 1, 300, [300;600;1200], ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}, 18.7810601674672, 300033, 00:54:52.0095100, 6543, 3, 3, 1.8751454622124584, 1330.9822790160115, 18.781060167467192, 63.468672343541719, 1329.107133553799, [[2.64110294165355;0;0][0;2.6411030903522;0][0;0;2.64110290181679][1.17303302340299;0.304423266901411;1.16364672626238][...]], 12.157406659611826, 16, 533785297, 32, 12.157406659611828
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 2, 300, [300;600;1200], ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}, 13.77952778648126, 300033, 01:10:54.8360540, 6543, 3, 3, 4.520818814657332, 1330.8364687105436, 16.220731469035634, 51.981522574427323, 1326.3156498958863, [[0;0;4.07433082882572][4.07429493679895;0;0][0;4.07429492689185;0][3.15051796989015;0.396000187926881;0.527800103352623][...]], 8.0209073766994372, 16, 1202110818, 32, 7.0989531111210669
