,AgeGap,AgeLimits,Algorithm Name,EvaluatedSolutions,Execution Time,Generations,NumberOfLayers,OpenLayers,ParetoFrontResults.Absolute Distance to BestKnownHypervolume,ParetoFrontResults.Crowding,ParetoFrontResults.Generational Distance,ParetoFrontResults.Hypervolume,ParetoFrontResults.Pareto Front,ParetoFrontResults.Spacing,PopulationSize,Seed,SelectedParents
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 18",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:44.3,6385,3,3,5.123026891,0.048329987,0.357298414,115.5436398,[[0;1][1;0.478228983610715][0.33707860082687;0.697089599696636][0.118356318734325;0.820525066302][0.509062131282114;0.627737712915411][...]],0.024400328,16,736201679,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 18",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,00:44.4,6542,3,3,4.842535011,0.056962236,0.302403961,115.8241317,[[0;1][1;0.452221093176233][0.497148271995504;0.613780098131993][0.0383432121958549;0.892735602307589][...]],0.029942318,16,2039252148,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 20",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:40.9,5864,3,3,7.134376591,0.052954735,0.349416007,113.5322901,[[0;1][1;0.667671639479508][0.165688090871824;0.864728337224978][0.633534559639925;0.735484001025148][...]],0.030029764,16,1033142785,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 19",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:43.7,6258,3,3,6.592468129,0.05154724,0.273485787,114.0741985,[[0;1][1;0.616684248353351][0.17465698389496;0.839804747248199][0.0726678431542512;0.896669720021833][...]],0.040205799,16,631153016,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 19",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:44.1,6385,3,3,4.817715371,0.048518814,0.275581116,115.8489513,[[0;1][1;0.449569790260249][0.0118352095726019;0.940057278033641][0.0902465390774772;0.834645515318212][...]],0.020970244,16,1916786344,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 19",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,00:44.3,6542,3,3,5.861173957,0.048980128,0.31896259,114.8054927,[[0;1][1;0.548046132645672][0.649581081316107;0.635738438557194][0.814699188207219;0.592061091610572][...]],0.023757294,16,580607649,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 1",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,00:48.3,6955,5,5,3.535433043,0.05991868,0.350651418,117.1312336,[[0;1][1;0.327235742556211][0.64322860278419;0.460432746520653][0.263035407974433;0.654959545427202][0.819246615736692;0.391065979576143][...]],0.047390563,10,1575573001,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 20",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:43.6,6258,3,3,6.158493076,0.049594752,0.278199846,114.5081736,[[0;1][1;0.575933453255405][0.07911134683738;0.88074639902463][0.177457062377092;0.821392885584083][0.0260730505091478;0.931538242591459][...]],0.034159988,16,1007288763,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 20",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:43.9,6385,3,3,6.800137272,0.055386076,0.325439076,113.8665294,[[0;1][1;0.636066266841604][0.548054311178015;0.730578614014064][0.283741304182783;0.80614344405191][0.164068652571305;0.852587647769148][...]],0.027451193,16,1501187563,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 20",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,00:44.4,6542,3,3,5.712167729,0.051723364,0.313317381,114.9544989,[[0;1][1;0.533591871064213][0.617369851042391;0.633529990703113][0.829572561779395;0.575191789133481][...]],0.033005455,16,29188124,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 2",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,00:48.3,6955,5,5,4.789508165,0.052543416,0.376387541,115.8771585,[[0;1][1;0.445572624867261][0.124505441893672;0.804368478481649][0.230050332377947;0.734076879637197][...]],0.040401859,10,204900238,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 1",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,00:47.2,6471,5,5,5.724843375,0.048101539,0.31862046,114.9418233,[[0;1][1;0.53344122734534][0.174351492300566;0.805186431769362][0.368409407170206;0.716814119725967][0.80021109614466;0.582642387161541][...]],0.045837446,10,999365654,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 1",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,00:46.4,6135,5,5,6.242475083,0.053448127,0.387047475,114.4241916,[[0;1][1;0.582752642733898][0.180672208948088;0.822646683694472][0.566423328799776;0.685979109865297][...]],0.040136527,10,738748701,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 1",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,00:44.5,5784,5,5,7.397148064,0.056902378,0.390306449,113.2695186,[[0;1][1;0.691326034795258][0.619447791705864;0.757061792279448][0.869074398322809;0.712242673931078][...]],0.040151345,10,856186373,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 3",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,00:48.3,6955,5,5,2.63267389,0.051014307,0.346734945,118.0339928,[[0;1][1;0.242258182559026][0.611195242484505;0.407605202662122][0.86304020657753;0.296058175149533][0.265112157636891;0.609845987759568][...]],0.042511496,10,1797797771,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 2",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,00:47.4,6471,5,5,4.430380879,0.049469097,0.365133868,116.2362858,[[0;1][1;0.410478052571587][0.267947780096515;0.697794978916553][0.50562378331814;0.584300574162353][0.169930446685666;0.760196031654547][...]],0.034551186,10,659082142,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 2",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,00:47.0,6135,5,5,5.691192621,0.04704873,0.384750789,114.975474,[[0;1][1;0.52991653174065][0.0893517243528187;0.863118367464265][0.280554784282819;0.757449349062082][...]],0.036035493,10,1200272227,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 2",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,00:44.9,5784,5,5,7.824096253,0.049344254,0.3945951,112.8425704,[[0;1][1;0.731828329007975][0.0949647987611632;0.91735924975734][0.259349115957292;0.863430008919189][...]],0.037146758,10,350264418,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 4",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,00:48.2,6955,5,5,4.47765244,0.053785627,0.333502464,116.1890142,[[0;1][0.883251235327383;0.418865405040067][0.26030760703685;0.684537886049832][0.0875166086384407;0.817102254398761][...]],0.032491223,10,1584006774,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 3",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,00:47.4,6471,5,5,3.678641558,0.048112308,0.356119497,116.9880251,[[0;1][1;0.341218328564005][0.337395016706282;0.617341965762365][0.172361202968981;0.726497522262316][...]],0.04402612,10,1803104967,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 3",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,00:46.9,6135,5,5,7.129073597,0.050794262,0.388257635,113.5375931,[[0;1][1;0.666182350332057][0.123567726998385;0.882662689667882][0.324347051571673;0.809885903297434][...]],0.036053545,10,101921712,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 3",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,00:44.5,5784,5,5,7.846962909,0.042653742,0.380823916,112.8197038,[[0;1][1;0.734177611248399][0.18680913765721;0.885107782945491][0.0488537812504752;0.941245565839896][...]],0.033039936,10,260803699,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 5",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,00:48.7,6955,5,5,5.09265857,0.049671217,0.354475658,115.5740081,[[0;1][1;0.474041439270999][0.835016349379032;0.519387169354221][0.161012031658338;0.78895452780009][0.107029297254351;0.908139155089568][...]],0.043566281,10,530181135,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 4",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,00:48.1,6471,5,5,4.312247257,0.05217875,0.378224894,116.3544194,[[0;1][1;0.40026127722565][0.0921533720683777;0.832943515103309][0.243562257163358;0.70401639920522][0.332382454687049;0.660433957321459][...]],0.039510527,10,1956134611,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 4",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,00:47.5,6135,5,5,7.044463269,0.050954418,0.384617202,113.6222034,[[0;1][1;0.658542009709783][0.631691381088802;0.728867372611375][0.486078070944028;0.761959370740062][...]],0.04132977,10,414270435,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 4",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,00:45.7,5784,5,5,7.830517814,0.055095457,0.411423391,112.8361489,[[0;1][1;0.732777644882378][0.55431832324741;0.8010461239426][0.720919093451294;0.773109629386131][0.425819649639104;0.825624426993845][...]],0.042623794,10,1512519002,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 6",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,00:49.3,6955,5,5,3.839019885,0.052038865,0.332371856,116.8276468,[[0;1][1;0.356020205481505][0.774115355061342;0.433911560819942][0.544491642800322;0.52486811756161][0.20831458074002;0.706078012534336][...]],0.047328863,10,1250680754,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 5",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,00:44.9,5784,5,5,7.470565959,0.055670401,0.416850657,113.1961007,[[0;1][1;0.698177563671132][0.145300571507283;0.88498637635721][0.35538276429871;0.833789179286014][0.492966535684171;0.788085698717185][...]],0.040461854,10,1880196905,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 5",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,00:48.0,6471,5,5,4.964728172,0.050424647,0.364288283,115.7019385,[[0;1][1;0.462175445384189][0.441038225325786;0.642826900776725][0.231941078916022;0.740982288007998][...]],0.042044235,10,909872173,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 5",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,00:47.1,6135,5,5,6.400345918,0.047444498,0.378501269,114.2663207,[[0;1][1;0.597766806725546][0.564321255756143;0.697835005690873][0.336769027111785;0.763292313307452][...]],0.03899845,10,777252592,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 6",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,00:44.8,5784,5,5,8.022763753,0.050918662,0.43482288,112.6439029,[[0;1][1;0.75079687898785][0.133431798842224;0.908969996910764][0.805850682795365;0.776299266495939][0.0204721766684881;0.964344913318836][...]],0.041767999,10,1389107456,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 7",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,00:48.9,6955,5,5,3.524297997,0.047184855,0.345544952,117.1423687,[[0;1][1;0.326229120402377][0.609248768432284;0.474092568108959][0.354582618598547;0.598793457441423][...]],0.041105065,10,1770455503,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 6",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,00:46.9,6135,5,5,6.951122422,0.051274758,0.36958533,113.7155442,[[0;1][1;0.649382176956476][0.635393559303124;0.720517853801001][0.832429880477329;0.680105923825379][...]],0.043740474,10,402587553,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 6",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,00:48.0,6471,5,5,4.081988631,0.054762883,0.355323748,116.584678,[[0;1][1;0.378862313570302][0.585705728396024;0.527783841675523][0.173335508858634;0.742427944609093][...]],0.047028473,10,1722135904,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 7",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,00:45.3,5784,5,5,7.472515706,0.055775929,0.400398815,113.194151,[[0;1][1;0.698636059816736][0.0668856200870054;0.92206330610387][0.244142056207617;0.851095274265286][...]],0.039040043,10,1211092757,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 7",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,00:47.3,6135,5,5,7.335916637,0.054916462,0.373425285,113.33075,[[0;1][1;0.686041606618037][0.404192387564065;0.800652680197611][0.167806821972113;0.865974954788725][...]],0.034960711,10,1316489319,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 8",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,00:49.2,6955,5,5,5.408270449,0.046453122,0.347403722,115.2583962,[[0;1][1;0.50326204136399][0.1000074573813;0.900395771442047][0.873570106365914;0.535723769621911][0.642637034088958;0.601791534443045][...]],0.038458386,10,89134743,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 7",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,00:47.2,6471,5,5,4.458882683,0.047794219,0.375973902,116.207784,[[0;1][1;0.413194668201618][0.2081412643112;0.732284728698586][0.745758516252504;0.493250694675636][0.149763733230911;0.911775095311201][...]],0.047545133,10,289042748,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 8",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,00:44.5,5784,5,5,7.321460578,0.055463709,0.398304216,113.3452061,[[0;1][1;0.68449486920268][0.663379745049364;0.747936652199533][0.364772762838519;0.81101249181257][0.827695230765627;0.713647169947145][...]],0.042341765,10,395678996,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 8",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,00:46.7,6135,5,5,6.52821539,0.053179733,0.373174672,114.1384513,[[0;1][1;0.609639215961378][0.600111755433319;0.697714291193309][0.899697858972661;0.629899604209215][...]],0.035420852,10,1675627307,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 8",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,00:47.5,6471,5,5,4.930752823,0.058614941,0.305318732,115.7359138,[[0;1][1;0.459066719984266][0.530502219706232;0.606008367099016][0.357434862178873;0.676598581099025][...]],0.048179456,10,1103939071,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 9",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,00:48.4,6955,5,5,4.311155785,0.04776,0.354055112,116.3555109,[[0;1][1;0.400764432887275][0.456845999965248;0.594974564395851][0.761018477893207;0.477248630473032][...]],0.04799549,10,1970981841,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 9",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,00:44.8,5784,5,5,7.517487376,0.049590331,0.356718423,113.1491793,[[0;1][1;0.703157216091701][0.868084542389024;0.72343125836383][0.646762181747653;0.761274503916576][0.185103446219876;0.872288867043285][...]],0.040029385,10,1363525629,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 9",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,00:47.2,6135,5,5,6.647914441,0.058454929,0.372108531,114.0187522,[[0;1][1;0.621093362966266][0.710669984678489;0.680601215007992][0.469590943132661;0.740353857781608][...]],0.045644903,10,2098543964,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 9",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,00:47.4,6471,5,5,6.289832139,0.049377793,0.355723092,114.3768345,[[0;1][1;0.587300196594224][0.628187878627929;0.672905221456766][0.442139376893993;0.725589351592856][...]],0.035030876,10,793973935,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 10",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,00:48.5,6955,5,5,4.20119697,0.051060948,0.352175958,116.4654697,[[0;1][1;0.390381506648782][0.662814030476209;0.503741750707713][0.852405169975112;0.437164903404664][...]],0.052039737,10,472764226,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 10",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,00:44.8,5784,5,5,7.926754528,0.054124399,0.369991084,112.7399121,[[0;1][1;0.741562195491957][0.172380966683784;0.892726000545848][0.349016059460728;0.847325125701157][...]],0.038548677,10,1333447050,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 10",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,00:47.3,6135,5,5,6.78757693,0.054338105,0.360614609,113.8790897,[[0;1][1;0.63394370959845][0.149495323842768;0.858465701355086][0.565007838597835;0.724846458534025][0.389963506961201;0.771408614127871][...]],0.0412146,10,1672388130,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 10",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,00:47.7,6471,5,5,4.498969593,0.051036309,0.330009116,116.1676971,[[0;1][1;0.417754841875561][0.259335450825562;0.702905809347712][0.0747982561152048;0.841242852252205][...]],0.038085532,10,702084308,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 11",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,00:48.5,6955,5,5,3.866303125,0.047119234,0.358307726,116.8003635,[[0;1][1;0.358042805424905][0.249326590862801;0.680091823831552][0.0637602773147679;0.83820309805732][...]],0.026998005,10,1243031727,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 11",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,00:44.9,5784,5,5,7.431695213,0.05002846,0.394767532,113.2349715,[[0;1][1;0.694671086140336][0.237747437548625;0.85248833556899][0.0793909597754381;0.914648168425429][...]],0.042943138,10,16110268,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 11",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,00:47.4,6135,5,5,5.690710342,0.052837918,0.381038665,114.9759563,[[0;1][1;0.530184403299697][0.0955180296003935;0.854799326675121][0.52511566701233;0.659552015017782][...]],0.052187725,10,1541922487,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 11",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,00:48.1,6471,5,5,4.549983405,0.047087943,0.315878214,116.1166833,[[0;1][1;0.423519354653604][0.534147381166101;0.578676994217088][0.834240732009049;0.473461162152797][...]],0.043455251,10,1968953117,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 12",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,00:48.9,6955,5,5,3.644650875,0.050173349,0.33075725,117.0220158,[[0;1][1;0.337424872145302][0.693123699328733;0.448379365797964][0.442658296326909;0.559171734653387][...]],0.047671093,10,263131641,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 12",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,00:44.7,5784,5,5,7.886613134,0.050066755,0.342759517,112.7800535,[[0;1][1;0.73772975822348][0.158239868747362;0.895670548489888][0.406660008965054;0.832750539523772][0.848740712012916;0.758377926627091][...]],0.041987881,10,429756417,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 12",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,00:47.2,6135,5,5,6.677361481,0.056142661,0.38288636,113.9893052,[[0;1][1;0.623838828109345][0.456345207154476;0.745891760035646][0.705283597652692;0.684099387589333][...]],0.046784093,10,475397980,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 12",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,00:47.7,6471,5,5,4.954289551,0.049129249,0.360815755,115.7123771,[[0;1][1;0.461218816614315][0.415494855472836;0.652708574357308][0.0413150637344926;0.890487357846151][...]],0.040949808,10,1509071013,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 13",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,00:48.8,6955,5,5,3.493896994,0.049323838,0.381582837,117.1727697,[[0;1][1;0.32320286190499][0.330366142469113;0.612024756861998][0.150419050081729;0.737486800508472][0.520391788508788;0.514690809764084][...]],0.044704731,10,1224491821,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 13",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,00:45.0,5784,5,5,7.822440238,0.046652773,0.413794175,112.8442264,[[0;1][1;0.7316849104265][0.104771043953514;0.9131521327259][0.821172827252666;0.756866716161848][0.650593399396207;0.783598540863916][...]],0.043684047,10,216882581,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 13",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,00:46.9,6135,5,5,6.831256443,0.045000192,0.38412423,113.8354102,[[0;1][1;0.638318740347509][0.503256196339745;0.743421402798909][0.673596914759334;0.703169678091649][...]],0.044566973,10,404267342,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 13",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,00:47.3,6471,5,5,5.356088094,0.057021126,0.360160696,115.3105786,[[0;1][1;0.498604925463956][0.280366942226565;0.734512874239404][0.0949990018197746;0.845460687672522][...]],0.038041869,10,1477410542,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 14",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,00:48.4,6955,5,5,4.366069913,0.047311823,0.353296178,116.3005968,[[0;1][1;0.405046986071813][0.573414261871609;0.549477055224231][0.321122192956213;0.662854141321687][...]],0.034755891,10,665700828,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 14",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,00:44.5,5784,5,5,7.847865532,0.052135503,0.400037148,112.8188011,[[0;1][1;0.733701664678215][0.481466161394704;0.815305243813959][0.852727947246936;0.75409140981135][0.60703898408605;0.792576672944868][...]],0.039122938,10,230036171,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 14",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,00:47.0,6135,5,5,5.823142575,0.052035505,0.370177223,114.8435241,[[0;1][1;0.542421065484822][0.476451457987783;0.684154660329804][0.721466687508781;0.611338098758816][...]],0.037079184,10,1768474305,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 14",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,00:47.3,6471,5,5,5.497532122,0.057147174,0.370904244,115.1691345,[[0;1][1;0.511199380449134][0.597079881519212;0.622299135077811][0.270580777714833;0.745738717186045][...]],0.036551091,10,406216268,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 15",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,00:48.5,6955,5,5,3.39068278,0.052217794,0.320941414,117.2759839,[[0;1][1;0.312970896055301][0.232709660668335;0.668576996911877][0.443404443409039;0.542508839059752][...]],0.045301278,10,963276429,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 15",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,00:44.7,5784,5,5,7.46565517,0.041918915,0.372177777,113.2010115,[[0;1][1;0.697486574505395][0.181012705607612;0.871688812605781][0.458960714159807;0.795414187324197][...]],0.036082403,10,1424713397,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 15",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,00:46.7,6135,5,5,6.108035107,0.059939379,0.389522777,114.5586316,[[0;1][1;0.569363654006699][0.349714472297291;0.745336018521824][0.11229227303958;0.855693583007925][0.591439980354494;0.668818512191641][...]],0.038030147,10,336161148,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 15",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,00:47.4,6471,5,5,5.827729766,0.051027566,0.3508078,114.8389369,[[0;1][1;0.54349553238503][0.736947946379171;0.608110694625038][0.359694136569402;0.726213700840945][0.0860381237436955;0.866096972304928][...]],0.04371512,10,1792577263,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 16",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,00:48.3,6955,5,5,4.676623198,0.049912335,0.351128369,115.9900435,[[0;1][1;0.43499585795133][0.788107340146456;0.498415427482357][0.171329381435995;0.766133827363684][0.070570800708098;0.849905793637823][...]],0.047456941,10,1708663028,20
