,AgeGap,AgeLimits,Algorithm Name,EvaluatedSolutions,Execution Time,Generations,NumberOfLayers,OpenLayers,ParetoFrontResults.Absolute Distance to BestKnownHypervolume,ParetoFrontResults.Crowding,ParetoFrontResults.Generational Distance,ParetoFrontResults.Hypervolume,ParetoFrontResults.Pareto Front,ParetoFrontResults.Spacing,PopulationSize,Seed,SelectedParents,Problem
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 1",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:41.9,6385,3,3,0.600528301,0.237741623,1.398504984,119.732805,[[1;0.0533057468695036][0;1.02703338997018][0.277737550233705;0.951933162401868][0.659213239962015;0.604075392017536][...]],0.032177325,16,1361935105,32,ZDT2
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 1",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,00:47.2,6542,3,3,0.282239131,0.178359964,0.239646422,120.0510942,[[0;1.01175469441503][1;0.0233710252840278][0.126114187575788;0.995849608937244][0.805071502185893;0.371091292806567][...]],0.14452858,16,1009188966,32,ZDT2
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 2",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:40.0,5864,3,3,1.029660141,0.624949038,0.966731036,119.3036732,[[1;0.0931575551210193][0;1.04753805023904][0.5;0.808998386535924][0.316981787394569;0.951914010898746][...]],0.100570566,16,1946017006,32,ZDT2
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 2",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:43.8,6258,3,3,0.39274429,0.39125282,1.441031963,119.940589,[[0;1.01708852560092][1;0.0338804104080588][0.60844395622368;0.653158014649855][0.486280334214727;0.784584296117568][...]],0.033785078,16,1930541918,32,ZDT2
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 2",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:44.6,6385,3,3,0.234796465,0.19978109,1.633299016,120.0985369,[[1;0.0190918837456496][0;1.0097877770065][0.240756117841436;0.95254068916261][0.484457267711501;0.777128905599584][...]],0.030071446,16,1940163048,32,ZDT2
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 3",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:42.2,5864,3,3,0.688550867,0.533559261,1.095257468,119.6447825,[[1;0.0614174330952214][0;1.03118839514056][0.779438123517443;0.442020695319459][0.674690216824506;0.589753365816239][...]],0.032553184,16,470379811,32,ZDT2
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 3",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:44.6,6258,3,3,0.612064004,0.578030325,0.858611158,119.7212693,[[1;0.0540964435963137][0;1.02742346374282][0.427568919789577;0.849745093870257][0.594334621033765;0.683867801116332][...]],0.034583861,16,357327478,32,ZDT2
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 3",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:45.7,6385,3,3,0.38103988,0.525405558,0.273755496,119.9522935,[[1;0.0324609042096163][0;1.01636318711268][0.843719346694187;0.315965151307067][0.492229867793497;0.777975245245615][...]],0.057968809,16,28917209,32,ZDT2
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 2",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,01:26.4,6542,3,3,0.116599469,0.185581506,0.715591319,120.2167339,[[1;0.00796066883426817][0;1.00398745325862][0.523817346122989;0.730696303213533][0.405930348287095;0.839865932851773][...]],0.049492636,16,437278343,32,ZDT2
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 4",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:40.8,5864,3,3,1.010442805,0.302948011,1.769322375,119.3228905,[[0;1.04679301859347][1;0.0914976835492119][0.507008849001003;0.801232941896311][0.784332080080206;0.459127811798053][...]],0.044414784,16,1379513212,32,ZDT2
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 4",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:43.8,6258,3,3,0.865700738,0.326579203,1.322816421,119.4676326,[[1;0.0780917487058543][0;1.03985197893968][0.769119020425185;0.470910405101211][0.31630147434134;0.943622250375041][...]],0.036610962,16,1257921632,32,ZDT2
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 4",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:45.3,6385,3,3,0.364880985,0.207631338,1.312632902,119.9684523,[[0;1.01586031498123][1;0.0314398301149387][0.206792503810499;0.973862625638667][0.341083609639065;0.901286053379799][...]],0.037848342,16,195468297,32,ZDT2
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 5",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:40.9,5864,3,3,0.841937062,0.355212841,1.546330858,119.4913963,[[1;0.0757641415149478][0;1.0415118731299][0.676383370620389;0.600835983497191][0.584283868263259;0.713691988471839][...]],0.046469633,16,1435865507,32,ZDT2
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 5",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:43.8,6258,3,3,0.95124667,0.450149608,1.331231467,119.3820867,[[1;0.0858259956041206][0;1.0438333390743][0.292656876805724;0.961781904087469][0.442264192127604;0.85645089372187][...]],0.047167857,16,529133648,32,ZDT2
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 3",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,01:26.1,6542,3,3,0.489439715,0.179854327,0.935277477,119.8438936,[[0;1.02163517883645][1;0.0428109404255426][0.82837539987786;0.349965332134716][0.468368606299818;0.806908581115453][...]],0.045672852,16,793320433,32,ZDT2
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 5",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:45.7,6385,3,3,0.34756752,0.495667895,0.247934934,119.9857658,[[0;1.01494110373444][1;0.0296583609793204][0.622387804670226;0.633281869332697][0.955890531635687;0.114667649470385][...]],0.049571573,16,1352604008,32,ZDT2
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 6",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:40.7,5864,3,3,0.576048962,0.68926764,0.598974605,119.7572844,[[1;0.050496846043976][0;1.02531256401289][0.572622410247699;0.705843608073465][0.801526025691979;0.399175177394972][...]],0.234465163,16,1850840478,32,ZDT2
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 6",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:43.6,6258,3,3,0.289600183,0.41524937,1.711992035,120.0437332,[[0;1.01205177103429][1;0.023960030351409][0.728360334016047;0.487860871077851][0.617966802687308;0.634718641660438][...]],0.02869684,16,1850855555,32,ZDT2
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 6",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:44.9,6385,3,3,0.239680172,0.177487698,1.091028811,120.0936532,[[1;0.0192929017483232][0;1.00959968367399][0.595737683893892;0.657920425482899][0.701876516625377;0.521863182057762][...]],0.028423205,16,493467629,32,ZDT2
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 7",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:40.6,5864,3,3,0.319508857,0.460774499,1.21051863,120.0138245,[[1;0.0266942055808374][0;1.01343590052802][0.31068479181352;0.918190232894505][0.454982286249933;0.809172442233937][...]],0.100801504,16,1903082751,32,ZDT2
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 7",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:43.9,6258,3,3,0.246531598,0.546197325,0.834123977,120.0868017,[[1;0.0196652945356938][0;1.0098810578478][0.166938116060311;0.982315512204175][0.689996875946045;0.53844523467652][...]],0.06746241,16,14504260,32,ZDT2
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 4",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,01:26.0,6542,3,3,0.269353551,0.192670705,0.392769458,120.0639798,[[1;0.0222914585013663][0;1.008866545339][0.227344720495457;0.960098330405754][0.380091975850894;0.867064748877626][...]],0.119113823,16,1902503655,32,ZDT2
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 7",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:45.0,6385,3,3,0.248482513,0.358120715,0.887211475,120.0848508,[[1;0.0201710207935518][0;1.01014626488799][0.832507469514421;0.324036464853804][0.922017034125183;0.168557288790175][...]],0.030963233,16,1909196433,32,ZDT2
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 8",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:41.2,5864,3,3,0.607593513,0.486482272,1.140373404,119.7257398,[[0;1.02734249352093][1;0.0539069218456781][0.23692736346938;0.972701981325168][0.915883429801536;0.210826801631592][...]],0.054049506,16,1823696963,32,ZDT2
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 8",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:44.4,6258,3,3,0.196405393,0.621417023,0.667856522,120.1369279,[[0;1.00767511190038][1;0.0152536362710249][0.549121552666607;0.708553296441107][0.890414317354564;0.220937708073654][...]],0.28677592,16,2035537901,32,ZDT2
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 8",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:45.3,6385,3,3,0.376392439,0.164018263,1.111283801,119.9569409,[[1;0.03223428859157][0;1.01624619289318][0.398980302422843;0.859606135179627][0.224905560548147;0.966474378419323][...]],0.029652564,16,29943800,32,ZDT2
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 9",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:40.9,5864,3,3,0.876293907,0.614986033,0.552429848,119.4570394,[[1;0.079021090125672][0;1.03926566657318][0.213154057114062;0.996140383860311][0.903744608891352;0.255169619976947][...]],0.111784208,16,87485407,32,ZDT2
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 5",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,01:27.0,6542,3,3,0.109574492,0.14042778,0.560334795,120.2237588,[[0;1.00334221871355][1;0.00695740831308757][0.32519414539605;0.897901375518453][0.165469906088208;0.976033447982371][...]],0.047237312,16,580857967,32,ZDT2
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 9",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:44.5,6258,3,3,0.305229478,0.298248157,1.048187974,120.0281039,[[0;1.01292082824033][1;0.0256763268978178][0.233430257437152;0.958463357808275][0.576819425990393;0.68446214140963][...]],0.288165036,16,1501949355,32,ZDT2
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 9",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:45.9,6385,3,3,0.180815964,0.179806332,1.274756588,120.1525174,[[1;0.0137081431507649][0;1.00687777105701][0.166449437262944;0.979364679309362][0.35656688534754;0.880605750278503][...]],0.034139135,16,596480848,32,ZDT2
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 10",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:41.4,5864,3,3,0.172314888,0.370703706,1.250575569,120.1610184,[[0;1.00644164408271][1;0.012841812956386][0.879058154165526;0.23864445237243][0.769451987907027;0.418176458896822][...]],0.120892818,16,687155337,32,ZDT2
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 10",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:43.8,6258,3,3,1.057193911,0.241242666,1.645558184,119.2761394,[[1;0.096191070106541][0;1.04919894148684][0.219812472063726;1.00321678291939][0.898116611550778;0.280436982512483][...]],0.235696053,16,238230967,32,ZDT2
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 11",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:40.8,5864,3,3,0.364300981,0.626692335,0.843506556,119.9690324,[[1;0.0308060645733561][0;1.01552654141788][0.486095277049765;0.782900511558532][0.880480297377891;0.252128658577933][...]],0.121854785,16,1344046300,32,ZDT2
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 10",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:45.5,6385,3,3,0.451254155,0.470347379,0.232701838,119.8820792,[[0;1.01981127643686][1;0.0392328283280987][0.76462585781794;0.446514717036627][0.855590004436334;0.301995742966031][...]],0.120207152,16,1718734228,32,ZDT2
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 6",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,01:26.3,6542,3,3,0.135907541,0.194716392,0.343143529,120.1974258,[[0;1.00464102548085][1;0.00926902754490632][0.831822547184411;0.315917973892428][0.958227364496245;0.090695148406811][...]],0.146534755,16,2094368800,32,ZDT2
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 11",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:44.1,6258,3,3,0.687200751,0.417997846,1.472531183,119.6461326,[[1;0.0613623002665955][0;1.0309645237648][0.367797130362858;0.899846325879818][0.5;0.788621586744431][...]],0.037645489,16,2098783479,32,ZDT2
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 12",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:41.0,5864,3,3,0.325846875,0.438755981,1.839932538,120.0074865,[[1;0.0275466014214178][0;1.01338373085529][0.782958334022448;0.409454171489305][0.692241358889732;0.541388900745171][...]],0.050481871,16,610403803,32,ZDT2
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 11",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:45.1,6385,3,3,0.233230523,0.166119351,1.042868589,120.1001028,[[0;1.00939009602944][1;0.0189011631538047][0.814006515770446;0.35320476723112][0.517138618228122;0.744565887043483][...]],0.038431622,16,1132884290,32,ZDT2
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 12",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:43.9,6258,3,3,0.414888084,0.304267493,2.01246056,119.9184452,[[0;1.01816669490845][1;0.0360092855816123][0.446818685947505;0.822082441894417][0.846458587082606;0.314458530021385][...]],0.122509035,16,2078504447,32,ZDT2
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 13",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:40.7,5864,3,3,0.332925039,0.393227938,2.075096982,120.0004083,[[1;0.0278173797923204][0;1.01401753402959][0.874024434661573;0.260672715613483][0.937863608560694;0.146560989491766][...]],0.077989889,16,1195829913,32,ZDT2
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 12",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:44.7,6385,3,3,0.69414345,0.597580205,0.35410032,119.6391899,[[1;0.0618574048557838][0;1.03143333726745][0.93635737566534;0.181353483327][0.298645530128141;0.944945011354539][...]],0.180380778,16,1298184332,32,ZDT2
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 7",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,01:26.3,6542,3,3,0.189378961,0.17076277,0.232428219,120.1439544,[[0;1.0072633107733][1;0.0144870339421534][0.936050184826422;0.137411297634538][0.489001386805342;0.769873548431172][...]],0.111788969,16,1228334527,32,ZDT2
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 13",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:43.9,6258,3,3,0.452742927,0.449550966,1.046729787,119.8805904,[[0;1.01112552561746][1;0.0401200021464105][0.517243889418505;0.746528097656393][0.806240957924484;0.383145849761856][...]],0.075361348,16,2093884717,32,ZDT2
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 14",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:40.9,5864,3,3,0.404857793,0.411133105,1.955338761,119.9284755,[[1;0.0349640252068128][0;1.0176430078627][0.809975435217299;0.373008003271938][0.137532328393136;0.999066658760999][...]],0.077359413,16,103396109,32,ZDT2
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 13",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:45.2,6385,3,3,0.158654082,0.526116992,0.407215952,120.1746793,[[0;1.00588272383441][1;0.0117209260670353][0.510011301804884;0.747363611317134][0.226638382456823;0.954846613184453][...]],0.128311459,16,886444954,32,ZDT2
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 15",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:41.1,5864,3,3,0.586706498,0.565908068,0.637979388,119.7466268,[[1;0.051852982442195][0;1.02626134658494][0.487711220591654;0.794483331370987][0.830944702795246;0.353461082179201][...]],0.168656363,16,720266210,32,ZDT2
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 14",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:44.1,6258,3,3,0.503755848,0.30717556,1.538852287,119.8295775,[[1;0.0439278988888613][0;1.0221957958532][0.560781542542196;0.714564181283427][0.440860384728458;0.83208032166739][...]],0.059629737,16,1460749232,32,ZDT2
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 14",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:45.4,6385,3,3,0.173078455,0.155750454,0.858211146,120.1602549,[[0;1.00657892544139][1;0.0131071806230244][0.178557646020657;0.974902593744463][0.345370154691706;0.888075311213677][...]],0.040024177,16,1763529709,32,ZDT2
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 8",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,01:26.6,6542,3,3,0.139594997,0.204059929,0.313133384,120.1937383,[[1;0.0100387279519705][0;1.00503554202228][0.216764107746191;0.958289464600799][0.33;0.896678994428868][...]],0.218740287,16,373819938,32,ZDT2
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 16",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:40.9,5864,3,3,0.231004081,0.614655232,0.507502503,120.1023293,[[0;1.00934800525095][1;0.0186096170749992][0.947744857448947;0.119447480019102][0.747482497063189;0.455793586198297][...]],0.185840955,16,1622276894,32,ZDT2
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 15",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:44.2,6258,3,3,0.310380038,0.403056219,1.330513403,120.0229533,[[1;0.0257155346667312][0;1.01309030522707][0.825000063533589;0.341216270678058][0.335602604202769;0.903496776547627][...]],0.037579621,16,1985325179,32,ZDT2
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 15",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:45.9,6385,3,3,0.268035576,0.218835478,1.052539287,120.0652978,[[0;1.01114572826549][1;0.0217913405622212][0.299320239666829;0.922535266276732][0.444006627645867;0.816080032991312][...]],0.067394632,16,2083708019,32,ZDT2
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 17",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:42.3,5864,3,3,0.595959855,0.348829255,1.393520433,119.7373735,[[1;0.0530885687696887][0;1.02697624817663][0.349622257856205;0.9079444626046][0.706191873855853;0.541317684386563][...]],0.052810582,16,868467476,32,ZDT2
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 16",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:45.2,6258,3,3,0.632045193,0.508450544,1.212266854,119.7012881,[[0;1.02831304257309][1;0.0558383292064131][0.258383250189043;0.963428777947123][0.429858521646406;0.848725252879262][...]],0.037800636,16,1253589862,32,ZDT2
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 16",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:47.2,6385,3,3,0.265707774,0.253603753,0.967774481,120.0676256,[[0;1.0102264405594][1;0.020315076764987][0.504217403655333;0.777986718691377][0.906513840538876;0.224671771859356][...]],0.036111859,16,1665576806,32,ZDT2
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 9",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,01:25.7,6542,3,3,0.349858073,0.157993784,0.816365089,119.9834753,[[0;1.01493591513334][1;0.0296427209076835][0.492594491258394;0.775861338896253][0.343983749071023;0.898353616320367][...]],0.020601831,16,86923416,32,ZDT2
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 18",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:42.3,5864,3,3,0.354143277,0.388594821,1.361287697,119.9791901,[[0;1.01497318237499][1;0.0297275063737534][0.337213499188524;0.902936576070998][0.493268149993016;0.775249697001418][...]],0.060913555,16,930124315,32,ZDT2
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 17",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:45.0,6258,3,3,0.654891303,0.305529943,1.321547714,119.678442,[[0;1.02968689675157][1;0.0585396503279962][0.951743903612622;0.150133256813377][0.290664827813763;0.947684307206736][...]],0.038722811,16,122320043,32,ZDT2
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 17",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:44.6,6385,3,3,0.345967593,0.27302314,0.761170386,119.9873657,[[0;1.01462462308519][1;0.029037819076516][0.805790835342183;0.374711766105157][0.566819093999705;0.698014212696626][...]],0.06320228,16,2042487664,32,ZDT2
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 19",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:40.4,5864,3,3,1.265705884,0.583977331,0.907474787,119.0676274,[[1;0.115719249170088][0;1.0595526022352][0.427784491273511;0.886830861851332][0.93963165189867;0.22626509601334][...]],0.092015021,16,407334543,32,ZDT2
