,Absolute Distance to BestKnownHypervolume,AgeGap,AgeInheritance,AgeLimits,AgingScheme,Algorithm Name,Algorithm Type,Analyzer.0,Analyzer.1,Analyzer.10,Analyzer.2,Analyzer.2.Dampening,Analyzer.4,Analyzer.5,Analyzer.6,Analyzer.7,Analyzer.8,Analyzer.9,Best known hypervolume,BestKnownFront,Bounds,Crowding,DominateOnEqualQualities,Encoding.Bounds,Encoding.ProblemSize,EvaluatedSolutions,Execution Time,Generational Distance,Generations,Hypervolume,HypervolumeValues,LayerAnalyzer,LayerAnalyzer.0,LayerAnalyzer.1,LayerAnalyzer.8,LayerAnalyzer.UpdateInterval,LayerResults,MatingPoolRange,MaximumGenerations,NumberOfLayers,OpenLayers,Pareto Archive,Pareto Front,ParetoFrontAnalyzer,ParetoFrontAnalyzer.0,ParetoFrontAnalyzer.1,ParetoFrontAnalyzer.10,ParetoFrontAnalyzer.2,ParetoFrontAnalyzer.2.HistogramName,ParetoFrontAnalyzer.2.MaximumIterations,ParetoFrontAnalyzer.2.StoreHistory,ParetoFrontAnalyzer.4,ParetoFrontAnalyzer.5,ParetoFrontAnalyzer.5.Dampening,ParetoFrontAnalyzer.7,ParetoFrontAnalyzer.8,ParetoFrontAnalyzer.9,ParetoFrontAnalyzer.UpdateInterval,ParetoFrontResults,ParetoFrontResults.Absolute Distance to BestKnownHypervolume,ParetoFrontResults.Age Distribution,ParetoFrontResults.Best known hypervolume,ParetoFrontResults.Crowding,ParetoFrontResults.Generational Distance,ParetoFrontResults.Hypervolume,ParetoFrontResults.Pareto Archive,ParetoFrontResults.Pareto Front,ParetoFrontResults.ParetoFrontAges,ParetoFrontResults.ParetoFrontHypervolumeValues,ParetoFrontResults.Scatterplot,ParetoFrontResults.Spacing,PopulationSize,ProblemSize,ReduceToPopulationSize,Seed,SelectedParents,SelectedParentsFactor,Selector.NumberOfSelectedSubScopes,Spacing,Terminator,Terminator.1,Terminator.1.Comparison,Terminator.1.ComparisonValue,Terminator.1.Threshold,Terminator.1.Type,TestFunction,TopLayerPopulationSize,TopLayerSelector,TopLayerSelector.CopySelected,TopLayerSelector.GroupSize,TopLayerSelector.NumberOfSelectedSubScopes
NSGA-II Run 145,5.433627608,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.107847155,FALSE,[[0;1][-5;5]],30,120020,00:21.5,0.217894313,6000,115.2330391,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[0;1][1;0.508113147722231][0.802376752334642;0.5593899590967][0.0428995546636176;0.898118719480054][0.705039928857674;0.586979328308088][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,30,,1256243123,40,,,0.021558803,,,,,,,ZDT4,,,,,
NSGA-II Run 141,0.038079837,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.176611794,FALSE,[[0;1]],30,120020,00:21.4,0.004436033,6000,117.4804954,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[0.999595158398953;0.00118773824865102][0.280775319389947;0.92748981085402][0.894553640965042;0.202484367373434][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,30,,1310897217,40,,,0.025196828,,,,,,,ZDT6,,,,,
NSGA-II Run 150,0.033650196,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.211846479,FALSE,[[0;1]],50,120020,00:19.9,0.000321226,6000,120.6330165,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[1;5.43469220945167E-05][0;1.00010869224183][0.452740023887263;0.327212538163398][0.84611020425367;0.0802162165596788][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,50,,1412635059,40,,,0.02364096,,,,,,,ZDT1,,,,,
NSGA-II Run 146,0.025416156,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.30931599,FALSE,[[0;1]],50,120020,00:22.0,0.000881169,6000,128.7527,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[0.851817804509954;-0.77328853444846][0;1.00014925751893][0.257722175778191;0.24227267125571][0.652479430265455;-0.458174011013583][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,50,,593999617,40,,,0.044335757,,,,,,,ZDT3,,,,,
NSGA-II Run 146,6.498733547,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.108539595,FALSE,[[0;1][-5;5]],30,120020,00:21.6,0.220735208,6000,114.1679331,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[0;1][1;0.607982696900416][0.763254421295412;0.657516606436613][0.957315856031436;0.61644746587666][0.524333838805071;0.716137008582324][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,30,,1346881357,40,,,0.021702584,,,,,,,ZDT4,,,,,
NSGA-II Run 146,0.03023923,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.20567256,FALSE,[[0;1]],50,120020,00:21.7,0.000395439,6000,120.3030941,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[1;5.58965531146713E-05][0;1.00003002465427][0.169498555180053;0.971276737579194][0.948623625686108;0.100170260142818][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,50,,596786666,40,,,0.031682288,,,,,,,ZDT2,,,,,
NSGA-II Run 142,0.031667234,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.173874785,FALSE,[[0;1]],30,120020,00:21.5,0.000599128,6000,117.486908,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[0.280775318815369;0.921747349993646][1;0.00107893494990101][0.908147613913205;0.176252328679238][0.87286789771071;0.239052158868076][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,30,,1046286765,40,,,0.012086668,,,,,,,ZDT6,,,,,
NSGA-II Run 151,0.046000649,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.208671154,FALSE,[[0;1]],50,120020,00:19.7,0.00207395,6000,120.620666,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[0;1.00289189224211][1;0.00144699421850006][0.0862292115006312;0.708819518466234][0.364694643979637;0.398119789711368][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,50,,149324876,40,,,0.036235373,,,,,,,ZDT1,,,,,
NSGA-II Run 147,0.030940053,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.301309863,FALSE,[[0;1]],50,120020,00:21.8,0.00204946,6000,128.7471761,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[0.851831974725499;-0.773367778242901][0;1.00001125312075][0.257755163517587;0.242163025938159][0.409340627941661;0.241801966883133][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,50,,747232500,40,,,0.049046209,,,,,,,ZDT3,,,,,
NSGA-II Run 147,5.587484663,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.110740376,FALSE,[[0;1][-5;5]],30,120020,00:21.8,0.231759331,6000,115.079182,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[0;1][1;0.522298888594861][0.298393210409773;0.7390540321847][0.537644114416149;0.649729667420141][0.751400285151973;0.585912737334432][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,30,,579183687,40,,,0.031315094,,,,,,,ZDT4,,,,,
NSGA-II Run 147,0.07691717,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.216051463,FALSE,[[0;1]],50,120020,00:22.0,0.002150599,6000,120.2564162,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[1;0.00462407803838039][0;1.00231471186308][0.182209866500251;0.969190948395853][0.5;0.752892053396201][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,50,,198056531,40,,,0.032230815,,,,,,,ZDT2,,,,,
NSGA-II Run 143,0.041259116,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.173421705,FALSE,[[0;1]],30,120020,00:21.9,0.000834671,6000,117.4773161,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[1;0.00170151348492223][0.280775318821063;0.922083566236526][0.80761734590179;0.34916718510154][0.664775139428299;0.559301066937465][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,30,,616564119,40,,,0.02684235,,,,,,,ZDT6,,,,,
NSGA-II Run 152,0.033584732,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.214769345,FALSE,[[0;1]],50,120020,00:20.1,0.000369157,6000,120.6330819,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[1;0.000127875322653517][0;1.00025573460076][0.850260801899069;0.0780434412485161][0.69536050440148;0.166266808594908][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,50,,1792668368,40,,,0.025151326,,,,,,,ZDT1,,,,,
NSGA-II Run 148,0.020310151,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.280724613,FALSE,[[0;1]],50,120020,00:22.1,0.000834685,6000,128.757806,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[0.851685655974497;-0.773355027814044][0;1.000009002116][0.652505969018666;-0.458257948759563][0.61839717777763;-0.124219673053547][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,50,,465231595,40,,,0.055813811,,,,,,,ZDT3,,,,,
NSGA-II Run 148,7.773467917,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.11019151,FALSE,[[0;1][-5;5]],30,120020,00:21.4,0.318220418,6000,112.8931987,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[0;1][1;0.727885756768224][0.127903659573948;0.90268214071928][0.386439745126525;0.830842203639551][0.0559221100686053;0.935650825009964][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,30,,609944598,40,,,0.02624019,,,,,,,ZDT4,,,,,
NSGA-II Run 148,0.072840457,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.212896283,FALSE,[[0;1]],50,120020,00:21.5,0.002063632,6000,120.2604929,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[1;0.00432472714783335][0;1.0021647015119][0.811324421628157;0.345339215504455][0.891545722296524;0.209038118749801][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,50,,362131759,40,,,0.021257554,,,,,,,ZDT2,,,,,
NSGA-II Run 144,0.027508457,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.177956423,FALSE,[[0;1]],30,120020,00:21.4,0.000419897,6000,117.4910667,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[1;0.00041735570423565][0.280775320309836;0.921390368551857][0.712753369038219;0.492297335580496][0.461973179653515;0.786834012272818][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,30,,872531255,40,,,0.023712196,,,,,,,ZDT6,,,,,
NSGA-II Run 153,0.034071943,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.214167547,FALSE,[[0;1]],50,120020,00:19.5,0.000607743,6000,120.6325947,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[1;0.000434512005255236][0;1.00086893920329][0.692998256519827;0.168042260760218][0.0163124988915109;0.873093100853782][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,50,,1293863598,40,,,0.01987798,,,,,,,ZDT1,,,,,
NSGA-II Run 149,0.020539642,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.26199142,FALSE,[[0;1]],50,120020,00:21.7,0.001629705,6000,128.7575765,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[0;1][0.85183366061756;-0.773369012060036][0.823336129768552;-0.458351868470591][0.182650488433488;0.66732099562278][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,50,,1130013603,40,,,0.053078471,,,,,,,ZDT3,,,,,
NSGA-II Run 154,0.036352348,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.213351375,FALSE,[[0;1]],50,120020,00:19.6,0.000518152,6000,120.6303143,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[0;1.00034457058073][1;0.000172251887181715][0.90341251640963;0.0497010119719066][0.746349379017293;0.136281124653204][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,50,,235807698,40,,,0.03081293,,,,,,,ZDT1,,,,,
NSGA-II Run 149,5.256195686,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.112784439,FALSE,[[0;1][-5;5]],30,120020,00:21.5,0.21521436,6000,115.410471,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[0;1][1;0.491304249150469][0.0188138636793862;0.930225442943683][0.52107298018012;0.632796182531046][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,30,,254545493,40,,,0.023023325,,,,,,,ZDT4,,,,,
NSGA-II Run 145,0.047533272,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.176801818,FALSE,[[0;1]],30,120020,00:21.4,0.001136496,6000,117.4710419,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[0.280775318818257;0.922432558104701][1;0.00234827967547848][0.918978189571774;0.157644920036824][0.832444707155325;0.309023799748461][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,30,,1355642095,40,,,0.020773272,,,,,,,ZDT6,,,,,
NSGA-II Run 149,0.033624115,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.218371803,FALSE,[[0;1]],50,120020,00:21.5,0.001102547,6000,120.2997092,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[1;0.0002793489324057][0;1.00013967305141][0.130859576560537;0.983017841262289][0.3457982681831;0.880579930741615][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,50,,1653321866,40,,,0.024233208,,,,,,,ZDT2,,,,,
NSGA-II Run 150,0.02410459,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.267168085,FALSE,[[0;1]],50,120020,00:21.9,0.001143656,6000,128.7540115,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[0;1][0.851823756590948;-0.773368977343487][0.40932267252605;0.242040676764649][0.453883294877639;-0.124218444427344][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,50,,37267413,40,,,0.066594869,,,,,,,ZDT3,,,,,
NSGA-II Run 155,0.029416636,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.209214469,FALSE,[[0;1]],50,120020,00:19.7,0.000482625,6000,120.63725,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[0;1.00013440272882][1;6.72037338597403E-05][0.688080281098755;0.170572623275737][0.431340208336711;0.343325331182367][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,50,,225022340,40,,,0.033396534,,,,,,,ZDT1,,,,,
NSGA-II Run 150,6.725459954,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.113279842,FALSE,[[0;1][-5;5]],30,120020,00:21.6,0.274172571,6000,113.9412067,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[0;1][1;0.629289435874671][0.784684115368685;0.671616026866702][0.632782092026366;0.705108800236879][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,30,,584635245,40,,,0.019969736,,,,,,,ZDT4,,,,,
NSGA-II Run 146,0.022917538,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.171984399,FALSE,[[0;1]],30,120020,00:21.4,0.000289271,6000,117.4956577,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[0.280775318927092;0.921302570974548][1;0.000252471341434433][0.615639318709428;0.621163330476499][0.529072411171263;0.720244727193387][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,30,,378150451,40,,,0.02218461,,,,,,,ZDT6,,,,,
NSGA-II Run 150,0.029119842,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.209090157,FALSE,[[0;1]],50,120020,00:21.4,0.000420595,6000,120.3042135,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[1;4.8459168012459E-05][0;1.00002422988443][0.82566973942916;0.318310229122423][0.489066692539539;0.760843795406279][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,50,,1590192374,40,,,0.044765351,,,,,,,ZDT2,,,,,
NSGA-II Run 151,0.019331698,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.279807625,FALSE,[[0;1]],50,120020,00:21.7,0.001326289,6000,128.7587844,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[0;1][0.851813377545692;-0.773368852201548][0.823333369253271;-0.458295439438385][0.453843539058448;-0.12421810782285][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,50,,348784756,40,,,0.051080843,,,,,,,ZDT3,,,,,
