,AgeGap,AgeLimits,Algorithm Name,BestKnownFront,Bounds,Crowding,Encoding.Bounds,Encoding.ProblemSize,EvaluatedSolutions,Execution Time,Generations,NumberOfLayers,OpenLayers,ParetoFrontResults.Absolute Distance to BestKnownHypervolume,ParetoFrontResults.Best known hypervolume,ParetoFrontResults.Crowding,ParetoFrontResults.Generational Distance,ParetoFrontResults.Hypervolume,ParetoFrontResults.Pareto Front,ParetoFrontResults.Spacing,PopulationSize,ProblemSize,Seed,SelectedParents,Spacing,TestFunction
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 83",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.549870057,[[0;1]],50,180000,01:05.6,10982,8,8,0.494144676,120.3333333,0.525893997,1.246007864,119.8391887,[[1;0.0284559350381053][0;1.01450107092551][0.606883048809403;0.662826896908956]],0.231698268,3,50,1257731518,6,0.233534848,ZDT2
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 83",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.385650339,[[0;1]],50,180000,01:00.4,10982,8,8,0.311878668,120.6666667,0.384383644,0.566545405,120.354788,[[1;0.00166271268847409][0;1.00332266991894][0.33;0.444012526936253]],0.341965772,3,50,1186959718,6,0.340940926,ZDT1
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 83",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.541091014,[[0;1]],50,180000,01:06.1,10982,8,8,0.320137672,128.7781161,0.560844629,0.869169904,128.4579785,[[0.851596897039868;-0.766298627260024][0;1.01264265214405][0.242068914495988;0.291021440966071][0.425798448519934;0.0477303118355293][...]],0.1600416,3,50,1150522407,6,0.144303507,ZDT3
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 84",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.721700284,[[0;1]],30,180000,01:05.7,10982,8,8,0.146327061,117.5185752,0.850340099,3.257498117,117.3722481,[[0.280775318815369;0.921165220344128][1;0][0.696272620589624;0.515204437817257]],0.176228329,3,30,516821051,6,0.206418679,ZDT6
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 84",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.117392574,[[0;1][-5;5]],30,180000,01:05.7,10982,8,8,8.035048052,120.6666667,0.138880585,0.604097858,112.6316186,[[0;1][1;0.746127305122202][0.46267479815491;0.834739151162735][0.370397467260672;0.956010702679787][0.999458606078477;0.772618256501552][...]],0.096542362,3,30,2030357991,6,0.030010285,ZDT4
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 84",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.406174654,[[0;1]],50,180000,01:05.5,10982,8,8,0.318919136,120.3333333,0.696297413,0.736839474,120.0144142,[[1;0.0133344026308781][0;1.00668942685514][0.75;0.62995854709968][0.5;0.765629704064763]],0.167939063,3,50,1307371527,6,0.14378617,ZDT2
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 84",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.401344852,[[0;1]],50,180000,01:00.3,10982,8,8,0.264218758,120.6666667,0.401344852,0.6494142,120.4024479,[[1;0.00266020949968472][0;1.00531337968732][0.316305759730486;0.472094062399917][0.658152879865243;0.333447132437026][...]],0.136917109,3,50,2008705537,6,0.136917109,ZDT1
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 84",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.505188867,[[0;1]],50,180000,01:05.9,10982,8,8,0.371548175,128.7781161,0.557497278,0.762509009,128.406568,[[0;1.01204713037954][0.852051848431786;-0.76684516638175][0.42434900232045;0.0860823984277064][0.27213439789877;0.422131773961879][...]],0.155015576,3,50,987822620,6,0.141581726,ZDT3
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 85",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.724149367,[[0;1]],30,180000,01:05.5,10982,8,8,0.146280365,117.5185752,0.755484993,3.498818008,117.3722948,[[0.280775318815369;0.921165220344128][1;0][0.699837467008515;0.510227519771106]],0.206937229,3,30,1902076896,6,0.210699204,ZDT6
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 85",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.023195683,[[0;1][-5;5]],30,180000,01:05.6,10982,8,8,7.927012529,120.6666667,0.128176264,0.540484805,112.7396541,[[0;1][0.998246124466069;0.73234310184622][0.364896374737745;0.901247798274406][0.996149400714152;0.900959003302783][...]],0.093076348,3,30,577197125,6,0.019021203,ZDT4
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 85",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.409879512,[[0;1]],50,180000,01:05.5,10982,8,8,0.443371313,120.3333333,0.522843496,1.188738892,119.889962,[[0;1.01114571031106][1;0.022270374496756][0.655669641412481;0.696478336957763][0.5;0.911820333854108][...]],0.196138602,3,50,1464628131,6,0.228272937,ZDT2
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 85",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.433819511,[[0;1]],50,180000,01:00.4,10982,8,8,0.3642934,120.6666667,0.479912906,0.813902036,120.3023733,[[0;1.01337582626208][1;0.00671012889175633][0.280595322169522;0.48119916234415]],0.287454555,3,50,1026455979,6,0.288494028,ZDT1
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 85",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.511506516,[[0;1]],50,180000,01:06.8,10982,8,8,0.498232242,128.7781161,0.534778541,0.681779532,128.2798839,[[0.851342271540928;-0.761889292901697][0;1.0210296201196][0.425671135770464;0.0544964512174491][0.266855827565289;0.98607938389763][...]],0.189189885,3,50,1872927663,6,0.18531216,ZDT3
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 86",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.691596659,[[0;1]],30,180000,01:06.5,10982,8,8,3.435914074,117.5185752,0.691596659,2.935438533,114.0826611,[[0.280775318815369;1.10301504473267][1;0.314046460990968][0.682297282301116;0.772612194058106]],0.201410704,3,30,1288136425,6,0.201410704,ZDT6
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 86",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.079700621,[[0;1][-5;5]],30,180000,01:06.4,10982,8,8,8.140099652,120.6666667,0.14951534,0.616175034,112.526567,[[0;1][1;0.750212599522232][0.75;0.942479306468673][0.961634254805428;0.901696077710626][0.992868134056599;0.825217652219406][...]],0.101332753,3,30,1001724716,6,0.018437937,ZDT4
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 86",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.507264738,[[0;1]],50,180000,01:06.3,10982,8,8,0.198161038,120.3333333,0.576915387,1.198902411,120.1351723,[[0;1.00233841384866][1;0.0046713722750296][0.651418360418509;0.847442691524464][0.848621317024401;0.306508614501068][...]],0.171333882,3,50,1032082870,6,0.171472132,ZDT2
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 86",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.399078352,[[0;1]],50,180000,01:00.8,10982,8,8,0.373122438,120.6666667,0.389058465,0.611613636,120.2935442,[[0;1.01511077890366][1;0.00755183102402492][0.33;0.44171776671146]],0.281697018,3,50,251162964,6,0.280915934,ZDT1
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 86",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.475292871,[[0;1]],50,180000,01:05.9,10982,8,8,0.471787269,128.7781161,0.572782117,0.637936546,128.3063289,[[0.850817750835233;-0.767066840871444][0;1.01086568808308][0.424783251674432;0.423214444948261][0.849566503348864;-0.253787551229316][...]],0.197076728,3,50,1758377692,6,0.227203595,ZDT3
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 87",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.76384704,[[0;1]],30,180000,01:05.6,10982,8,8,0.146774476,117.5185752,0.822109566,3.088038296,117.3718007,[[1;0][0.280775318815369;0.921165220344128][0.682297281417982;0.534470419769631]],0.244110068,3,30,77147390,6,0.251723819,ZDT6
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 87",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.095157604,[[0;1][-5;5]],30,180000,01:05.8,10982,8,8,7.856083224,120.6666667,0.079908326,0.529339768,112.8105834,[[0;1][1;0.729387214622448][0.387099284181481;0.834446113781112][0.33;0.947678971648578]],0.081563527,3,30,1886152697,6,0.034747784,ZDT4
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 87",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.642263542,[[0;1]],50,180000,01:05.7,10982,8,8,0.248177005,120.3333333,0.571625977,0.69968361,120.0851563,[[1;0.0082797958951741][0;1.00419816697731][0.648556141533151;0.607653484964158][0.5;0.783478503868308][...]],0.219936427,3,50,134369359,6,0.212753915,ZDT2
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 87",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.398285204,[[0;1]],50,180000,01:00.5,10982,8,8,0.28845924,120.6666667,0.398285204,0.611543483,120.3782074,[[1;0.00247729455614311][0;1.00494848234321][0.5;0.41513707646276][0.33;0.429072628383989][0.0458621154100614;0.951719899989336][...]],0.326299196,3,50,1536635468,6,0.326299196,ZDT1
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 87",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.514216984,[[0;1]],50,180000,01:06.6,10982,8,8,0.412757711,128.7781161,0.575797764,0.724613051,128.3653584,[[0;1.00578810355268][0.851848088183777;-0.770248040024362][0.417572417875523;0.138731795779901][0.426076962369126;0.0706165297480389][...]],0.247676576,3,50,1316546498,6,0.260818905,ZDT3
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 88",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.727660506,[[0;1]],30,180000,01:06.4,10982,8,8,0.146774476,117.5185752,0.78288154,3.302368736,117.3718007,[[0.280775318815369;0.921165220344128][1;0][0.682297282577111;0.53447041818789]],0.137423839,3,30,1815250054,6,0.171613536,ZDT6
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 88",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.103930373,[[0;1][-5;5]],30,180000,01:06.6,10982,8,8,8.357292048,120.6666667,0.160399901,0.546071674,112.3093746,[[0;1][1;0.776286066288849][0.41952457485614;0.88359546036618][0.0471808010142293;0.987470430198163]],0.043754548,3,30,1340304865,6,0.037383447,ZDT4
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 88",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.55988412,[[0;1]],50,180000,01:06.3,10982,8,8,0.316208073,120.3333333,0.487905905,1.048660309,120.0171253,[[0;1.00568440121146][1;0.0113366726443467][0.888793166838319;0.650243222571424][0.5;0.757097469069684][...]],0.190846115,3,50,1241754879,6,0.153094659,ZDT2
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 88",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.399369445,[[0;1]],50,180000,01:01.2,10982,8,8,0.417287112,120.6666667,0.450688664,0.837549107,120.2493796,[[0;1.01296201802704][1;0.006501875732749][0.386372596285251;0.479478134272779]],0.21749079,3,50,1691545531,6,0.213591788,ZDT1
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 88",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.498060072,[[0;1]],50,180000,01:06.2,10982,8,8,0.397507405,128.7781161,0.519937732,0.626240734,128.3806087,[[0.851811840664454;-0.771129380980129][0;1.00415473686211][0.425905920332227;0.0405767548466463]],0.222493193,3,50,1520377468,6,0.221712754,ZDT3
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 89",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.670969515,[[0;1]],30,180000,01:05.9,10982,8,8,3.91773859,117.5185752,0.664900521,2.815946632,113.6008366,[[0.280775318815369;1.13806295085946][0.99928365167949;0.358910831530455][0.682297280760744;0.833828269244499][...]],0.178215173,3,30,1911663586,6,0.178469068,ZDT6
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 89",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.065703511,[[0;1][-5;5]],30,180000,01:05.9,10982,8,8,8.140200278,120.6666667,0.118811091,0.580624095,112.5264664,[[0;1][1;0.752366665927227][0.955679395568789;0.905937914493702][0.452380604604263;0.921910643108059][...]],0.078809609,3,30,745335219,6,0.051760095,ZDT4
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 89",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.531650356,[[0;1]],50,180000,01:06.1,10982,8,8,0.406519854,120.3333333,0.666040574,1.345637014,119.9268135,[[0;1.00973450938428][1;0.0193751716512602][0.67;0.616435614159203][0.662886763617508;0.937886812665823][...]],0.291929769,3,50,1114197741,6,0.111378732,ZDT2
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 89",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.48430836,[[0;1]],50,180000,01:00.8,10982,8,8,0.31597082,120.6666667,0.513279181,0.859519814,120.3506958,[[1;0.00491773757519892][0;1.00981152598539][0.300792950736508;0.538591937121852][0.769261673743047;0.190991728922415][...]],0.205240932,3,50,1271060734,6,0.170400746,ZDT1
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 89",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.51160178,[[0;1]],50,180000,01:06.3,10982,8,8,0.464102198,128.7781161,0.532271046,0.632934801,128.3140139,[[0;1.01186701740258][0.851546269723941;-0.767289019636017][0.419445272275543;0.139710651332958][0.851369545836492;-0.706107871207101][...]],0.318761022,3,50,9599040,6,0.316225724,ZDT3
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 90",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.832421629,[[0;1]],30,180000,01:05.9,10982,8,8,0.146774476,117.5185752,0.868881264,3.44212394,117.3718007,[[0.280775318815369;0.921165220344128][1;0][0.682297285271879;0.534470414510624]],0.11440795,3,30,1721581589,6,0.170582592,ZDT6
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 90",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.454752261,[[0;1]],50,180000,01:00.7,10982,8,8,0.336344105,120.6666667,0.429475547,0.692512686,120.3303226,[[0;1.00572751200591][1;0.00286784485107217][0.33;0.461356582694147]],0.127895163,3,50,259614374,6,0.13204801,ZDT1
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 90",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.066728855,[[0;1][-5;5]],30,180000,01:05.7,10982,8,8,7.414133934,120.6666667,0.05393008,0.55715862,113.2525327,[[0;1][1;0.686431939303751][0.413170828176606;0.800875398102415]],0.106160073,3,30,1770675882,6,0.047562749,ZDT4
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 90",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.424654262,[[0;1]],50,180000,01:05.8,10982,8,8,0.208215332,120.3333333,0.666021889,0.716887844,120.125118,[[1;0.00166167637552965][0;1.00083115917617][0.589730901036955;0.653337465319498]],0.14141385,3,50,1231043266,6,0.136034985,ZDT2
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 90",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.546100973,[[0;1]],50,180000,01:06.7,10982,8,8,0.276730049,128.7781161,0.674601644,0.969879762,128.5013861,[[0;1.00197036244599][0.851448941613449;-0.772245135208265][0.425724470806724;0.0528887973622929][0.212862235403362;0.469962989244188][...]],0.161907663,3,50,982265222,6,0.173660518,ZDT3
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 91",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.349306016,[[0;1]],50,180000,01:01.3,10982,8,8,0.462135289,120.6666667,0.44700482,0.720126683,120.2045314,[[0;1.02700871887676][1;0.0135943323217061][0.406391215332533;0.40794203792209]],0.204501136,3,50,515163626,6,0.215693563,ZDT1
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 91",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.759457337,[[0;1]],30,180000,01:06.5,10982,8,8,0.146774477,117.5185752,0.852468071,3.225098628,117.3718007,[[1;0][0.280775318815369;0.921165220344128][0.682297279368121;0.534470422566861]],0.102443407,3,30,1593124964,6,0.178801759,ZDT6
