,AgeGap,AgeLimits,Algorithm Name,BestKnownFront,Bounds,Crowding,Encoding.Bounds,Encoding.ProblemSize,EvaluatedSolutions,Execution Time,Generations,NumberOfLayers,OpenLayers,ParetoFrontResults.Absolute Distance to BestKnownHypervolume,ParetoFrontResults.Best known hypervolume,ParetoFrontResults.Crowding,ParetoFrontResults.Generational Distance,ParetoFrontResults.Hypervolume,ParetoFrontResults.Pareto Front,ParetoFrontResults.Spacing,PopulationSize,ProblemSize,Seed,SelectedParents,Spacing,TestFunction
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 77",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.382345876,[[0;1]],30,300030,01:08.5,9581,8,7,0.073297266,117.5185752,0.391829907,2.21507528,117.4452779,[[0.280775318815369;0.921165220344128][1;0][0.523035043591718;0.726434343175009][0.85164777141149;0.274696073449843][...]],0.053503531,6,30,1733195459,12,0.055228441,ZDT6
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 76",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.243577375,[[0;1]],50,300030,01:09.9,9581,8,7,0.240057499,128.7781161,0.229916521,0.342956574,128.5380586,[[0.85193160871141;-0.766239735688247][0;1.0131944672221][0.426116999798858;0.0871348666872613][0.634706969153295;-0.0604900795831889][...]],0.071417127,6,50,139652503,12,0.074944551,ZDT3
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 77",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.056451671,[[0;1][-5;5]],30,300030,01:09.7,9581,8,7,5.41772827,120.6666667,0.062441228,0.443276205,115.2489384,[[0;1][1;0.502422792545726][0.754409282224288;0.567820671832151][0.456976811014613;0.663637509282946][...]],0.04484767,6,30,1482629136,12,0.047287693,ZDT4
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 82",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.24672118,[[0;1]],50,300030,01:05.2,9581,8,7,0.230593835,120.6666667,0.264829937,0.673734412,120.4360728,[[1;0.00976876362052865][0;1.01944391861685][0.180176466213634;0.61186870961266][0.393333556657132;0.397877401367136][...]],0.143115866,6,50,53118021,12,0.152750341,ZDT1
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 78",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.195111491,[[0;1]],50,300030,01:09.3,9581,8,7,0.150208096,120.3333333,0.199981381,0.519564993,120.1831252,[[0;1.00254768233229][1;0.00508889047350197][0.5;0.764978964820957][0.238827347950151;0.966155194171466][...]],0.096121308,6,50,1662605943,12,0.098861332,ZDT2
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 78",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.368604936,[[0;1]],30,300030,01:09.4,9581,8,7,0.116292862,117.5185752,0.381345682,2.336222754,117.4022823,[[0.280775318815369;0.921165220344128][1;0][0.617502262889184;0.686028857368631][0.955297913538254;0.153127209451789][...]],0.053504794,6,30,1741511317,12,0.059136484,ZDT6
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 77",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.238085716,[[0;1]],50,300030,01:10.0,9581,8,7,0.133747438,128.7781161,0.263241052,0.382614945,128.6443687,[[0;1.00425329122924][0.852015695263238;-0.771062536763351][0.431958001986803;0.0110212066361115][0.657780014506742;-0.417375008487042][...]],0.107519572,6,50,1957284219,12,0.09648471,ZDT3
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 78",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.045568962,[[0;1][-5;5]],30,300030,01:09.2,9581,8,7,6.5370592,120.6666667,0.044831588,0.406823699,114.1296075,[[0;1][1;0.606877109465477][0.718976077633875;0.71979522787625][0.383355287963386;0.753208513244182][0.221994027390404;0.858750520077191][...]],0.0319516,6,30,714409749,12,0.029538551,ZDT4
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 83",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.229493137,[[0;1]],50,300030,01:05.1,9581,8,7,0.158231947,120.6666667,0.242524318,0.615845952,120.5084347,[[0;1.00762500527735][1;0.00381974265050466][0.5;0.315520953478945][0.34237897055646;0.520581300369909][...]],0.15229521,6,50,695621076,12,0.154522523,ZDT1
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 79",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.425701823,[[0;1]],50,300030,01:09.4,9581,8,7,0.153589479,120.3333333,0.211054354,0.390288806,120.1797439,[[0;1.00186958787672][1;0.00373491523579257][0.869928754601084;0.290537969207716][0.306498751106911;0.953892112460291][...]],0.256584595,6,50,1512044684,12,0.09657051,ZDT2
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 79",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.427561581,[[0;1]],30,300030,01:09.6,9581,8,7,0.443811278,117.5185752,0.538411951,1.03075024,117.0747639,[[0.280775318815369;0.940010147010664][0.999999999998224;0.0346790062977439][0.760789281353908;0.448628970496939][...]],0.237876031,6,30,542777475,12,0.069665936,ZDT6
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 78",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.220210475,[[0;1]],50,300030,01:10.8,9581,8,7,0.191939858,128.7781161,0.243604584,0.434415526,128.5861763,[[0.852269071199171;-0.769114780043881][0;1.0077396733529][0.413932757286276;0.200672923388425][0.207079873102629;0.518159334520392][...]],0.13109275,6,50,2010241552,12,0.129227248,ZDT3
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 79",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.047838667,[[0;1][-5;5]],30,300030,01:09.9,9581,8,7,5.269800804,120.6666667,0.066365288,0.406547853,115.3968659,[[0;1][1;0.487296272171527][0.644378067950964;0.576778640246394][0.281922078940996;0.740341843923273][...]],0.050132056,6,30,149542951,12,0.050771413,ZDT4
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 84",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.200378692,[[0;1]],50,300030,01:05.5,9581,8,7,0.187922152,120.6666667,0.20763338,0.483384949,120.4787445,[[0;1.01325344678032][1;0.00648813219143285][0.0981884012606508;0.718830270203705][0.353441514309944;0.422552626992037][...]],0.140852697,6,50,1068879218,12,0.142280071,ZDT1
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 80",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.238365483,[[0;1]],50,300030,01:09.6,9581,8,7,0.159551582,120.3333333,0.239013495,0.838733674,120.1737818,[[1;0.00413414876085618][0;1.00206921077639][0.33;0.949552279837413][0.893751868765935;0.204926264628287][...]],0.10254042,6,50,315118490,12,0.104056369,ZDT2
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 80",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.337379728,[[0;1]],30,300030,01:09.9,9581,8,7,0.066249114,117.5185752,0.353569538,2.536477575,117.4523261,[[0.280775318815369;0.921165220344128][1;0][0.858872621599251;0.26233781986723][0.688137725873373;0.526466470229822][...]],0.085123349,6,30,1100193377,12,0.087239171,ZDT6
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 79",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.238242596,[[0;1]],50,300030,01:10.7,9581,8,7,0.180637962,128.7781161,0.281608944,0.509477185,128.5974782,[[0;1.00821700802008][0.851813670060745;-0.768935983800711][0.426168644195639;0.0540816667237774][0.635557699599935;-0.345845340121725][...]],0.109401253,6,50,166817948,12,0.123686567,ZDT3
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 80",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.045536618,[[0;1][-5;5]],30,300030,01:09.8,9581,8,7,5.286103194,120.6666667,0.06351191,0.423485585,115.3805635,[[0;1][1;0.488922237597508][0.567067402997793;0.615138625717651][0.354550471571372;0.695683137037973][...]],0.062311237,6,30,1942512316,12,0.057061195,ZDT4
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 85",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.189391479,[[0;1]],50,300030,01:05.3,9581,8,7,0.215858377,120.6666667,0.198476316,0.400685046,120.4508083,[[0;1.0124742660822][1;0.00625646357510989][0.305641233261894;0.568839824104267][0.437156967245823;0.365897529339335][...]],0.140917041,6,50,269001093,12,0.142198145,ZDT1
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 81",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.229520528,[[0;1]],50,300030,01:09.2,9581,8,7,0.270756211,120.3333333,0.237266446,0.636460275,120.0625771,[[1;0.0170171330162962][0;1.0085448431346][0.453492266327538;0.808176627733276][0.259688434978829;0.997124992166191][...]],0.079621889,6,50,1605112753,12,0.079971603,ZDT2
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 81",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.33675571,[[0;1]],30,300030,01:09.1,9581,8,7,2.099064322,117.5185752,0.345388858,2.121979742,115.4195109,[[1;0.192801181722237][0.280775318815369;1.02943586060605][0.589332287204471;0.785603058489138][0.713191759612845;0.642196538998507][...]],0.072736089,6,30,1908109366,12,0.072206544,ZDT6
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 80",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.253230691,[[0;1]],50,300030,01:10.1,9581,8,7,0.223911724,128.7781161,0.270514769,0.567038262,128.5542044,[[0.852338431456187;-0.76718386203996][0;1.01126100236848][0.425825237534161;0.0472745183994081][0.638737856301241;-0.38217862439193][...]],0.126818166,6,50,1091788354,12,0.128067395,ZDT3
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 81",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.044950317,[[0;1][-5;5]],30,300030,01:09.3,9581,8,7,6.16565815,120.6666667,0.056364321,0.429913433,114.5010085,[[0;1][1;0.571295826775208][0.292052986860163;0.792261467938621][0.524153572436283;0.748100034892035][...]],0.036314012,6,30,278685949,12,0.026681954,ZDT4
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 86",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.204336582,[[0;1]],50,300030,01:05.2,9581,8,7,0.201277902,120.6666667,0.227169737,0.544488722,120.4653888,[[0;1.01725371295117][1;0.00866375020557092][0.441314929813643;0.3635877498249][0.0666822785244932;0.76494155441199][...]],0.109201066,6,50,280309337,12,0.10811722,ZDT1
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 82",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.363885963,[[0;1]],50,300030,01:10.3,9581,8,7,0.234964358,120.3333333,0.204085262,0.326755992,120.098369,[[0;1.00659480156854][1;0.0131461269221234][0.902549733280449;0.245768304820213][0.722922340327905;0.559276359706454][...]],0.205645984,6,50,576401272,12,0.076691813,ZDT2
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 82",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.370931849,[[0;1]],30,300030,01:09.9,9581,8,7,0.286905341,117.5185752,0.370931849,2.452300998,117.2316699,[[1;0.0187917517524977][0.280775318815369;0.931342478504047][0.688236850266424;0.540199690330166][0.879193271139737;0.339158638228021][...]],0.07506194,6,30,1723566947,12,0.07506194,ZDT6
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 81",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.253217992,[[0;1]],50,300030,01:10.9,9581,8,7,0.188091085,128.7781161,0.277768715,0.445033945,128.590025,[[0.851672868625936;-0.768658659708561][0;1.00870982860651][0.638729351270478;-0.39000095911169][0.442721106334546;-0.0383481528798326][...]],0.141315119,6,50,1595521115,12,0.145460374,ZDT3
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 87",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.184748338,[[0;1]],50,300030,01:06.3,9581,8,7,0.212273813,120.6666667,0.196439298,0.442947168,120.4543929,[[0;1.01595507520821][1;0.00805786211969603][0.641193915646586;0.208895499341398][0.399176853672153;0.379165062642838][...]],0.114425635,6,50,2024770333,12,0.118979617,ZDT1
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 82",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.044563068,[[0;1][-5;5]],30,300030,01:10.4,9581,8,7,5.579053384,120.6666667,0.07010901,0.433617178,115.0876133,[[0;1][1;0.514202121864368][0.710229470894201;0.615179077858472][0.453938574441508;0.69897657057533][0.306674279118541;0.808030850698845][...]],0.045474946,6,30,1602859311,12,0.049237286,ZDT4
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 83",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.191665903,[[0;1]],50,300030,01:09.2,9581,8,7,0.218066235,120.3333333,0.200353702,0.588947513,120.1152671,[[0;1.00483443347976][1;0.0108140564687872][0.5;0.798857789155704][0.335;0.969454131983875][0.867338997505104;0.264524351316525][...]],0.081336973,6,50,1726890690,12,0.085055255,ZDT2
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 83",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.376425284,[[0;1]],30,300030,01:09.1,9581,8,7,1.120561023,117.5185752,0.376425284,2.389354103,116.3980142,[[1;0.0974227216496643][0.280775318815369;0.974808951930645][0.526859124021619;0.785508719369166][0.916811618234661;0.251868663788583][...]],0.052943986,6,30,1153812082,12,0.052943986,ZDT6
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 82",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.266883074,[[0;1]],50,300030,01:10.1,9581,8,7,0.306741152,128.7781161,0.266883074,0.420078064,128.471375,[[0;1.0159090257895][0.851785804518443;-0.764771517330031][0.631508669973748;-0.238844572607237][0.438283867028776;0.171935108610285][...]],0.137864449,6,50,1868956578,12,0.137864449,ZDT3
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 88",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.214845782,[[0;1]],50,300030,01:05.2,9581,8,7,0.179246254,120.6666667,0.237524231,0.521051387,120.4874204,[[1;0.00538166861038169][0;1.01073468246345][0.67;0.19856489215682][0.129534119184482;0.687321139935897][...]],0.126381819,6,50,1050058897,12,0.137707369,ZDT1
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 83",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.044545549,[[0;1][-5;5]],30,300030,01:09.4,9581,8,7,5.003017678,120.6666667,0.070547657,0.434043774,115.663649,[[0;1][1;0.461835694055732][0.714218424141367;0.545184286574885][0.519776301519267;0.60741910160459][0.131891387116183;0.879521784570262][...]],0.052133396,6,30,49373832,12,0.053394254,ZDT4
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 84",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.18102218,[[0;1]],50,300030,01:09.0,9581,8,7,0.271479111,120.3333333,0.195307686,0.555477662,120.0618542,[[0;1.00819264665485][1;0.0163055891783258][0.632198037374304;0.634536041912091][0.830993908376046;0.435213156557285][...]],0.094872152,6,50,2137873897,12,0.098148623,ZDT2
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 84",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.365647143,[[0;1]],30,300030,01:08.7,9581,8,7,0.070153417,117.5185752,0.384893717,2.502932078,117.4484218,[[1;0][0.280775318815369;0.921165220344128][0.607943267061018;0.630404984035176][0.830669990014895;0.309987367688655][...]],0.090433555,6,30,1953747747,12,0.121846084,ZDT6
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 83",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.241234605,[[0;1]],50,300030,01:09.8,9581,8,7,0.136541636,128.7781161,0.252745127,0.481275943,128.6415745,[[0.852075894368347;-0.769249183352693][0;1.00759256885276][0.645132636279366;-0.424808674931309][0.250066954363488;0.344339640584425][...]],0.096579634,6,50,2058985489,12,0.094371477,ZDT3
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 89",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.190919249,[[0;1]],50,300030,01:04.8,9581,8,7,0.21298267,120.6666667,0.204968398,0.468438765,120.453684,[[0;1.01621481164922][1;0.00814000705919179][0.611591980962525;0.234761380229533][0.387611686197101;0.425167100280101][...]],0.096615759,6,50,283696154,12,0.105507665,ZDT1
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 84",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.044938287,[[0;1][-5;5]],30,300030,01:09.2,9581,8,7,5.70016862,120.6666667,0.064517351,0.421675089,114.966498,[[0;1][1;0.529499486182498][0.691307955647664;0.61044600846923][0.422200621841355;0.695507136459933][0.192148356271928;0.794538146621438][...]],0.036651396,6,30,14394735,12,0.041610048,ZDT4
