,Count,Minimum,Maximum,Average,Median,Standard Deviation,Variance,25th Percentile,75th Percentile,Avg. of Upper 25 %, Avg. of Lower 25 %,Avg. of First 25 %,Avg. of Last 25 %,Slope,Intercept,Average Relative Error
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 1",6544,87.70902496,128.6169609,126.8340189,128.3378522,4.376156115,19.15074234,127.438411,128.5565551,128.5878331,122.2277784,122.2277784,128.5873745,0.001315928,122.5289619,0.322737954
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 2",6544,89.5697647,128.7332451,127.1130897,128.5138567,4.025164121,16.2019462,127.6982589,128.6754031,128.6972707,122.879622,122.8796232,128.6968874,0.001204595,123.1722561,0.319658935
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 3",6544,88.7887165,128.7532381,126.747547,128.4745976,4.639389366,21.52393369,126.97888,128.6432572,128.6974916,121.6933116,121.6933204,128.6972651,0.001449666,122.0049635,0.348486669
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 4",6544,89.76616008,128.6490888,126.8303979,128.2954506,4.019913942,16.1597081,126.8874483,128.5967578,128.6166679,122.7314429,122.7314844,128.6164996,0.001245762,122.7548873,0.3427744
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 5",6544,85.60639809,128.6384221,127.0361757,128.4714597,4.389319661,19.26612709,127.8501508,128.5959324,128.6152439,122.6947536,122.6947829,128.6148489,0.001232582,123.0037821,0.281455188
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 6",6544,92.49358964,128.6244062,126.8482218,128.3974827,3.78139735,14.29896592,127.3567525,128.4891359,128.5604721,122.3587128,122.3587181,128.5603248,0.001264255,122.7122125,0.398966315
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 7",6544,87.59872247,128.7525313,126.8486782,128.2415823,4.600738586,21.16679554,127.8077405,128.6296479,128.7260954,122.2618331,122.261838,128.726093,0.001339943,122.4650533,0.302753734
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 8",6544,89.95257967,128.6200215,126.8367737,128.3769516,4.554039408,20.73927493,127.8237621,128.5233818,128.5966121,122.1082991,122.1083196,128.596577,0.001341121,122.4492976,0.309537877
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 9",6544,77.46531692,128.7441677,126.8105863,128.3693482,4.268603149,18.22097284,127.1333727,128.6721702,128.7023828,122.151472,122.15148,128.7019024,0.001358595,122.3659414,0.361560029
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 10",6544,85.6920769,128.6389334,126.3480292,128.1086206,4.4681349,19.96422948,126.2096717,128.3612967,128.5714535,121.0498719,121.0498858,128.5714504,0.001538712,121.3141332,0.423285869
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 11",6544,90.10176629,128.6743418,126.9612033,128.5058189,3.686874117,13.59304075,127.0173052,128.6267429,128.6562251,122.6453415,122.6453448,128.656187,0.001225458,122.9521184,0.394322662
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 12",6544,91.7527253,128.6972326,126.7746961,128.2458274,4.336467994,18.80495466,127.2461851,128.6634538,128.688188,122.0825875,122.08259,128.6881866,0.001383517,122.2485195,0.363302635
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 13",6544,90.38848931,128.659447,126.6554997,128.3580829,4.231303492,17.90392924,127.2931745,128.6450677,128.6519848,121.5729987,121.5730542,128.6517113,0.001449977,121.9118994,0.419127029
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 14",6544,93.30773688,128.6925159,126.9971837,128.4764944,3.657259871,13.37554976,127.5489757,128.6493889,128.6634198,122.6186198,122.6186637,128.6630704,0.00123031,122.9722243,0.403914286
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 15",6544,92.47031763,128.7425467,126.4362551,128.3690937,4.664100237,21.75383102,126.044293,128.6869837,128.7150637,120.7560402,120.7560747,128.7149167,0.001624221,121.1226151,0.432838969
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 16",6544,89.63115056,128.74246,127.1424852,128.4977459,3.572866789,12.76537709,127.4406558,128.6311936,128.6952656,123.1487188,123.1487189,128.6952413,0.001132978,123.4359475,0.358906259
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 17",6544,90.43893084,128.7105113,126.9526303,128.3592294,4.053576653,16.43148368,127.7434806,128.5203819,128.6718741,122.5310744,122.5310879,128.6717834,0.001257907,122.8373885,0.343709688
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 18",6544,95.58751899,128.6914594,127.1087679,128.3248402,3.877695246,15.03652042,127.7162615,128.6088707,128.6563487,123.1872449,123.1872514,128.6559716,0.00114239,123.3714386,0.309779889
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 19",6544,90.10995176,128.6990994,126.4620171,128.1235126,4.61443197,21.2929824,126.5117522,128.4767906,128.6214013,121.182956,121.1829973,128.6213361,0.001530494,121.4550054,0.392643636
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 20",6544,90.53714268,128.6775819,126.7151091,128.421507,4.470399077,19.98446791,127.6053081,128.5915265,128.6326927,121.4283239,121.4283521,128.6324925,0.001452124,121.9644859,0.3766053
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 1",6387,90.20862377,128.7055139,126.9757304,128.3657857,3.812478594,14.53499303,127.693626,128.4886895,128.5482085,122.8985252,122.8985303,128.5481468,0.001191882,123.1700504,0.332301605
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 2",6387,84.92397961,128.6416928,126.7892654,128.1716391,3.92755449,15.42568427,126.6510662,128.5641759,128.5973344,122.562061,122.562061,128.5969515,0.001288269,122.6758217,0.365804807
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 3",6387,88.46977333,128.740249,127.0422553,128.2976799,3.52319352,12.41289258,127.2627857,128.5832376,128.6567844,123.1586781,123.158698,128.6563798,0.001165076,123.3221692,0.371805446
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 4",6387,89.00838433,128.7545443,126.9384625,128.0236122,3.787442325,14.34471937,127.1665031,128.6461318,128.7110475,122.8396951,122.8396951,128.7109712,0.00125276,122.9383983,0.371984308
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 5",6387,89.57311053,128.6661434,126.7425037,128.2097822,4.685068493,21.94986678,127.5499541,128.6251689,128.6448656,121.9116158,121.911619,128.6444357,0.001445515,122.1269751,0.323663516
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 6",6387,88.45229862,128.642764,126.6243197,127.9322244,4.177402452,17.45069125,126.5415067,128.5447484,128.6201641,122.1344212,122.1344272,128.6201152,0.001390722,122.1837454,0.376832547
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 7",6387,91.40053972,128.7008966,127.1925495,128.2880104,3.829113293,14.66210861,127.7002525,128.6307105,128.6862679,123.5332734,123.5332761,128.686233,0.001100481,123.6787139,0.280833668
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 8",6387,93.45269694,128.6133349,126.7204826,128.0561472,3.477624324,12.09387094,126.9467197,128.5534382,128.583036,122.6713388,122.6713972,128.5830052,0.001252342,122.7217554,0.440921167
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 9",6387,89.77304803,128.6314865,126.3414499,127.6662391,3.95799306,15.66570906,126.1298607,128.329018,128.5449533,121.9388973,121.9389458,128.544725,0.001412191,121.8323228,0.432830268
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 10",6387,93.15761297,128.7114257,126.7313557,127.9551582,3.986051336,15.88860525,127.1098892,128.5485111,128.6423123,122.4133025,122.4133138,128.6421369,0.001329648,122.4857889,0.37832786
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 11",6387,88.41374734,128.6223849,126.6492567,127.7190786,3.553739909,12.62906734,126.8931924,128.4156029,128.5114177,122.6544818,122.6545364,128.5113539,0.001228374,122.727057,0.406228946
