,Count,Minimum,Maximum,Average,Median,Standard Deviation,Variance,25th Percentile,75th Percentile,Avg. of Upper 25 %, Avg. of Lower 25 %,Avg. of First 25 %,Avg. of Last 25 %,Slope,Intercept,Average Relative Error
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 21",5786,953.1436673,1324.462054,1323.416261,39:07.9,8.924755881,79.65126753,1323.951035,1324.320721,1324.360874,1320.886924,1320.895008,1324.317517,0.000851227,1320.954087,0.025383337
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 21",6137,940.4572337,1324.525194,1323.375101,09:24.7,7.861179798,61.79814781,1323.988327,1324.366071,1324.418507,1320.607041,1320.62906,1324.343433,0.000858083,1320.742502,0.037401151
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 21",6473,1134.141009,1324.507794,1322.837576,33:17.3,5.228151981,27.33357314,1323.419464,1324.258519,1324.338194,1319.090863,1319.142452,1324.284984,0.001110017,1319.245562,0.157419867
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 21",6957,1019.859188,1324.506695,1322.056664,55:07.7,9.090320799,82.63393223,1322.399521,1324.022936,1324.197743,1316.883738,1316.894244,1324.131993,0.001420096,1317.117571,0.098446879
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 22",5786,1055.525296,1324.41457,1323.608167,16:23.9,4.93834969,24.38729766,1323.892584,1324.19124,1324.260406,1322.014058,1322.030603,1324.228289,0.00053307,1322.066262,0.032512884
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 22",6137,982.2663203,1324.519284,1323.280415,59:30.3,8.387468921,70.3496349,1324.028761,1324.346201,1324.396811,1320.258048,1320.27511,1324.318341,0.000932369,1320.419907,0.038789615
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 22",6473,861.7448208,1324.485497,1321.937548,52:31.0,15.1166801,228.5140173,1323.246542,1324.236152,1324.329814,1315.720521,1315.743561,1324.259685,0.001873013,1315.876476,0.053612492
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 22",6957,1063.887606,1324.506084,1322.784556,47:58.5,6.594842234,43.49194409,1323.293756,1324.235747,1324.342612,1318.935103,1318.959854,1324.291747,0.001050856,1319.129679,0.102424225
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 23",5786,1125.025294,1324.470006,1323.619893,39:42.8,4.741111387,22.47813718,1323.780819,1324.256478,1324.323635,1321.914127,1321.927024,1324.29906,0.000568651,1321.975069,0.04014048
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 23",6137,932.9538597,1324.540841,1322.818957,16:14.6,11.35971485,129.0431214,1323.9757,1324.363109,1324.416275,1318.37509,1318.383397,1324.352186,0.001383365,1318.574793,0.046552223
