,Count,Minimum,Maximum,Average,Median,Standard Deviation,Variance,25th Percentile,75th Percentile,Avg. of Upper 25 %, Avg. of Lower 25 %,Avg. of First 25 %,Avg. of Last 25 %,Slope,Intercept,Average Relative Error
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 1",50,4,5784,1165.7,00:00.0,2332.605972,5441050.622,4,19,4826.5,4,4.416666667,4452.461538,111.1483794,-1557.435294,0.482483468
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 1",50,21,6471,1581,00:00.0,2489.037188,6195306.122,171,921,5546,46,46,5190.230769,131.092437,-1630.764706,0.589456061
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 1",50,55,6955,1855,00:00.0,2599.843009,6759183.673,355,955,5955,105,105,5570.384615,138.2953181,-1533.235294,0.601283992
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 1",50,35,6135,1331,00:00.0,2427.958746,5894983.673,35,285,5160,35,43.33333333,4785,119.1884754,-1589.117647,0.512088304
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 2",50,4,5784,1167.2,00:00.0,2331.858933,5437566.082,4,34,4825.666667,4,4.416666667,4455.153846,111.2489796,-1558.4,0.483667002
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 2",50,21,6471,1461,00:00.0,2537.454131,6438673.469,21,621,5496,21,21,5051.769231,127.9087635,-1672.764706,0.539961922
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 2",50,35,6135,1339,00:00.0,2425.940592,5885187.755,35,385,5176.666667,35,35,4808.076923,120.4369748,-1611.705882,0.523743068
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 2",50,55,6955,1795,00:00.0,2644.671192,6994285.714,55,1255,6005,55,55,5639.615385,144.057623,-1734.411765,0.630504303
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 3",50,4,5774,1162.7,00:00.0,2329.068486,5424560.01,4,24,4817.333333,4,4.416666667,4443.615385,110.9284514,-1555.047059,0.482036935
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 3",50,21,6471,1641,00:00.0,2466.427641,6083265.306,171,1071,5571,46,46,5224.846154,132.5330132,-1606.058824,0.613578765
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 3",50,35,6135,1359,00:00.0,2415.368312,5834004.082,85,385,5176.666667,43.33333333,43.33333333,4808.076923,120.0336134,-1581.823529,0.524805002
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 3",50,55,6955,1795,00:00.0,2637.717009,6957551.02,355,1255,6005,105,105,5639.615385,141.1764706,-1663.823529,0.608733462
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 4",50,4,5784,1164.4,00:00.0,2333.256208,5444084.531,4,14,4824,4,4.416666667,4453.230769,111.1260504,-1558.188235,0.48202086
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 4",50,35,6135,1345,00:00.0,2422.766171,5869795.918,35,385,5176.666667,35,35,4808.076923,120.5282113,-1607.941176,0.525912333
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 4",50,21,6471,1488,00:00.0,2525.171443,6376490.816,171,621,5496,33.5,46,5121,128.3913565,-1657.588235,0.549349547
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 4",50,55,6955,2089,00:00.0,2564.483478,6576575.51,355,2155,6155,80,105,5847.307692,150.0936375,-1588.294118,0.727920062
