,Count,Minimum,Maximum,Average,Median,Standard Deviation,Variance,25th Percentile,75th Percentile,Avg. of Upper 25 %, Avg. of Lower 25 %,Avg. of First 25 %,Avg. of Last 25 %,Slope,Intercept,Average Relative Error
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 1",5786,0,1330.488705,1096.140956,28:44.0,493.4750231,243517.5985,1311.895699,1322.068465,1324.4811,423.1326227,423.9723549,1321.879494,0.193399299,536.7334842,0.428578228
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 1",6473,0,1330.996991,1097.859446,40:43.1,460.1654619,211752.2523,1256.327034,1330.799256,1330.853144,418.093583,419.0237916,1330.792514,0.174690207,532.5619349,0.503275905
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 1",6957,0,1330.995904,971.3561477,55:53.1,551.8026396,304486.1531,506.4985223,1330.902461,1330.944682,47.32216525,49.07969597,1330.939541,0.223695416,193.3434914,0.662936304
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 1",6137,0,1330.999157,1209.380464,25:03.9,339.7542731,115432.9661,1322.636076,1330.632665,1330.908663,851.6945524,851.8568217,1330.906841,0.104879759,887.6093617,0.299126763
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 2",5786,0,1113.831178,265.7955678,52:39.9,338.9977313,114919.4618,0,602.9637015,783.3415629,0,0.000426421,770.9742351,0.176324129,-244.2219754,0.754884619
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 2",6473,0,1330.997346,1067.87849,15:23.9,506.8480706,256894.9667,1243.772408,1330.947076,1330.961841,286.6866973,287.0132092,1330.949574,0.19449668,438.4872331,0.514239989
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 2",6137,0,1330.975749,1128.216304,36:29.8,434.9974549,189222.7858,1274.602653,1319.153927,1323.515895,567.4673604,569.2417641,1320.972068,0.157358852,645.4393476,0.410781318
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 2",6957,0,1330.999318,1023.047396,58:46.0,499.2876222,249288.1297,824.9940473,1330.756329,1330.920989,217.1186747,230.9855338,1330.915814,0.198223498,333.626069,0.635819517
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 3",5786,0,772.5205874,226.7495029,08:41.7,175.3388013,30743.69523,0,358.7207287,449.2232761,0,0,389.1068737,0.084011657,-16.25421496,0.64058048
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 3",6473,0,1330.99981,1119.626997,17:46.2,449.3204995,201888.9113,1250.591261,1330.969404,1330.978033,501.5944226,505.7572852,1330.974971,0.162320415,594.3581343,0.455754409
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 3",6137,0,1330.998747,1167.986075,04:30.4,402.1759876,161745.525,1306.776638,1330.578349,1330.744827,687.2855459,688.8447619,1330.699102,0.137461585,746.2539326,0.366717962
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 3",6957,0,1330.999852,983.0080173,44:22.2,551.4024334,304044.6435,548.7759767,1330.924587,1330.95907,43.40824679,43.63632552,1330.953393,0.219220829,220.5579729,0.637604624
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 4",5786,0,936.7637769,399.1882274,54:22.8,229.5296012,52683.83781,219.4110146,575.8906449,673.2563092,76.62073802,95.73187036,578.8376023,0.111972804,75.30689294,0.664046308
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 4",6137,0,1330.948553,1133.406632,55:37.7,452.7126283,204948.7238,1318.174792,1329.307928,1329.970179,550.2711655,550.3082625,1329.825149,0.162152941,635.9214082,0.402722787
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 4",6473,0,1330.997535,1150.99113,39:44.2,416.5975927,173553.5543,1319.717265,1330.886148,1330.918998,614.0247781,614.0700028,1330.900205,0.142295903,690.5215876,0.407425621
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 4",6957,0,1330.997808,1066.338225,35:24.4,490.2481133,240343.2126,1253.193381,1330.971108,1330.978653,289.1191844,290.3911812,1330.974114,0.179931175,440.5375974,0.543383132
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 5",5786,0,1325.349712,763.8513325,08:42.6,521.3358933,271791.1136,0,1172.374691,1210.187375,0,0,1166.838799,0.268543171,-12.90979038,0.74036118
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 5",6137,0,1330.982715,1138.650235,15:56.9,453.8203321,205952.8938,1315.579104,1329.37236,1329.825793,571.2044539,571.8353339,1329.581679,0.158754172,651.5924348,0.384135246
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 5",6473,0,1330.999577,1127.503234,53:40.6,456.7525339,208622.8772,1314.171622,1330.954279,1330.967366,523.3242986,523.6071135,1330.961375,0.158332411,615.1395515,0.419637968
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 5",6957,0,1330.994964,1029.542017,26:17.6,528.4056525,279212.5336,1101.005931,1330.57689,1330.766073,170.9610432,172.6160453,1330.746192,0.198870433,337.8706521,0.571387467
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 6",5786,0,1251.418732,328.8614709,02:19.1,347.447867,120720.0203,9.099983984,585.843851,808.4415752,0.757312016,4.908141275,747.2512736,0.184664264,-205.2799135,0.78820119
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 6",6137,0,1330.985546,1216.300739,31:22.6,318.2344465,101273.163,1315.763438,1330.364313,1330.534447,877.9405814,878.5123047,1330.445487,0.098479914,914.1643637,0.300609504
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 6",6473,0,1330.998256,1109.772143,09:31.2,467.6640928,218709.7037,1314.858873,1330.723487,1330.923718,451.4426566,451.6434519,1330.904708,0.169480504,561.3332328,0.458636375
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 6",6957,0,1330.997752,1049.932587,02:22.8,520.224962,270634.011,1272.374401,1330.972195,1330.979491,218.8607766,220.6498062,1330.975428,0.190150158,388.5903392,0.538934749
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 7",5786,0,714.3387784,54.1115133,00:00.0,134.116029,17987.10924,0,8.182357355,215.2900931,0,0,211.8844393,0.047490224,-83.25395895,0.349862766
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 7",6137,0,1330.999406,1210.308446,09:41.8,361.5009523,130682.9385,1330.527091,1330.958965,1330.973598,848.3778013,848.3930573,1330.966094,0.10688857,882.3743125,0.274438733
