,Count,Minimum,Maximum,Average,Median,Standard Deviation,Variance,25th Percentile,75th Percentile,Avg. of Upper 25 %, Avg. of Lower 25 %,Avg. of First 25 %,Avg. of Last 25 %,Slope,Intercept,Average Relative Error
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 21",50,4,5784,1168.3,00:00.0,2331.309304,5435003.071,4,39,4826.5,4,4.416666667,4457.076923,111.2967587,-1558.470588,0.484310822
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 21",50,35,6135,1241,00:00.0,2321.277797,5388330.612,35,435,4710,35,35,4381.153846,111.9759904,-1502.411765,0.494486597
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 21",50,21,6471,1068,00:00.0,1886.320519,3558205.102,21,1221,3408.5,21,21,3171,79.03721489,-868.4117647,0.373070761
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 21",50,55,6655,1387,00:00.0,2196.327175,4823853.061,55,1255,4405,55,55,4070.384615,103.2893157,-1143.588235,0.469975983
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 22",50,4,5784,1167,00:00.0,2331.956348,5438020.408,9,34,4825.666667,4,4.833333333,4456.307692,111.2268908,-1558.058824,0.483434561
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 22",50,35,6135,1335,00:00.0,2426.890174,5889795.918,35,335,5168.333333,35,35,4796.538462,120.0480192,-1606.176471,0.519958503
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 22",50,21,6471,1575,00:00.0,2485.854676,6179473.469,171,771,5521,46,46,5132.538462,129.2340936,-1591.235294,0.574330215
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 22",50,55,6955,1729,00:00.0,2232.762543,4985228.571,355,1855,4830,105,105,4601.153846,112.8979592,-1037,0.543307927
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 23",50,4,5774,1164.5,00:00.0,2328.162376,5420340.051,4,24,4815.666667,4,4,4447.076923,111.0081633,-1555.2,0.483105781
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 23",50,35,6135,1325,00:00.0,2430.125553,5905510.204,85,185,5143.333333,43.33333333,43.33333333,4761.923077,118.1272509,-1569.117647,0.502113276
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 23",50,21,6471,1317,00:00.0,2137.226889,4567738.776,171,1071,4221,46,46,3978.692308,97.00840336,-1059.705882,0.437800637
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 23",50,55,6955,1447,00:00.0,2108.083567,4444016.327,355,955,4255,105,105,3816.538462,92.42737095,-817.4705882,0.408492877
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 24",50,4,5784,1167.9,00:00.0,2331.499318,5435889.071,9,29,4824.833333,4.416666667,4.833333333,4455.923077,111.2141657,-1556.847059,0.483513456
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 24",50,35,6135,1208,00:00.0,2333.784917,5446552.041,35,285,4672.5,35,35,4335,107.4885954,-1425.470588,0.450777315
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 24",50,21,6471,906,00:00.0,1497.625672,2242882.653,171,1221,2533.5,46,46,2374.846154,56.43457383,-476.6470588,0.301746945
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 24",50,55,6955,1405,00:00.0,2015.880827,4063775.51,55,1855,3980,55,55,3816.538462,97.16686675,-975.5882353,0.493702837
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 25",50,4,5784,1167.6,00:00.0,2331.645657,5436571.469,4,24,4824,4,4.833333333,4454.769231,111.1783914,-1556.270588,0.483141791
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 25",50,35,6135,1331,00:00.0,2428.105838,5895697.959,35,285,5160,35,35,4777.307692,119.3469388,-1593,0.513388665
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 25",50,21,6471,1209,00:00.0,2003.735287,4014955.102,171,1071,3771,46,46,3563.307692,86.89555822,-919.9411765,0.399644091
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 25",50,55,6955,1645,00:00.0,2261.501217,5114387.755,355,1855,4830,105,105,4601.153846,114.5114046,-1160.529412,0.544832199
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 26",50,4,5784,1165.2,00:00.0,2332.856391,5442218.939,4,24,4824,4,4,4454,111.1817527,-1558.752941,0.482669612
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 26",50,35,6135,1345,00:00.0,2422.766171,5869795.918,35,385,5176.666667,35,35,4808.076923,120.5282113,-1607.941176,0.525912333
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 26",50,21,6471,1155,00:00.0,2025.23468,4101575.51,21,1071,3771,21,21,3471,89.31572629,-1033.235294,0.41329875
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 26",50,55,6955,1297,00:00.0,2001.947011,4007791.837,55,1555,3805,55,55,3631.923077,90.97238896,-931.8235294,0.438806424
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 27",50,4,5784,1168,00:00.0,2331.458333,5435697.959,4,34,4825.666667,4,4,4457.076923,111.3085234,-1559.058824,0.48435129
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 27",50,35,6035,1313,00:00.0,2386.059855,5693281.633,85,285,5076.666667,43.33333333,43.33333333,4685,116.5234094,-1541.823529,0.506783694
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 27",50,21,6471,1581,00:00.0,2500.081631,6250408.163,21,1071,5571,21,21,5224.846154,133.9735894,-1701.352941,0.610223519
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 27",50,55,6955,1261,00:00.0,2005.13728,4020575.51,55,1555,3805,55,55,3493.461538,89.07082833,-921.2352941,0.41931625
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 28",50,4,5784,1168.4,00:00.0,2331.258669,5434766.98,4,44,4827.333333,4,4.416666667,4457.461538,111.2643457,-1557.576471,0.484049798
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 28",50,35,6135,1323,00:00.0,2431.354708,5911485.714,85,235,5151.666667,43.33333333,43.33333333,4773.461538,118.5882353,-1582.411765,0.505528335
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 28",50,21,6471,1509,00:00.0,2374.579662,5638628.571,171,1071,5121,46,46,4763.307692,119.3661465,-1415.470588,0.536967244
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 28",50,55,6955,1399,00:00.0,1949.166227,3799248.98,355,1555,3805,105,105,3493.461538,87.06842737,-734.1764706,0.424016327
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 29",50,4,5784,1170,00:00.0,2330.468114,5431081.633,4,44,4827.333333,4,4.833333333,4459.384615,111.3728691,-1558.635294,0.48532361
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 29",50,35,6135,1315,00:00.0,2435.620023,5932244.898,35,235,5151.666667,35,35,4773.461538,119.0876351,-1602.647059,0.508011103
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 29",50,21,6471,1527,00:00.0,2516.002661,6330269.388,21,921,5546,21,21,5097.923077,131.0348139,-1683.352941,0.576381635
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 29",50,55,6955,1591,00:00.0,1977.605231,3910922.449,355,2155,4155,105,105,4001.153846,103.0876351,-934.6470588,0.57742141
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 30",50,4,5784,1165.4,00:00.0,2332.757639,5441758.204,4,29,4824.833333,4,4,4454.384615,111.1846339,-1558.623529,0.482735496
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 30",50,35,6135,1373,00:00.0,2409.305091,5804751.02,85,435,5185,35,39.16666667,4819.615385,120.6242497,-1582.294118,0.532653258
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 30",50,21,6471,1521,00:00.0,2506.318546,6281632.653,171,471,5471,46,46,5086.384615,126.7707083,-1584.882353,0.543656059
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 30",50,55,6955,1507,00:00.0,2105.119125,4431526.531,355,1555,4255,105,105,4047.307692,99.25570228,-924.7647059,0.472407206
