,AgeGap,AgeLimits,Algorithm Name,EvaluatedSolutions,Execution Time,Generations,NumberOfLayers,OpenLayers,ParetoFrontResults.Absolute Distance to BestKnownHypervolume,ParetoFrontResults.Crowding,ParetoFrontResults.Generational Distance,ParetoFrontResults.Hypervolume,ParetoFrontResults.Pareto Front,ParetoFrontResults.Spacing,PopulationSize,Seed,SelectedParents
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 30",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,01:05.7,6385,3,3,9.271255449,0.427767914,2.028102649,994.6145988,[[0;0;6.0166034823642][0.862917878789364;0.859950732673552;2.63096257794915][0.720136589715406;0.900579496650726;3.32263165656578][...]],0.138293481,16,1766902972,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 31",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,01:05.8,6542,3,3,6.259107835,0.350194627,0.901760578,997.6267464,[[0;0;6.01270539853749][0.914269627851426;0.0102982624833848;4.42623405198696][0.03157390906496;0.955247336482618;4.62560081235492][...]],0.145004696,16,199668254,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 29",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,01:05.2,6258,3,3,18.83549009,0.873326157,6.194259516,985.0503642,[[0;0.941563098276999;4.62742132449709][0;0;6.06158355350474][0.85930766206035;0.664028144252366;3.72112957740994][...]],0.158786573,16,490676494,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 29",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,01:00.8,5864,3,3,18.96172503,1.056661705,6.339598622,984.9241292,[[0;0;6.09671116362213][0.863968126786853;0.858110394171435;2.71213095556649][0.943648639086936;0.282646194185968;4.2713586753652][...]],0.154037448,16,1255700203,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 31",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,01:05.7,6385,3,3,8.699291336,0.421906216,1.380047341,995.1865629,[[0;0.870871403258741;5.64743102965238][0.857584142763397;0.860758835978453;2.61877715453208][0.972878245600446;0.189873164898183;4.52850690131133][...]],0.128135084,16,1707728928,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 32",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,01:06.6,6542,3,3,7.956638941,0.393787535,1.1327462,995.9292153,[[0.857450647346571;0.859257802102885;2.6371000043169][0;0;6.0229342229053][0;1;5.27959988742716][0.884765487448008;0.244724652041722;3.92953561117281][...]],0.181894174,16,1139204534,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 30",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,01:06.3,6258,3,3,4.274989479,0.768385101,5.172005695,999.6108648,[[0.858661246817014;0.85879417411319;2.61838914164904][0.898641656054668;0.686193136989508;3.56358629486361][...]],0.199515492,16,30908495,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 30",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,01:01.9,5864,3,3,13.00335333,0.834298567,7.325050916,990.8825009,[[0;0.280758582882882;5.61096203140596][0.851599789902064;0.859238273245649;2.64163944474667][0.920707482006566;0.664977584827823;3.82433809867281][...]],0.140545709,16,2007053970,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 32",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,01:06.7,6385,3,3,4.967819653,0.45871611,1.8508469,998.9180346,[[0.85832175679643;0.859989426946909;2.62592051384106][0;0.791888718957246;4.48770322125536][0;0;6.01185135972218][...]],0.154191057,16,915465522,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 33",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,01:06.4,6542,3,3,14.15095007,0.280459441,0.365995993,989.7349042,[[0;0;6.02922732158265][0.825313368404744;0.867629481439724;3.73856417216189][0.916575028000471;0.856808221077392;2.82720239479287][...]],0.115609634,16,467197302,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 31",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,01:01.5,5864,3,3,43.998326,0.780931134,6.230723244,959.8875283,[[0;0;6.33022771621934][0.117472401213824;0.870388553749752;4.41946247717482][0.861128577078308;0.857569551447969;2.9437394996334][...]],0.177768419,16,549775732,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 31",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,01:05.7,6258,3,3,9.929902803,0.684730309,4.231765424,993.9559515,[[0.859029171929277;0.85858954248183;2.63018210092625][0.767861615441926;0.92083799455869;3.25575700937834][...]],0.155037158,16,367736927,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 33",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,01:06.7,6385,3,3,5.183031349,0.426087335,1.723581128,998.7028229,[[0;0;6.02027667224666][0.94886740761423;0;4.63024270089583][0.860158195881321;0.863010539722419;2.63569848245395][...]],0.138180628,16,94178646,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 34",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,01:07.3,6542,3,3,13.42777034,0.390053757,1.006865876,990.4580839,[[0;0.868692882653587;4.93153457152879][0.351711204280402;0;5.89451835122149][0.0794981034612017;0.919344114754165;4.34518257790064][...]],0.144164622,16,2090377977,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 32",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,01:01.6,5864,3,3,28.52706526,0.614218225,5.412057786,975.358789,[[0;0;6.17705933028201][0.863179900771514;0.857001533152363;2.79193470457268][0.899593955006722;0.755416253189992;3.23162627085182][...]],0.134241604,16,878813232,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 32",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,01:05.7,6258,3,3,6.858586765,0.942267838,6.881973815,997.0272675,[[0.858732598173432;0.855245456748627;2.63183674809894][0;0;6.01655372335128][0.0466298494147778;1;4.9529748467352][...]],0.158079733,16,129175362,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 34",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,01:06.3,6385,3,3,11.70984511,0.454908582,1.858306258,992.1760092,[[0;0;6.01430718079895][0.861532037865631;0.856847576074179;2.62896330564776][0.072246921763625;0.927322910500266;4.41031056871181][...]],0.135302375,16,1828333244,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 35",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,01:07.1,6542,3,3,13.5870483,0.359338997,1.126663351,990.298806,[[0.859194075030125;0.860170543386515;2.63433535236474][0;0;6.01959484555863][0.892069346804434;0.688024668659455;3.80860651946332][...]],0.155510702,16,543999738,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 33",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,01:02.3,5864,3,3,6.914883329,0.72963244,6.497129688,996.9709709,[[0.85999589213094;0.858585178487292;2.63942965776858][0;0;6.02539308739244][0.881964016767034;0.225629525636002;3.93523489037755][...]],0.123174192,16,466166,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 33",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,01:06.5,6258,3,3,8.894350065,0.789113098,4.577403337,994.9915042,[[0;0.876402094308371;4.32997947691398][0.856568533473844;0.859026164462814;2.62585839128645][0;0;6.01153654215726][...]],0.187567042,16,605915829,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 35",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,01:06.8,6385,3,3,7.924409864,0.394981972,1.854869359,995.9614444,[[0;0;6.01397548377091][0.86049071420534;0.860555622122784;2.62937139173187][0.107303684056325;0.907368043644343;4.21511205807301][...]],0.157354672,16,1963671140,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 36",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,01:06.9,6542,3,3,6.083637187,0.410466204,1.190628704,997.8022171,[[0;0.815376962640053;6.01319362960457][0.856495711105199;0.858632571554137;2.63088198892215][0;0;6.01576949940719][...]],0.113979188,16,2020359300,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 34",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,01:01.4,5864,3,3,21.90507816,1.057343004,3.451008463,981.9807761,[[0;0;6.10903691693263][0.141970733185507;0.887009882820852;4.16600799215644][0.920990081264194;0.768075347264538;3.16847846078622][...]],0.18347148,16,636580114,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 34",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,01:06.0,6258,3,3,7.188523662,0.721618514,5.357538656,996.6973306,[[0;0;6.02409488675527][0.0912221057190959;0.936155080164028;4.39764129183151][0.865860979000366;0.857916886956238;2.64052207307407][...]],0.165792853,16,52591035,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 36",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,01:07.2,6385,3,3,3.462575281,0.47032932,1.909781687,1000.423279,[[0.134081845226909;0.880362513016908;5.5637306639705][0;0;6.01663128043134][0.861423551632507;0.858840454612728;2.63096330391589][...]],0.160197646,16,1248938445,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 37",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,01:07.7,6542,3,3,16.40067397,0.36512623,1.707222047,987.4851803,[[0.858295159385307;0.858652330054598;2.63729283075014][0.861954027039685;0.789106315479333;2.8328745498061][...]],0.117459213,16,1428295386,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 35",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,01:02.3,5864,3,3,5.574132912,0.710420068,6.133092229,998.3117214,[[0;0;6.00767083079417][0.888874441784643;0.754633694640894;3.03792120156914][0.861536083887882;0.859285884284565;2.62185960887003][...]],0.186779767,16,1697779164,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 35",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,01:06.7,6258,3,3,14.69475715,0.724221806,3.601766022,989.1910971,[[0;0;6.04251389295619][0.859608186946455;0.859277289787784;2.656527941506][0.584071782310757;0.900446360187214;4.2418755053291][...]],0.279451404,16,872615523,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 37",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,01:07.0,6385,3,3,7.560235258,0.407038781,1.534363607,996.325619,[[0;0;6.02045415286316][0.855965747315197;0.865819626481688;2.63034534016354][0.927715066338897;0.199734682344576;4.15706844012603][...]],0.146156869,16,2033550575,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 36",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,01:02.2,5864,3,3,34.39494818,0.737998792,7.408101924,969.4909061,[[0;1;5.21112701565707][0;0;6.21112633162065][0.860084502258244;0.858493791254463;2.82518577808029][0.609442908524817;0.879725024822145;4.23796815912908][...]],0.190278317,16,767682263,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 38",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,01:07.6,6542,3,3,13.84928982,0.331081235,0.80085848,990.0365645,[[0;0.621414721297055;5.69070134759223][0.860621383162198;0.861004308111831;2.63367405892989][0.870026628441255;0.745463241781422;3.62061264094688][...]],0.100830097,16,594735652,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 36",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,01:06.6,6258,3,3,5.439750286,0.869451816,6.497831548,998.446104,[[0.861093077780527;0.856199836268792;2.61768094579646][0.893638725271846;0.223432321945778;3.94073184961604][...]],0.211608585,16,899293144,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 37",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,01:02.1,5864,3,3,16.3195331,0.862369188,6.964308541,987.5663212,[[0;0;6.09521971820331][0.861643052102987;0.257663201439904;3.97614994935353][0.857481646640066;0.861049594375827;2.70945128900726][...]],0.205263225,16,1621101283,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 38",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,01:07.0,6385,3,3,8.430950839,0.390610371,1.778266914,995.4549034,[[0;0.184499155342578;5.65949484078508][0;0;6.02590146475849][0.859302066466957;0.856729260812972;2.64073419253876][...]],0.100279785,16,1682374091,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 39",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,01:07.7,6542,3,3,10.377384,0.441929098,1.492273452,993.5084703,[[0;0;6.03582701904027][0.863949731618198;0.860265115226687;2.65066370521534][0;1;5.04750190701833][0.918644761368266;0.236454558026632;4.25799070410992][...]],0.139214891,16,91805480,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 37",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,01:05.8,6258,3,3,8.993680436,0.789541501,3.278336471,994.8921738,[[0;0;6.02913885979604][0.859302499147369;0.859430484935743;2.64314740773501][0.810812401647553;1;3.6830635534128][...]],0.198729842,16,1713696166,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 38",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,01:02.2,5864,3,3,16.11623142,0.835525581,6.704430992,987.7696229,[[0;0.902185707524082;4.47781294276449][0.889244844024617;0.12279363320275;4.20533377694158][0;0;6.0982683139023][...]],0.181395303,16,1169603327,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 39",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,01:06.8,6385,3,3,6.886981205,0.447201425,1.577498194,996.9988731,[[0;0;6.01118413471517][0.871170238542047;0.709376449661167;3.33689403727585][0.855076716092524;0.857626924863008;2.62609968321241][...]],0.128951401,16,1730408314,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 40",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,01:07.3,6542,3,3,8.346756761,0.378617724,1.228952667,995.5390975,[[0;0;6.01940095009526][0.858936733595488;0.860588292405948;2.63183828573909][0.751236388729985;1;3.84613176570383][...]],0.143880617,16,971677389,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 38",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,01:04.9,6258,3,3,8.793145544,0.861600523,5.914498637,995.0927087,[[0;0;6.02018354131737][0.920542163586853;0.0693849886207765;4.3678185389439][0.866754298935275;0.869634165264014;2.6464618606046][...]],0.219240122,16,18783743,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 39",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:58.4,5864,3,3,24.11416477,0.870375162,6.773021184,979.7716895,[[0;0;6.15152056198321][0.863445170847929;0.859728504480828;2.76621186178555][0.420607664914594;0.889044884194036;4.38084653452852][...]],0.198393537,16,575471456,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 40",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,01:02.2,6385,3,3,5.841890569,0.542802956,3.07138074,998.0439637,[[0;0;6.00696379624918][0.921008582652822;0;4.48727887081123][0.85767734783523;0.859900754231931;2.62144529992915][...]],0.145421084,16,1666536183,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 39",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:59.0,6258,3,3,7.448278328,0.820284127,5.601464705,996.4375759,[[0;0;6.01462043373429][0.69790776724478;0.912731002570402;3.53342241254092][0.858511399003625;0.860105262686657;2.62882038286443][...]],0.201891492,16,1400153840,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 40",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:53.2,5864,3,3,10.61165703,1.030396334,6.673163676,993.2741973,[[0;0;6.02098190240113][0.126545664016319;0.904399533320657;4.16415250296706][0.888000994521736;0.740885414515646;3.14318276144455][...]],0.243166686,16,1855440300,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 40",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:53.3,6258,3,3,7.461276868,0.749630449,4.491945727,996.4245774,[[0.859192326125733;0.855540403987054;2.62880806474127][0;0.267330240751978;5.59005466007412][0;0;6.01303775429869][...]],0.151511846,16,986563196,32
