,AgeGap,AgeLimits,Algorithm Name,EvaluatedSolutions,Execution Time,Generations,NumberOfLayers,OpenLayers,ParetoFrontResults.Absolute Distance to BestKnownHypervolume,ParetoFrontResults.Crowding,ParetoFrontResults.Generational Distance,ParetoFrontResults.Hypervolume,ParetoFrontResults.Pareto Front,ParetoFrontResults.Spacing,PopulationSize,Seed,SelectedParents
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 33",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,01:42.2,5983,10,10,18.92327085,0.830180382,5.988917688,984.9625834,[[0;0;6.03948631655577][0.859044119622384;0.859313970220359;2.65350034697518][0;0.910736253935813;4.44979237409057][...]],0.382482925,5,790502192,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 33",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,01:46.9,7015,10,10,10.73856479,0.784156143,3.237260054,993.1472895,[[0;0.898858231892823;4.80711664375198][0.907748636724902;0;4.9146138290022][0;0;6.00125174727496][0.860323553114291;0.854112006305879;2.61647081100648][...]],0.235263768,5,170010992,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 33",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,01:50.3,9026,10,9,4.254689121,0.712636762,1.863967858,999.6311652,[[0.860265657780326;0.860685712893925;2.61434297657748][0;0;6.00018312151111][0.295117555024553;0.885364020995878;3.99470881025653][...]],0.290274655,5,2141823100,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 33",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,01:56.1,10982,10,8,3.633514719,0.713759136,1.437220225,1000.25234,[[0.809970938925292;1;3.50670637734735][0;0;6][0.860343390225234;0.859776912241471;2.61404922912244][0.902584632194138;0.224657073053729;3.9700030940268][...]],0.220293818,5,876496758,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 34",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,01:39.0,5983,10,10,15.68652791,0.888941072,4.991555239,988.1993264,[[0.890820235240191;0;5.45594588718409][0.706391415164936;0.928660166739205;4.77870141037762][0;0;6.02477422747713][...]],0.219847992,5,1067070586,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 34",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,01:43.5,7015,10,10,8.306185836,0.973957186,3.009292247,995.5796684,[[0;0.864636751496601;5.91865046707266][0.907985813523511;0;5.74519654017026][0;0;6.00000047908568][0.859871196613119;0.857700885423291;2.61413145400324][...]],0.338668529,5,362034607,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 35",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,01:39.0,5983,10,10,16.1066907,1.065845942,4.623887185,987.7791636,[[0;0;6.02991839942353][0.857765729728012;0.858312199856506;2.64407875784108][0.82976212619401;0.477913939834577;4.78493891345169][...]],0.293417114,5,456391080,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 34",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,01:50.1,9026,10,9,9.872394949,0.775477938,1.995657474,994.0134593,[[0;0.869980594754941;4.45726504621868][0.209478462165281;0.873146835952319;3.95924489921][0;0;6.00021931940979][...]],0.369288354,5,1433374825,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 34",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,01:55.5,10982,10,8,11.47200381,0.785407372,1.590680938,992.4138505,[[1;0.058943511783522;5.92727138026598][0.745509507278798;1;3.76510222383941][0;0;6.00044904156869][0.859746904891241;0.859183571365689;2.61442015378917][...]],0.345299257,5,1909021960,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 35",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,01:43.9,7015,10,10,6.520041894,0.807150669,3.363910893,997.3658124,[[0.873485598595863;0;4.36941705229755][0;0;6.00108941770909][0.859854581140529;0.858151034937511;2.61516762767059][...]],0.369162579,5,854618888,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 36",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,01:39.7,5983,10,10,7.018821265,0.901989915,5.08378398,996.867033,[[0;0.915045539813828;5.88503570046527][0.859101448799444;0.858605178942353;2.6192692397099][0.859101448799444;0;4.30976540326106][...]],0.367184388,5,289376651,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 35",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,01:50.8,9026,10,9,5.944227273,0.831969835,1.827760052,997.941627,[[0.868989775201986;0.165;4.05770108463104][0.857757957603916;0.858526093052474;2.61721070858047][0;0;6.00306649169668][...]],0.311679187,5,1920904454,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 35",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,01:56.8,10982,10,8,9.315157013,0.654972909,1.452400566,994.5706973,[[0;0.921284368530192;5.81798482949431][0.699468540232499;0.92936707178697;3.98337409190551][0.858490907268731;0.85873414357394;2.61458134634633][...]],0.398904333,5,1807914340,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 36",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,01:44.4,7015,10,10,13.43464807,0.930844019,3.219601997,990.4512062,[[0;0.922627758629061;4.80134674680631][0.860057226800105;0.857203422456357;2.61577777182709][1;0.290251043135409;4.99289867405007][...]],0.436793334,5,1011402323,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 37",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,01:41.3,5983,10,10,19.29337535,0.883166877,5.154264783,984.5924789,[[0;0;6.00661885567909][0.859690641292879;0.857549587190649;2.62076553652712][0.910352084836842;0.201274112817558;5.79626697542735][...]],0.348796031,5,1897567652,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 36",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,01:52.2,9026,10,9,4.082521194,0.757554397,1.895978654,999.8033331,[[0;0;6.0000519827893][0.8590814737733;0.860295075361616;2.61404943747376][0;0.934977050952793;4.52733289159207][...]],0.223038307,5,2071904712,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 36",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,01:58.4,10982,10,8,10.83344427,0.588268414,1.218326097,993.05241,[[1;0.256327400847899;4.69320460124949][0.859300212643364;0.859356717849951;2.61419401266659][0;0;6.0001848068553][...]],0.208893858,5,836473383,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 37",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,01:46.4,7015,10,10,6.476478327,0.719786635,2.396374448,997.4093759,[[0.861694470131462;0.860167435017795;2.61442678333028][0;0;6.00018796132121][0.863269024707927;0;4.37635377439425][...]],0.322497784,5,2102451502,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 38",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,01:39.8,5983,10,10,17.77952166,0.875291877,5.182025079,986.1063326,[[0.856875213669826;0.858522695253801;2.64869403196783][0.114630791941603;0.975984125525243;4.73635687267206][...]],0.315778094,5,620864620,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 37",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,01:51.2,9026,10,9,4.920800964,0.840704901,2.785947028,998.9650533,[[0.935207697747238;0.236872248044185;4.22724065474825][0.692593103004852;1;4.29364370262215][0;0;6.00054594253471][...]],0.324769321,5,1537040540,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 38",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,01:44.9,7015,10,10,9.137458996,0.674224422,2.543965881,994.7483953,[[0.270937711960784;0.970663643864316;4.62214138789364][0.860083490256806;0.855628099777459;2.6195109677708][...]],0.36220693,5,615348237,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 37",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,01:57.1,10982,10,8,4.146467501,0.680699961,1.206013569,999.7393868,[[0.756274937650874;0.961443753948866;3.84283192959637][0;0;6.00000008194801][0.858543007803571;0.859603688340382;2.61403935356726][...]],0.324157137,5,752265020,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 39",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,01:41.1,5983,10,10,18.8868041,0.875186778,5.248102615,984.9990502,[[0.10932691874905;0.914068904352364;4.23227743953784][0;0;6.0105742797942][0.860202302611171;0.857410661186206;2.62474076138001][...]],0.261073708,5,963194516,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 38",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,01:52.2,9026,10,9,7.220481306,0.726323995,2.107670948,996.665373,[[0.871532724606127;0.806389728339239;2.97959840342808][0;0;6.00002395803094][0.858992039361242;0.857777605337419;2.61414278659682][...]],0.226177342,5,1309230694,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 39",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,01:46.3,7015,10,10,9.919310188,0.847873654,3.216689006,993.9665441,[[0;1;5.68950947883784][0.928947219920106;0;5.19085702255947][0.727171451768411;1;4.17775042553977][0;0;6.00112290710415][...]],0.334597006,5,146406737,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 38",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,01:59.1,10982,10,8,8.916495796,0.577244377,1.264194305,994.9693585,[[0;0;6.00000031307034][0.859293388594981;0.859373603672454;2.61401136190556][0.887146062357217;0.83219523092934;2.88039188667472][...]],0.305060078,5,1801602782,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 40",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,01:41.8,5983,10,10,13.41637137,1.01531287,5.477876467,990.4694829,[[0.858836311726714;0.860858008318139;2.67444415751052][0;0;6.06033938033967][0.796945634788333;1;3.51285574544581][...]],0.413998169,5,644694005,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 39",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,01:52.0,9026,10,9,6.431084789,0.865069089,2.133711825,997.4547695,[[0.895168845798338;0;4.36785006697136][0;0;6.00044635434377][0.858034897518778;0.858636064117901;2.61455139352356][...]],0.372866343,5,1789455183,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 40",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,01:46.1,7015,10,10,6.118724443,0.69132638,2.721028135,997.7671298,[[0;0.909232220634022;4.55458674752839][0;0;6.00279224856781][0.859182670334218;0.859002550318858;2.61681394023786][...]],0.349422342,5,519474467,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 21",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,01:06.0,6542,3,3,8.003237599,0.367969839,0.924207619,995.8826167,[[0;0;6.00985519024641][0.866383305939361;0.103145970097356;4.34109591041486][0.124312641260644;0.907608000151011;4.28652365443479][...]],0.118715277,16,1158454443,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 39",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,01:57.3,10982,10,8,6.505448546,0.870965886,1.635763832,997.3804057,[[0.859885420975709;0;4.36400871017862][0.779407770884002;0.8622301639204;2.9806297333734][0.859163448811705;0.860042189134983;2.61412929868487][...]],0.217400249,5,1075922408,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 21",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,01:04.4,6385,3,3,11.84481151,0.432408504,1.585745847,992.0410428,[[0.858253750338785;0.858286256071621;2.62770707331444][0;0;6.01323893219818][0;1;5.11275492877706][0.906859206543216;0.830732112168646;2.74785576923154][...]],0.165149214,16,1342293999,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 22",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,01:05.2,6542,3,3,9.976341318,0.360161342,0.946887685,993.909513,[[0;0;6.01236447246307][0.859368292945387;0.857544477083211;2.62678157029255][0.965408638587523;0.363598832892414;4.48265939001497][...]],0.127968945,16,41011368,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 40",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,01:49.7,9026,10,9,3.842638859,0.802027906,1.921734429,1000.043215,[[0.986518579431926;0.765572748033175;3.87786361935363][0;0;6.00000269896015][0.859508905020526;0.85963338130702;2.61401401480106][...]],0.622458977,5,1212295780,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 22",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,01:05.2,6385,3,3,10.15265586,0.410042623,1.537064554,993.7331984,[[0;0;6.01426086774692][0.889669728947077;0.746087719985485;3.20370736848473][0.199766888334373;0.901866712507641;4.01875089121371][...]],0.161557665,16,1406891158,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 23",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,01:06.3,6542,3,3,8.318239658,0.334970291,0.894987711,995.5676146,[[0.860622912312055;0.860057792936222;2.62997540961778][0;0;6.01587917074109][0.865513894234781;0.786013870443035;2.84523167588454][...]],0.130590629,16,816204509,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 40",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,04:06.9,10982,10,8,10.40684128,0.695290636,1.21724306,993.479013,[[0.859481186287307;0.858707092466129;2.61455205857131][0;0;6.00052415598557][1;0;5.03786715207542][0.229165234747102;0.959471764644485;4.30571148016901][...]],0.380337216,5,811734069,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 21",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,03:17.2,6258,3,3,7.152739983,0.893108857,5.294949222,996.7331143,[[0.85776297387096;0.859887194428847;2.63529320765619][0;0;6.0210468829923][0.909776855125458;0.183684333787614;4.06288541504569][...]],0.166833087,16,1276228102,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 23",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,03:18.4,6385,3,3,4.751327996,0.574810891,3.003295849,999.1345263,[[0.859356704397207;0.860976013475471;2.63311042990886][0.645202473442917;0.914968351647038;3.93134381747229][...]],0.147522837,16,963246968,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 24",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,03:17.8,6542,3,3,13.49556894,0.333867773,0.898483342,990.3902853,[[0.861895363006923;0.859288338846526;2.61737324033683][0;0;6.0031951543346][0;0.954814853449207;4.68346758383118][...]],0.101358469,16,589956125,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 21",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,01:01.5,5864,3,3,9.843223894,0.86233256,6.301983795,994.0426304,[[0.859614800340109;0.859406798452303;2.66032835817545][0.0383519821655432;0.939963749503794;4.55050888761533][...]],0.181603698,16,1677470217,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 22",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,01:04.2,6258,3,3,10.45519712,0.674516413,4.767302193,993.4306572,[[0;0;6.00381726960925][0.861473014526403;0.858708541908053;2.6182532889144][0.261461585463452;0.858996151187181;3.88640915526065][...]],0.175806992,16,1984283145,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 24",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,01:04.0,6385,3,3,7.355995774,0.416418726,1.627164361,996.5298585,[[0.86026187662959;0.858683954300419;2.62280469791984][0;0;6.00875901695837][0.964441926916712;0;4.72753334019065][...]],0.13091104,16,148150935,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 25",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,01:04.2,6542,3,3,9.634404647,0.32586874,0.539249706,994.2514496,[[0.860190688347535;0.861485930898928;2.62207821957702][0;0;6.00788461482327][0.180141780834562;1;5.24502397876252][...]],0.110837888,16,595457589,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 22",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:59.2,5864,3,3,8.953324498,0.681468996,6.749275293,994.9325298,[[0;0;6.02661711283963][1;0.202529903153658;4.63301700353948][0.858389316184077;0.8624479697786;2.64103222906672][...]],0.198058408,16,759454962,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 23",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,01:02.6,6258,3,3,13.01778653,0.997842831,4.900315854,990.8680677,[[0;0;6.01506580551698][0.726341977214082;0.908937642084328;3.30571106407974][0.856895894082118;0.861816138874332;2.62950675993038][...]],0.143954833,16,52228091,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 25",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,01:03.5,6385,3,3,7.289179892,0.437944476,1.339050061,996.5966744,[[0;0;6.01331606702545][0.858451216938805;0.857475218823759;2.62750777837035][1;0.102347904958281;5.2158871181759][...]],0.130620813,16,1858708452,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 23",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:58.7,5864,3,3,34.02870804,0.815818224,6.246023991,969.8571462,[[0.85880915551617;0.858997758657814;2.85928171736325][0.88486630163233;0.14180372963891;4.29780225338564][...]],0.260990828,16,1660279821,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 26",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,01:04.0,6542,3,3,9.493634768,0.401239928,1.412832175,994.3922195,[[0.859801995004143;0.859739385380614;2.6267065669262][0;0.842061833254562;5.24717084043575][0;0;6.01269020143979][...]],0.171250528,16,1913364420,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 24",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,01:03.2,6258,3,3,10.78528529,0.921397095,5.748166101,993.100569,[[0.863017318734018;0.859136543984627;2.64472025058212][0.692361167052569;0.903797070139409;3.5565734788164][...]],0.265827281,16,838624870,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 24",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:58.9,5864,3,3,25.4059349,0.900262013,7.063284369,978.4799194,[[0;0;6.12505054454469][0.857154501426922;0.864677064965161;2.74006094625633][1;0.521956323459909;5.11357794158378][...]],0.172509798,16,1157988277,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 26",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,01:04.2,6385,3,3,6.10507505,0.499353314,3.06350586,997.7807792,[[0.858380251699851;0.858682987917433;2.62153440043978][0;0;6.00744202418371][0.295849329448409;0.883465844319472;3.9439155321921][...]],0.125960181,16,531922670,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 27",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,01:04.4,6542,3,3,12.5782782,0.376269851,1.026670075,991.3075761,[[0;0;6.01350508312692][0.942729891365727;0.752903852342553;3.29123679640591][0.1361623224605;1;5.26401840846964][...]],0.098875486,16,606379951,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 25",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,01:04.7,6258,3,3,5.651853474,0.897429641,4.613909598,998.2340008,[[0.86010450160156;0.861114583214745;2.62270775943503][0;0;6.0084428360907][0.892322131254974;0.727484651111964;3.26174513878749][...]],0.508597065,16,1526106506,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 25",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,01:01.0,5864,3,3,12.14427236,0.848812404,6.654043212,991.7415819,[[0.933138309252279;0.0411743778399685;4.54048728572815][0.860094975808289;0.859247964844936;2.69286089279426][...]],0.227995488,16,168135715,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 27",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,01:05.9,6385,3,3,5.083034573,0.591086141,2.999699177,998.8028197,[[0.858404253031218;0.859107802383019;2.61916695118602][0;0;6.00512775320989][0.89429497796891;0.0754988240885412;4.2353890055341][...]],0.154204703,16,175153955,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 28",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,01:06.5,6542,3,3,15.60228615,0.295735149,0.498702078,988.2835681,[[0;0.77986023704082;5.564689794186][0.857423265921067;0.859870373546782;2.64559834492761][0.743546967374907;0.869473389347919;3.24603102266845][...]],0.118284778,16,1354300123,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 26",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,01:04.7,6258,3,3,12.1117356,0.765797136,5.176628183,991.7741187,[[0.865997251346128;0.859235249563163;2.62843263736098][0;0;6.01271143986546][0.869148598070447;0.814104230414707;2.70859190474088][...]],0.181597497,16,1714749711,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 26",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,01:00.2,5864,3,3,20.36946534,0.86113917,6.503872559,983.5163889,[[0.851941619558449;0.858202045322119;2.73700345161282][0;0;6.12087844987051][1;0.22283640277161;4.70571120113583][...]],0.160798961,16,1995416363,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 28",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,01:04.8,6385,3,3,7.946437132,0.482934936,2.422967623,995.9394171,[[0;0;6.02672673545304][0.939859797570674;0.0844700392281298;4.44015566337355][0.857576685693708;0.860210370288206;2.63879741938346][...]],0.118128997,16,1412951451,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 29",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,01:05.3,6542,3,3,8.148062974,0.413130243,1.140481704,995.7377913,[[0;0;6.01075740456064][0.885320838950412;0.597644123804414;4.10891758975789][0.859035580440764;0.860144586986237;2.62485683392091][...]],0.139884448,16,1864824249,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 27",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,01:06.1,6258,3,3,12.49313402,0.691197007,4.848153812,991.3927203,[[0.858747471205752;0.859261703147377;2.63443169924256][0.91853058300697;0.839398016622231;2.78820711253791][...]],0.13497486,16,1791403289,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 27",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,01:02.5,5864,3,3,14.04454118,0.7121297,6.233922962,989.8413131,[[0;0.70334344734987;5.13102067976289][0;0;6.07265222122654][0.862334935452792;0.856632679187612;2.68676802186006][...]],0.166504115,16,1389547493,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 29",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,01:08.2,6385,3,3,7.598001841,0.374622652,1.050668225,996.2878524,[[0.859184101684909;0.858468494698294;2.62533359570376][0;0;6.01112898598998][0.924749400776939;0.00164171398554044;5.56864174853773][...]],0.142862315,16,1527952319,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 30",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,01:09.1,6542,3,3,12.64532008,0.344895313,0.951246388,991.2405342,[[0.858571568396057;0.856512449225013;2.6455080801221][0;0;6.02956700367934][0.677377604870991;0.912209970442444;3.7124421411821][...]],0.093467528,16,1843648092,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 28",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,01:06.5,6258,3,3,5.321897284,0.744129193,3.916051176,998.563957,[[0.86011276566539;0.85859226998606;2.63403359018087][0;0.93411602127814;4.54977631717943][0;0;6.02032920814547][...]],0.136515184,16,1224564518,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 28",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,01:02.2,5864,3,3,14.41556524,0.913419185,6.508538175,989.470289,[[0;0.242238649857181;5.65254553084841][0.85928620300641;0.858281092817304;2.69433379874306][0;0;6.07871366508857][...]],0.396169976,16,578610455,32
