,AgeGap,AgeLimits,Algorithm Name,EvaluatedSolutions,Execution Time,Generations,NumberOfLayers,OpenLayers,ParetoFrontResults.Absolute Distance to BestKnownHypervolume,ParetoFrontResults.Crowding,ParetoFrontResults.Generational Distance,ParetoFrontResults.Hypervolume,ParetoFrontResults.Pareto Front,ParetoFrontResults.Spacing,PopulationSize,Seed,SelectedParents
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 6",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:40.6,5864,3,3,0.082519252,0.323089949,1.517450764,128.6955969,[[0.851699285490379;-0.76826079017704][0;1.00945190948836][0.453898926626066;-0.117942953546088][0.652799106058222;-0.452594074529188][...]],0.056049106,16,732517173,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 14",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:43.2,6258,3,3,0.224435973,0.268961837,1.225444086,128.5536802,[[0;1.03121216882233][0.851661745263944;-0.7564264475595][0.182977908082324;0.690018042047906][0.453849427957377;-0.103368114857145][...]],0.098715796,16,341800323,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 6",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,00:47.5,6471,5,5,0.137075412,0.231527241,0.894511153,128.6410407,[[0;1.01425576385503][0.851975758652378;-0.765660571975611][0.259496210523842;0.256533278731394][0.0577153130681965;0.718196258884654][...]],0.080607528,10,867926967,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 7",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:40.9,5864,3,3,0.67951973,0.24809973,1.847260597,128.0985964,[[0.851718423560855;-0.715855172492008][0;1.10454082774985][0.823494231387123;-0.403213982262839][0.409531538540852;0.311172780523651][...]],0.060195301,16,338336910,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 6",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,00:48.2,6955,5,5,0.136253643,0.215905159,0.630745483,128.6418625,[[0.849431024398795;-0.766213622356425][0;1.01778254019995][0.652664786891502;-0.447163754787804][0.45514330902029;-0.112046720352924][...]],0.071351473,10,1762614803,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 15",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:43.6,6258,3,3,0.071201341,0.284034812,1.474343557,128.7069148,[[0;1.00759114801696][0.851456898179555;-0.769204991856648][0.453921252005593;-0.119120582022383][0.410090163101842;0.236915726253181][...]],0.08007959,16,1948222286,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 8",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:40.6,5864,3,3,0.55287495,0.319717629,1.601265387,128.2252412,[[0;1.08553337826357][0.851955494409214;-0.726493744761708][0.45423910155191;-0.0668884389947914][0.823314706816489;-0.41038946405816][...]],0.052954457,16,99179061,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 7",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,00:47.8,6471,5,5,0.084707871,0.245092045,1.02683517,128.6934083,[[0;1.00674969796569][0.851875345806627;-0.769789328315581][0.647839748517546;-0.447258813398849][0.851778629552744;-0.710656185749435][...]],0.070518301,10,2067784043,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 7",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,00:48.3,6955,5,5,0.067250988,0.224990689,0.651848283,128.7108651,[[0.851608735093667;-0.772613659272403][0;1.00141993516216][0.652566775325502;-0.457421090072949][0.06509492870076;0.688231864074461][...]],0.076540841,10,1577308524,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 16",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:43.9,6258,3,3,0.298950189,0.30452051,1.648303094,128.4791659,[[0.852413152896293;-0.749040627941497][0;1.04450972208233][0.618331857847971;-0.0958840174990441][0.409303275224936;0.272727067529891][...]],0.064840324,16,25232382,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 9",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:41.1,5864,3,3,0.483882425,0.355426291,1.578839702,128.2942337,[[0.851711478401644;-0.733060827578299][0;1.07370123131335][0.454008180116299;-0.0748961720495204][0.410742749490537;0.273611470138029][...]],0.086525903,16,1279785230,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 8",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,00:47.3,6471,5,5,0.060790138,0.271769229,0.996028897,128.717326,[[0.851783339901675;-0.771926168723276][0;1.00267868869596][0.0655777094183301;0.688372659224885][0.652656219516405;-0.456651026071062][...]],0.076593802,10,682642459,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 17",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:43.4,6258,3,3,0.042057088,0.280923796,1.540011579,128.736059,[[0;1.00314395807238][0.851846982175561;-0.7716746903315][0.82515102179003;-0.49289267680437][0.619098522632386;-0.134488277869609][...]],0.064993235,16,1967107888,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 8",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,00:48.2,6955,5,5,0.141506214,0.233390483,0.639303148,128.6366099,[[0.85171934481894;-0.767865472499578][0;1.01018296219386][0.412139136439274;0.21154255476009][0.453818968053996;-0.117453240210424][...]],0.113175427,10,2119122225,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 10",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:41.6,5864,3,3,0.383889385,0.3755869,1.609732646,128.3942267,[[0.850491618778869;-0.741508973572263][0;1.0570263464126][0.618271825215149;-0.0871102832475363][0.453857999166904;-0.0861565851416033][...]],0.097807685,16,163772241,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 9",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,00:48.1,6471,5,5,0.171218344,0.227653421,0.773492612,128.6068978,[[0.852188787651606;-0.762939644711774][0;1.01914104150277][0.238657278755115;0.302327231356776][0.413039628583388;0.22636720451458][...]],0.067829581,10,185642528,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 18",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:44.1,6258,3,3,0.168038074,0.268005657,1.009876025,128.6100781,[[0;1.02285334329667][0.851818420461479;-0.761002139696687][0.652655759321695;-0.444582394924788][0.618505129352074;-0.112190107770245][...]],0.073363561,16,623973813,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 9",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,00:50.8,6955,5,5,0.114540246,0.19885278,0.450819213,128.6635759,[[0.852326166862368;-0.767581740741527][0;1.0104527028648][0.0579860869674406;0.713668388847053][0.197966818660635;0.581170535664909][...]],0.06865864,10,1757140427,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 11",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:42.9,5864,3,3,0.085875744,0.275699351,1.724602216,128.6922404,[[0.851930018417494;-0.768136426746128][0;1.00968930067324][0.257800464612576;0.249396876208659][0.618707653956908;-0.123741301102584][...]],0.064185491,16,298964243,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 19",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:46.3,6258,3,3,0.145154378,0.281171557,1.542323164,128.6329618,[[0;1.0188703318585][0.851811423166296;-0.763165842923298][0.652523433351126;-0.446978952049482][0.219584589234875;0.419131929273738][...]],0.075111987,16,259597818,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 10",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,00:50.4,6471,5,5,0.074971767,0.249915647,0.812543772,128.7031444,[[0.851654572278615;-0.770982828735957][0;1.00440151624778][0.652600726889785;-0.455634682077226][0.453546881500956;-0.121270949663082][...]],0.085403117,10,478316083,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 10",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,00:49.5,6955,5,5,0.075627888,0.26414514,0.716111237,128.7024882,[[0.851513576762033;-0.770802731102759][0;1.00461688899566][0.257858212331338;0.245641176536783][0.425756788381017;0.0425383979935745][...]],0.109283258,10,2040596178,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 12",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:42.1,5864,3,3,0.501787412,0.327256576,1.484045387,128.2763287,[[0;1.07577177832073][0.85069569864764;-0.731354761924403][0.618774445042434;-0.0842727363817996][0.257673729182521;0.29905768091999][...]],0.075092506,16,1604828474,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 20",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:45.4,6258,3,3,0.141764603,0.318574333,1.239938042,128.6363515,[[0.851771742970606;-0.763081684240095][0;1.01588039835085][0.823296686138728;-0.448934738245761][0.453030778146574;-0.112444595736113][...]],0.083891885,16,1502318089,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 11",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,00:49.7,6471,5,5,0.154156526,0.247908039,1.140482701,128.6239596,[[0.851203123068909;-0.764284291179981][0;1.01649616814689][0.0745243279437268;0.687784267717155][0.622164894336627;-0.177818228571277][...]],0.08166432,10,363410516,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 13",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:42.5,5864,3,3,0.638845845,0.373241424,1.666003922,128.1392703,[[0.852136900076265;-0.71894232975251][0;1.09854749669602][0.421904197190077;0.151251738388925][0.258839450604275;0.316027440975908][...]],0.078263164,16,471777480,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 11",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,00:50.5,6955,5,5,0.122901683,0.244041012,0.648208007,128.6552144,[[0.851956953271691;-0.7676771317308][0;1.01053431958225][0.0608222894457338;0.705675036339973][0.826484759641242;-0.511711930193053][...]],0.092476579,10,1665613219,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 1",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,00:49.1,6135,5,5,0.610264989,0.208800224,0.820682805,128.1678511,[[0;1.09122686347441][0.851944773858901;-0.723319241647928][0.0669802866552575;0.763200420312602][0.202970565621993;0.601689353576063][...]],0.070512433,10,1555846758,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 12",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,00:50.2,6471,5,5,0.095774447,0.26290797,0.855272845,128.6823417,[[0.851881407820085;-0.770823777150697][0;1.00471979499343][0.239632506148193;0.288370203373879][0.411370533952354;0.217983602213856][...]],0.089835414,10,1466933022,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 14",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:43.0,5864,3,3,0.177628408,0.285506042,1.707382707,128.6004877,[[0;1.02461337281726][0.851840379810582;-0.760045050947358][0.651226006914164;-0.442986353437211][0.453976779473441;-0.107844610601376][...]],0.075565562,16,814014689,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 12",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,00:51.0,6955,5,5,0.067995543,0.240989832,0.819131925,128.7101206,[[0.851624417810603;-0.770829203070886][0;1.00467358932102][0.257796331199756;0.24565729867651][0.199970397794458;0.556635406823512][...]],0.085025682,10,1365736642,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 2",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,00:48.3,6135,5,5,0.135143766,0.231793307,1.072159684,128.6429724,[[0;1.01434694962833][0.851365913047034;-0.765526028410212][0.0767331980920227;0.68413683342738][0.20735967354186;0.508209979308618][...]],0.089924972,10,1523570506,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 15",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:42.6,5864,3,3,0.08578332,0.372380059,1.977717706,128.6923328,[[0.851868284761768;-0.768065320486059][0;1.00982713805749][0.257722455838436;0.249500091341279][0.453790579383136;-0.117691292370593][...]],0.086400144,16,1690957531,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 13",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,00:49.5,6471,5,5,0.108508054,0.248260079,0.81851002,128.6696081,[[0;1.0090462071399][0.851659320095903;-0.768474914643046][0.253394047485742;0.251436865950243][0.450821587447095;-0.11608786459494][...]],0.076844857,10,1482219879,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 13",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,00:50.3,6955,5,5,0.131915102,0.256513229,0.765605377,128.646201,[[0;1.01309615924272][0.852086525715414;-0.766280442147589][0.254236718186353;0.253587574690808][0.0610355715315321;0.707015072927401][...]],0.09559332,10,2088478753,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 16",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:42.4,5864,3,3,0.486617363,0.289259246,1.77982207,128.2914988,[[0.8516769083825;-0.732122420868029][0;1.06800675564302][0.453730644236719;-0.0873067026355185][0.628034991331235;-0.231799136075287][...]],0.086980197,16,319543904,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 3",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,00:48.1,6135,5,5,0.329631272,0.244967849,1.003135048,128.4484849,[[0.851722710501145;-0.7482821261801][0;1.04612190154928][0.450262341474836;-0.0904404520170882][0.194349973171207;0.629536435376646][...]],0.080786787,10,1344164049,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 14",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,00:49.2,6471,5,5,0.111629634,0.26962458,0.941883544,128.6664865,[[0;1.01149351923241][0.851891141209948;-0.767143457667368][0.254405430869892;0.252535469614246][0.199052601524129;0.568577306000809][...]],0.090256419,10,2086363629,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 14",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,00:50.1,6955,5,5,0.095427836,0.217683326,0.626105036,128.6826883,[[0.851741550526745;-0.768934392953866][0;1.00821343829462][0.0718578342261908;0.683480342272419][0.206567019679738;0.509528993687759][...]],0.079743514,10,1676203630,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 17",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:42.8,5864,3,3,0.190889298,0.382206503,1.497313239,128.5872268,[[0;1.02545804667924][0.850511036801555;-0.758989005310682][0.61854144375385;-0.111188028665285][0.260166210078716;0.262214373102965][...]],0.092594562,16,1808879856,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 4",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,00:48.5,6135,5,5,0.203999684,0.253481048,1.03149272,128.5741164,[[0.852111815633304;-0.759566583583771][0;1.02523159548488][0.202128435916091;0.556492402253347][0.0441273875592345;0.769163281292451][...]],0.084457889,10,1569254843,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 15",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,00:49.5,6471,5,5,0.07019702,0.232866753,0.984050688,128.7079191,[[0.85181137749351;-0.771221845924024][0;1.00363023955792][0.257067793396454;0.244932219613101][0.080518105869932;0.673092688209805][...]],0.074878009,10,1258569557,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 15",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,00:50.1,6955,5,5,0.111688705,0.249467387,0.630136466,128.6664274,[[0.851601657094288;-0.767626011732669][0;1.01059248457045][0.44829741723585;-0.110154613129407][0.254137524140336;0.251867404329953][...]],0.089353776,10,1490644081,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 18",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:42.3,5864,3,3,0.562692458,0.330935811,1.328832774,128.2154237,[[0.851903118819535;-0.72590123906379][0;1.08660135344293][0.823263362817626;-0.408734515286264][0.257681902595405;0.307239431771634][...]],0.101979755,16,122941085,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 5",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,00:48.2,6135,5,5,0.257170167,0.234388023,0.94238487,128.520946,[[0;1.0227972778425][0.851868193185492;-0.760811227699235][0.629199177904354;-0.278859986137862][0.824453281734382;-0.468048654887429][...]],0.100939138,10,920601363,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 16",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,00:49.4,6471,5,5,0.105452557,0.263374679,0.869129547,128.6726636,[[0.851794889479966;-0.767754896029177][0;1.01040058443044][0.652435861291517;-0.452050469089542][0.260613919503642;0.250989791552409][...]],0.089288308,10,1784530529,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 16",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,00:50.0,6955,5,5,0.126653964,0.250682627,0.615514159,128.6514622,[[0;1.0091381089927][0.851358280827747;-0.768107824128865][0.651946834490686;-0.4524432767486][0.0684013056369167;0.689384992066667][...]],0.10084094,10,944838842,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 19",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:42.4,5864,3,3,0.680722262,0.304017854,1.762555983,128.0973939,[[0.851417907897518;-0.715168668557411][0;1.10585915981919][0.823746370441108;-0.408171433602353][0.45431625895383;-0.0534031697678858][...]],0.055967165,16,212001579,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 6",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,00:48.8,6135,5,5,0.477431154,0.228432396,1.033174426,128.300685,[[0.853288177726295;-0.735898746859869][0;1.06703651379982][0.652753004295732;-0.4178491229288][0.0789624667187049;0.728298491718134][...]],0.066746805,10,214465424,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 17",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,00:49.8,6471,5,5,0.113365406,0.266760966,0.83782535,128.6647507,[[0.851796266919111;-0.768989047963283][0;1.00809724237915][0.0929742205148395;0.681784888708643][0.235424467648949;0.309770912295017][...]],0.087402544,10,1447121850,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 20",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:43.1,5864,3,3,0.097828765,0.37596016,1.133963192,128.6802874,[[0;1.0115733867951][0.85194904946297;-0.766940722543781][0.454313702258621;-0.11619022068686][0.409475124407347;0.248191870517999][...]],0.103485117,16,453620937,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 17",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,00:51.0,6955,5,5,0.155625426,0.214626333,0.733477319,128.6224907,[[0.851804653518809;-0.765391402200965][0;1.01465562593342][0.245651974063097;0.272171656057093][0.0904415968268809;0.781083454190853][...]],0.075018315,10,1928914725,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 7",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,00:49.5,6135,5,5,0.322009265,0.221985284,0.797412552,128.4561069,[[0;1.04531576118751][0.851353109527931;-0.748070426251516][0.65219627457614;-0.431018764989299][0.453551496178421;-0.0932501411329628][...]],0.080089125,10,933679963,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 18",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,00:50.5,6471,5,5,0.118825309,0.255199523,0.897806066,128.6592908,[[0.851871308967956;-0.766922536380802][0;1.0117732383171][0.197014316032749;0.583887308065666][0.455764176986213;-0.115493771149229][...]],0.092189927,10,683396699,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 1",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,00:47.2,5784,5,5,0.71203604,0.329088611,1.698806923,128.0660801,[[0;1.10887528011339][0.851777093277424;-0.713973505572667][0.45380757602514;-0.0510665563884294][0.0645173380376068;0.783479688803726][...]],0.106586757,10,1268551031,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 18",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,00:51.1,6955,5,5,0.152051475,0.226667035,0.625185816,128.6260647,[[0.851975088207521;-0.767123539565975][0;1.01155367703379][0.414251809464412;0.270705094962659][0.447087426260357;-0.104510318089057][...]],0.100739043,10,839404642,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 8",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,00:48.4,6135,5,5,0.287188932,0.251791727,0.978068063,128.4909272,[[0.851870300437568;-0.751452290833574][0;1.04035079384003][0.652535640952691;-0.434048243487603][0.448046034639432;-0.0895840983063958][...]],0.087302882,10,884455496,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 19",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,00:49.7,6471,5,5,0.133733095,0.262749534,0.977773665,128.644383,[[0.851746243503774;-0.767611549500282][0;1.01042949027605][0.253780072813149;0.282398613074708][0.196601098645347;0.644623963664858][...]],0.074693428,10,1513092525,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 2",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,00:46.6,5784,5,5,0.996846644,0.261723376,1.917174118,127.7812695,[[0;1.15042033252935][0.850334732240684;-0.688928876230516][0.454368834913206;-0.0226597952505109][0.0781963939685338;0.801017440920375][...]],0.076200523,10,1399204287,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 19",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,00:50.8,6955,5,5,0.091527449,0.21260789,0.676833084,128.6865887,[[0;1.00729183071166][0.851793955862166;-0.769587389674691][0.452411447827499;-0.118288532608707][0.420625553485304;0.27363427525148][...]],0.070773071,10,820207338,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 9",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,00:49.6,6135,5,5,0.22488164,0.227573947,1.096145376,128.5532345,[[0.851588739487391;-0.757960358467524][0;1.02839223652064][0.245500514252282;0.282877060297853][0.184182294519842;0.680982595348483][...]],0.071302307,10,1476444806,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 20",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,00:50.4,6471,5,5,0.113491227,0.24939473,0.77353391,128.6646249,[[0;1.01085361241315][0.852000916904276;-0.76757379055609][0.0746655758208994;0.68386242003549][0.20493092548423;0.524541365952822][...]],0.084370213,10,511937285,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 3",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,00:47.4,5784,5,5,1.311490331,0.309937175,2.001525902,127.4666258,[[0;1.2109691698131][0.851839018257951;-0.661747458316532][0.457152733567805;0.0132271172498914][0.271732461784477;0.417766937238089][...]],0.077767145,10,779729686,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 20",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,00:50.3,6955,5,5,0.078205891,0.193073063,0.43658962,128.6999102,[[0.851931581366328;-0.770320735238155][0;1.0055371937629][0.0863346785585915;0.675067107001466][0.257715458383855;0.246437326104706][...]],0.085061065,10,763293835,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 10",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,00:48.3,6135,5,5,0.232353796,0.226747338,0.983849042,128.5457623,[[0;1.02883844906795][0.851505540001609;-0.75771834994672][0.0852570735523871;0.69457563509587][0.452287428406877;-0.104419819699065][...]],0.095537266,10,806979387,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 4",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,00:46.2,5784,5,5,1.162725995,0.340590439,1.746247953,127.6153901,[[0;1.17786547767109][0.851889270082923;-0.674231137182439][0.0715847602978713;0.831743681518591][0.453249577013372;-0.00368649180446642][...]],0.111782587,10,1347906227,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 1",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,01:04.8,10982,10,8,0.170817061,0.263133276,0.524863968,128.6072991,[[0.851853605878526;-0.766858311972596][0;1.01205867593185][0.246790125088096;0.283322524153176][0.0675762182860678;0.695668171101065][...]],0.150340852,5,1903698371,10
