,AgeGap,AgeLimits,Algorithm Name,EvaluatedSolutions,Execution Time,Generations,NumberOfLayers,OpenLayers,ParetoFrontResults.Absolute Distance to BestKnownHypervolume,ParetoFrontResults.Best known hypervolume,ParetoFrontResults.Crowding,ParetoFrontResults.Generational Distance,ParetoFrontResults.Hypervolume,ParetoFrontResults.Pareto Front,ParetoFrontResults.Spacing,PopulationSize,Seed,SelectedParents
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 15",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,13:46.9,6955,5,5,1.136897435,1330.99196,0.313547808,0.837336549,1329.855063,[[1;0;0][6.12303176911189E-17;2.32423215388325;0][6.12303176911189E-17;0;1.48211443123978][3.74915180455534E-33;6.65573534262676E-17;1.08699996890464][...]],0.162621626,10,727274611,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 17",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,12:57.7,6135,5,5,0.901953867,1330.998399,0.700053088,1.619998338,1330.096446,[[1;0;0][6.12303176911189E-17;5.35677419161602;0][6.12303176911189E-17;0;2.0964735529755][3.74915180455534E-33;6.37202227754945E-17;1.0406645788927][...]],0.261506626,10,1377029851,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 18",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,12:20.6,5784,5,5,1.339281977,1330.995816,0.575779025,1.938251594,1329.656534,[[1;0;0][6.07300263749835E-17;5.06194300832869;0.651080343923059][3.74915180455534E-33;6.69154412144088E-17;1.0928481794259][...]],0.226578027,10,1308160827,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 17",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,13:18.2,6471,5,5,0.619843996,1330.998815,0.54027591,1.599737124,1330.378971,[[1;0;0][6.10317586507635E-17;4.98320620324931;0.402294124836112][6.11180193817524E-17;1.18810333827965E-17;3.2052991742008][...]],0.249284825,10,1449435430,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 16",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,13:48.0,6955,5,5,1.085223433,1330.996583,0.575646376,1.581908312,1329.91136,[[1;0;0][6.05174196641218E-17;2.13311741913917E-17;2.28965794013565][6.12303176911189E-17;0;1.58812596771078][...]],0.291061198,10,1635864001,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 18",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,12:56.7,6135,5,5,1.083500884,1330.997325,0.481524427,1.068935072,1329.913824,[[1;0;0][3.74915180455534E-33;6.29930214015566E-17;1.02878808696257][6.12303176911189E-17;0;1.826841143009][...]],0.280360604,10,86120516,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 19",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,12:24.6,5784,5,5,1.549059489,1330.998163,0.69564965,2.07354578,1329.449104,[[1;0;0][3.74915180455534E-33;6.52242840295007E-17;1.06522857448707][6.12303176911189E-17;0;2.72716588167672][...]],0.369751321,10,1895101568,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 18",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,13:16.1,6471,5,5,1.974163066,1330.998838,0.730632525,1.914124896,1329.024675,[[1;0;0][6.12303176911189E-17;0;2.12662472110355][3.74915180455534E-33;6.43812116022522E-17;1.05145970215324][...]],0.213093066,10,1977644744,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 17",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,13:52.9,6955,5,5,1.792593808,1330.997595,0.692548774,2.214911687,1329.205001,[[1;0;0][6.12303176911189E-17;0;1.53618323362289][6.10886631968813E-17;6.26525329000816;0.426913725279843][...]],0.305388243,10,1629631580,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 19",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,12:58.0,6135,5,5,1.505902873,1330.99,0.561160492,1.613534423,1329.484097,[[1;0;0][6.12303176911189E-17;5.57077012140226;0][3.74915180455534E-33;6.34425307575774E-17;1.03612937430144][...]],0.262106616,10,485561033,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 20",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,12:17.6,5784,5,5,0.303462352,1330.999515,0.516164502,1.826093983,1330.696053,[[1;0;0][6.11609842766114E-17;5.08333523757628;0.242114532159939][3.74915180455534E-33;6.53934392032766E-17;1.06799117935594][...]],0.248619478,10,751043922,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 19",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,13:14.6,6471,5,5,0.897779002,1330.999131,0.675105406,1.735861352,1330.101352,[[6.05087860356276E-17;3.48595414001162E-17;3.71945171021225][1;0;0][6.12262193834677E-17;2.46793528025294;0.028555488137625][...]],0.370288993,10,1076749465,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 18",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,13:45.1,6955,5,5,0.817537921,1330.998894,0.622881052,1.559337247,1330.181356,[[1;0;0][6.1221433183124E-17;4.52859137096639;0.0771540687044063][5.83717005706836E-17;3.78886328868463E-17;2.04909307587502][...]],0.258926888,10,887048997,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 20",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,12:53.2,6135,5,5,1.297340028,1330.997652,0.442995776,1.57917499,1329.700312,[[1;0;0][6.12303176911189E-17;4.19357005132967;0][3.74915180455534E-33;6.38607971874775E-17;1.04296040908408][...]],0.264218341,10,1186287198,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 20",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,13:11.3,6471,5,5,0.039968777,1330.99522,0.366928363,0.831355076,1330.955251,[[6.12303176911189E-17;2.02131218404753;0][1;0;0][5.59556937736105E-17;5.39177728008568E-17;2.16869415036843][...]],0.195304004,10,120079669,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 2",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,23:13.9,10982,10,8,3.731989763,1330.997389,0.751260382,1.194779838,1327.265399,[[1;0;0][6.12286468647593E-17;1.67075227017063E-18;3.69361061199981][6.12303175572923E-17;3.69317841221947;0.000244176140195107][...]],0.512412956,5,1880421343,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 19",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,13:50.2,6955,5,5,0.533675553,1330.997907,0.420942413,1.153441298,1330.464232,[[1;0;0][6.0870714687521E-17;2.21317967953792E-17;3.33999141718274][3.74915180455534E-33;6.45197421629709E-17;1.05372215261802][...]],0.218580731,10,1508974695,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 1",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,21:36.9,9026,10,9,2.40384847,1330.996732,0.928855355,1.363674933,1328.592884,[[1;0;0][6.12259541149169E-17;2.1664626717056;0.0258658912726105][6.12218484592836E-17;2.24643551964328E-18;2.20591467900201][...]],0.581575202,5,270476323,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 1",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,19:58.3,7015,10,10,0.758674466,1330.996675,0.993164164,1.677851507,1330.238001,[[1;0;0][6.12300298406689E-17;6.92999956476688E-19;3.69106766824638][6.12303176911189E-17;2.42631417100253;0][...]],0.292391606,5,844939215,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 20",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,13:50.5,6955,5,5,1.105327859,1330.998665,0.414051632,0.977400525,1329.893337,[[1;0;0][6.01829466334913E-17;2.37642208617211E-17;2.10736725608981][3.74915180455534E-33;6.4838277774893E-17;1.05892440574904][...]],0.193550996,10,2090796609,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 3",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,23:24.8,10982,10,8,2.603098546,1330.99244,1.022327064,2.050807569,1328.389342,[[1;0;0][6.11389896760112E-17;9.27047422002909E-18;2.77308824657166][6.11232653700758E-17;9.32421234332045;0.552092691183005][...]],0.533749864,5,353128119,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 2",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,21:51.3,9026,10,9,2.816382359,1330.975854,0.872902241,1.660269086,1328.159472,[[1;0;0][5.94889279551265E-17;3.64060432703991;0.887306340615399][6.12303176911189E-17;0;1.00937730846712][...]],0.992133268,5,920989191,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 1",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,18:56.6,5983,10,10,1.792834577,1330.996671,0.867025278,2.3701093,1329.203836,[[1;0;0][5.99787058305049E-17;3.19720577649309E-17;2.59578236544032][6.12303176911189E-17;0;1.01926188258593][...]],0.501233112,5,994054230,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 2",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,20:03.4,7015,10,10,1.255659432,1330.994125,0.480159428,0.889398941,1329.738466,[[1;0;0][6.11276566536117E-17;2.81177333553961;0.163027746192655][5.99586660169994E-17;2.263625666143E-17;1.82342940534289][...]],0.341883064,5,1026581290,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 4",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,23:34.0,10982,10,8,3.18055097,1330.999647,0.867572704,1.353344885,1327.819096,[[1;0;0][6.12220355367002E-17;3.40406599073384;0.0559945082691302][6.0808316877579E-17;1.21614519747275E-17;1.69465038681781][...]],0.275362777,5,1543156371,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 2",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,19:05.9,5983,10,10,0.533271478,1330.998931,0.603375624,1.886699036,1330.46566,[[1;0;0][5.6541553671333E-17;5.09355507771236E-17;2.16755951504096][6.11205723710854E-17;2.76658386457501;0.165864329822856][...]],0.488061931,5,321169359,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 3",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,21:59.8,9026,10,9,0.922446581,1330.996991,0.460817996,0.635699262,1330.074544,[[1;0;0][6.10557704739845E-17;7.86480566206368E-18;1.70232706887094][6.12303176911189E-17;0;1.01231694683458][...]],0.279562851,5,1513381218,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 3",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,20:14.0,7015,10,10,0.975708686,1330.9989,0.416898926,0.877970795,1330.023191,[[1;0;0][5.65669371722339E-17;4.20687442338483E-17;1.79490528536536][6.12303176911189E-17;0;1.0080754036217][...]],0.335674193,5,1280921265,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 5",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,23:47.9,10982,10,8,1.819090684,1330.986114,0.733800242,1.195286467,1329.167023,[[1;0;0][6.11920571538715E-17;1.55849814609777;0.0551210102264825][6.12303176911189E-17;0;1.0097669069181][...]],0.544374154,5,1679884141,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 3",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,19:02.8,5983,10,10,3.911058478,1330.999919,1.132834663,2.977360768,1327.088861,[[1;0;0][6.12101740443394E-17;8.47047937732261;0.217328136610263][6.12303176911189E-17;0;1.00841041778166][...]],0.755159297,5,1382294917,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 4",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,20:15.2,7015,10,10,1.455742143,1330.999956,0.562085175,1.274629241,1329.544214,[[1;0;0][6.09825868653363E-17;1.93326869199579E-17;3.51352994932397][6.12303176911189E-17;1.44876290258458;0][...]],0.394639777,5,99467105,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 4",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,22:01.1,9026,10,9,0.537549831,1330.996213,0.558801732,1.096455116,1330.458663,[[1;0;0][6.05886055772574E-17;2.22144342418392E-17;2.51250977433284][6.12303176911189E-17;1.71044855234726;0][...]],0.256321047,5,557619722,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 4",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,19:06.7,5983,10,10,0.645934581,1330.995862,0.849418158,2.349701451,1330.349927,[[0.44553636664159;4.74929111664945;0][1;0;0][3.74915180455534E-33;6.20302387092059E-17;1.01306413306758][...]],0.447805225,5,1521700384,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 6",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,23:47.9,10982,10,8,1.586919988,1330.994599,1.051236944,1.257480631,1329.407679,[[1;0;0][6.12303176911189E-17;1.57423087959423;0][5.91061513290242E-17;4.35864724493061E-17;2.72620698642532][...]],0.539446759,5,520627716,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 5",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,20:22.3,7015,10,10,0.791631027,1330.97383,0.675645096,1.181959501,1330.182199,[[1;0;0][5.95199002103909E-17;2.4163262203801E-17;1.68135934411884][6.12283697520289E-17;3.68340434006872;0.029381853284007][...]],0.772437264,5,1114091212,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 5",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,22:07.3,9026,10,9,0.690904483,1330.998565,0.470433134,0.877662571,1330.307661,[[1;0;0][6.12302535365569E-17;1.95322150337389E-19;2.20363460827336][6.12303176911189E-17;0;1.00634717481783][...]],0.25821779,5,301040114,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 5",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,19:13.3,5983,10,10,0.243530786,1330.999859,0.709602486,1.958035406,1330.756328,[[1;0;0][6.09007514033004E-17;5.60087442575462;0.583468821867361][3.74915180455534E-33;6.22975284583466E-17;1.01742945010691][...]],0.421002045,5,1362310164,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 6",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,20:25.8,7015,10,10,2.483361793,1330.999182,1.061497052,2.020893817,1328.51582,[[1;0;0][6.1212631469411E-17;9.76808343912898E-18;6.63781184154795][6.12303176911189E-17;0;1.00679766820314][...]],0.67818182,5,2077994829,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 7",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,23:53.6,10982,10,8,3.08170499,1330.959572,0.771292276,1.278077853,1327.877867,[[1;0;0][6.12303176911189E-17;3.1012438474262;0][6.12303176911189E-17;0;1.00673565758495][3.74915180455534E-33;6.16427441449042E-17;1.00673565758495][...]],0.571342059,5,1937608377,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 6",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,22:17.0,9026,10,9,0.485993803,1330.994052,0.731589148,1.338407732,1330.508058,[[1;0;0][6.04535740879956E-17;1.49565027818673E-17;1.53841911653896][6.12303176911189E-17;1.12541732036805;0][...]],0.574964442,5,557798726,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 6",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,19:14.2,5983,10,10,0.472620577,1330.99603,0.528137355,1.633157178,1330.523409,[[6.1121195167896E-17;1.39966132590137E-17;3.83054960829328][1;0;0][6.12303176911189E-17;3.20287116131575;0][...]],0.37242625,5,774636661,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 7",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,20:27.3,7015,10,10,1.632203432,1330.994919,0.662580487,0.835382732,1329.362715,[[1;0;0][6.11620471293417E-17;3.96383539926659E-18;1.37126600793925][6.12303176911189E-17;1.66249362557545;0][...]],0.443121161,5,1749446879,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 8",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,23:57.5,10982,10,8,2.919420322,1330.99775,0.765326588,1.193824842,1328.078329,[[1;0;0][6.12303061619229E-17;2.23230316472646E-19;5.94094362426228][6.12303176911189E-17;2.87730373065361;0][...]],0.459883144,5,2145142162,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 7",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,22:11.0,9026,10,9,1.198168647,1330.998763,0.820747723,1.932258788,1329.800594,[[1;0;0][6.12303176911189E-17;2.78200637797413;0][5.31865835855682E-17;3.74776734039747E-17;1.23537463018846][...]],0.646583012,5,385632971,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 7",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,19:14.6,5983,10,10,0.401258303,1330.998885,0.630985053,1.666920514,1330.597626,[[1;0;0][6.07180381523662E-17;4.58522751981203;0.596876718296793][6.12303176911189E-17;0;1.0169460884877][...]],0.363525695,5,2124362722,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 8",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,20:22.3,7015,10,10,1.708703867,1330.997143,0.7393037,1.672341366,1329.288439,[[1;0;0][6.11641551205843E-17;6.27448657502546E-18;2.20491121475475][6.11122110962078E-17;2.68638132180299;0.16709577266222][...]],0.493235954,5,1285747931,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 8",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,22:11.6,9026,10,9,1.031763352,1330.99431,0.472941971,0.785058136,1329.962547,[[1;0;0][6.10092051828642E-17;7.35048463676024E-18;1.4138505189464][6.12303176911189E-17;0;1.00851381409339][...]],0.417272719,5,922580206,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 9",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,23:58.8,10982,10,8,1.963224182,1330.995086,0.526119864,1.011382321,1329.031862,[[1;0;0][6.12220320779186E-17;3.18191985402329;0.0523512896901007][6.12303176911189E-17;0;1.00776500269785][...]],0.271208481,5,494117674,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 8",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,19:17.0,5983,10,10,2.027338711,1330.999924,0.794968234,1.988081442,1328.972585,[[1;0;0][6.12303176911189E-17;2.44586862421988;0][6.11887721500837E-17;1.16050544711526E-17;5.14588884155823][...]],0.327551611,5,882367022,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 9",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,20:31.3,7015,10,10,1.248459743,1330.999709,0.676298446,1.429693156,1329.751249,[[1;0;0][6.12296560793925E-17;7.34710171172062E-19;2.58117454844093][6.01489856537342E-17;2.0866206651889;0.39743586139868][...]],0.555526958,5,26342099,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 9",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,22:14.9,9026,10,9,2.400195549,1330.991755,0.555456335,1.299424244,1328.59156,[[1;0;0][6.09194476659658E-17;1.282905922394E-17;2.08189617522671][6.05325640029557E-17;4.10000341077493;0.624314867462854][...]],0.255023157,5,1737074959,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 9",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,19:17.3,5983,10,10,2.149774743,1330.994556,0.576113688,1.852106037,1328.844781,[[1;0;0][0.00532594309661108;3.91936043101312;0][6.12303176911189E-17;0;1.01105559482963][6.12294859037136E-17;8.80667485074973E-19;2.75936411970228][...]],0.352119668,5,1989874955,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 10",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,23:59.6,10982,10,8,1.081889589,1330.988072,0.544438835,1.026913368,1329.906183,[[1;0;0][5.88707564308775E-17;3.35123382405824E-17;1.99074510418094][6.06883816531568E-17;2.69368528559654;0.360786662130307][...]],0.380440092,5,523850864,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 10",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,20:29.2,7015,10,10,2.065640765,1330.999162,0.755549034,1.789093858,1328.933521,[[1;0;0][5.91391386461172E-17;5.26696132727833E-17;3.31975757764543][6.12302945515624E-17;4.76593452199158;0.00414340562312191][...]],0.633055217,5,310858065,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 10",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,19:19.7,5983,10,10,1.375172693,1330.999836,0.562827404,1.733363862,1329.624663,[[1;0;0][6.10557969599213E-17;3.56796041812318;0.269963598564595][6.09840309572379E-17;2.49124920990616E-17;4.54083337165319][...]],0.325829034,5,1443630034,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 10",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,22:13.5,9026,10,9,0.002742392,1330.998889,0.675063674,1.346887773,1330.996146,[[1;0;0][6.12303176911189E-17;3.06877874447933;0][6.11062338982224E-17;6.29703157759355E-18;1.61621905905374][...]],0.378022657,5,1456381190,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 11",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,24:01.8,10982,10,8,1.613943566,1330.994734,0.798700618,1.442243198,1329.38079,[[1;0;0][6.1230295956252E-17;2.32139276741028E-19;4.49957938889871][6.12303176911189E-17;0;1.00939219081053][...]],0.455258031,5,1848176968,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 11",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,20:33.7,7015,10,10,1.122719267,1330.997105,0.728171826,1.559341979,1329.874385,[[1;0;0][6.11016605798052E-17;2.84773898431805;0.18489878814871][3.74915180455534E-33;6.16871694030391E-17;1.00746120107076][...]],0.790860279,5,382975621,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 11",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,19:27.5,5983,10,10,0.024975435,1330.998539,0.612853034,2.022905714,1330.973564,[[1;0;0][5.99357871642977E-17;4.11355500820529E-17;3.28450999488856][3.74915180455534E-33;6.188373790774E-17;1.01067151439451][...]],0.297034054,5,1912488103,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 11",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,22:26.0,9026,10,9,0.040973499,1330.991229,0.833807118,1.300046008,1330.950255,[[1;0;0][5.96403036907712E-17;2.43322600507575E-17;1.75517974222923][6.12303176911189E-17;2.8526698388657;0][...]],0.324289044,5,2083537859,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 12",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,24:07.4,10982,10,8,1.555182195,1330.99884,0.651626684,0.823690643,1329.443658,[[1;0;0][5.97049535546499E-17;1.94116147173728E-17;1.42921776464156][6.12303176911189E-17;1.53054063047909;0][...]],0.339154931,5,1314694642,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 12",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,20:36.8,7015,10,10,1.036014967,1330.999682,0.637910445,1.248913599,1329.963667,[[1;0;0][5.90270908521646E-17;5.0108110591351E-17;3.07838192335071][6.12303176911189E-17;0;1.00586814710729][...]],0.343224408,5,952682898,10
